"Plot Title: LC RRG"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592081, SEN S/N: 10592081)","Coupler Detached (LGR S/N: 10592081, SEN S/N: 10592081)","Coupler Attached (LGR S/N: 10592081, SEN S/N: 10592081)","End Of File (LGR S/N: 10592081, SEN S/N: 10592081)"
1,07/07/15 09:19:16 AM,0.00,Logged,,
2,07/11/15 09:30:36 PM,0.01,,,
3,09/15/15 12:31:12 PM,0.01,,Logged,Logged
