"Plot Title: SF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592086, SEN S/N: 10592086)","Event, units (LGR S/N: 10592086, SEN S/N: 10592086)","Coupler Detached (LGR S/N: 10592086, SEN S/N: 10592086)","Coupler Attached (LGR S/N: 10592086, SEN S/N: 10592086)","Host Connected (LGR S/N: 10592086, SEN S/N: 10592086)","Stopped (LGR S/N: 10592086, SEN S/N: 10592086)","End Of File (LGR S/N: 10592086, SEN S/N: 10592086)"
1,11/28/18 01:04:18 PM,63.968,0.00,,,,,
2,11/28/18 01:04:28 PM,,,Logged,,,,
3,11/28/18 02:04:18 PM,59.680,,,,,,
4,11/28/18 03:04:18 PM,57.958,,,,,,
5,11/28/18 03:38:25 PM,,1.00,,,,,
6,11/28/18 04:04:18 PM,54.669,,,,,,
7,11/28/18 04:50:53 PM,,2.00,,,,,
8,11/28/18 04:53:45 PM,,3.00,,,,,
9,11/28/18 04:57:53 PM,,4.00,,,,,
10,11/28/18 05:01:51 PM,,5.00,,,,,
11,11/28/18 05:03:53 PM,,6.00,,,,,
12,11/28/18 05:04:18 PM,53.274,,,,,,
13,11/28/18 05:07:08 PM,,7.00,,,,,
14,11/28/18 05:12:28 PM,,8.00,,,,,
15,11/28/18 05:20:41 PM,,9.00,,,,,
16,11/28/18 05:28:12 PM,,10.00,,,,,
17,11/28/18 05:30:18 PM,,11.00,,,,,
18,11/28/18 05:31:33 PM,,12.00,,,,,
19,11/28/18 05:35:30 PM,,13.00,,,,,
20,11/28/18 05:57:48 PM,,14.00,,,,,
21,11/28/18 06:04:18 PM,52.925,,,,,,
22,11/28/18 06:53:48 PM,,15.00,,,,,
23,11/28/18 07:04:18 PM,53.274,,,,,,
24,11/28/18 07:09:11 PM,,16.00,,,,,
25,11/28/18 07:47:37 PM,,17.00,,,,,
26,11/28/18 08:04:18 PM,53.274,,,,,,
27,11/28/18 08:16:49 PM,,18.00,,,,,
28,11/28/18 08:16:50 PM,,19.00,,,,,
29,11/28/18 08:21:01 PM,,20.00,,,,,
30,11/28/18 08:22:52 PM,,21.00,,,,,
31,11/28/18 08:25:22 PM,,22.00,,,,,
32,11/28/18 08:27:08 PM,,23.00,,,,,
33,11/28/18 08:30:01 PM,,24.00,,,,,
34,11/28/18 08:35:41 PM,,25.00,,,,,
35,11/28/18 08:37:42 PM,,26.00,,,,,
36,11/28/18 08:39:58 PM,,27.00,,,,,
37,11/28/18 08:41:35 PM,,28.00,,,,,
38,11/28/18 08:42:58 PM,,29.00,,,,,
39,11/28/18 08:44:11 PM,,30.00,,,,,
40,11/28/18 08:45:48 PM,,31.00,,,,,
41,11/28/18 08:47:08 PM,,32.00,,,,,
42,11/28/18 08:48:26 PM,,33.00,,,,,
43,11/28/18 08:49:47 PM,,34.00,,,,,
44,11/28/18 08:50:30 PM,,35.00,,,,,
45,11/28/18 08:52:00 PM,,36.00,,,,,
46,11/28/18 08:53:27 PM,,37.00,,,,,
47,11/28/18 08:56:12 PM,,38.00,,,,,
48,11/28/18 08:58:35 PM,,39.00,,,,,
49,11/28/18 09:02:28 PM,,40.00,,,,,
50,11/28/18 09:04:18 PM,53.274,,,,,,
51,11/28/18 09:06:38 PM,,41.00,,,,,
52,11/28/18 09:24:20 PM,,42.00,,,,,
53,11/28/18 09:45:13 PM,,43.00,,,,,
54,11/28/18 09:54:43 PM,,44.00,,,,,
55,11/28/18 09:55:53 PM,,45.00,,,,,
56,11/28/18 09:56:31 PM,,46.00,,,,,
57,11/28/18 09:57:26 PM,,47.00,,,,,
58,11/28/18 09:58:32 PM,,48.00,,,,,
59,11/28/18 10:01:01 PM,,49.00,,,,,
60,11/28/18 10:04:18 PM,53.973,,,,,,
61,11/28/18 10:06:53 PM,,50.00,,,,,
62,11/28/18 10:10:22 PM,,51.00,,,,,
63,11/28/18 10:11:33 PM,,52.00,,,,,
64,11/28/18 10:13:23 PM,,53.00,,,,,
65,11/28/18 10:15:57 PM,,54.00,,,,,
66,11/28/18 10:17:54 PM,,55.00,,,,,
67,11/28/18 10:24:56 PM,,56.00,,,,,
68,11/28/18 10:28:11 PM,,57.00,,,,,
69,11/28/18 10:30:39 PM,,58.00,,,,,
70,11/28/18 10:31:41 PM,,59.00,,,,,
71,11/28/18 10:31:42 PM,,60.00,,,,,
72,11/28/18 10:33:22 PM,,61.00,,,,,
73,11/28/18 10:34:02 PM,,62.00,,,,,
74,11/28/18 10:34:47 PM,,63.00,,,,,
75,11/28/18 10:35:30 PM,,64.00,,,,,
76,11/28/18 10:35:31 PM,,65.00,,,,,
77,11/28/18 10:36:51 PM,,66.00,,,,,
78,11/28/18 10:43:20 PM,,67.00,,,,,
79,11/28/18 10:48:44 PM,,68.00,,,,,
80,11/28/18 10:49:52 PM,,69.00,,,,,
81,11/28/18 10:51:31 PM,,70.00,,,,,
82,11/28/18 10:53:31 PM,,71.00,,,,,
83,11/28/18 10:57:50 PM,,72.00,,,,,
84,11/28/18 11:00:50 PM,,73.00,,,,,
85,11/28/18 11:04:18 PM,53.623,,,,,,
86,11/28/18 11:06:55 PM,,74.00,,,,,
87,11/28/18 11:08:16 PM,,75.00,,,,,
88,11/28/18 11:08:58 PM,,76.00,,,,,
89,11/28/18 11:09:42 PM,,77.00,,,,,
90,11/28/18 11:10:28 PM,,78.00,,,,,
91,11/28/18 11:11:48 PM,,79.00,,,,,
92,11/28/18 11:11:49 PM,,80.00,,,,,
93,11/28/18 11:12:38 PM,,81.00,,,,,
94,11/28/18 11:14:17 PM,,82.00,,,,,
95,11/28/18 11:17:09 PM,,83.00,,,,,
96,11/28/18 11:18:18 PM,,84.00,,,,,
97,11/28/18 11:20:30 PM,,85.00,,,,,
98,11/28/18 11:23:02 PM,,86.00,,,,,
99,11/28/18 11:26:13 PM,,87.00,,,,,
100,11/28/18 11:47:58 PM,,88.00,,,,,
101,11/28/18 11:59:00 PM,,89.00,,,,,
102,11/29/18 12:04:18 AM,53.449,,,,,,
103,11/29/18 12:13:53 AM,,90.00,,,,,
104,11/29/18 12:13:54 AM,,91.00,,,,,
105,11/29/18 12:20:15 AM,,92.00,,,,,
106,11/29/18 12:20:50 AM,,93.00,,,,,
107,11/29/18 12:21:08 AM,,94.00,,,,,
108,11/29/18 12:21:25 AM,,95.00,,,,,
109,11/29/18 12:21:56 AM,,96.00,,,,,
110,11/29/18 12:23:05 AM,,97.00,,,,,
111,11/29/18 12:31:06 AM,,98.00,,,,,
112,11/29/18 12:46:32 AM,,99.00,,,,,
113,11/29/18 12:47:28 AM,,100.00,,,,,
114,11/29/18 01:04:18 AM,52.925,,,,,,
115,11/29/18 02:04:18 AM,52.925,,,,,,
116,11/29/18 03:04:18 AM,52.401,,,,,,
117,11/29/18 04:04:18 AM,51.523,,,,,,
118,11/29/18 05:04:18 AM,50.819,,,,,,
119,11/29/18 06:04:18 AM,50.643,,,,,,
120,11/29/18 07:04:18 AM,50.290,,,,,,
121,11/29/18 07:28:43 AM,,101.00,,,,,
122,11/29/18 07:33:32 AM,,102.00,,,,,
123,11/29/18 07:49:43 AM,,103.00,,,,,
124,11/29/18 07:50:23 AM,,104.00,,,,,
125,11/29/18 07:50:58 AM,,105.00,,,,,
126,11/29/18 07:52:36 AM,,106.00,,,,,
127,11/29/18 07:54:14 AM,,107.00,,,,,
128,11/29/18 07:55:02 AM,,108.00,,,,,
129,11/29/18 07:55:38 AM,,109.00,,,,,
130,11/29/18 07:56:23 AM,,110.00,,,,,
131,11/29/18 07:57:29 AM,,111.00,,,,,
132,11/29/18 08:00:46 AM,,112.00,,,,,
133,11/29/18 08:04:18 AM,50.290,,,,,,
134,11/29/18 08:05:23 AM,,113.00,,,,,
135,11/29/18 08:34:26 AM,,114.00,,,,,
136,11/29/18 08:34:54 AM,,115.00,,,,,
137,11/29/18 08:38:30 AM,,116.00,,,,,
138,11/29/18 09:04:18 AM,50.995,,,,,,
139,11/29/18 09:22:07 AM,,117.00,,,,,
140,11/29/18 09:22:26 AM,,118.00,,,,,
141,11/29/18 09:22:34 AM,,119.00,,,,,
142,11/29/18 09:24:14 AM,,120.00,,,,,
143,11/29/18 09:39:52 AM,,121.00,,,,,
144,11/29/18 09:55:31 AM,,122.00,,,,,
145,11/29/18 10:04:18 AM,50.643,,,,,,
146,11/29/18 11:03:51 AM,,123.00,,,,,
147,11/29/18 11:04:18 AM,52.401,,,,,,
148,11/29/18 11:15:20 AM,,124.00,,,,,
149,11/29/18 11:22:34 AM,,125.00,,,,,
150,11/29/18 11:25:21 AM,,126.00,,,,,
151,11/29/18 11:29:09 AM,,127.00,,,,,
152,11/29/18 11:29:25 AM,,128.00,,,,,
153,11/29/18 11:29:38 AM,,129.00,,,,,
154,11/29/18 11:30:43 AM,,130.00,,,,,
155,11/29/18 11:32:28 AM,,131.00,,,,,
156,11/29/18 12:04:18 PM,53.798,,,,,,
157,11/29/18 12:25:33 PM,,132.00,,,,,
158,11/29/18 12:31:05 PM,,133.00,,,,,
159,11/29/18 12:32:15 PM,,134.00,,,,,
160,11/29/18 12:32:52 PM,,135.00,,,,,
161,11/29/18 12:34:35 PM,,136.00,,,,,
162,11/29/18 12:35:57 PM,,137.00,,,,,
163,11/29/18 12:36:18 PM,,138.00,,,,,
164,11/29/18 12:37:06 PM,,139.00,,,,,
165,11/29/18 12:43:21 PM,,140.00,,,,,
166,11/29/18 12:47:03 PM,,141.00,,,,,
167,11/29/18 12:52:34 PM,,142.00,,,,,
168,11/29/18 12:55:10 PM,,143.00,,,,,
169,11/29/18 01:03:19 PM,,144.00,,,,,
