"Plot Title: 10592076"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10592076, SEN S/N: 10592076)","Event, units (LGR S/N: 10592076, SEN S/N: 10592076)","End Of File (LGR S/N: 10592076, SEN S/N: 10592076)"
1,08/25/14 03:03:09 PM,17.510,0.00,Logged
