"Plot Title: Als"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309221, SEN S/N: 20309221)","Event, units (LGR S/N: 20309221, SEN S/N: 20309221)","Coupler Attached (LGR S/N: 20309221, SEN S/N: 20309221)","Host Connected (LGR S/N: 20309221, SEN S/N: 20309221)","Coupler Detached (LGR S/N: 20309221, SEN S/N: 20309221)","Stopped (LGR S/N: 20309221, SEN S/N: 20309221)","End Of File (LGR S/N: 20309221, SEN S/N: 20309221)"
1,02/17/19 12:30:00 PM,56.577,0.00,,,,,
2,02/17/19 01:00:00 PM,57.958,,,,,,
3,02/17/19 01:30:00 PM,57.441,,,,,,
4,02/17/19 02:00:00 PM,56.923,,,,,,
5,02/17/19 02:30:00 PM,56.577,,,,,,
6,02/17/19 03:00:00 PM,56.750,,,,,,
7,02/17/19 03:30:00 PM,59.164,,,,,,
8,02/17/19 04:00:00 PM,60.368,,,,,,
9,02/17/19 04:30:00 PM,60.883,,,,,,
10,02/17/19 05:00:00 PM,53.623,,,,,,
11,02/17/19 05:30:00 PM,46.908,,,,,,
12,02/17/19 06:00:00 PM,44.560,,,,,,
13,02/17/19 06:30:00 PM,44.013,,,,,,
14,02/17/19 07:00:00 PM,43.282,,,,,,
15,02/17/19 07:30:00 PM,42.363,,,,,,
16,02/17/19 08:00:00 PM,41.439,,,,,,
17,02/17/19 08:30:00 PM,40.509,,,,,,
18,02/17/19 09:00:00 PM,40.134,,,,,,
19,02/17/19 09:30:00 PM,39.760,,,,,,
20,02/17/19 10:00:00 PM,38.818,,,,,,
21,02/17/19 10:30:00 PM,38.061,,,,,,
22,02/17/19 11:00:00 PM,37.488,,,,,,
23,02/17/19 11:30:00 PM,36.914,,,,,,
24,02/18/19 12:00:00 AM,36.338,,,,,,
25,02/18/19 12:30:00 AM,36.145,,,,,,
26,02/18/19 01:00:00 AM,36.145,,,,,,
27,02/18/19 01:30:00 AM,36.338,,,,,,
28,02/18/19 02:00:00 AM,36.145,,,,,,
29,02/18/19 02:30:00 AM,36.914,,,,,,
30,02/18/19 03:00:00 AM,36.338,,,,,,
31,02/18/19 03:30:00 AM,35.758,,,,,,
32,02/18/19 04:00:00 AM,35.175,,,,,,
33,02/18/19 04:30:00 AM,34.002,,,,,,
34,02/18/19 05:00:00 AM,33.411,,,,,,
35,02/18/19 05:30:00 AM,33.607,,,,,,
36,02/18/19 06:00:00 AM,33.805,,,,,,
