"Plot Title: LQC"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592080, SEN S/N: 10592080)","Coupler Detached (LGR S/N: 10592080, SEN S/N: 10592080)","Coupler Attached (LGR S/N: 10592080, SEN S/N: 10592080)","Stopped (LGR S/N: 10592080, SEN S/N: 10592080)","End Of File (LGR S/N: 10592080, SEN S/N: 10592080)"
1,12/17/14 04:32:43 PM,0.00,,,,
2,12/17/14 04:32:47 PM,,Logged,,,
3,12/17/14 05:15:54 PM,0.01,,,,
4,12/17/14 05:15:55 PM,0.02,,,,
5,12/17/14 06:07:45 PM,0.03,,,,
6,12/17/14 06:39:39 PM,0.04,,,,
7,12/17/14 06:46:53 PM,0.05,,,,
8,12/17/14 06:46:54 PM,0.06,,,,
9,12/17/14 06:55:08 PM,0.07,,,,
10,12/17/14 07:02:11 PM,0.08,,,,
11,12/17/14 07:08:04 PM,0.09,,,,
12,12/17/14 07:20:32 PM,0.10,,,,
13,12/17/14 07:57:05 PM,0.11,,,,
14,12/17/14 08:10:16 PM,0.12,,,,
15,12/17/14 08:23:43 PM,0.13,,,,
16,12/17/14 08:42:54 PM,0.14,,,,
17,12/17/14 09:22:19 PM,0.15,,,,
18,12/17/14 09:40:27 PM,0.16,,,,
19,12/17/14 09:45:04 PM,0.17,,,,
20,12/17/14 09:54:02 PM,0.18,,,,
21,12/17/14 10:05:01 PM,0.19,,,,
22,12/17/14 10:15:58 PM,0.20,,,,
23,12/17/14 10:27:57 PM,0.21,,,,
24,12/17/14 10:36:41 PM,0.22,,,,
25,12/17/14 10:36:42 PM,0.23,,,,
26,12/17/14 10:45:29 PM,0.24,,,,
27,12/17/14 10:45:30 PM,0.25,,,,
28,12/17/14 11:06:52 PM,0.26,,,,
29,12/18/14 03:34:04 AM,0.27,,,,
30,12/19/14 02:02:31 AM,0.28,,,,
31,12/19/14 04:33:48 AM,0.29,,,,
32,12/19/14 04:55:46 AM,0.30,,,,
33,12/19/14 05:18:54 AM,0.31,,,,
34,12/19/14 06:02:21 AM,0.32,,,,
35,12/19/14 06:29:30 AM,0.33,,,,
36,12/19/14 06:55:08 AM,0.34,,,,
37,12/19/14 07:44:55 AM,0.35,,,,
38,12/19/14 08:20:48 AM,0.36,,,,
39,12/19/14 08:41:00 AM,0.37,,,,
40,12/19/14 09:10:01 AM,0.38,,,,
41,12/19/14 09:44:55 AM,0.39,,,,
