"Plot Title: Landing"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,01/24/12 11:09:36 AM,61.741,0.00000000,,,
2,01/24/12 11:24:36 AM,57.958,,,,
3,01/24/12 11:39:36 AM,57.614,,,,
4,01/24/12 11:54:36 AM,56.057,,,,
5,01/24/12 12:09:36 PM,57.096,,,,
6,01/24/12 12:24:36 PM,55.537,,,,
7,01/24/12 12:39:36 PM,57.268,,,,
8,01/24/12 12:54:36 PM,60.368,,,,
9,01/24/12 01:09:36 PM,62.083,,,,
10,01/24/12 01:24:36 PM,61.912,,,,
11,01/24/12 01:39:36 PM,62.254,,,,
12,01/24/12 01:54:36 PM,60.712,,,,
13,01/24/12 02:09:36 PM,60.024,,,,
14,01/24/12 02:24:36 PM,60.368,,,,
15,01/24/12 02:39:36 PM,61.741,,,,
16,01/24/12 02:54:36 PM,63.455,,,,
17,01/24/12 03:09:36 PM,62.940,,,,
18,01/24/12 03:24:36 PM,62.083,,,,
19,01/24/12 03:39:36 PM,60.539,,,,
20,01/24/12 03:54:36 PM,60.024,,,,
21,01/24/12 04:09:36 PM,57.958,,,,
22,01/24/12 04:24:36 PM,58.303,,,,
23,01/24/12 04:39:36 PM,57.096,,,,
24,01/24/12 04:54:36 PM,55.884,,,,
25,01/24/12 05:09:36 PM,54.495,,,,
26,01/24/12 05:24:36 PM,53.449,,,,
27,01/24/12 05:39:36 PM,52.750,,,,
28,01/24/12 05:54:36 PM,52.050,,,,
29,01/24/12 06:09:36 PM,51.523,,,,
30,01/24/12 06:24:36 PM,50.995,,,,
31,01/24/12 06:39:36 PM,50.643,,,,
32,01/24/12 06:54:36 PM,50.113,,,,
33,01/24/12 07:09:36 PM,49.937,,,,
34,01/24/12 07:24:36 PM,49.937,,,,
35,01/24/12 07:39:36 PM,49.937,,,,
36,01/24/12 07:54:36 PM,49.404,,,,
37,01/24/12 08:09:36 PM,49.582,,,,
38,01/24/12 08:24:36 PM,49.937,,,,
39,01/24/12 08:39:36 PM,50.113,,,,
40,01/24/12 08:54:36 PM,49.582,,,,
41,01/24/12 09:09:36 PM,49.404,,,,
42,01/24/12 09:24:36 PM,49.228,,,,
43,01/24/12 09:39:36 PM,49.228,,,,
44,01/24/12 09:54:36 PM,49.404,,,,
45,01/24/12 10:09:36 PM,49.228,,,,
46,01/24/12 10:24:36 PM,49.228,,,,
47,01/24/12 10:39:36 PM,49.050,,,,
48,01/24/12 10:54:36 PM,49.050,,,,
49,01/24/12 11:09:36 PM,49.228,,,,
50,01/24/12 11:24:36 PM,49.228,,,,
51,01/24/12 11:39:36 PM,49.228,,,,
52,01/24/12 11:54:36 PM,49.404,,,,
53,01/25/12 12:09:36 AM,50.113,,,,
54,01/25/12 12:24:36 AM,49.759,,,,
55,01/25/12 12:39:36 AM,49.759,,,,
56,01/25/12 12:54:36 AM,49.582,,,,
57,01/25/12 01:09:36 AM,49.404,,,,
58,01/25/12 01:24:36 AM,49.228,,,,
59,01/25/12 01:39:36 AM,49.228,,,,
60,01/25/12 01:54:36 AM,49.228,,,,
61,01/25/12 02:09:36 AM,48.871,,,,
62,01/25/12 02:24:36 AM,48.517,,,,
63,01/25/12 02:39:36 AM,48.517,,,,
64,01/25/12 02:54:36 AM,48.339,,,,
65,01/25/12 03:09:36 AM,48.871,,,,
66,01/25/12 03:24:36 AM,49.228,,,,
67,01/25/12 03:39:36 AM,48.871,,,,
68,01/25/12 03:54:36 AM,48.695,,,,
69,01/25/12 04:09:36 AM,48.871,,,,
70,01/25/12 04:24:36 AM,48.871,,,,
71,01/25/12 04:39:36 AM,48.695,,,,
72,01/25/12 04:54:36 AM,49.228,,,,
73,01/25/12 05:09:36 AM,49.937,,,,
74,01/25/12 05:24:36 AM,50.643,,,,
75,01/25/12 05:39:36 AM,49.937,,,,
76,01/25/12 05:54:36 AM,49.937,,,,
77,01/25/12 06:09:36 AM,49.582,,,,
78,01/25/12 06:24:36 AM,49.937,,,,
79,01/25/12 06:39:36 AM,49.759,,,,
80,01/25/12 06:54:36 AM,49.404,,,,
81,01/25/12 07:09:36 AM,49.228,,,,
82,01/25/12 07:24:36 AM,48.871,,,,
83,01/25/12 07:39:36 AM,48.695,,,,
84,01/25/12 07:54:36 AM,48.695,,,,
85,01/25/12 08:09:36 AM,48.871,,,,
86,01/25/12 08:24:36 AM,48.517,,,,
87,01/25/12 08:39:36 AM,48.695,,,,
88,01/25/12 08:54:36 AM,50.113,,,,
89,01/25/12 09:09:36 AM,51.172,,,,
90,01/25/12 09:24:36 AM,50.819,,,,
91,01/25/12 09:39:36 AM,51.346,,,,
92,01/25/12 09:54:36 AM,52.225,,,,
93,01/25/12 10:09:36 AM,52.750,,,,
94,01/25/12 10:24:36 AM,53.449,,,,
95,01/25/12 10:39:36 AM,55.189,,,,
96,01/25/12 10:54:36 AM,55.884,,,,
97,01/25/12 11:09:36 AM,57.096,,,,
98,01/25/12 11:24:36 AM,60.883,,,,
99,01/25/12 11:39:36 AM,63.797,,,,
100,01/25/12 11:54:36 AM,65.851,,,,
101,01/25/12 12:09:36 PM,67.221,,,,
102,01/25/12 12:24:36 PM,66.366,,,,
103,01/25/12 12:39:36 PM,64.825,,,,
104,01/25/12 12:54:36 PM,65.851,,,,
105,01/25/12 01:09:36 PM,66.193,,,,
106,01/25/12 01:24:36 PM,67.221,,,,
107,01/25/12 01:39:36 PM,68.592,,,,
108,01/25/12 01:54:36 PM,68.421,,,,
109,01/25/12 02:09:36 PM,67.906,,,,
110,01/25/12 02:24:36 PM,66.537,,,,
111,01/25/12 02:39:36 PM,67.564,,,,
