"Plot Title: SF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20521509, SEN S/N: 20521509)","Event, units (LGR S/N: 20521509, SEN S/N: 20521509)","Coupler Attached (LGR S/N: 20521509, SEN S/N: 20521509)","Host Connected (LGR S/N: 20521509, SEN S/N: 20521509)","Stopped (LGR S/N: 20521509, SEN S/N: 20521509)","End Of File (LGR S/N: 20521509, SEN S/N: 20521509)"
1,03/15/19 02:00:00 PM,81.797,0.00,,,,
2,03/15/19 03:00:00 PM,77.400,,,,,
3,03/15/19 04:00:00 PM,74.271,,,,,
4,03/15/19 05:00:00 PM,69.622,,,,,
5,03/15/19 06:00:00 PM,67.050,,,,,
6,03/15/19 07:00:00 PM,58.993,,,,,
7,03/15/19 08:00:00 PM,50.290,,,,,
8,03/15/19 09:00:00 PM,47.266,,,,,
9,03/15/19 10:00:00 PM,47.266,,,,,
10,03/15/19 11:00:00 PM,47.624,,,,,
11,03/16/19 12:00:00 AM,47.802,,,,,
12,03/16/19 01:00:00 AM,47.266,,,,,
13,03/16/19 02:00:00 AM,47.802,,,,,
14,03/16/19 03:00:00 AM,47.802,,,,,
15,03/16/19 04:00:00 AM,45.828,,,,,
16,03/16/19 05:00:00 AM,46.008,,,,,
17,03/16/19 06:00:00 AM,46.369,,,,,
18,03/16/19 07:00:00 AM,46.008,,,,,
19,03/16/19 08:00:00 AM,47.624,,,,,
20,03/16/19 09:00:00 AM,53.623,,,,,
21,03/16/19 10:00:00 AM,93.682,,,,,
22,03/16/19 11:00:00 AM,98.307,,,,,
23,03/16/19 12:00:00 PM,86.277,,,,,
24,03/16/19 01:00:00 PM,78.975,,,,,
25,03/16/19 02:00:00 PM,80.559,,,,,
26,03/16/19 03:00:00 PM,80.029,,,,,
27,03/16/19 04:00:00 PM,77.923,,,,,
28,03/16/19 05:00:00 PM,73.407,,,,,
29,03/16/19 06:00:00 PM,70.824,,,,,
30,03/16/19 07:00:00 PM,60.712,,,,,
31,03/16/19 08:00:00 PM,53.449,,,,,
32,03/16/19 09:00:00 PM,52.750,,,,,
33,03/16/19 10:00:00 PM,52.576,,,,,
34,03/16/19 11:00:00 PM,52.225,,,,,
35,03/17/19 12:00:00 AM,51.172,,,,,
36,03/17/19 01:00:00 AM,51.523,,,,,
37,03/17/19 02:00:00 AM,51.172,,,,,
38,03/17/19 03:00:00 AM,51.346,,,,,
39,03/17/19 04:00:00 AM,50.819,,,,,
40,03/17/19 05:00:00 AM,51.346,,,,,
41,03/17/19 06:00:00 AM,50.819,,,,,
42,03/17/19 07:00:00 AM,49.228,,,,,
43,03/17/19 08:00:00 AM,49.937,,,,,
44,03/17/19 09:00:00 AM,59.337,,,,,
45,03/17/19 10:00:00 AM,91.800,,,,,
46,03/17/19 11:00:00 AM,97.137,,,,,
47,03/17/19 12:00:00 PM,90.309,,,,,
48,03/17/19 01:00:00 PM,86.277,,,,,
49,03/17/19 02:00:00 PM,87.733,,,,,
50,03/17/19 03:00:00 PM,88.466,,,,,
51,03/17/19 04:00:00 PM,83.757,,,,,
52,03/17/19 05:00:00 PM,80.382,,,,,
53,03/17/19 06:00:00 PM,78.098,,,,,
54,03/17/19 07:00:00 PM,65.680,,,,,
55,03/17/19 08:00:00 PM,57.785,,,,,
56,03/17/19 09:00:00 PM,53.798,,,,,
57,03/17/19 10:00:00 PM,53.449,,,,,
58,03/17/19 11:00:00 PM,52.050,,,,,
59,03/18/19 12:00:00 AM,52.925,,,,,
60,03/18/19 01:00:00 AM,54.147,,,,,
61,03/18/19 02:00:00 AM,51.699,,,,,
62,03/18/19 03:00:00 AM,52.576,,,,,
63,03/18/19 04:00:00 AM,52.925,,,,,
64,03/18/19 05:00:00 AM,50.819,,,,,
65,03/18/19 06:00:00 AM,51.523,,,,,
66,03/18/19 07:00:00 AM,49.759,,,,,
67,03/18/19 08:00:00 AM,50.466,,,,,
68,03/18/19 09:00:00 AM,59.680,,,,,
69,03/18/19 10:00:00 AM,97.331,,,,,
70,03/18/19 11:00:00 AM,104.540,,,,,
71,03/18/19 12:00:00 PM,90.495,,,,,
72,03/18/19 01:00:00 PM,86.277,,,,,
73,03/18/19 02:00:00 PM,87.004,,,,,
74,03/18/19 03:00:00 PM,83.757,,,,,
75,03/18/19 04:00:00 PM,79.151,,,,,
76,03/18/19 05:00:00 PM,76.528,,,,,
77,03/18/19 06:00:00 PM,70.651,,,,,
78,03/18/19 07:00:00 PM,61.227,,,,,
79,03/18/19 08:00:00 PM,54.842,,,,,
80,03/18/19 09:00:00 PM,51.172,,,,,
