"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,11/14/18 01:26:05 PM,82.508,0.00,,,,,
2,11/14/18 01:26:34 PM,,,Logged,,,,
3,11/14/18 01:27:18 PM,,0.01,,,,,
4,11/14/18 01:27:20 PM,,0.02,,,,,
5,11/14/18 01:27:22 PM,,0.03,,,,,
6,11/14/18 01:27:25 PM,,0.04,,,,,
7,11/14/18 01:27:34 PM,,0.05,,,,,
8,11/14/18 01:27:38 PM,,0.06,,,,,
9,11/14/18 01:27:42 PM,,0.07,,,,,
10,11/14/18 01:27:44 PM,,0.08,,,,,
11,11/14/18 01:27:46 PM,,0.09,,,,,
12,11/14/18 01:27:49 PM,,0.10,,,,,
13,11/14/18 01:27:50 PM,,0.11,,,,,
14,11/14/18 01:27:51 PM,,0.12,,,,,
15,11/14/18 01:27:53 PM,,0.13,,,,,
16,11/14/18 01:27:55 PM,,0.14,,,,,
17,11/14/18 01:27:56 PM,,0.15,,,,,
18,11/14/18 01:27:59 PM,,0.16,,,,,
19,11/14/18 02:26:05 PM,67.564,,,,,,
20,11/14/18 03:26:05 PM,65.509,,,,,,
21,11/14/18 04:26:05 PM,62.083,,,,,,
22,11/14/18 05:26:05 PM,58.820,,,,,,
23,11/14/18 06:26:05 PM,56.577,,,,,,
24,11/14/18 07:26:05 PM,55.711,,,,,,
25,11/14/18 08:26:05 PM,54.495,,,,,,
26,11/14/18 09:26:05 PM,53.623,,,,,,
27,11/14/18 10:26:05 PM,52.576,,,,,,
28,11/14/18 11:26:05 PM,52.050,,,,,,
29,11/15/18 12:26:05 AM,51.874,,,,,,
30,11/15/18 01:26:05 AM,51.346,,,,,,
31,11/15/18 02:26:05 AM,50.995,,,,,,
32,11/15/18 03:26:05 AM,51.172,,,,,,
33,11/15/18 04:26:05 AM,51.172,,,,,,
34,11/15/18 05:26:05 AM,50.819,,,,,,
35,11/15/18 06:26:05 AM,51.346,,,,,,
36,11/15/18 07:26:05 AM,52.225,,,,,,
37,11/15/18 08:26:05 AM,53.623,,,,,,
38,11/15/18 09:26:05 AM,57.441,,,,,,
39,11/15/18 10:26:05 AM,62.254,,,,,,
40,11/15/18 11:26:05 AM,67.221,,,,,,
41,11/15/18 12:26:05 PM,76.528,,,,,,
42,11/15/18 01:26:05 PM,71.683,,,,,,
43,11/15/18 02:26:05 PM,69.107,,,,,,
44,11/15/18 03:26:05 PM,64.652,,,,,,
45,11/15/18 04:26:05 PM,60.368,,,,,,
46,11/15/18 05:26:05 PM,57.096,,,,,,
47,11/15/18 06:26:05 PM,55.537,,,,,,
48,11/15/18 07:26:05 PM,55.364,,,,,,
49,11/15/18 08:26:05 PM,55.364,,,,,,
50,11/15/18 09:26:05 PM,54.842,,,,,,
51,11/15/18 10:26:05 PM,54.147,,,,,,
52,11/15/18 11:26:05 PM,53.798,,,,,,
53,11/16/18 12:26:05 AM,53.100,,,,,,
54,11/16/18 01:26:05 AM,52.576,,,,,,
55,11/16/18 02:26:05 AM,52.225,,,,,,
56,11/16/18 03:26:05 AM,51.874,,,,,,
57,11/16/18 04:26:05 AM,51.346,,,,,,
58,11/16/18 05:26:05 AM,51.523,,,,,,
59,11/16/18 06:26:05 AM,51.172,,,,,,
60,11/16/18 07:26:05 AM,51.346,,,,,,
61,11/16/18 08:26:05 AM,52.576,,,,,,
62,11/16/18 09:26:05 AM,56.404,,,,,,
63,11/16/18 10:26:05 AM,60.024,,,,,,
64,11/16/18 11:26:05 AM,66.366,,,,,,
65,11/16/18 12:26:05 PM,77.923,,,,,,
66,11/16/18 01:26:05 PM,70.480,,,,,,
67,11/16/18 02:26:05 PM,68.421,,,,,,
68,11/16/18 03:26:05 PM,64.996,,,,,,
69,11/16/18 04:26:05 PM,60.539,,,,,,
70,11/16/18 05:26:05 PM,55.884,,,,,,
71,11/16/18 06:26:05 PM,53.100,,,,,,
72,11/16/18 07:26:05 PM,52.050,,,,,,
73,11/16/18 08:26:05 PM,51.346,,,,,,
74,11/16/18 09:26:05 PM,50.466,,,,,,
75,11/16/18 10:26:05 PM,49.759,,,,,,
76,11/16/18 11:26:05 PM,49.228,,,,,,
77,11/17/18 12:26:05 AM,48.339,,,,,,
78,11/17/18 01:26:05 AM,47.624,,,,,,
79,11/17/18 02:26:05 AM,47.088,,,,,,
80,11/17/18 03:26:05 AM,46.188,,,,,,
81,11/17/18 04:26:05 AM,45.828,,,,,,
82,11/17/18 05:26:05 AM,45.286,,,,,,
83,11/17/18 06:26:05 AM,44.742,,,,,,
84,11/17/18 07:26:05 AM,44.560,,,,,,
85,11/17/18 08:26:05 AM,46.188,,,,,,
86,11/17/18 09:26:05 AM,50.113,,,,,,
87,11/17/18 10:26:05 AM,55.017,,,,,,
88,11/17/18 11:26:05 AM,59.164,,,,,,
89,11/17/18 12:26:05 PM,68.421,,,,,,
90,11/17/18 01:26:05 PM,61.398,,,,,,
91,11/17/18 02:26:05 PM,59.851,,,,,,
92,11/17/18 03:26:05 PM,56.923,,,,,,
93,11/17/18 04:26:05 PM,53.623,,,,,,
94,11/17/18 05:26:05 PM,50.290,,,,,,
95,11/17/18 06:26:05 PM,47.982,,,,,,
96,11/17/18 07:26:05 PM,46.728,,,,,,
97,11/17/18 08:26:05 PM,46.008,,,,,,
98,11/17/18 09:26:05 PM,45.466,,,,,,
99,11/17/18 10:26:05 PM,45.466,,,,,,
100,11/17/18 11:26:05 PM,45.466,,,,,,
101,11/18/18 12:26:05 AM,45.104,,,,,,
102,11/18/18 01:26:05 AM,44.922,,,,,,
103,11/18/18 02:26:05 AM,44.560,,,,,,
104,11/18/18 03:26:05 AM,44.379,,,,,,
105,11/18/18 04:26:05 AM,44.379,,,,,,
106,11/18/18 05:26:05 AM,44.195,,,,,,
107,11/18/18 06:26:05 AM,44.195,,,,,,
108,11/18/18 07:26:05 AM,44.922,,,,,,
109,11/18/18 08:26:05 AM,46.908,,,,,,
110,11/18/18 09:26:05 AM,51.172,,,,,,
111,11/18/18 10:26:05 AM,55.017,,,,,,
112,11/18/18 11:26:05 AM,59.851,,,,,,
113,11/18/18 12:26:05 PM,69.107,,,,,,
114,11/18/18 01:26:05 PM,62.769,,,,,,
115,11/18/18 02:26:05 PM,61.054,,,,,,
116,11/18/18 03:26:05 PM,59.337,,,,,,
117,11/18/18 04:26:05 PM,55.884,,,,,,
118,11/18/18 05:26:05 PM,51.874,,,,,,
119,11/18/18 06:26:05 PM,49.759,,,,,,
120,11/18/18 07:26:05 PM,49.050,,,,,,
121,11/18/18 08:26:05 PM,48.339,,,,,,
122,11/18/18 09:26:05 PM,47.802,,,,,,
123,11/18/18 10:26:05 PM,47.446,,,,,,
124,11/18/18 11:26:05 PM,47.266,,,,,,
125,11/19/18 12:26:05 AM,46.728,,,,,,
126,11/19/18 01:26:05 AM,46.369,,,,,,
127,11/19/18 02:26:05 AM,46.188,,,,,,
128,11/19/18 03:26:05 AM,46.369,,,,,,
129,11/19/18 04:26:05 AM,46.188,,,,,,
130,11/19/18 05:26:05 AM,46.548,,,,,,
131,11/19/18 06:26:05 AM,48.695,,,,,,
132,11/19/18 07:26:05 AM,49.582,,,,,,
133,11/19/18 08:26:05 AM,52.050,,,,,,
134,11/19/18 09:26:05 AM,56.750,,,,,,
135,11/19/18 10:26:05 AM,61.054,,,,,,
136,11/19/18 11:26:05 AM,64.310,,,,,,
137,11/19/18 12:26:05 PM,66.537,,,,,,
138,11/19/18 01:26:05 PM,67.564,,,,,,
139,11/19/18 02:26:05 PM,64.652,,,,,,
140,11/19/18 03:26:05 PM,62.598,,,,,,
141,11/19/18 04:26:05 PM,59.851,,,,,,
142,11/19/18 05:26:05 PM,56.750,,,,,,
143,11/19/18 06:26:05 PM,53.973,,,,,,
144,11/19/18 07:26:05 PM,52.401,,,,,,
145,11/19/18 08:26:05 PM,51.874,,,,,,
146,11/19/18 09:26:05 PM,51.346,,,,,,
147,11/19/18 10:26:05 PM,50.995,,,,,,
148,11/19/18 11:26:05 PM,50.643,,,,,,
149,11/20/18 12:26:05 AM,49.937,,,,,,
150,11/20/18 01:26:05 AM,48.871,,,,,,
151,11/20/18 02:26:05 AM,47.982,,,,,,
152,11/20/18 03:26:05 AM,47.266,,,,,,
153,11/20/18 04:26:05 AM,47.982,,,,,,
154,11/20/18 05:26:05 AM,47.266,,,,,,
155,11/20/18 06:26:05 AM,47.266,,,,,,
156,11/20/18 07:26:05 AM,48.339,,,,,,
157,11/20/18 08:26:05 AM,49.937,,,,,,
158,11/20/18 09:26:05 AM,53.449,,,,,,
159,11/20/18 10:26:05 AM,57.614,,,,,,
160,11/20/18 11:26:05 AM,62.598,,,,,,
161,11/20/18 12:26:05 PM,72.718,,,,,,
162,11/20/18 01:26:05 PM,66.708,,,,,,
163,11/20/18 02:26:05 PM,65.338,,,,,,
164,11/20/18 03:26:05 PM,63.282,,,,,,
165,11/20/18 04:26:05 PM,59.164,,,,,,
166,11/20/18 05:26:05 PM,55.364,,,,,,
167,11/20/18 06:26:05 PM,53.274,,,,,,
168,11/20/18 07:26:05 PM,53.100,,,,,,
169,11/20/18 08:26:05 PM,53.449,,,,,,
170,11/20/18 09:26:05 PM,54.669,,,,,,
171,11/20/18 10:26:05 PM,56.923,,,,,,
172,11/20/18 11:26:05 PM,57.785,,,,,,
173,11/21/18 12:26:05 AM,56.923,,,,,,
174,11/21/18 12:37:10 AM,,0.17,,,,,
175,11/21/18 01:02:26 AM,,0.18,,,,,
176,11/21/18 01:12:15 AM,,0.19,,,,,
177,11/21/18 01:24:04 AM,,0.20,,,,,
178,11/21/18 01:26:05 AM,55.017,,,,,,
179,11/21/18 01:27:23 AM,,0.21,,,,,
180,11/21/18 01:34:35 AM,,0.22,,,,,
181,11/21/18 02:05:14 AM,,0.23,,,,,
182,11/21/18 02:26:05 AM,55.711,,,,,,
