"Plot Title: RLSM"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592079, SEN S/N: 10592079)","Event, units (LGR S/N: 10592079, SEN S/N: 10592079, LBL: RLSM)","Coupler Detached (LGR S/N: 10592079, SEN S/N: 10592079)","End Of File (LGR S/N: 10592079, SEN S/N: 10592079)"
556,01/02/18 07:42:57 PM,59.508,,,
557,01/02/18 08:42:57 PM,60.539,,,
558,01/02/18 09:42:57 PM,61.569,,,
559,01/02/18 10:42:57 PM,64.652,,,
560,01/02/18 11:42:57 PM,63.455,,,
561,01/03/18 12:42:57 AM,63.797,,,
562,01/03/18 01:42:57 AM,64.481,,,
563,01/03/18 02:42:57 AM,63.111,,,
564,01/03/18 03:42:57 AM,61.912,,,
565,01/03/18 04:42:57 AM,61.054,,,
566,01/03/18 05:42:57 AM,61.569,,,
567,01/03/18 06:42:57 AM,61.054,,,
568,01/03/18 07:42:57 AM,63.626,,,
569,01/03/18 08:42:57 AM,62.083,,,
570,01/03/18 09:42:57 AM,61.054,,,
571,01/03/18 10:42:57 AM,61.569,,,
572,01/03/18 11:10:40 AM,,0.18,,
573,01/03/18 11:42:57 AM,54.147,,,
574,01/03/18 11:44:48 AM,,0.19,,
575,01/03/18 11:52:48 AM,,0.20,,
576,01/03/18 11:58:08 AM,,0.21,,
577,01/03/18 12:09:00 PM,,0.22,,
578,01/03/18 12:42:57 PM,53.798,,,
579,01/03/18 01:23:25 PM,,0.23,,
580,01/03/18 01:37:42 PM,,0.24,,
581,01/03/18 01:42:57 PM,52.050,,,
582,01/03/18 01:44:49 PM,,0.25,,
583,01/03/18 01:53:11 PM,,0.26,,
584,01/03/18 01:59:49 PM,,0.27,,
585,01/03/18 02:04:21 PM,,0.28,,
586,01/03/18 02:08:20 PM,,0.29,,
587,01/03/18 02:42:57 PM,53.100,,,
588,01/03/18 03:42:57 PM,55.884,,,
589,01/03/18 04:42:57 PM,55.884,,,
590,01/03/18 05:42:57 PM,55.711,,,
591,01/03/18 06:12:34 PM,,0.30,,
592,01/03/18 06:28:17 PM,,0.31,,
593,01/03/18 06:29:56 PM,,0.32,,
594,01/03/18 06:31:22 PM,,0.33,,
595,01/03/18 06:33:02 PM,,0.34,,
596,01/03/18 06:33:37 PM,,0.35,,
597,01/03/18 06:35:54 PM,,0.36,,
598,01/03/18 06:37:13 PM,,0.37,,
599,01/03/18 06:39:36 PM,,0.38,,
600,01/03/18 06:42:51 PM,,0.39,,
601,01/03/18 06:42:57 PM,51.172,,,
602,01/03/18 07:03:51 PM,,0.40,,
603,01/03/18 07:06:36 PM,,0.41,,
604,01/03/18 07:10:33 PM,,0.42,,
605,01/03/18 07:11:18 PM,,0.43,,
606,01/03/18 07:11:40 PM,,0.44,,
607,01/03/18 07:13:09 PM,,0.45,,
608,01/03/18 07:42:57 PM,50.643,,,
609,01/03/18 07:59:12 PM,,0.46,,
610,01/03/18 08:18:08 PM,,0.47,,
611,01/03/18 08:20:00 PM,,0.48,,
612,01/03/18 08:20:14 PM,,0.49,,
613,01/03/18 08:20:31 PM,,0.50,,
614,01/03/18 08:20:52 PM,,0.51,,
615,01/03/18 08:21:57 PM,,0.52,,
616,01/03/18 08:28:54 PM,,0.53,,
617,01/03/18 08:42:40 PM,,0.54,,
618,01/03/18 08:42:57 PM,50.466,,,
619,01/03/18 08:50:18 PM,,0.55,,
620,01/03/18 08:57:32 PM,,0.56,,
621,01/03/18 08:59:57 PM,,0.57,,
622,01/03/18 09:06:00 PM,,0.58,,
623,01/03/18 09:42:57 PM,51.699,,,
624,01/03/18 10:17:34 PM,,0.59,,
625,01/03/18 10:36:11 PM,,0.60,,
626,01/03/18 10:42:57 PM,50.819,,,
627,01/03/18 10:56:14 PM,,0.61,,
628,01/03/18 11:07:52 PM,,0.62,,
629,01/03/18 11:18:25 PM,,0.63,,
630,01/03/18 11:39:35 PM,,0.64,,
631,01/03/18 11:42:57 PM,50.995,,,
632,01/04/18 12:42:57 AM,52.050,,,
633,01/04/18 01:42:57 AM,52.050,,,
634,01/04/18 02:42:57 AM,51.874,,,
635,01/04/18 03:42:57 AM,51.699,,,
636,01/04/18 04:42:57 AM,51.523,,,
637,01/04/18 05:42:57 AM,52.576,,,
638,01/04/18 06:42:57 AM,51.346,,,
639,01/04/18 07:42:57 AM,51.172,,,
640,01/04/18 08:42:57 AM,53.449,,,
641,01/04/18 09:42:57 AM,54.842,,,
642,01/04/18 09:52:59 AM,,0.65,,
643,01/04/18 10:42:57 AM,61.398,,,
644,01/04/18 11:42:57 AM,61.569,,,
645,01/04/18 12:42:57 PM,65.167,,,
646,01/04/18 01:42:57 PM,60.024,,,
647,01/04/18 02:42:57 PM,58.131,,,
648,01/04/18 03:42:57 PM,55.884,,,
649,01/04/18 04:09:41 PM,,0.66,,
650,01/04/18 04:42:57 PM,55.189,,,
651,01/04/18 05:03:56 PM,,0.67,,
652,01/04/18 05:42:57 PM,55.537,,,
653,01/04/18 06:42:57 PM,55.537,,,
654,01/04/18 07:33:47 PM,,0.68,,
655,01/04/18 07:42:57 PM,55.189,,,
656,01/04/18 07:49:18 PM,,0.69,,
657,01/04/18 08:00:30 PM,,0.70,,
658,01/04/18 08:06:38 PM,,0.71,,
659,01/04/18 08:42:57 PM,55.189,,,
660,01/04/18 09:42:57 PM,55.017,,,
661,01/04/18 09:46:07 PM,,0.72,,
662,01/04/18 09:54:24 PM,,0.73,,
663,01/04/18 10:09:26 PM,,0.74,,
664,01/04/18 10:13:50 PM,,0.75,,
665,01/04/18 10:27:48 PM,,0.76,,
666,01/04/18 10:35:13 PM,,0.77,,
667,01/04/18 10:42:57 PM,54.842,,,
668,01/04/18 10:49:22 PM,,0.78,,
669,01/04/18 10:56:52 PM,,0.79,,
670,01/04/18 11:14:49 PM,,0.80,,
671,01/04/18 11:41:54 PM,,0.81,,
672,01/04/18 11:42:57 PM,54.842,,,
673,01/04/18 11:54:13 PM,,0.82,,
674,01/05/18 12:42:57 AM,55.189,,,
675,01/05/18 12:49:21 AM,,0.83,,
676,01/05/18 12:54:07 AM,,0.84,,
677,01/05/18 12:57:50 AM,,0.85,,
678,01/05/18 01:14:47 AM,,0.86,,
679,01/05/18 01:18:07 AM,,0.87,,
680,01/05/18 01:29:25 AM,,0.88,,
681,01/05/18 01:30:57 AM,,0.89,,
682,01/05/18 01:42:57 AM,54.842,,,
683,01/05/18 01:52:31 AM,,0.90,,
684,01/05/18 02:01:13 AM,,0.91,,
685,01/05/18 02:42:57 AM,55.189,,,
686,01/05/18 03:16:06 AM,,0.92,,
687,01/05/18 03:26:13 AM,,0.93,,
688,01/05/18 03:42:57 AM,55.364,,,
689,01/05/18 04:12:39 AM,,0.94,,
690,01/05/18 04:18:31 AM,,0.95,,
691,01/05/18 04:42:57 AM,55.364,,,
692,01/05/18 04:48:28 AM,,0.96,,
693,01/05/18 05:41:41 AM,,0.97,,
694,01/05/18 05:42:57 AM,55.537,,,
695,01/05/18 06:42:57 AM,55.364,,,
696,01/05/18 07:00:20 AM,,0.98,,
697,01/05/18 07:06:41 AM,,0.99,,
698,01/05/18 07:26:13 AM,,1.00,,
699,01/05/18 07:35:40 AM,,1.01,,
700,01/05/18 07:42:57 AM,55.189,,,
701,01/05/18 07:53:00 AM,,1.02,,
702,01/05/18 08:04:14 AM,,1.03,,
703,01/05/18 08:36:32 AM,,1.04,,
704,01/05/18 08:42:57 AM,55.884,,,
705,01/05/18 09:09:55 AM,,1.05,,
706,01/05/18 09:23:06 AM,,1.06,,
707,01/05/18 09:25:15 AM,,1.07,,
708,01/05/18 09:30:39 AM,,1.08,,
709,01/05/18 09:38:32 AM,,1.09,,
710,01/05/18 09:42:57 AM,56.230,,,
711,01/05/18 09:48:25 AM,,1.10,,
712,01/05/18 09:55:07 AM,,1.11,,
713,01/05/18 10:04:36 AM,,1.12,,
714,01/05/18 10:08:07 AM,,1.13,,
715,01/05/18 10:12:36 AM,,1.14,,
716,01/05/18 10:18:10 AM,,1.15,,
717,01/05/18 10:26:46 AM,,1.16,,
718,01/05/18 10:33:38 AM,,1.17,,
719,01/05/18 10:42:57 AM,57.441,,,
720,01/05/18 10:49:36 AM,,1.18,,
721,01/05/18 10:53:27 AM,,1.19,,
722,01/05/18 11:11:16 AM,,1.20,,
723,01/05/18 11:19:48 AM,,1.21,,
724,01/05/18 11:29:49 AM,,1.22,,
725,01/05/18 11:35:48 AM,,1.23,,
726,01/05/18 11:42:57 AM,57.614,,,
727,01/05/18 11:46:28 AM,,1.24,,
728,01/05/18 11:51:20 AM,,1.25,,
729,01/05/18 11:57:43 AM,,1.26,,
730,01/05/18 12:01:41 PM,,1.27,,
731,01/05/18 12:08:02 PM,,1.28,,
732,01/05/18 12:18:23 PM,,1.29,,
733,01/05/18 12:32:51 PM,,1.30,,
734,01/05/18 12:38:34 PM,,1.31,,
735,01/05/18 12:42:57 PM,57.441,,,
736,01/05/18 12:46:23 PM,,1.32,,
737,01/05/18 12:53:31 PM,,1.33,,
738,01/05/18 01:04:12 PM,,1.34,,
739,01/05/18 01:10:10 PM,,1.35,,
740,01/05/18 01:15:32 PM,,1.36,,
741,01/05/18 01:21:10 PM,,1.37,,
742,01/05/18 01:25:04 PM,,1.38,,
743,01/05/18 01:29:44 PM,,1.39,,
744,01/05/18 01:36:22 PM,,1.40,,
745,01/05/18 01:41:14 PM,,1.41,,
746,01/05/18 01:42:57 PM,56.750,,,
747,01/05/18 01:48:52 PM,,1.42,,
748,01/05/18 01:53:20 PM,,1.43,,
749,01/05/18 01:58:49 PM,,1.44,,
750,01/05/18 02:04:31 PM,,1.45,,
751,01/05/18 02:12:24 PM,,1.46,,
752,01/05/18 02:18:24 PM,,1.47,,
753,01/05/18 02:23:48 PM,,1.48,,
754,01/05/18 02:27:39 PM,,1.49,,
755,01/05/18 02:32:19 PM,,1.50,,
756,01/05/18 02:37:26 PM,,1.51,,
757,01/05/18 02:42:57 PM,56.923,,,
758,01/05/18 02:45:56 PM,,1.52,,
759,01/05/18 02:54:58 PM,,1.53,,
760,01/05/18 03:32:44 PM,,1.54,,
761,01/05/18 03:42:57 PM,56.404,,,
762,01/05/18 04:42:57 PM,55.711,,,
763,01/05/18 05:42:57 PM,55.364,,,
764,01/05/18 06:42:57 PM,55.189,,,
765,01/05/18 07:16:28 PM,,1.55,,
766,01/05/18 07:22:05 PM,,1.56,,
767,01/05/18 07:31:54 PM,,1.57,,
768,01/05/18 07:42:57 PM,55.189,,,
769,01/05/18 08:42:57 PM,54.669,,,
770,01/05/18 09:04:55 PM,,1.58,,
771,01/05/18 09:36:35 PM,,1.59,,
772,01/05/18 09:42:57 PM,53.973,,,
773,01/05/18 10:42:57 PM,53.449,,,
774,01/05/18 10:47:47 PM,,1.60,,
775,01/05/18 11:15:05 PM,,1.61,,
776,01/05/18 11:42:57 PM,53.623,,,
777,01/06/18 12:42:57 AM,53.623,,,
778,01/06/18 01:42:57 AM,53.100,,,
779,01/06/18 02:23:56 AM,,1.62,,
780,01/06/18 02:42:57 AM,53.274,,,
781,01/06/18 02:55:09 AM,,1.63,,
782,01/06/18 03:25:28 AM,,1.64,,
783,01/06/18 03:42:57 AM,53.100,,,
784,01/06/18 04:21:53 AM,,1.65,,
785,01/06/18 04:42:57 AM,52.576,,,
786,01/06/18 04:52:37 AM,,1.66,,
787,01/06/18 05:42:57 AM,51.699,,,
788,01/06/18 06:42:57 AM,51.172,,,
789,01/06/18 07:42:57 AM,50.290,,,
790,01/06/18 08:42:57 AM,55.364,,,
791,01/06/18 09:42:57 AM,56.750,,,
792,01/06/18 10:42:57 AM,63.455,,,
793,01/06/18 11:42:57 AM,83.043,,,
794,01/06/18 12:42:57 PM,80.206,,,
795,01/06/18 01:42:57 PM,77.400,,,
796,01/06/18 02:42:57 PM,67.221,,,
797,01/06/18 03:42:57 PM,60.195,,,
798,01/06/18 04:42:57 PM,56.404,,,
799,01/06/18 05:42:57 PM,49.582,,,
800,01/06/18 06:42:57 PM,47.802,,,
801,01/06/18 07:42:57 PM,45.828,,,
802,01/06/18 08:42:57 PM,44.922,,,
803,01/06/18 09:42:57 PM,44.013,,,
804,01/06/18 10:42:57 PM,45.286,,,
805,01/06/18 11:42:57 PM,45.286,,,
806,01/07/18 12:42:57 AM,44.922,,,
807,01/07/18 01:42:57 AM,44.922,,,
808,01/07/18 02:42:57 AM,45.466,,,
809,01/07/18 03:42:57 AM,46.548,,,
810,01/07/18 04:42:57 AM,47.088,,,
811,01/07/18 05:42:57 AM,47.624,,,
812,01/07/18 06:42:57 AM,45.648,,,
813,01/07/18 07:42:57 AM,47.624,,,
814,01/07/18 08:42:57 AM,55.364,,,
815,01/07/18 09:42:57 AM,60.195,,,
816,01/07/18 10:42:57 AM,65.851,,,
817,01/07/18 11:42:57 AM,66.022,,,
818,01/07/18 12:42:57 PM,61.912,,,
819,01/07/18 01:42:57 PM,59.680,,,
820,01/07/18 02:42:57 PM,57.268,,,
821,01/07/18 03:42:57 PM,56.057,,,
822,01/07/18 04:42:57 PM,53.623,,,
823,01/07/18 05:42:57 PM,52.576,,,
824,01/07/18 06:42:57 PM,52.401,,,
825,01/07/18 07:42:57 PM,52.576,,,
826,01/07/18 08:42:57 PM,53.274,,,
827,01/07/18 09:42:57 PM,53.623,,,
828,01/07/18 10:42:57 PM,55.017,,,
829,01/07/18 11:42:57 PM,54.669,,,
830,01/08/18 12:39:59 AM,,1.67,,
831,01/08/18 12:42:57 AM,51.874,,,
832,01/08/18 01:08:41 AM,,1.68,,
833,01/08/18 01:30:11 AM,,1.69,,
834,01/08/18 01:42:57 AM,48.339,,,
835,01/08/18 02:42:57 AM,52.050,,,
836,01/08/18 02:52:01 AM,,1.70,,
837,01/08/18 03:07:05 AM,,1.71,,
838,01/08/18 03:23:54 AM,,1.72,,
839,01/08/18 03:34:34 AM,,1.73,,
840,01/08/18 03:42:57 AM,47.802,,,
841,01/08/18 03:49:51 AM,,1.74,,
842,01/08/18 03:57:51 AM,,1.75,,
843,01/08/18 04:12:47 AM,,1.76,,
844,01/08/18 04:16:28 AM,,1.77,,
845,01/08/18 04:25:23 AM,,1.78,,
846,01/08/18 04:32:17 AM,,1.79,,
847,01/08/18 04:40:14 AM,,1.80,,
848,01/08/18 04:42:57 AM,46.908,,,
849,01/08/18 04:48:07 AM,,1.81,,
850,01/08/18 04:59:51 AM,,1.82,,
851,01/08/18 05:15:14 AM,,1.83,,
852,01/08/18 05:30:38 AM,,1.84,,
853,01/08/18 05:42:57 AM,49.228,,,
854,01/08/18 05:45:23 AM,,1.85,,
855,01/08/18 05:54:23 AM,,1.86,,
856,01/08/18 06:01:03 AM,,1.87,,
857,01/08/18 06:08:04 AM,,1.88,,
858,01/08/18 06:21:11 AM,,1.89,,
859,01/08/18 06:31:23 AM,,1.90,,
860,01/08/18 06:40:32 AM,,1.91,,
861,01/08/18 06:42:57 AM,50.113,,,
862,01/08/18 06:48:47 AM,,1.92,,
863,01/08/18 06:52:29 AM,,1.93,,
864,01/08/18 06:53:49 AM,,1.94,,
865,01/08/18 06:57:10 AM,,1.95,,
866,01/08/18 07:04:44 AM,,1.96,,
867,01/08/18 07:19:32 AM,,1.97,,
868,01/08/18 07:29:18 AM,,1.98,,
869,01/08/18 07:34:50 AM,,1.99,,
870,01/08/18 07:41:15 AM,,2.00,,
871,01/08/18 07:42:57 AM,50.819,,,
872,01/08/18 07:48:06 AM,,2.01,,
873,01/08/18 07:56:26 AM,,2.02,,
874,01/08/18 08:06:24 AM,,2.03,,
875,01/08/18 08:18:39 AM,,2.04,,
876,01/08/18 08:27:58 AM,,2.05,,
877,01/08/18 08:35:37 AM,,2.06,,
878,01/08/18 08:40:56 AM,,2.07,,
879,01/08/18 08:42:57 AM,51.172,,,
880,01/08/18 08:45:52 AM,,2.08,,
881,01/08/18 08:51:43 AM,,2.09,,
882,01/08/18 08:58:17 AM,,2.10,,
883,01/08/18 09:02:50 AM,,2.11,,
884,01/08/18 09:10:12 AM,,2.12,,
885,01/08/18 09:17:08 AM,,2.13,,
886,01/08/18 09:22:31 AM,,2.14,,
887,01/08/18 09:25:51 AM,,2.15,,
888,01/08/18 09:28:11 AM,,2.16,,
889,01/08/18 09:31:30 AM,,2.17,,
890,01/08/18 09:36:13 AM,,2.18,,
891,01/08/18 09:41:43 AM,,2.19,,
892,01/08/18 09:42:57 AM,51.874,,,
893,01/08/18 09:44:50 AM,,2.20,,
894,01/08/18 09:47:33 AM,,2.21,,
895,01/08/18 09:50:32 AM,,2.22,,
896,01/08/18 09:53:50 AM,,2.23,,
897,01/08/18 09:56:42 AM,,2.24,,
898,01/08/18 10:00:26 AM,,2.25,,
899,01/08/18 10:06:14 AM,,2.26,,
900,01/08/18 10:10:18 AM,,2.27,,
901,01/08/18 10:14:54 AM,,2.28,,
902,01/08/18 10:19:13 AM,,2.29,,
903,01/08/18 10:23:47 AM,,2.30,,
904,01/08/18 10:26:20 AM,,2.31,,
905,01/08/18 10:28:01 AM,,2.32,,
906,01/08/18 10:30:19 AM,,2.33,,
907,01/08/18 10:32:49 AM,,2.34,,
908,01/08/18 10:35:18 AM,,2.35,,
909,01/08/18 10:40:33 AM,,2.36,,
910,01/08/18 10:42:57 AM,52.401,,,
911,01/08/18 10:44:28 AM,,2.37,,
912,01/08/18 10:47:29 AM,,2.38,,
913,01/08/18 10:49:56 AM,,2.39,,
914,01/08/18 10:53:01 AM,,2.40,,
915,01/08/18 10:56:14 AM,,2.41,,
916,01/08/18 11:01:05 AM,,2.42,,
917,01/08/18 11:05:29 AM,,2.43,,
918,01/08/18 11:11:04 AM,,2.44,,
919,01/08/18 11:14:48 AM,,2.45,,
920,01/08/18 11:18:19 AM,,2.46,,
921,01/08/18 11:22:34 AM,,2.47,,
922,01/08/18 11:27:15 AM,,2.48,,
923,01/08/18 11:31:27 AM,,2.49,,
924,01/08/18 11:35:59 AM,,2.50,,
925,01/08/18 11:38:51 AM,,2.51,,
926,01/08/18 11:42:57 AM,52.925,,,
927,01/08/18 11:43:58 AM,,2.52,,
928,01/08/18 11:46:37 AM,,2.53,,
929,01/08/18 11:49:46 AM,,2.54,,
930,01/08/18 11:51:41 AM,,2.55,,
931,01/08/18 11:53:21 AM,,2.56,,
932,01/08/18 11:54:30 AM,,2.57,,
933,01/08/18 11:55:38 AM,,2.58,,
934,01/08/18 11:57:13 AM,,2.59,,
935,01/08/18 11:59:01 AM,,2.60,,
936,01/08/18 12:00:54 PM,,2.61,,
937,01/08/18 12:03:39 PM,,2.62,,
938,01/08/18 12:06:01 PM,,2.63,,
939,01/08/18 12:08:32 PM,,2.64,,
940,01/08/18 12:11:50 PM,,2.65,,
941,01/08/18 12:14:17 PM,,2.66,,
942,01/08/18 12:16:04 PM,,2.67,,
943,01/08/18 12:19:12 PM,,2.68,,
944,01/08/18 12:23:48 PM,,2.69,,
945,01/08/18 12:25:35 PM,,2.70,,
946,01/08/18 12:27:42 PM,,2.71,,
947,01/08/18 12:29:32 PM,,2.72,,
948,01/08/18 12:31:06 PM,,2.73,,
949,01/08/18 12:33:13 PM,,2.74,,
950,01/08/18 12:35:28 PM,,2.75,,
951,01/08/18 12:37:38 PM,,2.76,,
952,01/08/18 12:40:09 PM,,2.77,,
953,01/08/18 12:42:37 PM,,2.78,,
954,01/08/18 12:42:57 PM,53.449,,,
955,01/08/18 12:44:06 PM,,2.79,,
956,01/08/18 12:47:50 PM,,2.80,,
957,01/08/18 12:51:03 PM,,2.81,,
958,01/08/18 12:54:12 PM,,2.82,,
959,01/08/18 12:57:42 PM,,2.83,,
960,01/08/18 01:00:58 PM,,2.84,,
961,01/08/18 01:03:30 PM,,2.85,,
962,01/08/18 01:08:17 PM,,2.86,,
963,01/08/18 01:11:33 PM,,2.87,,
964,01/08/18 01:17:52 PM,,2.88,,
965,01/08/18 01:21:10 PM,,2.89,,
966,01/08/18 01:25:52 PM,,2.90,,
967,01/08/18 01:30:22 PM,,2.91,,
968,01/08/18 01:34:24 PM,,2.92,,
969,01/08/18 01:36:51 PM,,2.93,,
970,01/08/18 01:40:56 PM,,2.94,,
971,01/08/18 01:42:57 PM,53.973,,,
972,01/08/18 01:43:52 PM,,2.95,,
973,01/08/18 01:47:39 PM,,2.96,,
974,01/08/18 01:50:19 PM,,2.97,,
975,01/08/18 01:53:33 PM,,2.98,,
976,01/08/18 01:56:39 PM,,2.99,,
977,01/08/18 02:00:16 PM,,3.00,,
978,01/08/18 02:02:07 PM,,3.01,,
979,01/08/18 02:05:43 PM,,3.02,,
980,01/08/18 02:08:10 PM,,3.03,,
981,01/08/18 02:12:21 PM,,3.04,,
982,01/08/18 02:16:36 PM,,3.05,,
983,01/08/18 02:18:23 PM,,3.06,,
984,01/08/18 02:20:23 PM,,3.07,,
985,01/08/18 02:22:46 PM,,3.08,,
986,01/08/18 02:25:13 PM,,3.09,,
987,01/08/18 02:29:33 PM,,3.10,,
988,01/08/18 02:35:09 PM,,3.11,,
989,01/08/18 02:42:57 PM,54.322,,,
990,01/08/18 02:43:25 PM,,3.12,,
991,01/08/18 02:45:53 PM,,3.13,,
992,01/08/18 02:51:13 PM,,3.14,,
993,01/08/18 02:55:30 PM,,3.15,,
994,01/08/18 03:01:53 PM,,3.16,,
995,01/08/18 03:10:41 PM,,3.17,,
996,01/08/18 03:17:49 PM,,3.18,,
997,01/08/18 03:23:33 PM,,3.19,,
998,01/08/18 03:29:33 PM,,3.20,,
999,01/08/18 03:31:59 PM,,3.21,,
1000,01/08/18 03:37:04 PM,,3.22,,
1001,01/08/18 03:39:52 PM,,3.23,,
1002,01/08/18 03:41:34 PM,,3.24,,
1003,01/08/18 03:42:57 PM,53.623,,,
1004,01/08/18 03:43:40 PM,,3.25,,
1005,01/08/18 03:47:40 PM,,3.26,,
1006,01/08/18 03:51:12 PM,,3.27,,
1007,01/08/18 03:55:47 PM,,3.28,,
1008,01/08/18 03:59:53 PM,,3.29,,
1009,01/08/18 04:03:36 PM,,3.30,,
1010,01/08/18 04:05:31 PM,,3.31,,
1011,01/08/18 04:08:53 PM,,3.32,,
1012,01/08/18 04:12:36 PM,,3.33,,
1013,01/08/18 04:16:51 PM,,3.34,,
1014,01/08/18 04:21:10 PM,,3.35,,
1015,01/08/18 04:23:07 PM,,3.36,,
1016,01/08/18 04:27:05 PM,,3.37,,
1017,01/08/18 04:35:54 PM,,3.38,,
1018,01/08/18 04:41:54 PM,,3.39,,
1019,01/08/18 04:42:57 PM,53.798,,,
1020,01/08/18 04:47:47 PM,,3.40,,
1021,01/08/18 04:50:37 PM,,3.41,,
1022,01/08/18 04:52:17 PM,,3.42,,
1023,01/08/18 04:54:30 PM,,3.43,,
1024,01/08/18 04:57:04 PM,,3.44,,
1025,01/08/18 04:58:25 PM,,3.45,,
1026,01/08/18 05:00:04 PM,,3.46,,
1027,01/08/18 05:01:31 PM,,3.47,,
1028,01/08/18 05:04:05 PM,,3.48,,
1029,01/08/18 05:06:02 PM,,3.49,,
1030,01/08/18 05:09:38 PM,,3.50,,
1031,01/08/18 05:11:35 PM,,3.51,,
1032,01/08/18 05:17:30 PM,,3.52,,
1033,01/08/18 05:22:37 PM,,3.53,,
1034,01/08/18 05:27:52 PM,,3.54,,
1035,01/08/18 05:31:33 PM,,3.55,,
1036,01/08/18 05:36:16 PM,,3.56,,
1037,01/08/18 05:38:20 PM,,3.57,,
1038,01/08/18 05:41:47 PM,,3.58,,
1039,01/08/18 05:42:57 PM,54.147,,,
1040,01/08/18 05:45:53 PM,,3.59,,
1041,01/08/18 05:49:15 PM,,3.60,,
1042,01/08/18 05:51:14 PM,,3.61,,
1043,01/08/18 05:54:31 PM,,3.62,,
1044,01/08/18 05:58:49 PM,,3.63,,
1045,01/08/18 06:02:59 PM,,3.64,,
1046,01/08/18 06:04:50 PM,,3.65,,
1047,01/08/18 06:07:21 PM,,3.66,,
1048,01/08/18 06:10:25 PM,,3.67,,
1049,01/08/18 06:16:39 PM,,3.68,,
1050,01/08/18 06:23:55 PM,,3.69,,
1051,01/08/18 06:27:08 PM,,3.70,,
1052,01/08/18 06:28:38 PM,,3.71,,
1053,01/08/18 06:32:34 PM,,3.72,,
1054,01/08/18 06:35:10 PM,,3.73,,
1055,01/08/18 06:37:31 PM,,3.74,,
1056,01/08/18 06:41:36 PM,,3.75,,
1057,01/08/18 06:42:57 PM,53.798,,,
1058,01/08/18 06:47:05 PM,,3.76,,
1059,01/08/18 06:50:30 PM,,3.77,,
1060,01/08/18 06:53:47 PM,,3.78,,
1061,01/08/18 06:55:57 PM,,3.79,,
1062,01/08/18 06:59:07 PM,,3.80,,
1063,01/08/18 07:02:13 PM,,3.81,,
1064,01/08/18 07:05:36 PM,,3.82,,
1065,01/08/18 07:08:26 PM,,3.83,,
1066,01/08/18 07:11:59 PM,,3.84,,
1067,01/08/18 07:14:12 PM,,3.85,,
1068,01/08/18 07:16:47 PM,,3.86,,
1069,01/08/18 07:18:22 PM,,3.87,,
1070,01/08/18 07:20:07 PM,,3.88,,
1071,01/08/18 07:21:07 PM,,3.89,,
1072,01/08/18 07:22:03 PM,,3.90,,
1073,01/08/18 07:23:00 PM,,3.91,,
1074,01/08/18 07:23:47 PM,,3.92,,
1075,01/08/18 07:24:22 PM,,3.93,,
1076,01/08/18 07:25:23 PM,,3.94,,
1077,01/08/18 07:26:28 PM,,3.95,,
1078,01/08/18 07:27:23 PM,,3.96,,
1079,01/08/18 07:28:30 PM,,3.97,,
1080,01/08/18 07:29:42 PM,,3.98,,
1081,01/08/18 07:30:44 PM,,3.99,,
1082,01/08/18 07:31:53 PM,,4.00,,
1083,01/08/18 07:32:36 PM,,4.01,,
1084,01/08/18 07:33:45 PM,,4.02,,
1085,01/08/18 07:34:58 PM,,4.03,,
1086,01/08/18 07:36:31 PM,,4.04,,
1087,01/08/18 07:37:55 PM,,4.05,,
1088,01/08/18 07:39:36 PM,,4.06,,
1089,01/08/18 07:40:55 PM,,4.07,,
1090,01/08/18 07:42:24 PM,,4.08,,
1091,01/08/18 07:42:57 PM,54.147,,,
1092,01/08/18 07:43:12 PM,,4.09,,
1093,01/08/18 07:44:33 PM,,4.10,,
1094,01/08/18 07:46:20 PM,,4.11,,
1095,01/08/18 07:48:25 PM,,4.12,,
1096,01/08/18 07:49:45 PM,,4.13,,
1097,01/08/18 07:51:05 PM,,4.14,,
1098,01/08/18 07:52:40 PM,,4.15,,
1099,01/08/18 07:54:01 PM,,4.16,,
1100,01/08/18 07:55:31 PM,,4.17,,
1101,01/08/18 07:57:02 PM,,4.18,,
1102,01/08/18 07:57:52 PM,,4.19,,
1103,01/08/18 07:59:07 PM,,4.20,,
1104,01/08/18 08:00:20 PM,,4.21,,
1105,01/08/18 08:01:55 PM,,4.22,,
1106,01/08/18 08:03:21 PM,,4.23,,
1107,01/08/18 08:05:38 PM,,4.24,,
1108,01/08/18 08:07:16 PM,,4.25,,
1109,01/08/18 08:09:38 PM,,4.26,,
1110,01/08/18 08:11:13 PM,,4.27,,
1111,01/08/18 08:13:10 PM,,4.28,,
1112,01/08/18 08:14:59 PM,,4.29,,
1113,01/08/18 08:16:51 PM,,4.30,,
1114,01/08/18 08:18:20 PM,,4.31,,
1115,01/08/18 08:20:39 PM,,4.32,,
1116,01/08/18 08:22:36 PM,,4.33,,
1117,01/08/18 08:24:22 PM,,4.34,,
1118,01/08/18 08:25:50 PM,,4.35,,
1119,01/08/18 08:28:12 PM,,4.36,,
1120,01/08/18 08:30:31 PM,,4.37,,
1121,01/08/18 08:32:27 PM,,4.38,,
1122,01/08/18 08:33:59 PM,,4.39,,
1123,01/08/18 08:35:44 PM,,4.40,,
1124,01/08/18 08:37:53 PM,,4.41,,
1125,01/08/18 08:40:56 PM,,4.42,,
1126,01/08/18 08:42:50 PM,,4.43,,
