"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,01/01/13 10:59:19 AM,0.00,,,,
2,01/01/13 11:00:33 AM,,Logged,,,
3,01/05/13 04:28:24 PM,0.01,,,,
4,01/05/13 04:41:26 PM,0.02,,,,
5,01/05/13 05:01:03 PM,0.03,,,,
6,01/05/13 05:05:42 PM,0.04,,,,
7,01/05/13 05:05:43 PM,0.05,,,,
8,01/05/13 05:10:44 PM,0.06,,,,
9,01/05/13 05:15:09 PM,0.07,,,,
10,01/05/13 05:22:40 PM,0.08,,,,
11,01/05/13 05:24:24 PM,0.09,,,,
12,01/05/13 05:27:08 PM,0.10,,,,
13,01/05/13 05:27:09 PM,0.11,,,,
14,01/05/13 05:29:42 PM,0.12,,,,
15,01/05/13 05:32:13 PM,0.13,,,,
16,01/05/13 05:33:46 PM,0.14,,,,
17,01/05/13 05:36:42 PM,0.15,,,,
18,01/05/13 05:36:43 PM,0.16,,,,
19,01/05/13 05:38:56 PM,0.17,,,,
20,01/05/13 05:41:11 PM,0.18,,,,
21,01/05/13 05:43:18 PM,0.19,,,,
22,01/05/13 05:45:22 PM,0.20,,,,
23,01/05/13 05:48:09 PM,0.21,,,,
24,01/05/13 05:50:07 PM,0.22,,,,
25,01/05/13 05:51:25 PM,0.23,,,,
26,01/05/13 05:55:16 PM,0.24,,,,
27,01/05/13 05:58:19 PM,0.25,,,,
28,01/05/13 06:05:00 PM,0.26,,,,
29,01/05/13 06:09:23 PM,0.27,,,,
30,01/05/13 06:13:02 PM,0.28,,,,
31,01/05/13 06:13:03 PM,0.29,,,,
32,01/05/13 06:14:48 PM,0.30,,,,
33,01/05/13 06:16:38 PM,0.31,,,,
34,01/05/13 06:17:39 PM,0.32,,,,
35,01/05/13 06:19:13 PM,0.33,,,,
36,01/05/13 06:20:51 PM,0.34,,,,
37,01/05/13 06:24:26 PM,0.35,,,,
38,01/05/13 06:26:58 PM,0.36,,,,
39,01/05/13 06:28:59 PM,0.37,,,,
40,01/05/13 06:29:00 PM,0.38,,,,
41,01/05/13 06:31:07 PM,0.39,,,,
42,01/05/13 06:34:03 PM,0.40,,,,
43,01/05/13 06:36:15 PM,0.41,,,,
44,01/05/13 06:36:16 PM,0.42,,,,
45,01/05/13 06:38:20 PM,0.43,,,,
46,01/05/13 06:39:58 PM,0.44,,,,
47,01/05/13 06:41:47 PM,0.45,,,,
48,01/05/13 06:42:29 PM,0.46,,,,
49,01/05/13 06:42:56 PM,0.47,,,,
50,01/05/13 06:43:19 PM,0.48,,,,
51,01/05/13 06:43:48 PM,0.49,,,,
52,01/05/13 06:44:23 PM,0.50,,,,
53,01/05/13 06:46:06 PM,0.51,,,,
54,01/05/13 06:47:33 PM,0.52,,,,
55,01/05/13 06:49:56 PM,0.53,,,,
56,01/05/13 06:51:50 PM,0.54,,,,
57,01/05/13 06:51:51 PM,0.55,,,,
58,01/05/13 06:54:32 PM,0.56,,,,
59,01/05/13 06:54:33 PM,0.57,,,,
60,01/05/13 06:57:15 PM,0.58,,,,
61,01/05/13 06:58:27 PM,0.59,,,,
62,01/05/13 06:59:33 PM,0.60,,,,
63,01/05/13 07:01:37 PM,0.61,,,,
64,01/05/13 07:01:38 PM,0.62,,,,
65,01/05/13 07:04:53 PM,0.63,,,,
66,01/05/13 07:07:18 PM,0.64,,,,
67,01/05/13 07:09:04 PM,0.65,,,,
68,01/05/13 07:09:05 PM,0.66,,,,
69,01/05/13 07:11:58 PM,0.67,,,,
70,01/05/13 07:13:51 PM,0.68,,,,
71,01/05/13 07:17:30 PM,0.69,,,,
72,01/05/13 07:17:31 PM,0.70,,,,
73,01/05/13 07:21:41 PM,0.71,,,,
74,01/05/13 07:25:36 PM,0.72,,,,
75,01/05/13 07:28:54 PM,0.73,,,,
76,01/05/13 07:33:21 PM,0.74,,,,
77,01/05/13 07:41:16 PM,0.75,,,,
78,01/05/13 07:54:29 PM,0.76,,,,
79,01/05/13 08:08:18 PM,0.77,,,,
80,01/05/13 08:28:31 PM,0.78,,,,
81,01/05/13 09:04:58 PM,0.79,,,,
82,01/05/13 09:20:32 PM,0.80,,,,
83,01/05/13 09:23:09 PM,0.81,,,,
84,01/05/13 09:28:05 PM,0.82,,,,
85,01/05/13 09:33:02 PM,0.83,,,,
86,01/05/13 09:41:15 PM,0.84,,,,
87,01/05/13 09:51:41 PM,0.85,,,,
88,01/05/13 10:09:40 PM,0.86,,,,
89,01/05/13 11:12:48 PM,0.87,,,,
90,01/05/13 11:15:29 PM,0.88,,,,
91,01/05/13 11:17:04 PM,0.89,,,,
92,01/05/13 11:18:21 PM,0.90,,,,
93,01/05/13 11:19:46 PM,0.91,,,,
94,01/05/13 11:21:31 PM,0.92,,,,
95,01/05/13 11:21:32 PM,0.93,,,,
96,01/05/13 11:23:55 PM,0.94,,,,
97,01/05/13 11:27:11 PM,0.95,,,,
98,01/05/13 11:28:38 PM,0.96,,,,
99,01/05/13 11:30:42 PM,0.97,,,,
100,01/05/13 11:33:27 PM,0.98,,,,
101,01/05/13 11:37:03 PM,0.99,,,,
102,01/05/13 11:41:11 PM,1.00,,,,
103,01/05/13 11:50:01 PM,1.01,,,,
104,01/06/13 12:11:36 AM,1.02,,,,
105,01/06/13 12:12:24 AM,1.03,,,,
106,01/06/13 12:13:05 AM,1.04,,,,
107,01/06/13 12:13:06 AM,1.05,,,,
108,01/06/13 12:13:46 AM,1.06,,,,
109,01/06/13 12:16:00 AM,1.07,,,,
110,01/06/13 12:27:24 AM,1.08,,,,
111,01/06/13 12:33:14 AM,1.09,,,,
112,01/06/13 12:38:45 AM,1.10,,,,
113,01/06/13 01:21:46 AM,1.11,,,,
114,01/06/13 01:30:36 AM,1.12,,,,
115,01/06/13 01:31:34 AM,1.13,,,,
116,01/06/13 01:32:09 AM,1.14,,,,
117,01/06/13 01:32:54 AM,1.15,,,,
118,01/06/13 01:34:14 AM,1.16,,,,
119,01/06/13 01:35:17 AM,1.17,,,,
120,01/06/13 01:36:57 AM,1.18,,,,
121,01/06/13 01:39:26 AM,1.19,,,,
122,01/06/13 02:20:53 AM,1.20,,,,
123,01/06/13 02:28:07 AM,1.21,,,,
124,01/06/13 02:32:37 AM,1.22,,,,
125,01/06/13 02:38:39 AM,1.23,,,,
126,01/06/13 03:53:03 AM,1.24,,,,
127,01/06/13 03:53:04 AM,1.25,,,,
128,01/06/13 04:12:31 AM,1.26,,,,
129,01/06/13 04:22:20 AM,1.27,,,,
130,01/06/13 04:22:21 AM,1.28,,,,
131,01/06/13 04:24:58 AM,1.29,,,,
132,01/06/13 04:26:57 AM,1.30,,,,
133,01/06/13 04:28:39 AM,1.31,,,,
134,01/06/13 04:31:32 AM,1.32,,,,
135,01/06/13 04:36:49 AM,1.33,,,,
136,01/06/13 04:38:52 AM,1.34,,,,
137,01/06/13 04:43:23 AM,1.35,,,,
138,01/06/13 08:40:17 AM,1.36,,,,
139,01/08/13 12:32:07 PM,,,Logged,,
140,01/08/13 12:32:22 PM,,Logged,,,
141,01/08/13 12:32:43 PM,,,Logged,,
142,01/08/13 12:32:48 PM,1.36,,,Logged,Logged
