"Plot Title: HS"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,11/30/10 12:05:58 PM,0.00,,,,
2,11/30/10 12:06:11 PM,,Logged,,,
3,12/04/10 10:48:39 AM,0.01,,,,
4,12/04/10 10:57:34 AM,0.02,,,,
5,12/04/10 05:32:00 PM,0.03,,,,
6,12/04/10 05:50:46 PM,0.04,,,,
7,12/04/10 06:04:35 PM,0.05,,,,
8,12/04/10 06:18:41 PM,0.06,,,,
9,12/04/10 06:35:02 PM,0.07,,,,
10,12/04/10 06:46:25 PM,0.08,,,,
11,12/04/10 06:53:03 PM,0.09,,,,
12,12/04/10 07:06:07 PM,0.10,,,,
13,12/04/10 07:16:26 PM,0.11,,,,
14,12/04/10 07:21:36 PM,0.12,,,,
15,12/04/10 07:30:55 PM,0.13,,,,
16,12/04/10 07:44:25 PM,0.14,,,,
17,12/04/10 07:58:42 PM,0.15,,,,
18,12/04/10 10:31:38 PM,0.16,,,,
19,12/05/10 01:00:58 AM,0.17,,,,
20,12/05/10 01:48:30 AM,0.18,,,,
21,12/05/10 04:04:45 AM,0.19,,,,
22,12/05/10 11:19:05 AM,0.20,,,,
23,12/05/10 12:43:25 PM,0.21,,,,
24,12/05/10 12:46:37 PM,0.22,,,,
25,12/05/10 12:49:55 PM,0.23,,,,
26,12/05/10 12:52:09 PM,0.24,,,,
27,12/05/10 12:53:32 PM,0.25,,,,
28,12/05/10 12:54:54 PM,0.26,,,,
29,12/05/10 12:56:14 PM,0.27,,,,
30,12/05/10 12:58:03 PM,0.28,,,,
31,12/05/10 01:00:21 PM,0.29,,,,
32,12/05/10 01:26:13 PM,0.30,,,,
33,12/05/10 01:42:12 PM,0.31,,,,
34,12/05/10 01:47:41 PM,0.32,,,,
35,12/05/10 01:57:38 PM,0.33,,,,
36,12/05/10 03:03:15 PM,0.34,,,,
37,12/05/10 03:07:16 PM,0.35,,,,
38,12/05/10 03:11:43 PM,0.36,,,,
39,12/05/10 03:13:49 PM,0.37,,,,
40,12/05/10 03:31:48 PM,0.38,,,,
41,12/05/10 03:36:47 PM,0.39,,,,
42,12/05/10 03:38:19 PM,0.40,,,,
43,12/05/10 03:39:33 PM,0.41,,,,
44,12/05/10 03:41:18 PM,0.42,,,,
45,12/05/10 03:42:47 PM,0.43,,,,
46,12/05/10 03:43:55 PM,0.44,,,,
47,12/05/10 03:45:32 PM,0.45,,,,
48,12/05/10 03:48:46 PM,0.46,,,,
49,12/05/10 03:49:59 PM,0.47,,,,
50,12/05/10 03:51:04 PM,0.48,,,,
51,12/05/10 03:52:56 PM,0.49,,,,
52,12/05/10 03:55:06 PM,0.50,,,,
53,12/05/10 03:56:58 PM,0.51,,,,
54,12/05/10 03:58:59 PM,0.52,,,,
55,12/05/10 04:01:30 PM,0.53,,,,
56,12/05/10 04:05:24 PM,0.54,,,,
57,12/05/10 04:07:55 PM,0.55,,,,
58,12/05/10 04:09:26 PM,0.56,,,,
59,12/05/10 04:10:51 PM,0.57,,,,
60,12/05/10 04:12:40 PM,0.58,,,,
61,12/05/10 04:13:53 PM,0.59,,,,
62,12/05/10 04:14:44 PM,0.60,,,,
63,12/05/10 04:15:31 PM,0.61,,,,
64,12/05/10 04:16:29 PM,0.62,,,,
65,12/05/10 04:17:02 PM,0.63,,,,
66,12/05/10 04:18:04 PM,0.64,,,,
67,12/05/10 04:19:27 PM,0.65,,,,
68,12/05/10 04:20:48 PM,0.66,,,,
69,12/05/10 04:21:47 PM,0.67,,,,
70,12/05/10 04:23:02 PM,0.68,,,,
71,12/05/10 04:24:38 PM,0.69,,,,
72,12/05/10 04:26:14 PM,0.70,,,,
73,12/05/10 04:28:26 PM,0.71,,,,
74,12/05/10 04:30:24 PM,0.72,,,,
75,12/05/10 04:31:46 PM,0.73,,,,
76,12/05/10 04:33:14 PM,0.74,,,,
77,12/05/10 04:34:28 PM,0.75,,,,
78,12/05/10 04:35:52 PM,0.76,,,,
79,12/05/10 04:36:48 PM,0.77,,,,
80,12/05/10 04:38:03 PM,0.78,,,,
81,12/05/10 04:39:16 PM,0.79,,,,
82,12/05/10 04:40:56 PM,0.80,,,,
83,12/05/10 04:42:27 PM,0.81,,,,
84,12/05/10 04:44:29 PM,0.82,,,,
85,12/05/10 04:46:10 PM,0.83,,,,
86,12/05/10 04:48:01 PM,0.84,,,,
87,12/05/10 04:49:41 PM,0.85,,,,
88,12/05/10 04:51:35 PM,0.86,,,,
89,12/05/10 04:55:01 PM,0.87,,,,
90,12/05/10 04:59:16 PM,0.88,,,,
91,12/05/10 05:34:10 PM,0.89,,,,
92,12/05/10 05:39:34 PM,0.90,,,,
93,12/05/10 06:31:50 PM,0.91,,,,
94,12/05/10 06:37:10 PM,0.92,,,,
95,12/05/10 06:38:13 PM,0.93,,,,
96,12/05/10 06:41:19 PM,0.94,,,,
97,12/05/10 08:56:00 PM,0.95,,,,
98,12/06/10 12:08:56 AM,0.96,,,,
99,12/06/10 12:11:59 AM,0.97,,,,
100,12/06/10 12:46:14 AM,0.98,,,,
101,12/06/10 02:27:49 AM,0.99,,,,
102,12/07/10 11:33:08 AM,,,Logged,,
103,12/07/10 11:33:15 AM,0.99,,,Logged,Logged
