"Plot Title: UQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592076, SEN S/N: 10592076)","Event, inches (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Detached (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Attached (LGR S/N: 10592076, SEN S/N: 10592076)","Host Connected (LGR S/N: 10592076, SEN S/N: 10592076)","Stopped (LGR S/N: 10592076, SEN S/N: 10592076)","End Of File (LGR S/N: 10592076, SEN S/N: 10592076)"
1,12/12/18 09:58:35 AM,67.050,0.00,,,,,
2,12/12/18 09:58:40 AM,,,Logged,,,,
3,12/12/18 10:58:35 AM,72.718,,,,,,
4,12/12/18 11:58:35 AM,75.139,,,,,,
5,12/12/18 12:58:35 PM,74.791,,,,,,
6,12/12/18 01:58:35 PM,75.832,,,,,,
7,12/12/18 02:58:35 PM,78.624,,,,,,
8,12/12/18 03:58:35 PM,71.856,,,,,,
9,12/12/18 04:58:35 PM,56.923,,,,,,
10,12/12/18 05:58:35 PM,49.050,,,,,,
11,12/12/18 06:58:35 PM,48.871,,,,,,
12,12/12/18 07:58:35 PM,49.404,,,,,,
13,12/12/18 08:58:35 PM,48.695,,,,,,
14,12/12/18 09:58:35 PM,47.446,,,,,,
15,12/12/18 10:58:35 PM,46.908,,,,,,
16,12/12/18 11:58:35 PM,47.446,,,,,,
17,12/13/18 12:58:35 AM,48.517,,,,,,
18,12/13/18 01:58:35 AM,48.160,,,,,,
19,12/13/18 02:58:35 AM,47.446,,,,,,
20,12/13/18 03:58:35 AM,46.908,,,,,,
21,12/13/18 04:58:35 AM,46.548,,,,,,
22,12/13/18 05:58:35 AM,45.286,,,,,,
23,12/13/18 06:58:35 AM,46.008,,,,,,
24,12/13/18 07:58:35 AM,48.517,,,,,,
25,12/13/18 08:58:35 AM,52.225,,,,,,
26,12/13/18 09:58:35 AM,73.926,,,,,,
27,12/13/18 10:58:35 AM,77.923,,,,,,
28,12/13/18 11:58:35 AM,74.271,,,,,,
29,12/13/18 12:58:35 PM,73.580,,,,,,
30,12/13/18 01:58:35 PM,76.354,,,,,,
31,12/13/18 02:58:35 PM,77.050,,,,,,
32,12/13/18 03:58:35 PM,77.400,,,,,,
33,12/13/18 04:58:35 PM,56.057,,,,,,
34,12/13/18 05:58:35 PM,51.346,,,,,,
35,12/13/18 06:58:35 PM,51.346,,,,,,
36,12/13/18 07:58:35 PM,53.623,,,,,,
37,12/13/18 08:58:35 PM,55.884,,,,,,
38,12/13/18 09:58:35 PM,57.268,,,,,,
39,12/13/18 10:58:35 PM,56.404,,,,,,
40,12/13/18 11:58:35 PM,56.230,,,,,,
41,12/14/18 12:58:35 AM,56.057,,,,,,
42,12/14/18 01:58:35 AM,55.189,,,,,,
43,12/14/18 02:58:35 AM,54.842,,,,,,
44,12/14/18 03:58:35 AM,55.189,,,,,,
45,12/14/18 04:58:35 AM,55.537,,,,,,
46,12/14/18 05:58:35 AM,55.364,,,,,,
47,12/14/18 06:58:35 AM,55.364,,,,,,
48,12/14/18 07:58:35 AM,56.230,,,,,,
49,12/14/18 08:58:35 AM,57.441,,,,,,
50,12/14/18 09:58:35 AM,57.441,,,,,,
51,12/14/18 10:58:35 AM,56.750,,,,,,
52,12/14/18 11:03:18 AM,,0.01,,,,,
53,12/14/18 11:04:12 AM,,0.02,,,,,
54,12/14/18 11:05:35 AM,,0.03,,,,,
55,12/14/18 11:05:36 AM,,0.04,,,,,
56,12/14/18 11:14:59 AM,,0.05,,,,,
57,12/14/18 11:58:35 AM,60.195,,,,,,
58,12/14/18 12:58:35 PM,70.995,,,,,,
59,12/14/18 01:58:35 PM,66.366,,,,,,
60,12/14/18 02:58:35 PM,59.337,,,,,,
61,12/14/18 03:58:35 PM,57.096,,,,,,
62,12/14/18 04:58:35 PM,55.189,,,,,,
63,12/14/18 05:58:35 PM,53.973,,,,,,
64,12/14/18 06:58:35 PM,51.699,,,,,,
65,12/14/18 07:58:35 PM,52.225,,,,,,
66,12/14/18 08:58:35 PM,52.050,,,,,,
67,12/14/18 09:58:35 PM,51.172,,,,,,
68,12/14/18 10:58:35 PM,49.759,,,,,,
69,12/14/18 11:58:35 PM,49.228,,,,,,
70,12/15/18 12:58:35 AM,49.582,,,,,,
71,12/15/18 01:58:35 AM,49.759,,,,,,
72,12/15/18 02:58:35 AM,49.937,,,,,,
73,12/15/18 03:58:35 AM,48.517,,,,,,
74,12/15/18 04:58:35 AM,48.517,,,,,,
75,12/15/18 05:58:35 AM,48.695,,,,,,
76,12/15/18 06:58:35 AM,47.982,,,,,,
77,12/15/18 07:58:35 AM,49.404,,,,,,
78,12/15/18 08:58:35 AM,54.495,,,,,,
79,12/15/18 09:58:35 AM,58.476,,,,,,
80,12/15/18 10:58:35 AM,68.248,,,,,,
81,12/15/18 11:58:35 AM,67.050,,,,,,
82,12/15/18 12:58:35 PM,75.659,,,,,,
83,12/15/18 01:58:35 PM,70.308,,,,,,
84,12/15/18 02:58:35 PM,60.024,,,,,,
85,12/15/18 03:58:35 PM,57.441,,,,,,
86,12/15/18 04:58:35 PM,53.623,,,,,,
87,12/15/18 05:58:35 PM,52.576,,,,,,
88,12/15/18 06:58:35 PM,51.172,,,,,,
89,12/15/18 07:58:35 PM,52.925,,,,,,
90,12/15/18 08:58:35 PM,53.973,,,,,,
91,12/15/18 09:58:35 PM,53.973,,,,,,
92,12/15/18 10:58:35 PM,54.669,,,,,,
93,12/15/18 11:58:35 PM,54.495,,,,,,
94,12/16/18 12:58:35 AM,54.322,,,,,,
95,12/16/18 01:58:35 AM,54.147,,,,,,
96,12/16/18 02:38:29 AM,,0.06,,,,,
97,12/16/18 02:38:30 AM,,0.07,,,,,
98,12/16/18 02:58:35 AM,53.798,,,,,,
99,12/16/18 03:58:35 AM,53.623,,,,,,
100,12/16/18 04:58:35 AM,53.100,,,,,,
101,12/16/18 05:58:35 AM,52.401,,,,,,
102,12/16/18 06:58:35 AM,51.172,,,,,,
103,12/16/18 07:58:35 AM,53.100,,,,,,
104,12/16/18 08:58:35 AM,56.404,,,,,,
105,12/16/18 09:58:35 AM,56.057,,,,,,
106,12/16/18 10:58:35 AM,58.820,,,,,,
107,12/16/18 11:58:35 AM,58.647,,,,,,
108,12/16/18 12:58:35 PM,57.441,,,,,,
109,12/16/18 01:50:43 PM,,0.08,,,,,
110,12/16/18 01:58:35 PM,55.364,,,,,,
111,12/16/18 02:03:06 PM,,0.09,,,,,
112,12/16/18 02:08:24 PM,,0.10,,,,,
113,12/16/18 02:16:34 PM,,0.11,,,,,
114,12/16/18 02:29:23 PM,,0.12,,,,,
115,12/16/18 02:33:04 PM,,0.13,,,,,
116,12/16/18 02:38:49 PM,,0.14,,,,,
117,12/16/18 02:55:59 PM,,0.15,,,,,
118,12/16/18 02:58:35 PM,55.017,,,,,,
119,12/16/18 03:06:11 PM,,0.16,,,,,
120,12/16/18 03:10:46 PM,,0.17,,,,,
121,12/16/18 03:18:08 PM,,0.18,,,,,
122,12/16/18 03:21:18 PM,,0.19,,,,,
123,12/16/18 03:22:45 PM,,0.20,,,,,
124,12/16/18 03:23:54 PM,,0.21,,,,,
125,12/16/18 03:24:51 PM,,0.22,,,,,
126,12/16/18 03:25:48 PM,,0.23,,,,,
127,12/16/18 03:27:25 PM,,0.24,,,,,
128,12/16/18 03:30:09 PM,,0.25,,,,,
129,12/16/18 03:32:22 PM,,0.26,,,,,
130,12/16/18 03:33:57 PM,,0.27,,,,,
131,12/16/18 03:35:16 PM,,0.28,,,,,
132,12/16/18 03:36:43 PM,,0.29,,,,,
133,12/16/18 03:38:57 PM,,0.30,,,,,
134,12/16/18 03:40:28 PM,,0.31,,,,,
135,12/16/18 03:41:35 PM,,0.32,,,,,
136,12/16/18 03:43:17 PM,,0.33,,,,,
137,12/16/18 03:47:08 PM,,0.34,,,,,
138,12/16/18 03:58:21 PM,,0.35,,,,,
139,12/16/18 03:58:35 PM,54.842,,,,,,
140,12/16/18 04:16:42 PM,,0.36,,,,,
141,12/16/18 04:45:33 PM,,0.37,,,,,
142,12/16/18 04:53:29 PM,,0.38,,,,,
143,12/16/18 04:58:35 PM,55.017,,,,,,
144,12/16/18 05:03:06 PM,,0.39,,,,,
145,12/16/18 05:09:51 PM,,0.40,,,,,
146,12/16/18 05:15:38 PM,,0.41,,,,,
147,12/16/18 05:20:50 PM,,0.42,,,,,
148,12/16/18 05:25:18 PM,,0.43,,,,,
149,12/16/18 05:31:01 PM,,0.44,,,,,
150,12/16/18 05:37:20 PM,,0.45,,,,,
151,12/16/18 05:46:06 PM,,0.46,,,,,
152,12/16/18 05:51:32 PM,,0.47,,,,,
153,12/16/18 05:53:47 PM,,0.48,,,,,
154,12/16/18 05:54:57 PM,,0.49,,,,,
155,12/16/18 05:56:49 PM,,0.50,,,,,
156,12/16/18 05:58:33 PM,,0.51,,,,,
157,12/16/18 05:58:35 PM,55.189,,,,,,
158,12/16/18 06:00:34 PM,,0.52,,,,,
159,12/16/18 06:02:57 PM,,0.53,,,,,
160,12/16/18 06:05:25 PM,,0.54,,,,,
161,12/16/18 06:10:10 PM,,0.55,,,,,
162,12/16/18 06:15:16 PM,,0.56,,,,,
163,12/16/18 06:20:17 PM,,0.57,,,,,
164,12/16/18 06:25:39 PM,,0.58,,,,,
165,12/16/18 06:30:16 PM,,0.59,,,,,
166,12/16/18 06:35:07 PM,,0.60,,,,,
167,12/16/18 06:43:48 PM,,0.61,,,,,
168,12/16/18 06:51:13 PM,,0.62,,,,,
169,12/16/18 06:56:30 PM,,0.63,,,,,
170,12/16/18 06:58:35 PM,55.364,,,,,,
171,12/16/18 07:00:07 PM,,0.64,,,,,
172,12/16/18 07:03:55 PM,,0.65,,,,,
173,12/16/18 07:08:39 PM,,0.66,,,,,
174,12/16/18 07:39:44 PM,,0.67,,,,,
175,12/16/18 07:39:45 PM,,0.68,,,,,
176,12/16/18 07:48:35 PM,,0.69,,,,,
177,12/16/18 07:55:52 PM,,0.70,,,,,
178,12/16/18 07:58:35 PM,55.364,,,,,,
179,12/16/18 08:16:10 PM,,0.71,,,,,
180,12/16/18 08:58:35 PM,55.364,,,,,,
181,12/16/18 09:42:17 PM,,0.72,,,,,
182,12/16/18 09:51:39 PM,,0.73,,,,,
183,12/16/18 09:58:04 PM,,0.74,,,,,
184,12/16/18 09:58:35 PM,55.189,,,,,,
185,12/16/18 10:02:11 PM,,0.75,,,,,
