"Plot Title: LD"
"#","Date Time, GMT-08:00","Ext. Line Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,03/30/10 02:23:01 PM,0.00,,,,
2,03/30/10 02:23:05 PM,,Logged,,,
3,03/30/10 11:55:30 PM,0.01,,,,
4,03/30/10 11:55:31 PM,0.02,,,,
5,03/31/10 12:48:50 AM,0.03,,,,
6,03/31/10 01:21:51 AM,0.04,,,,
7,03/31/10 01:25:32 AM,0.05,,,,
8,03/31/10 01:27:38 AM,0.06,,,,
9,03/31/10 01:35:08 AM,0.07,,,,
10,03/31/10 02:03:11 AM,0.08,,,,
11,03/31/10 04:35:50 AM,0.09,,,,
12,03/31/10 04:35:51 AM,0.10,,,,
13,03/31/10 04:56:37 AM,0.11,,,,
14,03/31/10 05:02:47 AM,0.12,,,,
15,03/31/10 05:11:32 AM,0.13,,,,
16,03/31/10 06:56:05 AM,0.14,,,,
17,03/31/10 03:42:30 PM,0.15,,,,
18,03/31/10 03:49:19 PM,0.16,,,,
19,03/31/10 03:49:20 PM,0.17,,,,
20,03/31/10 03:52:40 PM,0.18,,,,
21,03/31/10 03:55:12 PM,0.19,,,,
22,03/31/10 04:03:10 PM,0.20,,,,
23,03/31/10 04:03:11 PM,0.21,,,,
24,03/31/10 04:04:48 PM,0.22,,,,
25,03/31/10 04:06:14 PM,0.23,,,,
26,03/31/10 04:06:15 PM,0.24,,,,
27,03/31/10 04:07:30 PM,0.25,,,,
28,03/31/10 04:08:56 PM,0.26,,,,
29,03/31/10 04:10:55 PM,0.27,,,,
30,03/31/10 04:14:15 PM,0.28,,,,
31,03/31/10 04:18:12 PM,0.29,,,,
32,03/31/10 04:21:36 PM,0.30,,,,
33,03/31/10 04:25:45 PM,0.31,,,,
34,03/31/10 04:29:21 PM,0.32,,,,
35,03/31/10 04:33:01 PM,0.33,,,,
36,03/31/10 04:36:22 PM,0.34,,,,
37,03/31/10 04:43:01 PM,0.35,,,,
