"Plot Title: Range"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309219, SEN S/N: 20309219, LBL: F)","Event, units (LGR S/N: 20309219, SEN S/N: 20309219)","End Of File (LGR S/N: 20309219, SEN S/N: 20309219)"
586,03/22/19 05:53:44 PM,,0.02,
587,03/22/19 05:55:54 PM,,0.03,
588,03/22/19 06:00:00 PM,52.925,,
589,03/22/19 06:01:10 PM,,0.04,
590,03/22/19 06:15:00 PM,53.274,,
591,03/22/19 06:30:00 PM,53.274,,
592,03/22/19 06:45:00 PM,53.798,,
593,03/22/19 07:00:00 PM,54.147,,
594,03/22/19 07:15:00 PM,54.669,,
595,03/22/19 07:28:56 PM,,0.05,
596,03/22/19 07:30:00 PM,54.842,,
597,03/22/19 07:30:14 PM,,0.06,
598,03/22/19 07:30:42 PM,,0.07,
599,03/22/19 07:31:21 PM,,0.08,
600,03/22/19 07:32:28 PM,,0.09,
601,03/22/19 07:35:35 PM,,0.10,
602,03/22/19 07:39:13 PM,,0.11,
603,03/22/19 07:43:51 PM,,0.12,
604,03/22/19 07:45:00 PM,54.842,,
605,03/22/19 07:45:40 PM,,0.13,
606,03/22/19 07:47:17 PM,,0.14,
607,03/22/19 08:00:00 PM,55.364,,
608,03/22/19 08:15:00 PM,56.404,,
609,03/22/19 08:18:00 PM,,0.15,
610,03/22/19 08:30:00 PM,58.993,,
611,03/22/19 08:45:00 PM,59.337,,
612,03/22/19 09:00:00 PM,59.508,,
613,03/22/19 09:15:00 PM,59.680,,
614,03/22/19 09:30:00 PM,60.368,,
615,03/22/19 09:45:00 PM,60.712,,
616,03/22/19 10:00:00 PM,62.083,,
617,03/22/19 10:15:00 PM,63.282,,
618,03/22/19 10:30:00 PM,62.598,,
619,03/22/19 10:45:00 PM,59.337,,
620,03/22/19 10:52:46 PM,,0.16,
621,03/22/19 11:00:00 PM,59.164,,
622,03/22/19 11:07:26 PM,,0.17,
623,03/22/19 11:15:00 PM,60.024,,
624,03/22/19 11:30:00 PM,61.741,,
625,03/22/19 11:45:00 PM,63.282,,
626,03/23/19 12:00:00 AM,64.139,0.17,Logged
