"Plot Title: 20309222"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","End Of File (LGR S/N: 20309222, SEN S/N: 20309222)"
1,02/23/18 02:57:17 PM,17.510,0.00,Logged
