"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,11/26/14 04:52:34 PM,0.00,,,,
2,11/26/14 04:52:49 PM,,Logged,,,
3,11/29/14 02:29:19 AM,0.01,,,,
4,11/29/14 04:15:48 AM,0.02,,,,
5,11/29/14 04:48:43 AM,0.03,,,,
6,11/29/14 04:52:48 AM,0.04,,,,
7,11/29/14 04:54:17 AM,0.05,,,,
8,11/29/14 04:55:30 AM,0.06,,,,
9,11/29/14 04:56:12 AM,0.07,,,,
10,11/29/14 04:57:01 AM,0.08,,,,
11,11/29/14 04:57:38 AM,0.09,,,,
12,11/29/14 04:58:21 AM,0.10,,,,
13,11/29/14 04:58:55 AM,0.11,,,,
14,11/29/14 04:58:56 AM,0.12,,,,
15,11/29/14 04:59:34 AM,0.13,,,,
16,11/29/14 05:00:08 AM,0.14,,,,
17,11/29/14 05:00:45 AM,0.15,,,,
18,11/29/14 05:01:13 AM,0.16,,,,
19,11/29/14 05:01:38 AM,0.17,,,,
20,11/29/14 05:01:59 AM,0.18,,,,
21,11/29/14 05:02:26 AM,0.19,,,,
22,11/29/14 05:02:49 AM,0.20,,,,
23,11/29/14 05:03:13 AM,0.21,,,,
24,11/29/14 05:03:14 AM,0.22,,,,
25,11/29/14 05:03:34 AM,0.23,,,,
26,11/29/14 05:03:35 AM,0.24,,,,
27,11/29/14 05:04:02 AM,0.25,,,,
28,11/29/14 05:04:36 AM,0.26,,,,
29,11/29/14 05:05:42 AM,0.27,,,,
30,11/29/14 05:06:17 AM,0.28,,,,
31,11/29/14 05:07:03 AM,0.29,,,,
32,11/29/14 05:07:34 AM,0.30,,,,
33,11/29/14 05:08:07 AM,0.31,,,,
34,11/29/14 05:08:39 AM,0.32,,,,
35,11/29/14 05:09:13 AM,0.33,,,,
36,11/29/14 05:09:32 AM,0.34,,,,
37,11/29/14 05:09:57 AM,0.35,,,,
38,11/29/14 05:10:33 AM,0.36,,,,
39,11/29/14 05:10:34 AM,0.37,,,,
40,11/29/14 05:11:56 AM,0.38,,,,
41,11/29/14 05:13:32 AM,0.39,,,,
42,11/29/14 05:13:33 AM,0.40,,,,
43,11/29/14 05:17:46 AM,0.41,,,,
44,11/29/14 05:21:00 AM,0.42,,,,
45,11/29/14 05:21:01 AM,0.43,,,,
46,11/29/14 05:54:33 AM,0.44,,,,
47,11/29/14 05:59:36 AM,0.45,,,,
48,11/29/14 06:01:55 AM,0.46,,,,
49,11/29/14 06:03:45 AM,0.47,,,,
50,11/29/14 06:03:46 AM,0.48,,,,
51,11/29/14 06:04:59 AM,0.49,,,,
52,11/29/14 06:05:00 AM,0.50,,,,
53,11/29/14 06:05:41 AM,0.51,,,,
54,11/29/14 06:06:52 AM,0.52,,,,
55,11/29/14 06:08:08 AM,0.53,,,,
56,11/29/14 06:09:34 AM,0.54,,,,
57,11/29/14 06:10:40 AM,0.55,,,,
58,11/29/14 06:12:02 AM,0.56,,,,
59,11/29/14 06:13:05 AM,0.57,,,,
60,11/29/14 06:14:19 AM,0.58,,,,
61,11/29/14 06:15:17 AM,0.59,,,,
62,11/29/14 06:16:15 AM,0.60,,,,
63,11/29/14 06:16:51 AM,0.61,,,,
64,11/29/14 06:17:44 AM,0.62,,,,
65,11/29/14 06:18:21 AM,0.63,,,,
66,11/29/14 06:18:22 AM,0.64,,,,
67,11/29/14 06:19:21 AM,0.65,,,,
68,11/29/14 06:20:01 AM,0.66,,,,
69,11/29/14 06:20:53 AM,0.67,,,,
70,11/29/14 06:21:37 AM,0.68,,,,
71,11/29/14 06:22:46 AM,0.69,,,,
72,11/29/14 06:24:25 AM,0.70,,,,
73,11/29/14 06:27:20 AM,0.71,,,,
74,11/29/14 06:27:21 AM,0.72,,,,
75,11/29/14 06:30:19 AM,0.73,,,,
76,11/29/14 06:32:58 AM,0.74,,,,
77,11/29/14 06:32:59 AM,0.75,,,,
78,11/29/14 06:34:37 AM,0.76,,,,
79,11/29/14 06:36:08 AM,0.77,,,,
80,11/29/14 06:37:29 AM,0.78,,,,
81,11/29/14 06:39:27 AM,0.79,,,,
82,11/29/14 06:39:28 AM,0.80,,,,
83,11/29/14 06:40:59 AM,0.81,,,,
84,11/29/14 06:42:41 AM,0.82,,,,
85,11/29/14 06:43:53 AM,0.83,,,,
86,11/29/14 06:45:22 AM,0.84,,,,
87,11/29/14 06:46:39 AM,0.85,,,,
88,11/29/14 06:48:15 AM,0.86,,,,
89,11/29/14 06:49:31 AM,0.87,,,,
90,11/29/14 06:51:02 AM,0.88,,,,
91,11/29/14 06:52:09 AM,0.89,,,,
92,11/29/14 06:54:03 AM,0.90,,,,
93,11/29/14 06:56:02 AM,0.91,,,,
94,11/29/14 06:58:37 AM,0.92,,,,
95,11/29/14 07:01:28 AM,0.93,,,,
96,11/29/14 07:07:06 AM,0.94,,,,
97,11/29/14 07:12:52 AM,0.95,,,,
98,11/29/14 07:17:49 AM,0.96,,,,
99,11/29/14 07:21:56 AM,0.97,,,,
100,11/29/14 07:28:01 AM,0.98,,,,
101,11/29/14 07:30:48 AM,0.99,,,,
102,11/29/14 07:30:49 AM,1.00,,,,
103,11/29/14 07:33:17 AM,1.01,,,,
104,11/29/14 07:34:57 AM,1.02,,,,
105,11/29/14 07:37:24 AM,1.03,,,,
106,11/29/14 07:37:25 AM,1.04,,,,
107,11/29/14 07:40:23 AM,1.05,,,,
108,11/29/14 07:40:24 AM,1.06,,,,
109,11/29/14 07:45:53 AM,1.07,,,,
110,11/29/14 07:50:07 AM,1.08,,,,
