"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,02/11/15 01:33:55 PM,0.00,,,,
2,02/11/15 01:35:45 PM,,Logged,,,
3,02/12/15 06:42:56 PM,0.01,,,,
4,02/13/15 10:21:09 AM,0.02,,,,
5,02/16/15 06:51:05 AM,0.03,,,,
6,02/28/15 05:08:25 AM,0.04,,,,
7,02/28/15 08:00:44 AM,0.05,,,,
8,02/28/15 08:09:20 AM,0.06,,,,
9,02/28/15 08:29:50 AM,0.07,,,,
10,02/28/15 08:29:51 AM,0.08,,,,
11,02/28/15 08:56:46 AM,0.09,,,,
12,02/28/15 09:25:49 AM,0.10,,,,
13,02/28/15 09:25:50 AM,0.11,,,,
14,02/28/15 09:58:55 AM,0.12,,,,
15,02/28/15 11:50:58 AM,0.13,,,,
16,02/28/15 12:29:08 PM,0.14,,,,
17,02/28/15 01:15:41 PM,0.15,,,,
18,02/28/15 01:50:05 PM,0.16,,,,
19,02/28/15 02:33:57 PM,0.17,,,,
20,02/28/15 02:33:58 PM,0.18,,,,
21,02/28/15 03:14:30 PM,0.19,,,,
22,02/28/15 03:44:14 PM,0.20,,,,
23,02/28/15 04:01:05 PM,0.21,,,,
24,02/28/15 04:01:06 PM,0.22,,,,
25,02/28/15 04:19:55 PM,0.23,,,,
26,02/28/15 04:43:07 PM,0.24,,,,
27,02/28/15 05:18:08 PM,0.25,,,,
28,02/28/15 05:54:47 PM,0.26,,,,
29,02/28/15 06:58:42 PM,0.27,,,,
30,02/28/15 08:07:49 PM,0.28,,,,
31,02/28/15 08:29:59 PM,0.29,,,,
32,02/28/15 08:39:33 PM,0.30,,,,
33,02/28/15 08:39:34 PM,0.31,,,,
34,02/28/15 08:52:28 PM,0.32,,,,
35,02/28/15 09:03:42 PM,0.33,,,,
36,02/28/15 09:19:36 PM,0.34,,,,
37,02/28/15 09:33:55 PM,0.35,,,,
38,02/28/15 10:03:16 PM,0.36,,,,
39,02/28/15 10:31:23 PM,0.37,,,,
40,02/28/15 11:16:21 PM,0.38,,,,
41,03/01/15 12:03:07 AM,0.39,,,,
42,03/01/15 01:20:26 AM,0.40,,,,
43,03/01/15 01:20:27 AM,0.41,,,,
44,03/01/15 02:46:39 AM,0.42,,,,
45,03/01/15 05:33:47 AM,0.43,,,,
46,03/01/15 09:21:19 AM,0.44,,,,
47,03/02/15 07:28:56 PM,0.45,,,,
48,03/11/15 01:54:14 AM,0.46,,,,
49,03/11/15 04:20:46 AM,0.47,,,,
50,03/11/15 04:52:57 AM,0.48,,,,
51,03/11/15 05:43:57 AM,0.49,,,,
52,03/11/15 06:27:02 AM,0.50,,,,
53,03/11/15 06:48:05 AM,0.51,,,,
54,03/11/15 07:05:54 AM,0.52,,,,
55,03/11/15 07:33:23 AM,0.53,,,,
56,03/11/15 08:01:05 AM,0.54,,,,
57,03/11/15 08:46:56 AM,0.55,,,,
58,03/11/15 09:41:34 AM,0.56,,,,
59,03/22/15 08:06:45 AM,0.57,,,,
60,03/22/15 08:11:14 AM,0.58,,,,
61,03/22/15 08:19:40 AM,0.59,,,,
62,03/22/15 08:26:02 AM,0.60,,,,
63,03/22/15 08:35:07 AM,0.61,,,,
64,03/22/15 08:43:29 AM,0.62,,,,
65,03/22/15 08:43:30 AM,0.63,,,,
66,03/22/15 08:57:34 AM,0.64,,,,
67,03/22/15 09:17:05 AM,0.65,,,,
68,03/22/15 09:43:38 AM,0.66,,,,
69,03/22/15 11:04:50 PM,0.67,,,,
70,03/22/15 11:39:15 PM,0.68,,,,
71,03/23/15 12:04:59 AM,0.69,,,,
72,03/23/15 12:33:13 AM,0.70,,,,
73,03/23/15 12:57:07 AM,0.71,,,,
74,03/23/15 01:30:24 AM,0.72,,,,
75,03/23/15 02:01:37 AM,0.73,,,,
76,03/23/15 02:50:57 AM,0.74,,,,
77,03/23/15 03:36:07 AM,0.75,,,,
78,03/23/15 04:43:11 AM,0.76,,,,
79,03/23/15 05:42:46 AM,0.77,,,,
80,03/23/15 07:26:31 AM,0.78,,,,
81,03/23/15 09:16:35 AM,0.79,,,,
82,03/23/15 12:50:53 PM,0.80,,,,
83,03/25/15 11:16:40 AM,,,Logged,,
84,03/25/15 11:16:45 AM,0.80,,,Logged,Logged
