"Plot Title: UQC"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10592076, SEN S/N: 10592076)","Event, inches (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Attached (LGR S/N: 10592076, SEN S/N: 10592076)","Host Connected (LGR S/N: 10592076, SEN S/N: 10592076)","Stopped (LGR S/N: 10592076, SEN S/N: 10592076)","End Of File (LGR S/N: 10592076, SEN S/N: 10592076)"
1,04/03/19 04:00:00 PM,63.968,0.00,,,,
2,04/03/19 05:00:00 PM,58.993,,,,,
3,04/03/19 06:00:00 PM,58.647,,,,,
4,04/03/19 07:00:00 PM,54.495,,,,,
5,04/03/19 08:00:00 PM,50.290,,,,,
6,04/03/19 09:00:00 PM,49.582,,,,,
7,04/03/19 10:00:00 PM,50.995,,,,,
8,04/03/19 11:00:00 PM,51.523,,,,,
9,04/04/19 12:00:00 AM,51.523,,,,,
10,04/04/19 01:00:00 AM,51.172,,,,,
11,04/04/19 02:00:00 AM,50.643,,,,,
12,04/04/19 02:47:56 AM,,0.01,,,,
13,04/04/19 03:00:00 AM,50.819,,,,,
14,04/04/19 04:00:00 AM,50.995,,,,,
15,04/04/19 05:00:00 AM,50.819,,,,,
16,04/04/19 06:00:00 AM,50.466,,,,,
17,04/04/19 06:29:27 AM,,0.02,,,,
18,04/04/19 07:00:00 AM,50.290,,,,,
19,04/04/19 07:20:59 AM,,0.03,,,,
20,04/04/19 08:00:00 AM,51.172,,,,,
21,04/04/19 09:00:00 AM,53.449,,,,,
22,04/04/19 09:04:24 AM,,0.04,,,,
23,04/04/19 09:07:46 AM,,0.05,,,,
24,04/04/19 09:27:28 AM,,0.06,,,,
25,04/04/19 09:40:17 AM,,0.07,,,,
26,04/04/19 10:00:00 AM,53.100,,,,,
27,04/04/19 11:00:00 AM,55.364,,,,,
28,04/04/19 12:00:00 PM,58.647,,,,,
29,04/04/19 01:00:00 PM,61.912,,,,,
30,04/04/19 02:00:00 PM,61.912,,,,,
31,04/04/19 03:00:00 PM,59.508,,,,,
32,04/04/19 04:00:00 PM,58.820,,,,,
33,04/04/19 05:00:00 PM,60.368,,,,,
34,04/04/19 06:00:00 PM,60.195,,,,,
35,04/04/19 07:00:00 PM,54.669,,,,,
36,04/04/19 08:00:00 PM,52.401,,,,,
37,04/04/19 09:00:00 PM,52.225,,,,,
38,04/04/19 10:00:00 PM,52.576,,,,,
39,04/04/19 11:00:00 PM,52.925,,,,,
40,04/05/19 12:00:00 AM,50.290,,,,,
41,04/05/19 01:00:00 AM,49.404,,,,,
42,04/05/19 02:00:00 AM,52.401,,,,,
43,04/05/19 03:00:00 AM,52.576,,,,,
44,04/05/19 04:00:00 AM,51.874,,,,,
45,04/05/19 05:00:00 AM,51.699,,,,,
46,04/05/19 06:00:00 AM,51.172,,,,,
47,04/05/19 07:00:00 AM,50.819,,,,,
48,04/05/19 08:00:00 AM,51.874,,,,,
49,04/05/19 09:00:00 AM,51.874,,,,,
50,04/05/19 09:19:09 AM,,0.08,,,,
51,04/05/19 09:30:27 AM,,0.09,,,,
52,04/05/19 09:33:57 AM,,0.10,,,,
53,04/05/19 09:37:05 AM,,0.11,,,,
54,04/05/19 09:46:01 AM,,0.12,,,,
55,04/05/19 09:53:43 AM,,0.13,,,,
56,04/05/19 10:00:00 AM,52.225,,,,,
57,04/05/19 10:01:13 AM,,0.14,,,,
58,04/05/19 10:03:01 AM,,0.15,,,,
59,04/05/19 10:09:44 AM,,0.16,,,,
60,04/05/19 10:18:53 AM,,0.17,,,,
61,04/05/19 10:29:44 AM,,0.18,,,,
62,04/05/19 10:31:40 AM,,0.19,,,,
63,04/05/19 10:32:29 AM,,0.20,,,,
64,04/05/19 10:33:33 AM,,0.21,,,,
65,04/05/19 10:34:44 AM,,0.22,,,,
66,04/05/19 10:35:42 AM,,0.23,,,,
67,04/05/19 10:36:38 AM,,0.24,,,,
68,04/05/19 10:37:57 AM,,0.25,,,,
69,04/05/19 10:38:44 AM,,0.26,,,,
70,04/05/19 10:39:31 AM,,0.27,,,,
71,04/05/19 10:40:21 AM,,0.28,,,,
72,04/05/19 10:41:35 AM,,0.29,,,,
73,04/05/19 10:42:16 AM,,0.30,,,,
74,04/05/19 10:43:09 AM,,0.31,,,,
75,04/05/19 10:43:50 AM,,0.32,,,,
76,04/05/19 10:44:56 AM,,0.33,,,,
77,04/05/19 10:46:38 AM,,0.34,,,,
78,04/05/19 10:46:39 AM,,0.35,,,,
79,04/05/19 10:47:46 AM,,0.36,,,,
80,04/05/19 10:48:56 AM,,0.37,,,,
81,04/05/19 10:48:57 AM,,0.38,,,,
82,04/05/19 10:51:09 AM,,0.39,,,,
83,04/05/19 11:00:00 AM,52.750,,,,,
84,04/05/19 11:02:14 AM,,0.40,,,,
85,04/05/19 11:05:35 AM,,0.41,,,,
86,04/05/19 11:07:38 AM,,0.42,,,,
87,04/05/19 11:10:07 AM,,0.43,,,,
88,04/05/19 11:12:21 AM,,0.44,,,,
89,04/05/19 11:12:22 AM,,0.45,,,,
90,04/05/19 11:16:17 AM,,0.46,,,,
91,04/05/19 12:00:00 PM,58.647,,,,,
92,04/05/19 01:00:00 PM,58.131,,,,,
93,04/05/19 02:00:00 PM,67.392,,,,,
94,04/05/19 03:00:00 PM,72.028,,,,,
95,04/05/19 04:00:00 PM,70.995,,,,,
96,04/05/19 05:00:00 PM,62.940,,,,,
97,04/05/19 06:00:00 PM,56.923,,,,,
98,04/05/19 07:00:00 PM,58.647,,,,,
99,04/05/19 08:00:00 PM,50.290,,,,,
100,04/05/19 09:00:00 PM,49.759,,,,,
101,04/05/19 10:00:00 PM,49.228,,,,,
102,04/05/19 11:00:00 PM,48.871,,,,,
103,04/06/19 12:00:00 AM,48.339,,,,,
104,04/06/19 01:00:00 AM,49.759,,,,,
105,04/06/19 02:00:00 AM,52.050,,,,,
106,04/06/19 02:50:32 AM,,0.47,,,,
107,04/06/19 03:00:00 AM,53.100,,,,,
108,04/06/19 04:00:00 AM,53.100,,,,,
109,04/06/19 04:48:23 AM,,0.48,,,,
110,04/06/19 05:00:00 AM,52.925,,,,,
111,04/06/19 05:59:54 AM,,0.49,,,,
112,04/06/19 06:00:00 AM,52.576,,,,,
113,04/06/19 07:00:00 AM,52.225,,,,,
114,04/06/19 08:00:00 AM,52.925,,,,,
115,04/06/19 09:00:00 AM,55.537,,,,,
116,04/06/19 10:00:00 AM,60.368,,,,,
117,04/06/19 11:00:00 AM,62.940,,,,,
118,04/06/19 12:00:00 PM,62.254,,,,,
119,04/06/19 01:00:00 PM,61.054,,,,,
120,04/06/19 02:00:00 PM,71.339,,,,,
121,04/06/19 03:00:00 PM,72.028,,,,,
122,04/06/19 04:00:00 PM,67.906,,,,,
123,04/06/19 05:00:00 PM,66.193,,,,,
124,04/06/19 06:00:00 PM,60.883,,,,,
125,04/06/19 07:00:00 PM,58.993,,,,,
126,04/06/19 08:00:00 PM,55.884,,,,,
127,04/06/19 09:00:00 PM,53.100,,,,,
128,04/06/19 10:00:00 PM,52.050,,,,,
129,04/06/19 11:00:00 PM,51.699,,,,,
130,04/07/19 12:00:00 AM,50.290,,,,,
131,04/07/19 01:00:00 AM,50.290,,,,,
132,04/07/19 02:00:00 AM,51.523,,,,,
133,04/07/19 03:00:00 AM,54.322,,,,,
134,04/07/19 04:00:00 AM,52.925,,,,,
135,04/07/19 05:00:00 AM,51.874,,,,,
136,04/07/19 06:00:00 AM,52.225,,,,,
137,04/07/19 07:00:00 AM,52.050,,,,,
138,04/07/19 08:00:00 AM,54.669,,,,,
139,04/07/19 09:00:00 AM,59.680,,,,,
140,04/07/19 10:00:00 AM,67.735,,,,,
141,04/07/19 11:00:00 AM,71.856,,,,,
142,04/07/19 12:00:00 PM,71.856,,,,,
143,04/07/19 01:00:00 PM,73.407,,,,,
144,04/07/19 02:00:00 PM,73.407,,,,,
145,04/07/19 03:00:00 PM,73.926,,,,,
146,04/07/19 04:00:00 PM,77.400,,,,,
147,04/07/19 05:00:00 PM,76.354,,,,,
148,04/07/19 06:00:00 PM,72.372,,,,,
149,04/07/19 07:00:00 PM,65.509,,,,,
150,04/07/19 08:00:00 PM,58.476,,,,,
151,04/07/19 09:00:00 PM,56.404,,,,,
152,04/07/19 10:00:00 PM,56.750,,,,,
153,04/07/19 11:00:00 PM,54.669,,,,,
154,04/08/19 12:00:00 AM,52.576,,,,,
155,04/08/19 01:00:00 AM,51.523,,,,,
156,04/08/19 02:00:00 AM,51.874,,,,,
157,04/08/19 03:00:00 AM,52.925,,,,,
158,04/08/19 04:00:00 AM,53.973,,,,,
159,04/08/19 05:00:00 AM,53.449,,,,,
160,04/08/19 06:00:00 AM,55.884,,,,,
161,04/08/19 07:00:00 AM,55.189,,,,,
162,04/08/19 08:00:00 AM,58.303,,,,,
163,04/08/19 09:00:00 AM,67.564,,,,,
164,04/08/19 10:00:00 AM,76.528,,,,,
165,04/08/19 11:00:00 AM,78.098,,,,,
166,04/08/19 12:00:00 PM,77.400,,,,,
167,04/08/19 01:00:00 PM,80.029,,,,,
168,04/08/19 02:00:00 PM,79.853,,,,,
169,04/08/19 03:00:00 PM,80.911,,,,,
170,04/08/19 04:00:00 PM,79.678,,,,,
171,04/08/19 05:00:00 PM,69.622,,,,,
172,04/08/19 06:00:00 PM,60.883,,,,,
173,04/08/19 07:00:00 PM,60.539,,,,,
174,04/08/19 08:00:00 PM,58.303,,,,,
175,04/08/19 09:00:00 PM,57.441,,,,,
176,04/08/19 09:40:10 PM,,0.50,,,,
177,04/08/19 10:00:00 PM,56.577,,,,,
178,04/08/19 11:00:00 PM,55.884,,,,,
179,04/08/19 11:19:06 PM,,0.51,,,,
180,04/09/19 12:00:00 AM,54.322,,,,,
181,04/09/19 01:00:00 AM,52.925,,,,,
182,04/09/19 02:00:00 AM,51.699,,,,,
183,04/09/19 03:00:00 AM,50.819,,,,,
184,04/09/19 04:00:00 AM,50.290,,,,,
185,04/09/19 04:07:43 AM,,0.52,,,,
186,04/09/19 05:00:00 AM,49.759,,,,,
187,04/09/19 06:00:00 AM,49.582,,,,,
188,04/09/19 07:00:00 AM,49.759,,,,,
189,04/09/19 08:00:00 AM,50.466,,,,,
190,04/09/19 09:00:00 AM,60.539,,,,,
191,04/09/19 10:00:00 AM,65.509,,,,,
192,04/09/19 11:00:00 AM,66.022,,,,,
193,04/09/19 12:00:00 PM,68.592,,,,,
194,04/09/19 01:00:00 PM,70.137,,,,,
195,04/09/19 02:00:00 PM,69.278,,,,,
196,04/09/19 03:00:00 PM,70.137,,,,,
197,04/09/19 04:00:00 PM,69.964,,,,,
198,04/09/19 05:00:00 PM,68.763,,,,,
199,04/09/19 06:00:00 PM,63.797,,,,,
200,04/09/19 07:00:00 PM,58.820,,,,,
201,04/09/19 08:00:00 PM,50.290,,,,,
202,04/09/19 09:00:00 PM,49.404,,,,,
203,04/09/19 10:00:00 PM,49.404,,,,,
204,04/09/19 11:00:00 PM,48.517,,,,,
205,04/10/19 12:00:00 AM,48.160,,,,,
206,04/10/19 01:00:00 AM,46.548,,,,,
207,04/10/19 02:00:00 AM,46.188,,,,,
208,04/10/19 03:00:00 AM,47.088,,,,,
209,04/10/19 04:00:00 AM,45.828,,,,,
210,04/10/19 05:00:00 AM,45.104,,,,,
211,04/10/19 06:00:00 AM,44.013,,,,,
212,04/10/19 07:00:00 AM,43.466,,,,,
213,04/10/19 08:00:00 AM,45.286,,,,,
214,04/10/19 09:00:00 AM,61.741,,,,,
215,04/10/19 10:00:00 AM,68.248,,,,,
216,04/10/19 11:00:00 AM,72.372,,,,,
217,04/10/19 12:00:00 PM,69.107,,,,,
218,04/10/19 01:00:00 PM,70.651,,,,,
219,04/10/19 02:00:00 PM,72.718,,,,,
220,04/10/19 03:00:00 PM,73.234,,,,,
221,04/10/19 04:00:00 PM,72.891,,,,,
222,04/10/19 05:00:00 PM,73.062,,,,,
223,04/10/19 06:00:00 PM,70.137,,,,,
224,04/10/19 07:00:00 PM,64.310,,,,,
225,04/10/19 08:00:00 PM,52.925,,,,,
226,04/10/19 09:00:00 PM,50.290,,,,,
227,04/10/19 10:00:00 PM,47.802,,,,,
228,04/10/19 11:00:00 PM,47.446,,,,,
229,04/11/19 12:00:00 AM,47.802,,,,,
230,04/11/19 01:00:00 AM,47.982,,,,,
231,04/11/19 02:00:00 AM,46.728,,,,,
232,04/11/19 03:00:00 AM,46.369,,,,,
233,04/11/19 04:00:00 AM,48.695,,,,,
234,04/11/19 05:00:00 AM,49.404,,,,,
235,04/11/19 06:00:00 AM,47.446,,,,,
236,04/11/19 07:00:00 AM,47.982,,,,,
237,04/11/19 08:00:00 AM,52.401,,,,,
238,04/11/19 09:00:00 AM,60.368,,,,,
239,04/11/19 10:00:00 AM,63.282,,,,,
240,04/11/19 11:00:00 AM,64.652,,,,,
241,04/11/19 12:00:00 PM,67.392,,,,,
242,04/11/19 01:00:00 PM,70.651,,,,,
243,04/11/19 02:00:00 PM,63.282,,,,,
244,04/11/19 03:00:00 PM,68.592,,,,,
245,04/11/19 04:00:00 PM,60.883,,,,,
246,04/11/19 05:00:00 PM,61.054,,,,,
247,04/11/19 06:00:00 PM,53.623,,,,,
248,04/11/19 07:00:00 PM,51.172,,,,,
249,04/11/19 08:00:00 PM,49.759,,,,,
250,04/11/19 09:00:00 PM,48.695,,,,,
251,04/11/19 10:00:00 PM,47.446,,,,,
252,04/11/19 11:00:00 PM,47.624,,,,,
253,04/12/19 12:00:00 AM,47.624,,,,,
254,04/12/19 01:00:00 AM,47.446,,,,,
255,04/12/19 02:00:00 AM,47.802,,,,,
256,04/12/19 03:00:00 AM,48.160,,,,,
257,04/12/19 04:00:00 AM,48.160,,,,,
258,04/12/19 05:00:00 AM,46.548,,,,,
259,04/12/19 06:00:00 AM,46.008,,,,,
260,04/12/19 07:00:00 AM,44.742,,,,,
261,04/12/19 08:00:00 AM,46.369,,,,,
262,04/12/19 09:00:00 AM,62.254,,,,,
263,04/12/19 10:00:00 AM,68.248,,,,,
264,04/12/19 11:00:00 AM,71.683,,,,,
