"Plot Title: HS"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592074, SEN S/N: 10592074)","Event, units (LGR S/N: 10592074, SEN S/N: 10592074)","Coupler Detached (LGR S/N: 10592074, SEN S/N: 10592074)","Bad Battery (LGR S/N: 10592074, SEN S/N: 10592074)","Coupler Attached (LGR S/N: 10592074, SEN S/N: 10592074)","End Of File (LGR S/N: 10592074, SEN S/N: 10592074)"
1767,03/30/18 01:51:08 AM,61.054,,,,,
1768,03/30/18 02:51:08 AM,59.508,,,,,
1769,03/30/18 03:51:08 AM,58.993,,,,,
1770,03/30/18 04:51:08 AM,58.647,,,,,
1771,03/30/18 05:51:08 AM,57.614,,,,,
1772,03/30/18 06:51:08 AM,58.476,,,,,
1773,03/30/18 07:51:08 AM,63.455,,,,,
1774,03/30/18 08:51:08 AM,65.338,,,,,
1775,03/30/18 09:51:08 AM,82.686,,,,,
1776,03/30/18 10:51:08 AM,91.053,,,,,
1777,03/30/18 11:51:08 AM,91.612,,,,,
1778,03/30/18 12:51:08 PM,95.016,,,,,
1779,03/30/18 01:51:08 PM,91.425,,,,,
1780,03/30/18 02:51:08 PM,88.466,,,,,
1781,03/30/18 03:51:08 PM,81.266,,,,,
1782,03/30/18 04:51:08 PM,74.964,,,,,
1783,03/30/18 05:51:08 PM,70.995,,,,,
1784,03/30/18 06:51:08 PM,65.167,,,,,
1785,03/30/18 07:51:08 PM,64.139,,,,,
1786,03/30/18 08:51:08 PM,62.254,,,,,
1787,03/30/18 09:51:08 PM,60.368,,,,,
1788,03/30/18 10:51:08 PM,58.647,,,,,
1789,03/30/18 11:51:08 PM,60.368,,,,,
1790,03/31/18 12:51:08 AM,56.577,,,,,
1791,03/31/18 01:51:08 AM,57.096,,,,,
1792,03/31/18 02:51:08 AM,55.884,,,,,
1793,03/31/18 03:51:08 AM,56.750,,,,,
1794,03/31/18 04:51:08 AM,54.842,,,,,
1795,03/31/18 05:51:08 AM,54.495,,,,,
1796,03/31/18 06:51:08 AM,56.057,,,,,
1797,03/31/18 07:51:08 AM,58.993,,,,,
1798,03/31/18 08:51:08 AM,62.940,,,,,
1799,03/31/18 09:51:08 AM,75.484,,,,,
1800,03/31/18 10:51:08 AM,83.043,,,,,
1801,03/31/18 11:51:08 AM,83.399,,,,,
1802,03/31/18 12:51:08 PM,83.399,,,,,
1803,03/31/18 01:51:08 PM,82.330,,,,,
1804,03/31/18 02:51:08 PM,84.115,,,,,
1805,03/31/18 03:51:08 PM,78.975,,,,,
1806,03/31/18 04:51:08 PM,70.651,,,,,
1807,03/31/18 05:51:08 PM,65.338,,,,,
1808,03/31/18 06:51:08 PM,57.785,,,,,
1809,03/31/18 07:51:08 PM,52.225,,,,,
1810,03/31/18 08:51:08 PM,49.050,,,,,
1811,03/31/18 09:51:08 PM,45.104,,,,,
1812,03/31/18 10:51:08 PM,43.831,,,,,
1813,03/31/18 11:51:08 PM,42.363,,,,,
1814,04/01/18 12:51:08 AM,42.732,,,,,
1815,04/01/18 01:51:08 AM,44.195,,,,,
1816,04/01/18 02:51:08 AM,45.104,,,,,
1817,04/01/18 03:51:08 AM,44.195,,,,,
1818,04/01/18 04:51:08 AM,45.104,,,,,
1819,04/01/18 05:51:08 AM,44.379,,,,,
1820,04/01/18 06:51:08 AM,44.560,,,,,
1821,04/01/18 07:51:08 AM,45.286,,,,,
1822,04/01/18 08:51:08 AM,49.228,,,,,
1823,04/01/18 09:51:08 AM,69.449,,,,,
1824,04/01/18 10:51:08 AM,78.098,,,,,
1825,04/01/18 11:51:08 AM,79.853,,,,,
1826,04/01/18 12:51:08 PM,82.864,,,,,
1827,04/01/18 01:51:08 PM,82.686,,,,,
1828,04/01/18 02:51:08 PM,82.152,,,,,
1829,04/01/18 03:51:08 PM,71.339,,,,,
1830,04/01/18 04:51:08 PM,64.652,,,,,
1831,04/01/18 05:51:08 PM,60.024,,,,,
1832,04/01/18 06:51:08 PM,56.923,,,,,
1833,04/01/18 07:51:08 PM,55.189,,,,,
1834,04/01/18 08:51:08 PM,54.495,,,,,
1835,04/01/18 09:51:08 PM,53.449,,,,,
1836,04/01/18 10:51:08 PM,50.643,,,,,
1837,04/01/18 11:51:08 PM,48.339,,,,,
1838,04/02/18 12:51:08 AM,47.266,,,,,
1839,04/02/18 01:51:08 AM,46.908,,,,,
1840,04/02/18 02:51:08 AM,46.188,,,,,
1841,04/02/18 03:51:08 AM,46.008,,,,,
1842,04/02/18 04:51:08 AM,45.828,,,,,
1843,04/02/18 05:51:08 AM,46.188,,,,,
1844,04/02/18 06:51:08 AM,46.369,,,,,
1845,04/02/18 07:51:08 AM,49.228,,,,,
1846,04/02/18 08:51:08 AM,52.750,,,,,
1847,04/02/18 09:51:08 AM,68.077,,,,,
1848,04/02/18 10:51:08 AM,70.480,,,,,
1849,04/02/18 11:51:08 AM,79.678,,,,,
1850,04/02/18 12:51:08 PM,78.274,,,,,
1851,04/02/18 01:51:08 PM,78.274,,,,,
1852,04/02/18 02:51:08 PM,76.181,,,,,
1853,04/02/18 03:51:08 PM,68.421,,,,,
1854,04/02/18 04:51:08 PM,61.227,,,,,
1855,04/02/18 05:51:08 PM,56.923,,,,,
1856,04/02/18 06:51:08 PM,50.819,,,,,
1857,04/02/18 07:51:08 PM,46.548,,,,,
1858,04/02/18 08:51:08 PM,44.560,,,,,
1859,04/02/18 09:51:08 PM,43.099,,,,,
1860,04/02/18 10:51:08 PM,42.548,,,,,
1861,04/02/18 11:51:08 PM,43.648,,,,,
1862,04/03/18 12:51:08 AM,44.922,,,,,
1863,04/03/18 01:51:08 AM,44.379,,,,,
1864,04/03/18 02:51:08 AM,45.286,,,,,
1865,04/03/18 03:51:08 AM,44.195,,,,,
1866,04/03/18 04:51:08 AM,43.466,,,,,
1867,04/03/18 05:51:08 AM,43.282,,,,,
1868,04/03/18 06:51:08 AM,44.195,,,,,
1869,04/03/18 07:51:08 AM,47.266,,,,,
1870,04/03/18 08:51:08 AM,50.643,,,,,
1871,04/03/18 09:51:08 AM,74.446,,,,,
1872,04/03/18 10:51:08 AM,80.206,,,,,
1873,04/03/18 11:51:08 AM,80.206,,,,,
1874,04/03/18 12:51:08 PM,83.579,,,,,
1875,04/03/18 01:51:08 PM,82.330,,,,,
1876,04/03/18 02:51:08 PM,82.330,,,,,
1877,04/03/18 03:51:08 PM,73.062,,,,,
1878,04/03/18 04:51:08 PM,66.366,,,,,
1879,04/03/18 05:51:08 PM,58.476,,,,,
1880,04/03/18 06:51:08 PM,53.449,,,,,
1881,04/03/18 07:51:08 PM,49.404,,,,,
1882,04/03/18 08:51:08 PM,48.160,,,,,
1883,04/03/18 09:51:08 PM,46.548,,,,,
1884,04/03/18 10:51:08 PM,44.922,,,,,
1885,04/03/18 11:51:08 PM,44.013,,,,,
1886,04/04/18 12:51:08 AM,45.104,,,,,
1887,04/04/18 01:51:08 AM,45.104,,,,,
1888,04/04/18 02:51:08 AM,45.828,,,,,
1889,04/04/18 03:51:08 AM,49.937,,,,,
1890,04/04/18 04:51:08 AM,50.819,,,,,
1891,04/04/18 05:51:08 AM,47.088,,,,,
1892,04/04/18 06:51:08 AM,48.695,,,,,
1893,04/04/18 07:51:08 AM,51.346,,,,,
1894,04/04/18 08:51:08 AM,58.476,,,,,
1895,04/04/18 09:51:08 AM,69.278,,,,,
1896,04/04/18 10:51:08 AM,72.372,,,,,
1897,04/04/18 11:51:08 AM,71.339,,,,,
1898,04/04/18 12:51:08 PM,75.139,,,,,
1899,04/04/18 01:51:08 PM,72.891,,,,,
1900,04/04/18 02:51:08 PM,69.449,,,,,
1901,04/04/18 03:51:08 PM,67.221,,,,,
1902,04/04/18 04:51:08 PM,60.883,,,,,
1903,04/04/18 05:51:08 PM,56.057,,,,,
1904,04/04/18 06:51:08 PM,52.401,,,,,
1905,04/04/18 07:51:08 PM,52.401,,,,,
1906,04/04/18 08:51:08 PM,51.874,,,,,
1907,04/04/18 09:51:08 PM,51.523,,,,,
1908,04/04/18 10:51:08 PM,49.582,,,,,
1909,04/04/18 11:51:08 PM,50.290,,,,,
1910,04/05/18 12:51:08 AM,49.937,,,,,
1911,04/05/18 01:51:08 AM,48.695,,,,,
1912,04/05/18 02:51:08 AM,48.339,,,,,
1913,04/05/18 03:51:08 AM,47.088,,,,,
1914,04/05/18 04:51:08 AM,46.369,,,,,
1915,04/05/18 05:51:08 AM,47.802,,,,,
1916,04/05/18 06:51:08 AM,47.982,,,,,
1917,04/05/18 07:51:08 AM,50.113,,,,,
1918,04/05/18 08:51:08 AM,56.577,,,,,
1919,04/05/18 09:51:08 AM,69.622,,,,,
1920,04/05/18 10:51:08 AM,68.077,,,,,
1921,04/05/18 11:51:08 AM,66.022,,,,,
1922,04/05/18 12:51:08 PM,68.248,,,,,
1923,04/05/18 01:51:08 PM,67.906,,,,,
1924,04/05/18 02:51:08 PM,64.996,,,,,
1925,04/05/18 03:51:08 PM,63.626,,,,,
1926,04/05/18 04:51:08 PM,60.195,,,,,
1927,04/05/18 05:51:08 PM,56.057,,,,,
1928,04/05/18 06:51:08 PM,54.842,,,,,
1929,04/05/18 07:51:08 PM,53.798,,,,,
1930,04/05/18 08:51:08 PM,53.798,,,,,
1931,04/05/18 09:51:08 PM,53.274,,,,,
1932,04/05/18 10:51:08 PM,53.274,,,,,
1933,04/05/18 11:51:08 PM,53.798,,,,,
1934,04/06/18 12:51:08 AM,53.973,,,,,
1935,04/06/18 01:51:08 AM,53.623,,,,,
1936,04/06/18 02:51:08 AM,53.623,,,,,
1937,04/06/18 03:51:08 AM,53.798,,,,,
1938,04/06/18 04:51:08 AM,54.322,,,,,
1939,04/06/18 05:51:08 AM,54.842,,,,,
1940,04/06/18 06:51:08 AM,54.842,,,,,
1941,04/06/18 07:51:08 AM,55.711,,,,,
1942,04/06/18 08:51:08 AM,56.577,,,,,
1943,04/06/18 09:51:08 AM,56.230,,,,,
1944,04/06/18 10:51:08 AM,56.057,,,,,
1945,04/06/18 11:51:08 AM,56.230,,,,,
1946,04/06/18 12:51:08 PM,56.923,,,,,
1947,04/06/18 01:51:08 PM,56.230,,,,,
1948,04/06/18 02:51:08 PM,56.404,,,,,
1949,04/06/18 03:51:08 PM,56.230,,,,,
1950,04/06/18 04:51:08 PM,56.230,,,,,
1951,04/06/18 05:51:08 PM,56.057,,,,,
1952,04/06/18 06:51:08 PM,56.404,,,,,
1953,04/06/18 07:51:08 PM,56.577,,,,,
1954,04/06/18 08:51:08 PM,56.923,,,,,
1955,04/06/18 09:51:08 PM,56.750,,,,,
1956,04/06/18 10:51:08 PM,56.057,,,,,
1957,04/06/18 11:51:08 PM,56.057,,,,,
1958,04/07/18 12:51:08 AM,55.884,,,,,
1959,04/07/18 01:51:08 AM,55.711,,,,,
1960,04/07/18 02:51:08 AM,55.884,,,,,
1961,04/07/18 03:51:08 AM,55.537,,,,,
1962,04/07/18 04:51:08 AM,55.189,,,,,
1963,04/07/18 05:51:08 AM,54.495,,,,,
1964,04/07/18 06:51:08 AM,54.842,,,,,
1965,04/07/18 07:51:08 AM,55.884,,,,,
1966,04/07/18 08:51:08 AM,56.923,,,,,
1967,04/07/18 09:51:08 AM,59.508,,,,,
1968,04/07/18 10:51:08 AM,62.598,,,,,
1969,04/07/18 11:51:08 AM,70.308,,,,,
1970,04/07/18 12:51:08 PM,67.735,,,,,
1971,04/07/18 01:51:08 PM,72.199,,,,,
1972,04/07/18 02:51:08 PM,69.278,,,,,
1973,04/07/18 03:51:08 PM,65.167,,,,,
1974,04/07/18 04:51:08 PM,58.993,,,,,
1975,04/07/18 05:51:08 PM,55.711,,,,,
1976,04/07/18 06:51:08 PM,50.995,,,,,
1977,04/07/18 07:51:08 PM,48.695,,,,,
1978,04/07/18 08:51:08 PM,47.446,,,,,
1979,04/07/18 09:51:08 PM,47.802,,,,,
1980,04/07/18 10:51:08 PM,47.982,,,,,
1981,04/07/18 11:51:08 PM,47.446,,,,,
1982,04/08/18 12:51:08 AM,46.369,,,,,
1983,04/08/18 01:51:08 AM,46.008,,,,,
1984,04/08/18 02:51:08 AM,46.188,,,,,
1985,04/08/18 03:51:08 AM,44.560,,,,,
1986,04/08/18 04:51:08 AM,44.922,,,,,
1987,04/08/18 05:51:08 AM,43.466,,,,,
1988,04/08/18 06:51:08 AM,45.286,,,,,
1989,04/08/18 07:51:08 AM,46.369,,,,,
1990,04/08/18 08:51:08 AM,50.643,,,,,
1991,04/08/18 09:51:08 AM,68.421,,,,,
1992,04/08/18 10:51:08 AM,73.580,,,,,
1993,04/08/18 11:51:08 AM,75.312,,,,,
1994,04/08/18 12:51:08 PM,74.446,,,,,
1995,04/08/18 01:51:08 PM,73.407,,,,,
1996,04/08/18 02:51:08 PM,71.339,,,,,
1997,04/08/18 03:51:08 PM,63.111,,,,,
1998,04/08/18 04:51:08 PM,57.096,,,,,
1999,04/08/18 05:51:08 PM,53.798,,,,,
2000,04/08/18 06:51:08 PM,49.582,,,,,
2001,04/08/18 07:51:08 PM,47.088,,,,,
2002,04/08/18 08:51:08 PM,46.728,,,,,
2003,04/08/18 09:51:08 PM,50.466,,,,,
2004,04/08/18 10:51:08 PM,51.699,,,,,
2005,04/08/18 11:51:08 PM,49.228,,,,,
2006,04/09/18 12:51:08 AM,48.339,,,,,
2007,04/09/18 01:51:08 AM,48.339,,,,,
2008,04/09/18 02:51:08 AM,47.266,,,,,
2009,04/09/18 03:51:08 AM,49.759,,,,,
2010,04/09/18 04:51:08 AM,48.871,,,,,
2011,04/09/18 05:51:08 AM,49.759,,,,,
2012,04/09/18 06:51:08 AM,51.523,,,,,
2013,04/09/18 07:51:08 AM,57.096,,,,,
2014,04/09/18 08:51:08 AM,61.569,,,,,
2015,04/09/18 09:51:08 AM,76.006,,,,,
2016,04/09/18 10:51:08 AM,82.330,,,,,
2017,04/09/18 11:51:08 AM,85.374,,,,,
2018,04/09/18 12:51:08 PM,85.374,,,,,
2019,04/09/18 01:51:08 PM,87.004,,,,,
2020,04/09/18 02:51:08 PM,85.194,,,,,
2021,04/09/18 03:51:08 PM,80.206,,,,,
2022,04/09/18 04:51:08 PM,75.139,,,,,
2023,04/09/18 05:51:08 PM,69.107,,,,,
2024,04/09/18 06:51:08 PM,64.139,,,,,
2025,04/09/18 07:51:08 PM,62.940,,,,,
2026,04/09/18 08:51:08 PM,62.598,,,,,
2027,04/09/18 09:51:08 PM,62.083,,,,,
2028,04/09/18 10:51:08 PM,60.368,,,,,
2029,04/09/18 11:51:08 PM,57.096,,,,,
2030,04/10/18 12:51:08 AM,54.147,,,,,
2031,04/10/18 01:51:08 AM,50.290,,,,,
2032,04/10/18 02:51:08 AM,51.699,,,,,
2033,04/10/18 03:51:08 AM,52.925,,,,,
2034,04/10/18 04:51:08 AM,53.274,,,,,
2035,04/10/18 05:51:08 AM,52.050,,,,,
2036,04/10/18 06:51:08 AM,51.523,,,,,
2037,04/10/18 07:51:08 AM,51.874,,,,,
2038,04/10/18 08:51:08 AM,58.131,,,,,
2039,04/10/18 09:51:08 AM,76.703,,,,,
2040,04/10/18 10:51:08 AM,76.006,,,,,
2041,04/10/18 11:51:08 AM,74.791,,,,,
2042,04/10/18 12:51:08 PM,71.339,,,,,
2043,04/10/18 01:51:08 PM,71.512,,,,,
2044,04/10/18 02:51:08 PM,66.193,,,,,
2045,04/10/18 03:51:08 PM,63.626,,,,,
2046,04/10/18 04:51:08 PM,62.425,,,,,
2047,04/10/18 05:51:08 PM,59.851,,,,,
2048,04/10/18 06:51:08 PM,54.495,,,,,
2049,04/10/18 07:51:08 PM,50.995,,,,,
2050,04/10/18 08:51:08 PM,49.404,,,,,
2051,04/10/18 09:51:08 PM,47.266,,,,,
2052,04/10/18 10:51:08 PM,44.560,,,,,
2053,04/10/18 11:51:08 PM,44.195,,,,,
2054,04/11/18 12:51:08 AM,42.915,,,,,
2055,04/11/18 01:51:08 AM,42.548,,,,,
2056,04/11/18 02:51:08 AM,43.831,,,,,
2057,04/11/18 03:51:08 AM,42.732,,,,,
2058,04/11/18 04:51:08 AM,42.179,,,,,
2059,04/11/18 05:51:08 AM,46.188,,,,,
2060,04/11/18 06:51:08 AM,48.517,,,,,
2061,04/11/18 07:51:08 AM,49.050,,,,,
2062,04/11/18 08:51:08 AM,58.820,,,,,
2063,04/11/18 09:51:08 AM,70.137,,,,,
2064,04/11/18 10:51:08 AM,69.449,,,,,
2065,04/11/18 11:51:08 AM,65.851,,,,,
2066,04/11/18 12:51:08 PM,72.028,,,,,
2067,04/11/18 01:51:08 PM,69.107,,,,,
2068,04/11/18 02:51:08 PM,64.996,,,,,
2069,04/11/18 03:51:08 PM,63.282,,,,,
2070,04/11/18 04:51:08 PM,58.993,,,,,
2071,04/11/18 05:51:08 PM,53.798,,,,,
2072,04/11/18 06:51:08 PM,50.113,,,,,
2073,04/11/18 07:51:08 PM,46.728,,,,,
2074,04/11/18 08:51:08 PM,45.286,,,,,
2075,04/11/18 09:51:08 PM,45.828,,,,,
2076,04/11/18 10:51:08 PM,45.286,,,,,
2077,04/11/18 11:51:08 PM,44.013,,,,,
2078,04/12/18 12:51:08 AM,42.548,,,,,
2079,04/12/18 01:51:08 AM,41.994,,,,,
2080,04/12/18 02:51:08 AM,41.994,,,,,
2081,04/12/18 03:51:08 AM,41.810,,,,,
2082,04/12/18 04:51:08 AM,41.810,,,,,
2083,04/12/18 05:51:08 AM,41.439,,,,,
2084,04/12/18 06:51:08 AM,41.994,,,,,
2085,04/12/18 07:51:08 AM,43.466,,,,,
2086,04/12/18 08:51:08 AM,53.100,,,,,
2087,04/12/18 09:51:08 AM,63.282,,,,,
2088,04/12/18 10:51:08 AM,60.883,,,,,
2089,04/12/18 11:51:08 AM,65.167,,,,,
2090,04/12/18 12:51:08 PM,64.139,,,,,
2091,04/12/18 01:51:08 PM,64.996,,,,,
2092,04/12/18 02:51:08 PM,64.481,,,,,
2093,04/12/18 03:51:08 PM,60.024,,,,,
2094,04/12/18 04:51:08 PM,52.401,,,,,
2095,04/12/18 05:51:08 PM,49.228,,,,,
2096,04/12/18 06:51:08 PM,46.188,,,,,
2097,04/12/18 07:51:08 PM,44.379,,,,,
2098,04/12/18 08:51:08 PM,43.831,,,,,
2099,04/12/18 09:51:08 PM,43.648,,,,,
2100,04/12/18 10:51:08 PM,43.466,,,,,
2101,04/12/18 11:51:08 PM,42.915,,,,,
2102,04/13/18 12:51:08 AM,44.195,,,,,
2103,04/13/18 01:51:08 AM,44.013,,,,,
2104,04/13/18 02:51:08 AM,43.831,,,,,
2105,04/13/18 03:51:08 AM,43.831,,,,,
2106,04/13/18 04:51:08 AM,44.560,,,,,
2107,04/13/18 05:51:08 AM,43.099,,,,,
2108,04/13/18 06:51:08 AM,42.732,,,,,
2109,04/13/18 07:51:08 AM,44.742,,,,,
2110,04/13/18 08:51:08 AM,60.195,,,,,
2111,04/13/18 09:51:08 AM,75.139,,,,,
2112,04/13/18 10:51:08 AM,78.624,,,,,
2113,04/13/18 11:51:08 AM,82.508,,,,,
2114,04/13/18 12:51:08 PM,80.559,,,,,
2115,04/13/18 01:51:08 PM,78.449,,,,,
2116,04/13/18 02:51:08 PM,78.624,,,,,
2117,04/13/18 03:51:08 PM,72.891,,,,,
2118,04/13/18 04:51:08 PM,65.509,,,,,
2119,04/13/18 05:51:08 PM,60.883,,,,,
2120,04/13/18 06:51:08 PM,55.364,,,,,
2121,04/13/18 07:51:08 PM,50.819,,,,,
2122,04/13/18 08:51:08 PM,49.937,,,,,
2123,04/13/18 09:51:08 PM,51.172,,,,,
2124,04/13/18 10:51:08 PM,52.925,,,,,
2125,04/13/18 11:51:08 PM,50.643,,,,,
2126,04/14/18 12:51:08 AM,50.466,,,,,
2127,04/14/18 01:51:08 AM,50.466,,,,,
2128,04/14/18 02:51:08 AM,48.695,,,,,
2129,04/14/18 03:51:08 AM,49.404,,,,,
2130,04/14/18 04:51:08 AM,50.643,,,,,
2131,04/14/18 05:51:08 AM,48.160,,,,,
2132,04/14/18 06:51:08 AM,49.759,,,,,
2133,04/14/18 07:51:08 AM,53.449,,,,,
2134,04/14/18 08:51:08 AM,67.564,,,,,
2135,04/14/18 09:51:08 AM,80.735,,,,,
2136,04/14/18 10:51:08 AM,83.221,,,,,
2137,04/14/18 11:51:08 AM,85.735,,,,,
2138,04/14/18 12:51:08 PM,84.654,,,,,
2139,04/14/18 01:51:08 PM,85.554,,,,,
2140,04/14/18 02:51:08 PM,85.374,,,,,
2141,04/14/18 03:51:08 PM,78.098,,,,,
2142,04/14/18 04:51:08 PM,69.278,,,,,
2143,04/14/18 05:51:08 PM,63.797,,,,,
2144,04/14/18 06:51:08 PM,58.647,,,,,
2145,04/14/18 07:51:08 PM,56.230,,,,,
2146,04/14/18 08:51:08 PM,55.711,,,,,
2147,04/14/18 09:51:08 PM,53.100,,,,,
2148,04/14/18 10:51:08 PM,51.699,,,,,
2149,04/14/18 11:51:08 PM,50.290,,,,,
2150,04/15/18 12:51:08 AM,49.582,,,,,
2151,04/15/18 01:51:08 AM,48.339,,,,,
2152,04/15/18 02:51:08 AM,47.982,,,,,
2153,04/15/18 03:51:08 AM,48.339,,,,,
2154,04/15/18 04:51:08 AM,48.160,,,,,
2155,04/15/18 05:51:08 AM,47.802,,,,,
2156,04/15/18 06:51:08 AM,47.446,,,,,
2157,04/15/18 07:51:08 AM,48.339,,,,,
2158,04/15/18 08:51:08 AM,65.167,,,,,
2159,04/15/18 09:51:08 AM,75.484,,,,,
2160,04/15/18 10:51:08 AM,78.098,,,,,
2161,04/15/18 11:51:08 AM,77.225,,,,,
2162,04/15/18 12:51:08 PM,77.749,,,,,
2163,04/15/18 01:51:08 PM,77.225,,,,,
2164,04/15/18 02:51:08 PM,72.718,,,,,
2165,04/15/18 03:51:08 PM,58.131,,,,,
2166,04/15/18 04:51:08 PM,50.819,,,,,
2167,04/15/18 05:51:08 PM,49.050,,,,,
2168,04/15/18 06:51:08 PM,48.871,,,,,
2169,04/15/18 07:51:08 PM,46.548,,,,,
2170,04/15/18 08:51:08 PM,46.369,,,,,
2171,04/15/18 09:51:08 PM,46.188,,,,,
2172,04/15/18 10:51:08 PM,45.466,,,,,
2173,04/15/18 11:51:08 PM,44.742,,,,,
2174,04/16/18 12:51:08 AM,44.560,,,,,
2175,04/16/18 01:51:08 AM,45.286,,,,,
2176,04/16/18 02:51:08 AM,42.915,,,,,
2177,04/16/18 03:51:08 AM,42.363,,,,,
2178,04/16/18 04:51:08 AM,41.810,,,,,
2179,04/16/18 05:51:08 AM,42.732,,,,,
2180,04/16/18 06:51:08 AM,44.560,,,,,
2181,04/16/18 07:51:08 AM,43.831,,,,,
2182,04/16/18 08:51:08 AM,44.742,,,,,
2183,04/16/18 09:51:08 AM,49.582,,,,,
2184,04/16/18 10:51:08 AM,55.364,,,,,
2185,04/16/18 11:51:08 AM,64.310,,,,,
2186,04/16/18 12:51:08 PM,65.167,,,,,
2187,04/16/18 01:51:08 PM,54.147,,,,,
2188,04/16/18 02:51:08 PM,61.054,,,,,
2189,04/16/18 03:51:08 PM,56.230,,,,,
2190,04/16/18 04:51:08 PM,47.446,,,,,
2191,04/16/18 05:51:08 PM,44.560,,,,,
2192,04/16/18 06:51:08 PM,42.548,,,,,
2193,04/16/18 07:51:08 PM,42.179,,,,,
2194,04/16/18 08:51:08 PM,41.625,,,,,
2195,04/16/18 09:51:08 PM,41.067,,,,,
2196,04/16/18 10:51:08 PM,40.881,,,,,
2197,04/16/18 11:51:08 PM,41.625,,,,,
2198,04/17/18 12:51:08 AM,41.254,,,,,
2199,04/17/18 01:51:08 AM,40.321,,,,,
2200,04/17/18 02:51:08 AM,39.760,,,,,
2201,04/17/18 03:51:08 AM,40.134,,,,,
2202,04/17/18 04:51:08 AM,40.321,,,,,
2203,04/17/18 05:51:08 AM,39.196,,,,,
2204,04/17/18 06:51:08 AM,39.196,,,,,
2205,04/17/18 07:51:08 AM,40.881,,,,,
2206,04/17/18 08:51:08 AM,59.337,,,,,
2207,04/17/18 09:51:08 AM,66.879,,,,,
2208,04/17/18 10:51:08 AM,69.622,,,,,
2209,04/17/18 11:51:08 AM,71.339,,,,,
2210,04/17/18 12:51:08 PM,72.545,,,,,
2211,04/17/18 01:51:08 PM,73.407,,,,,
2212,04/17/18 02:51:08 PM,73.926,,,,,
2213,04/17/18 03:51:08 PM,65.167,,,,,
2214,04/17/18 04:51:08 PM,56.750,,,,,
2215,04/17/18 05:51:08 PM,51.874,,,,,
2216,04/17/18 06:51:08 PM,48.517,,,,,
2217,04/17/18 07:51:08 PM,44.922,,,,,
2218,04/17/18 08:51:08 PM,44.379,,,,,
2219,04/17/18 09:51:08 PM,44.195,,,,,
2220,04/17/18 10:51:08 PM,43.282,,,,,
2221,04/17/18 11:51:08 PM,44.379,,,,,
2222,04/18/18 12:51:08 AM,44.379,,,,,
2223,04/18/18 01:51:08 AM,45.466,,,,,
2224,04/18/18 02:51:08 AM,44.560,,,,,
2225,04/18/18 03:51:08 AM,44.379,,,,,
2226,04/18/18 04:51:08 AM,45.466,,,,,
2227,04/18/18 05:51:08 AM,45.286,,,,,
2228,04/18/18 06:51:08 AM,46.008,,,,,
2229,04/18/18 07:51:08 AM,49.228,,,,,
2230,04/18/18 08:51:08 AM,51.523,,,,,
2231,04/18/18 09:51:08 AM,63.455,,,,,
2232,04/18/18 10:51:08 AM,65.509,,,,,
2233,04/18/18 11:51:08 AM,67.735,,,,,
2234,04/18/18 12:51:08 PM,66.537,,,,,
2235,04/18/18 01:51:08 PM,61.569,,,,,
2236,04/18/18 02:51:08 PM,56.923,,,,,
2237,04/18/18 03:51:08 PM,62.425,,,,,
2238,04/18/18 04:51:08 PM,54.669,,,,,
2239,04/18/18 05:51:08 PM,49.228,,,,,
2240,04/18/18 06:51:08 PM,44.742,,,,,
2241,04/18/18 07:51:08 PM,44.560,,,,,
2242,04/18/18 08:51:08 PM,44.922,,,,,
2243,04/18/18 09:51:08 PM,45.104,,,,,
2244,04/18/18 10:51:08 PM,45.286,,,,,
2245,04/18/18 11:51:08 PM,43.831,,,,,
2246,04/19/18 12:51:08 AM,43.831,,,,,
2247,04/19/18 01:51:08 AM,43.831,,,,,
2248,04/19/18 02:51:08 AM,41.994,,,,,
2249,04/19/18 03:51:08 AM,41.439,,,,,
2250,04/19/18 04:51:08 AM,42.179,,,,,
2251,04/19/18 05:51:08 AM,42.179,,,,,
2252,04/19/18 06:51:08 AM,43.099,,,,,
2253,04/19/18 07:51:08 AM,45.286,,,,,
2254,04/19/18 08:51:08 AM,66.366,,,,,
2255,04/19/18 09:51:08 AM,70.995,,,,,
2256,04/19/18 10:51:08 AM,71.856,,,,,
2257,04/19/18 11:51:08 AM,70.995,,,,,
2258,04/19/18 12:51:08 PM,70.137,,,,,
2259,04/19/18 01:51:08 PM,69.107,,,,,
2260,04/19/18 02:51:08 PM,69.793,,,,,
2261,04/19/18 03:51:08 PM,63.797,,,,,
2262,04/19/18 04:51:08 PM,55.189,,,,,
2263,04/19/18 05:51:08 PM,51.523,,,,,
2264,04/19/18 06:51:08 PM,48.517,,,,,
2265,04/19/18 07:51:08 PM,45.648,,,,,
2266,04/19/18 08:51:08 PM,43.831,,,,,
2267,04/19/18 09:51:08 PM,43.282,,,,,
2268,04/19/18 10:51:08 PM,42.732,,,,,
2269,04/19/18 11:51:08 PM,42.732,,,,,
2270,04/20/18 12:51:08 AM,42.732,,,,,
2271,04/20/18 01:51:08 AM,42.732,,,,,
2272,04/20/18 02:51:08 AM,44.013,,,,,
2273,04/20/18 03:51:08 AM,42.363,,,,,
2274,04/20/18 04:51:08 AM,41.625,,,,,
2275,04/20/18 05:51:08 AM,41.810,,,,,
2276,04/20/18 06:51:08 AM,42.363,,,,,
