"Plot Title: LCHS"
"#","Date Time, GMT-08:00","Ext. Line Event, Inches (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,04/27/10 09:36:25 AM,0.00,,,,
2,04/27/10 09:36:28 AM,,Logged,,,
3,04/27/10 09:38:12 AM,0.01,,,,
4,04/27/10 09:47:04 AM,0.02,,,,
5,04/27/10 10:39:12 AM,0.03,,,,
6,04/28/10 01:09:36 AM,0.04,,,,
7,04/28/10 01:14:03 AM,0.05,,,,
8,04/28/10 04:52:57 AM,0.06,,,,
9,04/28/10 12:41:47 PM,0.07,,,,
10,04/28/10 12:54:26 PM,0.08,,,,
11,04/28/10 01:01:06 PM,0.09,,,,
12,04/28/10 01:01:07 PM,0.10,,,,
13,04/28/10 01:07:02 PM,0.11,,,,
14,04/28/10 01:18:46 PM,0.12,,,,
15,05/04/10 10:28:12 AM,,,Logged,,
16,05/04/10 10:28:18 AM,0.12,,,Logged,Logged
