"Plot Title: UNF"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 10592083, SEN S/N: 10592083, LBL: UNF)","Coupler Attached (LGR S/N: 10592083, SEN S/N: 10592083)","Host Connected (LGR S/N: 10592083, SEN S/N: 10592083)","End Of File (LGR S/N: 10592083, SEN S/N: 10592083)"
570,09/30/40 10:22:55 PM,5.69,,,
571,09/30/40 10:26:48 PM,5.70,,,
572,09/30/40 10:29:25 PM,5.71,,,
573,09/30/40 10:32:18 PM,5.72,,,
574,09/30/40 10:35:28 PM,5.73,,,
575,09/30/40 10:39:18 PM,5.74,,,
576,09/30/40 10:44:02 PM,5.75,,,
577,09/30/40 10:49:45 PM,5.76,,,
578,09/30/40 10:55:43 PM,5.77,,,
579,09/30/40 11:01:50 PM,5.78,,,
580,09/30/40 11:06:52 PM,5.79,,,
581,09/30/40 11:11:35 PM,5.80,,,
582,09/30/40 11:17:31 PM,5.81,,,
583,09/30/40 11:22:30 PM,5.82,,,
584,09/30/40 11:26:00 PM,5.83,,,
585,09/30/40 11:28:51 PM,5.84,,,
586,09/30/40 11:32:35 PM,5.85,,,
587,09/30/40 11:35:07 PM,5.86,,,
588,09/30/40 11:38:34 PM,5.87,,,
589,09/30/40 11:41:09 PM,5.88,,,
590,09/30/40 11:44:10 PM,5.89,,,
591,09/30/40 11:47:19 PM,5.90,,,
592,09/30/40 11:51:18 PM,5.91,,,
593,09/30/40 11:54:48 PM,5.92,,,
594,09/30/40 11:58:16 PM,5.93,,,
595,10/01/40 12:01:02 AM,5.94,,,
596,10/01/40 12:03:51 AM,5.95,,,
597,10/01/40 12:06:17 AM,5.96,,,
598,10/01/40 12:08:29 AM,5.97,,,
599,10/01/40 12:10:06 AM,5.98,,,
600,10/01/40 12:12:00 AM,5.99,,,
601,10/01/40 12:13:55 AM,6.00,,,
602,10/01/40 12:15:21 AM,6.01,,,
603,10/01/40 12:16:19 AM,6.02,,,
604,10/01/40 12:18:15 AM,6.03,,,
605,10/01/40 12:19:34 AM,6.04,,,
606,10/01/40 12:21:51 AM,6.05,,,
607,10/01/40 12:23:44 AM,6.06,,,
608,10/01/40 12:25:27 AM,6.07,,,
609,10/01/40 12:26:50 AM,6.08,,,
610,10/01/40 12:28:37 AM,6.09,,,
611,10/01/40 12:30:11 AM,6.10,,,
612,10/01/40 12:32:25 AM,6.11,,,
613,10/01/40 12:34:59 AM,6.12,,,
614,10/01/40 12:37:02 AM,6.13,,,
615,10/01/40 12:38:32 AM,6.14,,,
616,10/01/40 12:40:30 AM,6.15,,,
617,10/01/40 12:42:20 AM,6.16,,,
618,10/01/40 12:43:40 AM,6.17,,,
619,10/01/40 12:45:00 AM,6.18,,,
620,10/01/40 12:47:12 AM,6.19,,,
621,10/01/40 12:49:16 AM,6.20,,,
622,10/01/40 12:51:28 AM,6.21,,,
623,10/01/40 12:53:25 AM,6.22,,,
624,10/01/40 12:55:36 AM,6.23,,,
625,10/01/40 12:56:58 AM,6.24,,,
626,10/01/40 12:59:03 AM,6.25,,,
627,10/01/40 01:01:29 AM,6.26,,,
628,10/01/40 01:03:57 AM,6.27,,,
629,10/01/40 01:06:35 AM,6.28,,,
630,10/01/40 01:10:24 AM,6.29,,,
631,10/01/40 01:13:35 AM,6.30,,,
632,10/01/40 01:15:42 AM,6.31,,,
633,10/01/40 01:17:19 AM,6.32,,,
634,10/01/40 01:19:26 AM,6.33,,,
635,10/01/40 01:21:40 AM,6.34,,,
636,10/01/40 01:24:28 AM,6.35,,,
637,10/01/40 01:27:28 AM,6.36,,,
638,10/01/40 01:30:40 AM,6.37,,,
639,10/01/40 01:33:13 AM,6.38,,,
640,10/01/40 01:35:36 AM,6.39,,,
641,10/01/40 01:37:53 AM,6.40,,,
642,10/01/40 01:40:01 AM,6.41,,,
643,10/01/40 01:41:34 AM,6.42,,,
644,10/01/40 01:43:38 AM,6.43,,,
645,10/01/40 01:45:54 AM,6.44,,,
646,10/01/40 01:47:56 AM,6.45,,,
647,10/01/40 01:49:46 AM,6.46,,,
648,10/01/40 01:51:58 AM,6.47,,,
649,10/01/40 01:54:26 AM,6.48,,,
650,10/01/40 01:56:40 AM,6.49,,,
651,10/01/40 01:58:27 AM,6.50,,,
652,10/01/40 02:00:28 AM,6.51,,,
653,10/01/40 02:02:47 AM,6.52,,,
654,10/01/40 02:05:10 AM,6.53,,,
655,10/01/40 02:07:42 AM,6.54,,,
656,10/01/40 02:10:07 AM,6.55,,,
657,10/01/40 02:11:47 AM,6.56,,,
658,10/01/40 02:13:37 AM,6.57,,,
659,10/01/40 02:15:42 AM,6.58,,,
660,10/01/40 02:18:34 AM,6.59,,,
661,10/01/40 02:21:26 AM,6.60,,,
662,10/01/40 02:24:09 AM,6.61,,,
663,10/01/40 02:26:28 AM,6.62,,,
664,10/01/40 02:28:53 AM,6.63,,,
665,10/01/40 02:31:07 AM,6.64,,,
666,10/01/40 02:33:41 AM,6.65,,,
667,10/01/40 02:36:26 AM,6.66,,,
668,10/01/40 02:39:08 AM,6.67,,,
669,10/01/40 02:41:38 AM,6.68,,,
670,10/01/40 02:44:06 AM,6.69,,,
671,10/01/40 02:46:28 AM,6.70,,,
672,10/01/40 02:49:24 AM,6.71,,,
673,10/01/40 02:51:38 AM,6.72,,,
674,10/01/40 02:54:06 AM,6.73,,,
675,10/01/40 02:56:29 AM,6.74,,,
676,10/01/40 02:59:01 AM,6.75,,,
677,10/01/40 03:01:27 AM,6.76,,,
678,10/01/40 03:04:18 AM,6.77,,,
679,10/01/40 03:06:27 AM,6.78,,,
680,10/01/40 03:09:27 AM,6.79,,,
681,10/01/40 03:12:09 AM,6.80,,,
682,10/01/40 03:15:12 AM,6.81,,,
683,10/01/40 03:18:24 AM,6.82,,,
684,10/01/40 03:22:00 AM,6.83,,,
685,10/01/40 03:25:14 AM,6.84,,,
686,10/01/40 03:28:26 AM,6.85,,,
687,10/01/40 03:31:14 AM,6.86,,,
688,10/01/40 03:35:09 AM,6.87,,,
689,10/01/40 03:38:54 AM,6.88,,,
690,10/01/40 03:42:42 AM,6.89,,,
691,10/01/40 03:45:51 AM,6.90,,,
692,10/01/40 03:48:23 AM,6.91,,,
693,10/01/40 03:50:43 AM,6.92,,,
694,10/01/40 03:53:23 AM,6.93,,,
695,10/01/40 03:56:10 AM,6.94,,,
696,10/01/40 03:59:28 AM,6.95,,,
697,10/01/40 04:03:37 AM,6.96,,,
698,10/01/40 04:07:38 AM,6.97,,,
699,10/01/40 04:11:20 AM,6.98,,,
700,10/01/40 04:15:18 AM,6.99,,,
701,10/01/40 04:19:27 AM,7.00,,,
702,10/01/40 04:26:57 AM,7.01,,,
703,10/01/40 04:32:31 AM,7.02,,,
704,10/01/40 04:37:00 AM,7.03,,,
705,10/01/40 04:42:22 AM,7.04,,,
706,10/01/40 04:47:07 AM,7.05,,,
707,10/01/40 04:56:06 AM,7.06,,,
708,10/01/40 05:03:00 AM,7.07,,,
709,10/01/40 05:09:10 AM,7.08,,,
710,10/01/40 05:13:26 AM,7.09,,,
711,10/01/40 05:17:24 AM,7.10,,,
712,10/01/40 05:21:14 AM,7.11,,,
713,10/01/40 05:24:23 AM,7.12,,,
714,10/01/40 05:28:08 AM,7.13,,,
715,10/01/40 05:32:02 AM,7.14,,,
716,10/01/40 05:35:41 AM,7.15,,,
717,10/01/40 05:39:51 AM,7.16,,,
718,10/01/40 05:43:51 AM,7.17,,,
719,10/01/40 05:49:22 AM,7.18,,,
720,10/01/40 05:59:28 AM,7.19,,,
721,10/01/40 06:18:22 AM,7.20,,,
722,10/01/40 06:23:35 AM,7.21,,,
723,10/01/40 06:27:52 AM,7.22,,,
724,10/01/40 06:31:59 AM,7.23,,,
725,10/01/40 06:36:41 AM,7.24,,,
726,10/01/40 06:40:52 AM,7.25,,,
727,10/01/40 06:45:03 AM,7.26,,,
728,10/01/40 06:50:38 AM,7.27,,,
729,10/01/40 06:55:13 AM,7.28,,,
730,10/01/40 07:00:41 AM,7.29,,,
731,10/01/40 07:04:29 AM,7.30,,,
732,10/01/40 07:07:14 AM,7.31,,,
733,10/01/40 07:10:04 AM,7.32,,,
734,10/01/40 07:12:36 AM,7.33,,,
735,10/01/40 07:14:34 AM,7.34,,,
736,10/01/40 07:16:41 AM,7.35,,,
737,10/01/40 07:18:14 AM,7.36,,,
738,10/01/40 07:19:37 AM,7.37,,,
739,10/01/40 07:21:02 AM,7.38,,,
740,10/01/40 07:22:29 AM,7.39,,,
741,10/01/40 07:23:39 AM,7.40,,,
742,10/01/40 07:25:02 AM,7.41,,,
743,10/01/40 07:26:44 AM,7.42,,,
744,10/01/40 07:28:32 AM,7.43,,,
745,10/01/40 07:30:13 AM,7.44,,,
746,10/01/40 07:32:23 AM,7.45,,,
747,10/01/40 07:34:26 AM,7.46,,,
748,10/01/40 07:36:25 AM,7.47,,,
749,10/01/40 07:38:09 AM,7.48,,,
750,10/01/40 07:40:31 AM,7.49,,,
751,10/01/40 07:42:57 AM,7.50,,,
752,10/01/40 07:45:11 AM,7.51,,,
753,10/01/40 07:47:15 AM,7.52,,,
754,10/01/40 07:49:57 AM,7.53,,,
755,10/01/40 07:52:00 AM,7.54,,,
756,10/01/40 07:54:24 AM,7.55,,,
757,10/01/40 07:56:39 AM,7.56,,,
758,10/01/40 07:58:50 AM,7.57,,,
759,10/01/40 08:00:53 AM,7.58,,,
760,10/01/40 08:02:49 AM,7.59,,,
761,10/01/40 08:05:01 AM,7.60,,,
762,10/01/40 08:07:47 AM,7.61,,,
763,10/01/40 08:10:37 AM,7.62,,,
764,10/01/40 08:13:42 AM,7.63,,,
765,10/01/40 08:17:11 AM,7.64,,,
766,10/01/40 08:20:03 AM,7.65,,,
767,10/01/40 08:22:12 AM,7.66,,,
768,10/01/40 08:24:48 AM,7.67,,,
769,10/01/40 08:27:36 AM,7.68,,,
770,10/01/40 08:29:20 AM,7.69,,,
771,10/01/40 08:30:55 AM,7.70,,,
772,10/01/40 08:33:15 AM,7.71,,,
773,10/01/40 08:35:49 AM,7.72,,,
774,10/01/40 08:39:03 AM,7.73,,,
775,10/01/40 08:42:30 AM,7.74,,,
776,10/01/40 08:46:45 AM,7.75,,,
777,10/01/40 08:50:30 AM,7.76,,,
778,10/01/40 09:03:52 AM,7.77,,,
779,10/01/40 09:07:05 AM,7.78,,,
780,10/01/40 09:07:58 AM,7.79,,,
781,10/01/40 09:08:55 AM,7.80,,,
782,10/01/40 09:10:54 AM,7.81,,,
783,10/01/40 09:14:39 AM,7.82,,,
784,10/01/40 09:17:34 AM,7.83,,,
785,10/01/40 09:20:44 AM,7.84,,,
786,10/01/40 09:26:30 AM,7.85,,,
787,10/01/40 09:28:26 AM,7.86,,,
788,10/01/40 09:39:00 AM,7.87,,,
789,10/01/40 09:44:42 AM,7.88,,,
790,10/01/40 09:47:38 AM,7.89,,,
791,10/01/40 09:49:47 AM,7.90,,,
792,10/01/40 09:51:45 AM,7.91,,,
793,10/01/40 09:53:27 AM,7.92,,,
794,10/01/40 09:55:20 AM,7.93,,,
795,10/01/40 09:57:36 AM,7.94,,,
796,10/01/40 10:00:38 AM,7.95,,,
797,10/01/40 10:02:23 AM,7.96,,,
798,10/01/40 10:03:40 AM,7.97,,,
799,10/01/40 10:04:51 AM,7.98,,,
800,10/01/40 10:06:20 AM,7.99,,,
801,10/01/40 10:07:52 AM,8.00,,,
802,10/01/40 10:09:17 AM,8.01,,,
803,10/01/40 10:10:32 AM,8.02,,,
804,10/01/40 10:12:15 AM,8.03,,,
805,10/01/40 10:19:09 AM,8.04,,,
806,10/01/40 10:40:41 AM,8.05,,,
807,10/01/40 10:48:39 AM,8.06,,,
808,10/01/40 10:54:15 AM,8.07,,,
809,10/01/40 11:01:24 AM,8.08,,,
810,10/01/40 11:03:21 AM,8.09,,,
811,10/01/40 11:04:08 AM,8.10,,,
812,10/01/40 11:05:23 AM,8.11,,,
813,10/01/40 11:17:04 AM,8.12,,,
814,10/01/40 11:21:01 AM,8.13,,,
815,10/01/40 11:31:23 AM,8.14,,,
816,10/01/40 11:33:42 AM,8.15,,,
817,10/01/40 11:34:55 AM,8.16,,,
818,10/01/40 11:37:19 AM,8.17,,,
819,10/01/40 11:39:05 AM,8.18,,,
820,10/01/40 11:43:00 AM,8.19,,,
821,10/01/40 11:49:00 AM,8.20,,,
822,10/01/40 12:02:51 PM,8.21,,,
823,10/01/40 12:07:29 PM,8.22,,,
824,10/01/40 12:39:21 PM,8.23,,,
825,10/01/40 01:03:34 PM,8.24,,,
826,10/01/40 01:20:38 PM,8.25,,,
827,10/01/40 01:24:46 PM,8.26,,,
828,10/01/40 01:32:45 PM,8.27,,,
829,10/01/40 01:36:08 PM,8.28,,,
830,10/01/40 01:39:41 PM,8.29,,,
831,10/01/40 01:44:53 PM,8.30,,,
832,10/01/40 01:47:28 PM,8.31,,,
833,10/01/40 01:49:24 PM,8.32,,,
834,10/01/40 01:53:02 PM,8.33,,,
835,10/01/40 01:55:23 PM,8.34,,,
836,10/01/40 01:58:27 PM,8.35,,,
837,10/01/40 02:01:05 PM,8.36,,,
838,10/01/40 02:04:44 PM,8.37,,,
839,10/01/40 02:09:27 PM,8.38,,,
840,10/01/40 02:12:18 PM,8.39,,,
841,10/01/40 02:16:05 PM,8.40,,,
842,10/01/40 02:19:21 PM,8.41,,,
843,10/01/40 02:23:05 PM,8.42,,,
844,10/01/40 02:25:11 PM,8.43,,,
845,10/01/40 02:27:47 PM,8.44,,,
846,10/01/40 02:30:55 PM,8.45,,,
847,10/01/40 02:33:54 PM,8.46,,,
848,10/01/40 02:37:20 PM,8.47,,,
849,10/01/40 02:40:30 PM,8.48,,,
850,10/01/40 02:42:52 PM,8.49,,,
851,10/01/40 02:46:35 PM,8.50,,,
852,10/01/40 02:49:40 PM,8.51,,,
853,10/01/40 02:54:08 PM,8.52,,,
854,10/01/40 02:58:22 PM,8.53,,,
855,10/01/40 03:01:43 PM,8.54,,,
856,10/01/40 03:09:03 PM,8.55,,,
857,10/01/40 03:15:17 PM,8.56,,,
858,10/01/40 03:18:20 PM,8.57,,,
859,10/01/40 03:27:03 PM,8.58,,,
860,10/01/40 03:30:06 PM,8.59,,,
861,10/01/40 03:31:18 PM,8.60,,,
862,10/01/40 03:32:22 PM,8.61,,,
863,10/01/40 03:34:52 PM,8.62,,,
864,10/01/40 03:38:45 PM,8.63,,,
865,10/01/40 03:42:56 PM,8.64,,,
866,10/01/40 03:46:46 PM,8.65,,,
867,10/01/40 03:50:27 PM,8.66,,,
868,10/01/40 03:55:01 PM,8.67,,,
869,10/01/40 03:59:43 PM,8.68,,,
870,10/01/40 04:18:20 PM,8.69,,,
871,10/01/40 04:20:27 PM,8.70,,,
872,10/01/40 04:26:54 PM,8.71,,,
873,10/01/40 04:32:18 PM,8.72,,,
874,10/01/40 04:36:14 PM,8.73,,,
875,10/01/40 04:39:29 PM,8.74,,,
876,10/01/40 04:49:53 PM,8.75,,,
877,10/01/40 04:56:53 PM,8.76,,,
878,10/01/40 05:01:19 PM,8.77,,,
879,10/01/40 05:07:02 PM,8.78,,,
880,10/01/40 05:12:45 PM,8.79,,,
881,10/01/40 05:19:00 PM,8.80,,,
882,10/01/40 05:23:29 PM,8.81,,,
883,10/01/40 05:27:04 PM,8.82,,,
884,10/01/40 05:29:15 PM,8.83,,,
885,10/01/40 05:36:51 PM,8.84,,,
886,10/01/40 05:39:52 PM,8.85,,,
887,10/01/40 05:42:16 PM,8.86,,,
888,10/01/40 06:00:40 PM,8.87,,,
889,10/01/40 06:37:17 PM,8.88,,,
890,10/01/40 06:45:13 PM,8.89,,,
891,10/01/40 06:49:57 PM,8.90,,,
892,10/01/40 06:54:16 PM,8.91,,,
893,10/01/40 07:17:21 PM,8.92,,,
894,10/01/40 07:22:21 PM,8.93,,,
895,10/01/40 07:28:43 PM,8.94,,,
896,10/01/40 07:41:12 PM,8.95,,,
897,10/01/40 07:46:21 PM,8.96,,,
898,10/01/40 07:53:09 PM,8.97,,,
899,10/01/40 08:02:01 PM,8.98,,,
900,10/01/40 08:06:54 PM,8.99,,,
901,10/01/40 08:10:49 PM,9.00,,,
902,10/01/40 08:29:58 PM,9.01,,,
903,10/01/40 08:44:03 PM,9.02,,,
904,10/01/40 09:03:20 PM,9.03,,,
905,10/02/40 12:48:23 AM,9.04,,,
906,10/02/40 05:40:37 AM,9.05,,,
907,10/03/40 08:33:46 AM,9.06,,,
908,10/03/40 08:39:12 AM,9.07,,,
909,10/03/40 03:19:10 PM,9.08,,,
910,10/03/40 03:20:06 PM,9.09,,,
911,10/03/40 03:20:49 PM,9.10,,,
912,10/03/40 03:28:18 PM,9.11,,,
913,10/03/40 03:39:50 PM,9.12,,,
914,10/03/40 03:48:53 PM,9.13,,,
915,10/03/40 04:02:29 PM,9.14,,,
916,10/03/40 04:09:04 PM,9.15,,,
917,10/03/40 04:12:33 PM,9.16,,,
918,10/03/40 04:39:27 PM,9.17,,,
919,10/03/40 04:40:25 PM,9.18,,,
920,10/03/40 04:41:09 PM,9.19,,,
921,10/03/40 04:41:47 PM,9.20,,,
922,10/03/40 04:42:51 PM,9.21,,,
923,10/03/40 04:45:53 PM,9.22,,,
924,10/03/40 05:27:47 PM,9.23,,,
925,10/03/40 05:33:55 PM,9.24,,,
926,10/03/40 05:39:39 PM,9.25,,,
927,10/03/40 05:47:33 PM,9.26,,,
928,10/03/40 06:05:18 PM,9.27,,,
929,10/03/40 06:06:36 PM,9.28,,,
930,10/03/40 06:09:14 PM,9.29,,,
931,10/03/40 06:13:34 PM,9.30,,,
932,10/03/40 06:18:11 PM,9.31,,,
933,10/03/40 06:21:44 PM,9.32,,,
934,10/03/40 07:17:21 PM,9.33,,,
935,10/03/40 07:27:10 PM,9.34,,,
936,10/03/40 10:14:34 PM,9.35,,,
937,10/03/40 11:06:24 PM,9.36,,,
938,10/04/40 02:07:47 AM,9.37,,,
939,10/04/40 07:53:09 AM,9.38,,,
940,10/04/40 02:15:20 PM,9.39,,,
941,10/07/40 06:04:18 AM,9.40,,,
942,10/07/40 09:49:30 AM,9.41,,,
943,10/07/40 09:52:38 AM,9.42,,,
944,10/07/40 09:54:51 AM,9.43,,,
945,10/07/40 09:57:01 AM,9.44,,,
946,10/07/40 10:00:53 AM,9.45,,,
947,10/07/40 10:03:30 AM,9.46,,,
948,10/07/40 10:07:08 AM,9.47,,,
949,10/07/40 10:10:32 AM,9.48,,,
950,10/07/40 10:15:22 AM,9.49,,,
951,10/07/40 10:21:30 AM,9.50,,,
952,10/07/40 10:29:08 AM,9.51,,,
953,10/07/40 10:35:06 AM,9.52,,,
954,10/08/40 11:12:22 PM,9.53,,,
955,10/08/40 11:13:02 PM,,Logged,,
956,10/08/40 11:13:06 PM,,,Logged,
957,10/08/40 11:13:19 PM,9.53,,,Logged
