"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,12/12/18 01:27:00 PM,64.996,0.00,,,,,
2,12/12/18 01:27:04 PM,,,Logged,,,,
3,12/12/18 02:27:00 PM,60.539,,,,,,
4,12/12/18 03:27:00 PM,56.923,,,,,,
5,12/12/18 04:27:00 PM,53.798,,,,,,
6,12/12/18 05:27:00 PM,50.466,,,,,,
7,12/12/18 06:27:00 PM,47.802,,,,,,
8,12/12/18 07:27:00 PM,46.369,,,,,,
9,12/12/18 08:27:00 PM,45.828,,,,,,
10,12/12/18 09:27:00 PM,45.286,,,,,,
11,12/12/18 10:27:00 PM,45.286,,,,,,
12,12/12/18 11:27:00 PM,44.742,,,,,,
13,12/13/18 12:27:00 AM,44.560,,,,,,
14,12/13/18 01:27:00 AM,44.922,,,,,,
15,12/13/18 02:27:00 AM,44.922,,,,,,
16,12/13/18 03:27:00 AM,44.379,,,,,,
17,12/13/18 04:27:00 AM,43.648,,,,,,
18,12/13/18 05:27:00 AM,43.466,,,,,,
19,12/13/18 06:27:00 AM,43.099,,,,,,
20,12/13/18 07:27:00 AM,42.915,,,,,,
21,12/13/18 08:27:00 AM,43.466,,,,,,
22,12/13/18 09:27:00 AM,45.466,,,,,,
23,12/13/18 10:27:00 AM,48.695,,,,,,
24,12/13/18 11:27:00 AM,53.798,,,,,,
25,12/13/18 12:27:00 PM,64.481,,,,,,
26,12/13/18 01:27:00 PM,59.508,,,,,,
27,12/13/18 02:27:00 PM,60.368,,,,,,
28,12/13/18 03:27:00 PM,57.958,,,,,,
29,12/13/18 04:27:00 PM,55.537,,,,,,
30,12/13/18 05:27:00 PM,52.576,,,,,,
31,12/13/18 06:27:00 PM,50.290,,,,,,
32,12/13/18 07:27:00 PM,49.937,,,,,,
33,12/13/18 08:27:00 PM,49.582,,,,,,
34,12/13/18 09:27:00 PM,49.228,,,,,,
35,12/13/18 10:27:00 PM,49.404,,,,,,
36,12/13/18 11:27:00 PM,49.937,,,,,,
37,12/14/18 12:27:00 AM,50.113,,,,,,
38,12/14/18 01:27:00 AM,49.937,,,,,,
39,12/14/18 02:27:00 AM,49.937,,,,,,
40,12/14/18 03:27:00 AM,51.172,,,,,,
41,12/14/18 04:27:00 AM,51.346,,,,,,
42,12/14/18 05:27:00 AM,54.842,,,,,,
43,12/14/18 06:27:00 AM,55.364,,,,,,
44,12/14/18 07:27:00 AM,55.364,,,,,,
45,12/14/18 08:27:00 AM,56.057,,,,,,
