"Plot Title: RLNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592085, SEN S/N: 10592085)","Event, units (LGR S/N: 10592085, SEN S/N: 10592085)","Coupler Attached (LGR S/N: 10592085, SEN S/N: 10592085)","Host Connected (LGR S/N: 10592085, SEN S/N: 10592085)","Stopped (LGR S/N: 10592085, SEN S/N: 10592085)","End Of File (LGR S/N: 10592085, SEN S/N: 10592085)"
1,02/02/19 11:00:00 AM,72.028,0.00,,,,
2,02/02/19 12:00:00 PM,50.995,,,,,
3,02/02/19 01:00:00 PM,51.172,,,,,
4,02/02/19 01:35:35 PM,,0.01,,,,
5,02/02/19 01:35:36 PM,,0.02,,,,
6,02/02/19 02:00:00 PM,51.523,,,,,
7,02/02/19 02:06:33 PM,,0.03,,,,
8,02/02/19 03:00:00 PM,49.582,,,,,
9,02/02/19 04:00:00 PM,48.695,,,,,
10,02/02/19 04:34:49 PM,,0.04,,,,
11,02/02/19 04:55:59 PM,,0.05,,,,
12,02/02/19 05:00:00 PM,47.802,,,,,
13,02/02/19 05:06:41 PM,,0.06,,,,
14,02/02/19 05:13:31 PM,,0.07,,,,
15,02/02/19 05:19:56 PM,,0.08,,,,
16,02/02/19 05:21:44 PM,,0.09,,,,
17,02/02/19 05:23:38 PM,,0.10,,,,
18,02/02/19 05:24:19 PM,,0.11,,,,
19,02/02/19 05:24:37 PM,,0.12,,,,
20,02/02/19 05:24:50 PM,,0.13,,,,
21,02/02/19 05:25:33 PM,,0.14,,,,
22,02/02/19 05:26:28 PM,,0.15,,,,
23,02/02/19 05:28:56 PM,,0.16,,,,
24,02/02/19 05:32:33 PM,,0.17,,,,
25,02/02/19 05:37:53 PM,,0.18,,,,
26,02/02/19 05:42:26 PM,,0.19,,,,
27,02/02/19 05:48:26 PM,,0.20,,,,
28,02/02/19 05:54:38 PM,,0.21,,,,
29,02/02/19 06:00:00 PM,46.548,,,,,
30,02/02/19 06:01:41 PM,,0.22,,,,
31,02/02/19 06:06:16 PM,,0.23,,,,
32,02/02/19 06:10:41 PM,,0.24,,,,
33,02/02/19 06:12:24 PM,,0.25,,,,
34,02/02/19 06:16:02 PM,,0.26,,,,
35,02/02/19 06:19:10 PM,,0.27,,,,
36,02/02/19 06:21:44 PM,,0.28,,,,
37,02/02/19 06:23:56 PM,,0.29,,,,
38,02/02/19 06:40:46 PM,,0.30,,,,
39,02/02/19 06:49:27 PM,,0.31,,,,
40,02/02/19 06:54:05 PM,,0.32,,,,
41,02/02/19 06:56:01 PM,,0.33,,,,
42,02/02/19 06:57:05 PM,,0.34,,,,
43,02/02/19 06:57:51 PM,,0.35,,,,
44,02/02/19 06:58:48 PM,,0.36,,,,
45,02/02/19 06:59:43 PM,,0.37,,,,
46,02/02/19 07:00:00 PM,46.548,,,,,
47,02/02/19 07:00:45 PM,,0.38,,,,
48,02/02/19 07:01:32 PM,,0.39,,,,
49,02/02/19 07:02:33 PM,,0.40,,,,
50,02/02/19 07:03:51 PM,,0.41,,,,
