"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,10/29/12 04:00:14 PM,0.00,,,
2,10/29/12 04:00:21 PM,,Logged,,
3,10/31/12 11:25:50 PM,0.01,,,
4,11/01/12 12:00:08 AM,0.02,,,
5,11/01/12 12:51:00 AM,0.03,,,
6,11/01/12 01:17:09 AM,0.04,,,
7,11/01/12 01:27:44 AM,0.05,,,
8,11/01/12 01:51:50 AM,0.06,,,
9,11/01/12 02:32:06 AM,0.07,,,
10,11/01/12 02:42:59 AM,0.08,,,
11,11/01/12 02:52:13 AM,0.09,,,
12,11/01/12 03:09:16 AM,0.10,,,
13,11/01/12 03:19:27 AM,0.11,,,
14,11/01/12 03:25:38 AM,0.12,,,
15,11/01/12 03:28:05 AM,0.13,,,
16,11/01/12 03:29:31 AM,0.14,,,
17,11/01/12 03:30:35 AM,0.15,,,
18,11/01/12 03:32:48 AM,0.16,,,
19,11/01/12 03:34:26 AM,0.17,,,
20,11/01/12 03:36:59 AM,0.18,,,
21,11/01/12 03:43:15 AM,0.19,,,
22,11/01/12 03:50:12 AM,0.20,,,
23,11/01/12 03:57:47 AM,0.21,,,
24,11/01/12 04:07:51 AM,0.22,,,
25,11/01/12 04:20:09 AM,0.23,,,
26,11/01/12 04:47:21 AM,0.24,,,
27,11/01/12 05:13:17 AM,0.25,,,
28,11/01/12 05:33:09 AM,0.26,,,
29,11/01/12 05:49:21 AM,0.27,,,
30,11/01/12 06:14:10 AM,0.28,,,
31,11/01/12 06:14:11 AM,0.29,,,
32,11/01/12 06:37:08 AM,0.30,,,
33,11/01/12 07:26:35 AM,0.31,,,
34,11/01/12 07:59:12 AM,0.32,,,
35,11/01/12 07:59:13 AM,0.33,,,
36,11/01/12 08:57:11 AM,0.34,,,
37,11/02/12 05:49:40 AM,0.35,,,
38,11/06/12 04:50:20 PM,0.35,,Logged,Logged
