"Plot Title: SF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592086, SEN S/N: 10592086)","Event, units (LGR S/N: 10592086, SEN S/N: 10592086)","Coupler Attached (LGR S/N: 10592086, SEN S/N: 10592086)","Coupler Detached (LGR S/N: 10592086, SEN S/N: 10592086)","Host Connected (LGR S/N: 10592086, SEN S/N: 10592086)","Stopped (LGR S/N: 10592086, SEN S/N: 10592086)","End Of File (LGR S/N: 10592086, SEN S/N: 10592086)"
1,01/12/19 02:00:00 PM,60.195,0.00,,,,,
2,01/12/19 03:00:00 PM,52.576,,,,,,
3,01/12/19 04:00:00 PM,50.113,,,,,,
4,01/12/19 05:00:00 PM,48.871,,,,,,
5,01/12/19 06:00:00 PM,48.160,,,,,,
6,01/12/19 07:00:00 PM,47.982,,,,,,
7,01/12/19 08:00:00 PM,47.266,,,,,,
8,01/12/19 09:00:00 PM,47.266,,,,,,
9,01/12/19 10:00:00 PM,43.831,,,,,,
10,01/12/19 11:00:00 PM,41.810,,,,,,
11,01/13/19 12:00:00 AM,44.742,,,,,,
12,01/13/19 01:00:00 AM,46.188,,,,,,
13,01/13/19 02:00:00 AM,46.008,,,,,,
14,01/13/19 02:48:54 AM,,0.01,,,,,
15,01/13/19 03:00:00 AM,46.548,,,,,,
16,01/13/19 04:00:00 AM,44.379,,,,,,
17,01/13/19 05:00:00 AM,42.363,,,,,,
18,01/13/19 06:00:00 AM,42.179,,,,,,
19,01/13/19 07:00:00 AM,41.994,,,,,,
20,01/13/19 08:00:00 AM,44.379,,,,,,
21,01/13/19 09:00:00 AM,48.695,,,,,,
22,01/13/19 10:00:00 AM,59.337,,,,,,
23,01/13/19 11:00:00 AM,60.024,,,,,,
24,01/13/19 12:00:00 PM,59.337,,,,,,
25,01/13/19 01:00:00 PM,59.337,,,,,,
26,01/13/19 02:00:00 PM,62.425,,,,,,
27,01/13/19 03:00:00 PM,62.769,,,,,,
28,01/13/19 04:00:00 PM,53.449,,,,,,
29,01/13/19 05:00:00 PM,48.871,,,,,,
30,01/13/19 06:00:00 PM,47.088,,,,,,
31,01/13/19 07:00:00 PM,46.188,,,,,,
32,01/13/19 08:00:00 PM,46.188,,,,,,
33,01/13/19 09:00:00 PM,45.828,,,,,,
34,01/13/19 10:00:00 PM,45.466,,,,,,
35,01/13/19 11:00:00 PM,45.466,,,,,,
36,01/14/19 12:00:00 AM,46.369,,,,,,
37,01/14/19 01:00:00 AM,46.369,,,,,,
38,01/14/19 02:00:00 AM,47.088,,,,,,
39,01/14/19 03:00:00 AM,46.908,,,,,,
40,01/14/19 04:00:00 AM,46.369,,,,,,
41,01/14/19 05:00:00 AM,46.188,,,,,,
42,01/14/19 05:54:52 AM,,0.02,,,,,
43,01/14/19 06:00:00 AM,46.369,,,,,,
44,01/14/19 07:00:00 AM,44.560,,,,,,
45,01/14/19 07:52:40 AM,,0.03,,,,,
46,01/14/19 08:00:00 AM,44.742,,,,,,
47,01/14/19 08:22:01 AM,,0.04,,,,,
48,01/14/19 08:22:02 AM,,0.05,,,,,
49,01/14/19 08:39:15 AM,,0.06,,,,,
50,01/14/19 08:51:06 AM,,0.07,,,,,
51,01/14/19 08:51:07 AM,,0.08,,,,,
52,01/14/19 09:00:00 AM,46.008,,,,,,
53,01/14/19 09:08:50 AM,,0.09,,,,,
54,01/14/19 10:00:00 AM,49.050,,,,,,
55,01/14/19 11:00:00 AM,49.582,,,,,,
56,01/14/19 12:00:00 PM,51.172,,,,,,
57,01/14/19 01:00:00 PM,51.699,,,,,,
58,01/14/19 02:00:00 PM,49.759,,,,,,
59,01/14/19 02:15:55 PM,,0.10,,,,,
60,01/14/19 02:22:18 PM,,0.11,,,,,
61,01/14/19 02:31:56 PM,,0.12,,,,,
62,01/14/19 02:31:57 PM,,0.13,,,,,
63,01/14/19 02:36:22 PM,,0.14,,,,,
64,01/14/19 02:38:54 PM,,0.15,,,,,
65,01/14/19 02:42:48 PM,,0.16,,,,,
66,01/14/19 02:44:47 PM,,0.17,,,,,
67,01/14/19 02:47:43 PM,,0.18,,,,,
68,01/14/19 02:50:21 PM,,0.19,,,,,
69,01/14/19 02:53:09 PM,,0.20,,,,,
70,01/14/19 02:54:35 PM,,0.21,,,,,
71,01/14/19 02:57:12 PM,,0.22,,,,,
72,01/14/19 03:00:00 PM,46.908,,,,,,
73,01/14/19 03:00:54 PM,,0.23,,,,,
74,01/14/19 03:06:57 PM,,0.24,,,,,
75,01/14/19 03:08:16 PM,,0.25,,,,,
76,01/14/19 03:11:33 PM,,0.26,,,,,
77,01/14/19 03:13:54 PM,,0.27,,,,,
78,01/14/19 03:17:11 PM,,0.28,,,,,
79,01/14/19 03:30:54 PM,,0.29,,,,,
80,01/14/19 04:00:00 PM,47.982,,,,,,
81,01/14/19 05:00:00 PM,46.728,,,,,,
