"Plot Title: Waterlab"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309220, SEN S/N: 20309220)","Event, units (LGR S/N: 20309220, SEN S/N: 20309220)","Coupler Detached (LGR S/N: 20309220, SEN S/N: 20309220)","Coupler Attached (LGR S/N: 20309220, SEN S/N: 20309220)","Host Connected (LGR S/N: 20309220, SEN S/N: 20309220)","End Of File (LGR S/N: 20309220, SEN S/N: 20309220)"
1,03/13/18 01:10:31 PM,61.912,0.00,,,,
2,03/13/18 01:11:28 PM,,,Logged,,,
3,03/13/18 01:11:31 PM,62.425,,,,,
4,03/13/18 01:12:31 PM,62.425,,,,,
5,03/13/18 01:13:31 PM,62.425,,,,,
6,03/13/18 01:14:31 PM,62.425,,,,,
7,03/13/18 01:15:31 PM,62.254,,,,,
8,03/13/18 01:16:31 PM,62.083,,,,,
9,03/13/18 01:17:31 PM,61.741,,,,,
10,03/13/18 01:18:31 PM,61.569,,,,,
11,03/13/18 01:19:31 PM,61.398,,,,,
12,03/13/18 01:20:31 PM,61.054,,,,,
13,03/13/18 01:21:31 PM,60.883,,,,,
14,03/13/18 01:22:31 PM,60.539,,,,,
15,03/13/18 01:23:31 PM,60.368,,,,,
16,03/13/18 01:24:31 PM,60.195,,,,,
17,03/13/18 01:25:31 PM,60.024,,,,,
18,03/13/18 01:26:31 PM,59.851,,,,,
19,03/13/18 01:27:31 PM,59.851,,,,,
20,03/13/18 01:28:31 PM,59.680,,,,,
21,03/13/18 01:29:31 PM,59.680,,,,,
22,03/13/18 01:30:31 PM,59.680,,,,,
23,03/13/18 01:31:31 PM,59.680,,,,,
24,03/13/18 01:32:31 PM,59.680,,,,,
25,03/13/18 01:33:31 PM,59.680,,,,,
26,03/13/18 01:34:31 PM,59.680,,,,,
27,03/13/18 01:35:31 PM,59.851,,,,,
28,03/13/18 01:36:31 PM,59.851,,,,,
29,03/13/18 01:37:31 PM,59.851,,,,,
30,03/13/18 01:38:31 PM,59.851,,,,,
31,03/13/18 01:39:31 PM,59.851,,,,,
32,03/13/18 01:40:31 PM,59.851,,,,,
33,03/13/18 01:41:31 PM,59.851,,,,,
34,03/13/18 01:42:31 PM,59.851,,,,,
35,03/13/18 01:43:31 PM,59.851,,,,,
36,03/13/18 01:44:31 PM,59.851,,,,,
37,03/13/18 01:45:31 PM,60.024,,,,,
38,03/13/18 01:46:31 PM,60.195,,,,,
39,03/13/18 01:47:31 PM,60.368,,,,,
40,03/13/18 01:48:31 PM,60.368,,,,,
41,03/13/18 01:49:31 PM,60.539,,,,,
42,03/13/18 01:50:31 PM,60.368,,,,,
43,03/13/18 01:51:31 PM,60.368,,,,,
