"Plot Title: 10592087"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592087, SEN S/N: 10592087)","Coupler Attached (LGR S/N: 10592087, SEN S/N: 10592087)","Stopped (LGR S/N: 10592087, SEN S/N: 10592087)","End Of File (LGR S/N: 10592087, SEN S/N: 10592087)"
1,11/18/14 11:16:57 AM,0.00,,,
2,11/19/14 06:07:38 AM,0.01,,,
3,11/19/14 06:23:07 AM,0.02,,,
4,11/19/14 06:32:05 AM,0.03,,,
5,11/19/14 06:46:05 AM,0.04,,,
6,11/19/14 06:51:05 AM,0.05,,,
7,11/19/14 06:59:01 AM,0.06,,,
8,11/19/14 07:18:50 AM,0.07,,,
9,11/19/14 07:32:07 AM,0.08,,,
10,11/19/14 10:15:55 AM,0.09,,,
11,11/19/14 10:24:20 AM,0.10,,,
12,11/19/14 10:37:53 AM,0.11,,,
13,11/19/14 10:42:35 AM,0.12,,,
14,11/19/14 10:49:56 AM,0.13,,,
15,11/19/14 10:56:52 AM,0.14,,,
16,11/19/14 11:09:11 AM,0.15,,,
17,11/19/14 11:13:30 AM,0.16,,,
18,11/19/14 11:13:31 AM,0.17,,,
19,11/19/14 11:15:54 AM,0.18,,,
20,11/19/14 11:16:46 AM,0.19,,,
21,11/19/14 11:16:47 AM,0.20,,,
22,11/19/14 11:17:31 AM,0.21,,,
23,11/19/14 11:19:05 AM,0.22,,,
24,11/19/14 11:21:41 AM,0.23,,,
25,11/19/14 11:23:19 AM,0.24,,,
26,11/19/14 11:25:56 AM,0.25,,,
27,11/19/14 11:27:51 AM,0.26,,,
28,11/19/14 11:30:24 AM,0.27,,,
29,11/19/14 11:37:29 AM,0.28,,,
30,11/19/14 11:41:25 AM,0.29,,,
31,11/19/14 12:37:53 PM,0.30,,,
32,11/19/14 01:10:48 PM,0.31,,,
33,11/19/14 01:13:49 PM,0.32,,,
34,11/19/14 01:13:50 PM,0.33,,,
35,11/19/14 01:34:20 PM,0.34,,,
36,11/19/14 02:22:24 PM,0.35,,,
37,11/19/14 02:59:30 PM,0.36,,,
38,11/19/14 03:31:24 PM,0.37,,,
39,11/19/14 03:35:07 PM,0.38,,,
40,11/19/14 03:53:14 PM,0.39,,,
41,11/19/14 04:30:44 PM,0.40,,,
42,11/19/14 04:53:08 PM,0.41,,,
43,11/19/14 04:57:01 PM,0.42,,,
44,11/19/14 05:00:39 PM,0.43,,,
45,11/19/14 05:06:29 PM,0.44,,,
46,11/19/14 05:08:49 PM,0.45,,,
47,11/19/14 05:10:06 PM,0.46,,,
48,11/19/14 05:11:49 PM,0.47,,,
49,11/19/14 05:13:12 PM,0.48,,,
50,11/19/14 05:14:02 PM,0.49,,,
51,11/19/14 05:14:45 PM,0.50,,,
52,11/19/14 05:15:36 PM,0.51,,,
53,11/19/14 05:21:31 PM,0.52,,,
54,11/19/14 05:36:06 PM,0.53,,,
55,11/19/14 06:22:42 PM,0.54,,,
56,11/19/14 06:28:22 PM,0.55,,,
57,11/19/14 06:28:23 PM,0.56,,,
58,11/19/14 06:58:08 PM,0.57,,,
59,11/20/14 08:14:05 AM,0.58,,,
60,11/20/14 11:55:30 AM,0.59,,,
61,11/20/14 11:56:17 AM,0.60,,,
62,11/20/14 11:56:51 AM,0.61,,,
63,11/20/14 11:57:33 AM,0.62,,,
64,11/20/14 11:59:19 AM,0.63,,,
65,11/20/14 12:02:33 PM,0.64,,,
66,11/20/14 01:28:01 PM,0.65,,,
67,11/20/14 02:13:04 PM,0.66,,,
68,11/20/14 02:34:48 PM,0.67,,,
69,11/20/14 02:43:47 PM,0.68,,,
70,11/20/14 02:53:28 PM,0.69,,,
71,11/20/14 02:57:44 PM,0.70,,,
72,11/20/14 03:01:07 PM,0.71,,,
73,11/20/14 05:34:40 PM,0.72,,,
74,11/20/14 05:34:41 PM,0.73,,,
75,11/20/14 05:41:41 PM,0.74,,,
76,11/20/14 05:46:14 PM,0.75,,,
77,11/20/14 05:54:44 PM,0.76,,,
78,11/20/14 06:57:27 PM,0.77,,,
79,11/20/14 06:58:29 PM,0.78,,,
80,11/20/14 06:59:11 PM,0.79,,,
81,11/20/14 06:59:41 PM,0.80,,,
82,11/20/14 07:32:57 PM,0.81,,,
83,11/20/14 09:24:05 PM,0.82,,,
