"Plot Title: HS"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,12/14/10 11:23:42 AM,0.00,,,,
2,12/14/10 11:23:48 AM,,Logged,,,
3,12/14/10 11:59:09 AM,0.01,,,,
4,12/14/10 04:59:46 PM,0.02,,,,
5,12/14/10 05:35:37 PM,0.03,,,,
6,12/14/10 05:55:51 PM,0.04,,,,
7,12/14/10 06:11:01 PM,0.05,,,,
8,12/14/10 06:21:46 PM,0.06,,,,
9,12/14/10 06:31:20 PM,0.07,,,,
10,12/14/10 06:34:26 PM,0.08,,,,
11,12/14/10 06:37:17 PM,0.09,,,,
12,12/14/10 06:38:13 PM,0.10,,,,
13,12/14/10 06:41:02 PM,0.11,,,,
14,12/14/10 06:49:37 PM,0.12,,,,
15,12/14/10 06:56:49 PM,0.13,,,,
16,12/14/10 07:12:48 PM,0.14,,,,
17,12/14/10 07:42:58 PM,0.15,,,,
18,12/14/10 08:04:11 PM,0.16,,,,
19,12/14/10 08:33:47 PM,0.17,,,,
20,12/14/10 09:05:33 PM,0.18,,,,
21,12/16/10 08:09:25 PM,0.19,,,,
22,12/16/10 08:46:34 PM,0.20,,,,
23,12/16/10 10:08:19 PM,0.21,,,,
24,12/17/10 12:09:18 AM,0.22,,,,
25,12/17/10 12:28:49 AM,0.23,,,,
26,12/17/10 12:38:42 AM,0.24,,,,
27,12/17/10 12:49:51 AM,0.25,,,,
28,12/17/10 01:09:12 AM,0.26,,,,
29,12/17/10 02:07:27 AM,0.27,,,,
30,12/17/10 02:26:51 AM,0.28,,,,
31,12/17/10 02:50:09 AM,0.29,,,,
32,12/17/10 12:39:04 PM,0.30,,,,
33,12/17/10 12:59:40 PM,0.31,,,,
34,12/17/10 01:09:05 PM,0.32,,,,
35,12/17/10 01:17:57 PM,0.33,,,,
36,12/17/10 01:26:06 PM,0.34,,,,
37,12/17/10 01:32:36 PM,0.35,,,,
38,12/17/10 01:36:36 PM,0.36,,,,
39,12/17/10 01:41:45 PM,0.37,,,,
40,12/17/10 01:45:35 PM,0.38,,,,
41,12/17/10 01:48:26 PM,0.39,,,,
42,12/17/10 01:53:28 PM,0.40,,,,
43,12/17/10 01:57:11 PM,0.41,,,,
44,12/17/10 02:01:41 PM,0.42,,,,
45,12/17/10 02:05:49 PM,0.43,,,,
46,12/17/10 02:12:22 PM,0.44,,,,
47,12/17/10 02:20:31 PM,0.45,,,,
