"Plot Title: LC RRG"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592081, SEN S/N: 10592081)","Coupler Detached (LGR S/N: 10592081, SEN S/N: 10592081)","Coupler Attached (LGR S/N: 10592081, SEN S/N: 10592081)","End Of File (LGR S/N: 10592081, SEN S/N: 10592081)"
1,09/30/14 11:24:16 AM,0.00,,,
2,09/30/14 11:24:32 AM,,Logged,,
3,10/07/14 01:54:38 PM,0.00,,Logged,Logged
