"Plot Title: RLNF"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592085, SEN S/N: 10592085)","Coupler Detached (LGR S/N: 10592085, SEN S/N: 10592085)","Coupler Attached (LGR S/N: 10592085, SEN S/N: 10592085)","End Of File (LGR S/N: 10592085, SEN S/N: 10592085)"
1,10/14/14 12:07:31 PM,0.00,,,
2,10/14/14 12:07:56 PM,,Logged,,
3,10/15/14 03:20:01 AM,0.01,,,
4,10/15/14 03:50:54 AM,0.02,,,
5,10/15/14 04:00:04 AM,0.03,,,
6,10/15/14 04:09:43 AM,0.04,,,
7,10/15/14 06:12:52 AM,0.05,,,
8,10/15/14 07:04:30 AM,0.06,,,
9,10/20/14 10:22:34 AM,0.06,,Logged,Logged
