"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,03/04/13 03:46:32 PM,0.00,,,,
2,03/04/13 03:46:41 PM,,Logged,,,
3,03/05/13 10:27:44 PM,0.01,,,,
4,03/05/13 10:36:45 PM,0.02,,,,
5,03/05/13 10:41:22 PM,0.03,,,,
6,03/05/13 10:45:35 PM,0.04,,,,
7,03/05/13 10:49:32 PM,0.05,,,,
8,03/05/13 10:53:05 PM,0.06,,,,
9,03/05/13 10:57:20 PM,0.07,,,,
10,03/05/13 11:01:12 PM,0.08,,,,
11,03/05/13 11:06:47 PM,0.09,,,,
12,03/05/13 11:13:35 PM,0.10,,,,
13,03/05/13 11:19:17 PM,0.11,,,,
14,03/05/13 11:25:19 PM,0.12,,,,
15,03/05/13 11:55:26 PM,0.13,,,,
16,03/06/13 12:34:49 AM,0.14,,,,
17,03/06/13 12:57:52 AM,0.15,,,,
18,03/06/13 01:10:38 AM,0.16,,,,
19,03/06/13 01:19:19 AM,0.17,,,,
20,03/06/13 01:27:26 AM,0.18,,,,
21,03/06/13 01:29:15 AM,0.19,,,,
22,03/06/13 01:30:13 AM,0.20,,,,
23,03/06/13 01:32:03 AM,0.21,,,,
24,03/06/13 01:34:08 AM,0.22,,,,
25,03/06/13 01:36:21 AM,0.23,,,,
26,03/06/13 01:37:15 AM,0.24,,,,
27,03/06/13 01:39:32 AM,0.25,,,,
28,03/06/13 01:42:40 AM,0.26,,,,
29,03/06/13 01:48:37 AM,0.27,,,,
30,03/06/13 01:54:55 AM,0.28,,,,
31,03/06/13 02:01:50 AM,0.29,,,,
32,03/06/13 02:04:18 AM,0.30,,,,
33,03/06/13 02:06:03 AM,0.31,,,,
34,03/06/13 02:06:04 AM,0.32,,,,
35,03/06/13 02:07:33 AM,0.33,,,,
36,03/06/13 02:10:14 AM,0.34,,,,
37,03/06/13 02:11:51 AM,0.35,,,,
38,03/06/13 02:14:24 AM,0.36,,,,
39,03/06/13 02:17:25 AM,0.37,,,,
40,03/06/13 02:18:47 AM,0.38,,,,
41,03/06/13 02:18:48 AM,0.39,,,,
42,03/06/13 02:19:26 AM,0.40,,,,
43,03/06/13 02:19:59 AM,0.41,,,,
44,03/06/13 02:20:22 AM,0.42,,,,
45,03/06/13 02:20:51 AM,0.43,,,,
46,03/06/13 02:21:17 AM,0.44,,,,
47,03/06/13 02:21:55 AM,0.45,,,,
48,03/06/13 02:22:30 AM,0.46,,,,
49,03/06/13 02:23:13 AM,0.47,,,,
50,03/06/13 02:23:14 AM,0.48,,,,
51,03/06/13 02:23:57 AM,0.49,,,,
52,03/06/13 02:25:41 AM,0.50,,,,
53,03/06/13 02:27:20 AM,0.51,,,,
54,03/06/13 02:28:37 AM,0.52,,,,
55,03/06/13 02:30:38 AM,0.53,,,,
56,03/06/13 02:32:23 AM,0.54,,,,
57,03/06/13 02:35:08 AM,0.55,,,,
58,03/06/13 02:36:38 AM,0.56,,,,
59,03/06/13 02:37:21 AM,0.57,,,,
60,03/06/13 02:38:02 AM,0.58,,,,
61,03/06/13 02:38:50 AM,0.59,,,,
