"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,09/17/14 02:34:57 PM,0.00,,,
2,09/17/14 02:35:13 PM,,Logged,,
3,09/17/14 11:18:57 PM,0.01,,,
4,09/17/14 11:40:51 PM,0.02,,,
5,09/18/14 12:24:17 AM,0.03,,,
6,09/18/14 01:07:23 AM,0.04,,,
7,09/18/14 01:21:18 AM,0.05,,,
8,09/18/14 01:30:36 AM,0.06,,,
9,09/18/14 01:43:08 AM,0.07,,,
10,09/18/14 01:48:35 AM,0.08,,,
11,09/18/14 01:54:26 AM,0.09,,,
12,09/18/14 02:06:44 AM,0.10,,,
13,09/18/14 02:40:54 AM,0.11,,,
14,09/18/14 02:51:21 AM,0.12,,,
15,09/18/14 03:00:31 AM,0.13,,,
16,09/18/14 03:05:31 AM,0.14,,,
17,09/18/14 03:08:36 AM,0.15,,,
18,09/18/14 03:12:41 AM,0.16,,,
19,09/18/14 03:16:17 AM,0.17,,,
20,09/18/14 03:16:18 AM,0.18,,,
21,09/18/14 03:21:14 AM,0.19,,,
22,09/18/14 03:38:58 AM,0.20,,,
23,09/18/14 03:38:59 AM,0.21,,,
24,09/18/14 03:55:27 AM,0.22,,,
25,09/18/14 04:41:04 AM,0.23,,,
26,09/18/14 04:43:38 AM,0.24,,,
27,09/18/14 04:44:59 AM,0.25,,,
28,09/18/14 04:45:00 AM,0.26,,,
29,09/18/14 04:47:51 AM,0.27,,,
30,09/18/14 04:53:32 AM,0.28,,,
31,09/18/14 04:59:48 AM,0.29,,,
32,09/18/14 05:13:37 AM,0.30,,,
33,09/18/14 06:08:18 AM,0.31,,,
34,09/18/14 06:08:19 AM,0.32,,,
35,09/18/14 06:46:35 AM,0.33,,,
36,09/18/14 06:59:47 AM,0.34,,,
37,09/18/14 08:25:19 AM,0.35,,,
38,09/23/14 11:51:08 AM,0.35,,Logged,Logged
