"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
571,05/31/18 05:36:34 AM,50.643,,,
572,05/31/18 06:36:34 AM,50.643,,,
573,05/31/18 07:36:34 AM,51.523,,,
574,05/31/18 08:36:34 AM,52.576,,,
575,05/31/18 09:36:34 AM,55.189,,,
576,05/31/18 10:36:34 AM,59.851,,,
577,05/31/18 11:36:34 AM,83.221,,,
578,05/31/18 12:36:34 PM,77.050,,,
579,05/31/18 01:36:34 PM,70.651,,,
580,05/31/18 02:36:34 PM,70.137,,,
581,05/31/18 03:36:34 PM,68.421,,,
582,05/31/18 04:36:34 PM,62.598,,,
583,05/31/18 05:36:34 PM,57.614,,,
584,05/31/18 06:36:34 PM,55.364,,,
585,05/31/18 07:36:34 PM,52.050,,,
586,05/31/18 08:36:34 PM,50.995,,,
587,05/31/18 09:36:34 PM,50.643,,,
588,05/31/18 10:36:34 PM,49.404,,,
589,05/31/18 11:36:34 PM,47.266,,,
590,06/01/18 12:36:34 AM,45.828,,,
591,06/01/18 01:36:34 AM,44.742,,,
592,06/01/18 02:36:34 AM,44.013,,,
593,06/01/18 03:36:34 AM,44.013,,,
594,06/01/18 04:36:34 AM,44.013,,,
595,06/01/18 05:36:34 AM,44.013,,,
596,06/01/18 06:36:34 AM,44.379,,,
597,06/01/18 07:36:34 AM,45.466,,,
598,06/01/18 08:36:34 AM,48.695,,,
599,06/01/18 09:36:34 AM,54.842,,,
600,06/01/18 10:36:34 AM,61.741,,,
601,06/01/18 11:36:34 AM,95.783,,,
602,06/01/18 12:36:34 PM,93.493,,,
603,06/01/18 01:36:34 PM,90.124,,,
604,06/01/18 02:36:34 PM,89.384,,,
605,06/01/18 03:36:34 PM,90.867,,,
606,06/01/18 04:36:34 PM,91.053,,,
607,06/01/18 05:36:34 PM,76.528,,,
608,06/01/18 06:36:34 PM,68.592,,,
609,06/01/18 07:36:34 PM,64.481,,,
610,06/01/18 08:36:34 PM,61.054,,,
611,06/01/18 09:36:34 PM,58.476,,,
612,06/01/18 10:36:34 PM,57.958,,,
613,06/01/18 11:36:34 PM,57.268,,,
614,06/02/18 12:36:34 AM,56.923,,,
615,06/02/18 01:36:34 AM,56.577,,,
616,06/02/18 02:36:34 AM,55.884,,,
617,06/02/18 03:36:34 AM,56.404,,,
618,06/02/18 04:36:34 AM,56.404,,,
619,06/02/18 05:36:34 AM,56.404,,,
620,06/02/18 06:36:34 AM,56.577,,,
621,06/02/18 07:36:34 AM,57.785,,,
622,06/02/18 08:36:34 AM,60.539,,,
623,06/02/18 09:36:34 AM,65.680,,,
624,06/02/18 10:36:34 AM,71.168,,,
625,06/02/18 11:36:34 AM,106.414,,,
626,06/02/18 12:36:34 PM,101.484,,,
627,06/02/18 01:36:34 PM,98.110,,,
628,06/02/18 02:36:34 PM,98.110,,,
629,06/02/18 03:36:34 PM,97.720,,,
630,06/02/18 04:36:34 PM,98.110,,,
631,06/02/18 05:36:34 PM,82.686,,,
632,06/02/18 06:36:34 PM,75.139,,,
633,06/02/18 07:36:34 PM,71.683,,,
634,06/02/18 08:36:34 PM,68.248,,,
635,06/02/18 09:36:34 PM,62.940,,,
636,06/02/18 10:36:34 PM,60.368,,,
637,06/02/18 11:36:34 PM,57.614,,,
638,06/03/18 12:36:34 AM,57.614,,,
639,06/03/18 01:36:34 AM,58.476,,,
640,06/03/18 02:36:34 AM,58.131,,,
641,06/03/18 03:36:34 AM,56.923,,,
642,06/03/18 04:36:34 AM,56.404,,,
643,06/03/18 05:36:34 AM,56.057,,,
644,06/03/18 06:36:34 AM,56.230,,,
645,06/03/18 07:36:34 AM,57.785,,,
646,06/03/18 08:36:34 AM,60.883,,,
647,06/03/18 09:36:34 AM,64.825,,,
648,06/03/18 10:36:34 AM,70.995,,,
649,06/03/18 11:36:34 AM,104.747,,,
650,06/03/18 12:36:34 PM,99.885,,,
651,06/03/18 01:36:34 PM,94.444,,,
652,06/03/18 02:36:34 PM,93.493,,,
653,06/03/18 03:36:34 PM,87.186,,,
654,06/03/18 04:36:34 PM,89.755,,,
655,06/03/18 05:36:34 PM,75.139,,,
656,06/03/18 06:36:34 PM,68.934,,,
657,06/03/18 07:36:34 PM,66.022,,,
658,06/03/18 08:36:34 PM,61.569,,,
659,06/03/18 09:36:34 PM,57.958,,,
660,06/03/18 10:36:34 PM,55.537,,,
661,06/03/18 11:36:34 PM,53.449,,,
662,06/04/18 12:36:34 AM,52.576,,,
663,06/04/18 01:36:34 AM,51.874,,,
664,06/04/18 02:36:34 AM,53.274,,,
665,06/04/18 03:36:34 AM,54.842,,,
666,06/04/18 04:36:34 AM,54.842,,,
667,06/04/18 05:36:34 AM,54.147,,,
668,06/04/18 06:36:34 AM,53.449,,,
669,06/04/18 07:36:34 AM,54.495,,,
670,06/04/18 08:36:34 AM,57.441,,,
671,06/04/18 09:36:34 AM,62.769,,,
672,06/04/18 10:36:34 AM,69.964,,,
673,06/04/18 11:36:34 AM,106.835,,,
674,06/04/18 12:36:34 PM,103.104,,,
675,06/04/18 01:36:34 PM,98.699,,,
676,06/04/18 02:36:34 PM,96.942,,,
677,06/04/18 03:36:34 PM,95.016,,,
678,06/04/18 04:36:34 PM,92.363,,,
679,06/04/18 05:36:34 PM,75.312,,,
680,06/04/18 06:36:34 PM,67.221,,,
681,06/04/18 07:36:34 PM,62.940,,,
682,06/04/18 08:36:34 PM,60.024,,,
683,06/04/18 09:36:34 PM,57.614,,,
684,06/04/18 10:36:34 PM,55.364,,,
685,06/04/18 11:36:34 PM,53.449,,,
686,06/05/18 12:36:34 AM,51.346,,,
687,06/05/18 01:36:34 AM,49.759,,,
688,06/05/18 02:36:34 AM,48.339,,,
689,06/05/18 03:36:34 AM,47.266,,,
690,06/05/18 04:36:34 AM,46.548,,,
691,06/05/18 05:36:34 AM,45.828,,,
692,06/05/18 06:36:34 AM,45.828,,,
693,06/05/18 07:36:34 AM,47.446,,,
694,06/05/18 08:36:34 AM,51.172,,,
695,06/05/18 09:36:34 AM,58.476,,,
696,06/05/18 10:36:34 AM,64.310,,,
697,06/05/18 11:36:34 AM,98.897,,,
698,06/05/18 12:36:34 PM,93.304,,,
699,06/05/18 01:36:34 PM,85.014,,,
700,06/05/18 02:36:34 PM,85.735,,,
701,06/05/18 03:36:34 PM,85.374,,,
702,06/05/18 04:36:34 PM,82.508,,,
703,06/05/18 05:36:34 PM,67.735,,,
704,06/05/18 06:36:34 PM,59.508,,,
705,06/05/18 07:36:34 PM,56.230,,,
706,06/05/18 08:36:34 PM,53.274,,,
707,06/05/18 09:36:34 PM,50.643,,,
708,06/05/18 10:36:34 PM,49.228,,,
709,06/05/18 11:36:34 PM,48.160,,,
710,06/06/18 12:36:34 AM,46.908,,,
711,06/06/18 01:36:34 AM,46.188,,,
712,06/06/18 02:36:34 AM,45.828,,,
713,06/06/18 03:36:34 AM,45.286,,,
714,06/06/18 04:36:34 AM,45.104,,,
715,06/06/18 05:36:34 AM,45.286,,,
716,06/06/18 06:36:34 AM,47.982,,,
717,06/06/18 07:36:34 AM,51.874,,,
718,06/06/18 08:36:34 AM,55.537,,,
719,06/06/18 09:36:34 AM,59.164,,,
720,06/06/18 10:36:34 AM,62.254,,,
721,06/06/18 11:36:34 AM,71.339,,,
722,06/06/18 12:36:34 PM,67.564,,,
723,06/06/18 01:36:34 PM,72.028,,,
724,06/06/18 02:36:34 PM,69.793,,,
725,06/06/18 03:36:34 PM,69.449,,,
726,06/06/18 04:36:34 PM,74.619,,,
727,06/06/18 05:36:34 PM,63.968,,,
728,06/06/18 06:36:34 PM,59.508,,,
729,06/06/18 07:36:34 PM,56.577,,,
730,06/06/18 08:36:34 PM,53.973,,,
731,06/06/18 09:36:34 PM,52.225,,,
732,06/06/18 10:36:34 PM,50.995,,,
733,06/06/18 11:36:34 PM,50.290,,,
734,06/07/18 12:36:34 AM,52.225,,,
735,06/07/18 01:36:34 AM,52.576,,,
736,06/07/18 02:36:34 AM,52.401,,,
737,06/07/18 03:36:34 AM,52.401,,,
738,06/07/18 04:36:34 AM,52.050,,,
739,06/07/18 05:36:34 AM,52.401,,,
740,06/07/18 06:36:34 AM,52.576,,,
741,06/07/18 07:36:34 AM,55.017,,,
742,06/07/18 08:36:34 AM,56.057,,,
743,06/07/18 09:36:34 AM,60.539,,,
744,06/07/18 10:36:34 AM,63.282,,,
745,06/07/18 11:36:34 AM,97.916,,,
746,06/07/18 12:36:34 PM,92.550,,,
747,06/07/18 01:36:34 PM,86.641,,,
748,06/07/18 02:36:34 PM,85.735,,,
749,06/07/18 03:36:34 PM,85.735,,,
750,06/07/18 04:36:34 PM,85.194,,,
751,06/07/18 05:36:34 PM,71.512,,,
752,06/07/18 06:36:34 PM,64.825,,,
753,06/07/18 07:36:34 PM,61.054,,,
754,06/07/18 08:36:34 PM,57.614,,,
755,06/07/18 09:36:34 PM,54.669,,,
756,06/07/18 10:36:34 PM,52.401,,,
757,06/07/18 11:36:34 PM,50.643,,,
758,06/08/18 12:36:34 AM,49.582,,,
759,06/08/18 01:36:34 AM,48.695,,,
760,06/08/18 02:36:34 AM,48.160,,,
761,06/08/18 03:36:34 AM,47.446,,,
762,06/08/18 04:36:34 AM,47.266,,,
763,06/08/18 05:36:34 AM,47.446,,,
764,06/08/18 06:36:34 AM,47.982,,,
765,06/08/18 07:36:34 AM,49.759,,,
766,06/08/18 08:36:34 AM,53.100,,,
767,06/08/18 09:36:34 AM,59.680,,,
768,06/08/18 10:36:34 AM,65.338,,,
769,06/08/18 11:36:34 AM,101.685,,,
770,06/08/18 12:36:34 PM,97.525,,,
771,06/08/18 01:36:34 PM,91.800,,,
772,06/08/18 02:36:34 PM,95.783,,,
773,06/08/18 03:36:34 PM,95.590,,,
774,06/08/18 04:36:34 PM,88.282,,,
775,06/08/18 05:36:34 PM,76.354,,,
776,06/08/18 06:36:34 PM,68.421,,,
777,06/08/18 07:36:34 PM,64.481,,,
778,06/08/18 08:36:34 PM,61.398,,,
779,06/08/18 09:36:34 PM,58.820,,,
780,06/08/18 10:36:34 PM,56.404,,,
781,06/08/18 11:36:34 PM,54.495,,,
782,06/09/18 12:36:34 AM,53.274,,,
783,06/09/18 01:36:34 AM,52.750,,,
784,06/09/18 02:36:34 AM,52.750,,,
785,06/09/18 03:36:34 AM,53.623,,,
786,06/09/18 04:36:34 AM,55.537,,,
787,06/09/18 05:36:34 AM,56.577,,,
788,06/09/18 06:36:34 AM,57.441,,,
789,06/09/18 07:36:34 AM,59.164,,,
790,06/09/18 08:36:34 AM,61.227,,,
791,06/09/18 09:36:34 AM,65.167,,,
792,06/09/18 10:36:34 AM,66.708,,,
793,06/09/18 11:36:34 AM,90.495,,,
794,06/09/18 12:36:34 PM,86.823,,,
795,06/09/18 01:36:34 PM,79.502,,,
796,06/09/18 02:36:34 PM,80.559,,,
797,06/09/18 03:36:34 PM,78.274,,,
798,06/09/18 04:36:34 PM,71.856,,,
799,06/09/18 05:36:34 PM,65.680,,,
800,06/09/18 06:36:34 PM,60.883,,,
801,06/09/18 07:36:34 PM,57.441,,,
802,06/09/18 08:36:34 PM,53.798,,,
803,06/09/18 09:36:34 PM,51.523,,,
804,06/09/18 10:36:34 PM,49.937,,,
805,06/09/18 11:36:34 PM,49.228,,,
806,06/10/18 12:36:34 AM,49.582,,,
807,06/10/18 01:36:34 AM,48.160,,,
808,06/10/18 02:36:34 AM,47.266,,,
809,06/10/18 03:36:34 AM,49.228,,,
810,06/10/18 04:36:34 AM,48.339,,,
811,06/10/18 05:36:34 AM,47.088,,,
812,06/10/18 06:36:34 AM,46.728,,,
813,06/10/18 07:36:34 AM,48.339,,,
814,06/10/18 08:36:34 AM,51.699,,,
815,06/10/18 09:36:34 AM,58.131,,,
816,06/10/18 10:36:34 AM,64.996,,,
817,06/10/18 11:36:34 AM,101.082,,,
818,06/10/18 12:36:34 PM,96.748,,,
819,06/10/18 01:36:34 PM,91.425,,,
820,06/10/18 02:36:34 PM,93.115,,,
821,06/10/18 03:36:34 PM,89.755,,,
822,06/10/18 04:36:34 PM,86.277,,,
823,06/10/18 05:36:34 PM,71.683,,,
824,06/10/18 06:36:34 PM,63.111,,,
825,06/10/18 07:36:34 PM,59.164,,,
826,06/10/18 08:36:34 PM,56.923,,,
827,06/10/18 09:36:34 PM,54.147,,,
828,06/10/18 10:36:34 PM,53.449,,,
829,06/10/18 11:36:34 PM,52.750,,,
830,06/11/18 12:36:34 AM,52.050,,,
831,06/11/18 01:36:34 AM,50.819,,,
832,06/11/18 02:36:34 AM,49.582,,,
833,06/11/18 03:36:34 AM,49.404,,,
834,06/11/18 04:36:34 AM,49.050,,,
835,06/11/18 05:36:34 AM,48.517,,,
836,06/11/18 06:36:34 AM,48.871,,,
837,06/11/18 07:36:34 AM,50.290,,,
838,06/11/18 08:36:34 AM,53.274,,,
839,06/11/18 09:36:34 AM,60.195,,,
840,06/11/18 10:36:34 AM,66.537,,,
841,06/11/18 11:36:34 AM,101.887,,,
842,06/11/18 12:36:34 PM,99.291,,,
843,06/11/18 01:36:34 PM,94.633,,,
844,06/11/18 02:36:34 PM,94.633,,,
845,06/11/18 03:36:34 PM,92.737,,,
846,06/11/18 04:36:34 PM,93.115,,,
847,06/11/18 05:36:34 PM,78.449,,,
848,06/11/18 06:36:34 PM,71.856,,,
849,06/11/18 07:36:34 PM,68.077,,,
850,06/11/18 08:36:34 PM,64.310,,,
851,06/11/18 09:36:34 PM,61.569,,,
852,06/11/18 10:36:34 PM,59.164,,,
853,06/11/18 11:36:34 PM,57.096,,,
854,06/12/18 12:36:34 AM,56.923,,,
855,06/12/18 01:36:34 AM,57.441,,,
856,06/12/18 02:36:34 AM,57.785,,,
857,06/12/18 03:36:34 AM,59.508,,,
858,06/12/18 04:36:34 AM,59.680,,,
859,06/12/18 05:36:34 AM,58.131,,,
860,06/12/18 06:36:34 AM,57.958,,,
861,06/12/18 07:36:34 AM,58.303,,,
862,06/12/18 08:36:34 AM,61.054,,,
863,06/12/18 09:36:34 AM,64.996,,,
864,06/12/18 10:36:34 AM,72.199,,,
865,06/12/18 11:36:34 AM,108.964,,,
866,06/12/18 12:36:34 PM,105.786,,,
867,06/12/18 01:36:34 PM,100.882,,,
868,06/12/18 02:36:34 PM,101.282,,,
869,06/12/18 03:36:34 PM,102.697,,,
870,06/12/18 04:36:34 PM,101.282,,,
871,06/12/18 05:36:34 PM,84.295,,,
872,06/12/18 06:36:34 PM,75.659,,,
873,06/12/18 07:36:34 PM,71.856,,,
874,06/12/18 08:36:34 PM,66.366,,,
875,06/12/18 09:36:34 PM,60.024,,,
876,06/12/18 10:36:34 PM,56.577,,,
877,06/12/18 11:36:34 PM,54.495,,,
878,06/13/18 12:36:34 AM,52.750,,,
879,06/13/18 01:36:34 AM,51.874,,,
880,06/13/18 02:36:34 AM,52.576,,,
881,06/13/18 03:36:34 AM,51.699,,,
882,06/13/18 04:36:34 AM,50.819,,,
883,06/13/18 05:36:34 AM,49.759,,,
884,06/13/18 06:36:34 AM,49.404,,,
885,06/13/18 07:36:34 AM,50.290,,,
886,06/13/18 08:36:34 AM,53.274,,,
887,06/13/18 09:36:34 AM,59.508,,,
888,06/13/18 10:36:34 AM,63.968,,,
889,06/13/18 11:36:34 AM,100.483,,,
890,06/13/18 12:36:34 PM,98.897,,,
891,06/13/18 01:36:34 PM,96.361,,,
892,06/13/18 02:36:34 PM,97.525,,,
893,06/13/18 03:36:34 PM,96.555,,,
894,06/13/18 04:36:34 PM,95.207,,,
895,06/13/18 05:36:34 PM,79.151,,,
896,06/13/18 06:36:34 PM,71.683,,,
897,06/13/18 07:36:34 PM,67.735,,,
898,06/13/18 08:36:34 PM,64.310,,,
899,06/13/18 09:36:34 PM,60.368,,,
900,06/13/18 10:36:34 PM,57.096,,,
901,06/13/18 11:36:34 PM,54.322,,,
902,06/14/18 12:36:34 AM,52.401,,,
903,06/14/18 01:36:34 AM,50.819,,,
904,06/14/18 02:36:34 AM,50.113,,,
905,06/14/18 03:36:34 AM,49.582,,,
906,06/14/18 04:36:34 AM,48.871,,,
907,06/14/18 05:36:34 AM,48.339,,,
908,06/14/18 06:36:34 AM,48.339,,,
909,06/14/18 07:36:34 AM,49.404,,,
910,06/14/18 08:36:34 AM,53.449,,,
911,06/14/18 09:36:34 AM,58.993,,,
912,06/14/18 10:36:34 AM,62.769,,,
913,06/14/18 11:36:34 AM,95.590,,,
914,06/14/18 12:36:34 PM,91.053,,,
915,06/14/18 01:36:34 PM,84.295,,,
916,06/14/18 02:36:34 PM,84.115,,,
917,06/14/18 03:36:34 PM,82.152,,,
918,06/14/18 04:36:34 PM,78.800,,,
919,06/14/18 05:36:34 PM,66.193,,,
920,06/14/18 06:36:34 PM,58.820,,,
921,06/14/18 07:36:34 PM,56.230,,,
922,06/14/18 08:36:34 PM,53.798,,,
923,06/14/18 09:36:34 PM,51.874,,,
924,06/14/18 10:36:34 PM,50.819,,,
925,06/14/18 11:36:34 PM,50.643,,,
926,06/15/18 12:36:34 AM,51.874,,,
927,06/15/18 01:36:34 AM,51.346,,,
928,06/15/18 02:36:34 AM,50.819,,,
929,06/15/18 03:36:34 AM,50.643,,,
930,06/15/18 04:36:34 AM,50.643,,,
931,06/15/18 05:36:34 AM,50.643,,,
932,06/15/18 06:36:34 AM,50.995,,,
933,06/15/18 07:36:34 AM,52.050,,,
934,06/15/18 08:36:34 AM,53.798,,,
935,06/15/18 09:36:34 AM,55.017,,,
936,06/15/18 10:36:34 AM,55.884,,,
937,06/15/18 11:36:34 AM,57.441,,,
938,06/15/18 12:36:34 PM,60.024,,,
939,06/15/18 01:36:34 PM,66.879,,,
940,06/15/18 02:36:34 PM,68.077,,,
941,06/15/18 03:36:34 PM,67.564,,,
942,06/15/18 04:36:34 PM,72.199,,,
943,06/15/18 05:36:34 PM,62.254,,,
944,06/15/18 06:36:34 PM,56.923,,,
945,06/15/18 07:36:34 PM,54.495,,,
946,06/15/18 08:36:34 PM,52.401,,,
947,06/15/18 09:36:34 PM,50.466,,,
948,06/15/18 10:36:34 PM,50.113,,,
949,06/15/18 11:36:34 PM,50.995,,,
950,06/16/18 12:36:34 AM,51.699,,,
951,06/16/18 01:36:34 AM,51.874,,,
952,06/16/18 02:36:34 AM,51.699,,,
953,06/16/18 03:36:34 AM,51.346,,,
954,06/16/18 04:36:34 AM,51.346,,,
955,06/16/18 05:36:34 AM,51.346,,,
956,06/16/18 06:36:34 AM,51.346,,,
957,06/16/18 07:36:34 AM,52.576,,,
958,06/16/18 08:36:34 AM,53.973,,,
959,06/16/18 09:36:34 AM,55.537,,,
960,06/16/18 10:36:34 AM,57.268,,,
961,06/16/18 11:36:34 AM,57.614,,,
962,06/16/18 12:36:34 PM,56.750,,,
963,06/16/18 01:14:03 PM,,0.24,,
964,06/16/18 01:36:34 PM,56.404,,,
965,06/16/18 02:19:26 PM,,0.25,,
966,06/16/18 02:36:34 PM,56.230,,,
967,06/16/18 02:54:45 PM,,0.26,,
968,06/16/18 03:36:34 PM,55.017,,,
969,06/16/18 03:49:57 PM,,0.27,,
970,06/16/18 04:36:34 PM,55.017,,,
971,06/16/18 04:38:32 PM,,0.28,,
972,06/16/18 05:32:03 PM,,0.29,,
973,06/16/18 05:36:34 PM,54.495,,,
974,06/16/18 06:16:05 PM,,0.30,,
975,06/16/18 06:36:34 PM,53.973,,,
976,06/16/18 06:43:28 PM,,0.31,,
977,06/16/18 07:36:34 PM,53.449,,,
978,06/16/18 08:36:34 PM,52.576,,,
979,06/16/18 09:36:34 PM,52.050,,,
980,06/16/18 10:36:34 PM,51.699,,,
981,06/16/18 11:36:34 PM,51.346,,,
982,06/17/18 12:36:34 AM,50.819,,,
983,06/17/18 01:36:34 AM,50.466,,,
984,06/17/18 02:15:50 AM,,0.32,,
985,06/17/18 02:36:34 AM,50.290,,,
986,06/17/18 03:36:34 AM,50.466,,,
987,06/17/18 04:05:18 AM,,0.33,,
988,06/17/18 04:36:34 AM,50.819,,,
989,06/17/18 05:36:34 AM,50.995,,,
990,06/17/18 05:41:27 AM,,0.34,,
991,06/17/18 06:36:34 AM,51.346,,,
992,06/17/18 07:36:34 AM,52.576,,,
993,06/17/18 08:36:34 AM,54.842,,,
994,06/17/18 09:36:34 AM,55.364,,,
995,06/17/18 10:21:58 AM,,0.35,,
996,06/17/18 10:36:34 AM,55.884,,,
997,06/17/18 11:36:34 AM,57.958,,,
998,06/17/18 12:36:34 PM,59.508,,,
999,06/17/18 01:36:34 PM,60.195,,,
1000,06/17/18 02:36:34 PM,58.303,,,
1001,06/17/18 03:36:34 PM,59.680,,,
1002,06/17/18 04:36:34 PM,61.398,,,
1003,06/17/18 05:36:34 PM,61.741,,,
1004,06/17/18 06:36:34 PM,57.785,,,
1005,06/17/18 07:36:34 PM,55.537,,,
1006,06/17/18 08:36:34 PM,55.537,,,
1007,06/17/18 09:36:34 PM,55.017,,,
1008,06/17/18 10:36:34 PM,54.669,,,
1009,06/17/18 11:36:34 PM,54.322,,,
1010,06/18/18 12:36:34 AM,53.973,,,
1011,06/18/18 01:36:34 AM,53.798,,,
1012,06/18/18 02:36:34 AM,53.449,,,
1013,06/18/18 03:36:34 AM,53.274,,,
1014,06/18/18 04:36:34 AM,53.274,,,
1015,06/18/18 05:36:34 AM,53.100,,,
1016,06/18/18 06:36:34 AM,53.100,,,
1017,06/18/18 07:36:34 AM,54.495,,,
1018,06/18/18 08:36:34 AM,56.230,,,
1019,06/18/18 09:36:34 AM,60.368,,,
1020,06/18/18 10:36:34 AM,64.139,,,
1021,06/18/18 11:36:34 AM,91.425,,,
1022,06/18/18 12:36:34 PM,87.915,,,
1023,06/18/18 01:36:34 PM,83.221,,,
1024,06/18/18 02:36:34 PM,82.686,,,
1025,06/18/18 03:36:34 PM,82.152,,,
1026,06/18/18 04:36:34 PM,79.326,,,
1027,06/18/18 05:36:34 PM,69.449,,,
1028,06/18/18 06:36:34 PM,59.337,,,
1029,06/18/18 07:36:34 PM,57.614,,,
1030,06/18/18 08:36:34 PM,55.537,,,
1031,06/18/18 09:36:34 PM,54.322,,,
1032,06/18/18 10:36:34 PM,53.274,,,
1033,06/18/18 11:36:34 PM,52.050,,,
1034,06/19/18 12:36:34 AM,51.699,,,
1035,06/19/18 01:36:34 AM,50.819,,,
1036,06/19/18 02:36:34 AM,50.466,,,
1037,06/19/18 03:36:34 AM,50.113,,,
1038,06/19/18 04:36:34 AM,48.517,,,
1039,06/19/18 05:36:34 AM,48.160,,,
1040,06/19/18 06:36:34 AM,47.446,,,
1041,06/19/18 07:36:34 AM,48.695,,,
1042,06/19/18 08:36:34 AM,52.225,,,
1043,06/19/18 09:36:34 AM,56.750,,,
1044,06/19/18 10:36:34 AM,63.282,,,
1045,06/19/18 11:36:34 AM,97.916,,,
1046,06/19/18 12:36:34 PM,92.174,,,
1047,06/19/18 01:36:34 PM,87.004,,,
1048,06/19/18 02:36:34 PM,90.867,,,
1049,06/19/18 03:36:34 PM,91.425,,,
1050,06/19/18 04:36:34 PM,88.466,,,
1051,06/19/18 05:36:34 PM,75.832,,,
1052,06/19/18 06:36:34 PM,67.221,,,
1053,06/19/18 07:36:34 PM,63.797,,,
1054,06/19/18 08:36:34 PM,59.851,,,
1055,06/19/18 09:36:34 PM,56.577,,,
1056,06/19/18 10:36:34 PM,54.669,,,
1057,06/19/18 11:36:34 PM,52.750,,,
1058,06/20/18 12:36:34 AM,51.172,,,
1059,06/20/18 01:36:34 AM,50.466,,,
1060,06/20/18 02:36:34 AM,49.404,,,
1061,06/20/18 03:36:34 AM,47.624,,,
1062,06/20/18 04:36:34 AM,46.908,,,
1063,06/20/18 05:36:34 AM,47.088,,,
1064,06/20/18 06:36:34 AM,48.339,,,
1065,06/20/18 07:36:34 AM,49.228,,,
1066,06/20/18 08:36:34 AM,52.225,,,
1067,06/20/18 09:36:34 AM,56.750,,,
1068,06/20/18 10:36:34 AM,63.626,,,
1069,06/20/18 11:36:34 AM,100.283,,,
1070,06/20/18 12:36:34 PM,98.110,,,
1071,06/20/18 01:36:34 PM,94.253,,,
1072,06/20/18 02:36:34 PM,94.444,,,
1073,06/20/18 03:36:34 PM,93.115,,,
1074,06/20/18 04:36:34 PM,91.800,,,
1075,06/20/18 05:36:34 PM,77.225,,,
1076,06/20/18 06:36:34 PM,68.592,,,
1077,06/20/18 07:36:34 PM,64.139,,,
1078,06/20/18 08:36:34 PM,60.195,,,
1079,06/20/18 09:36:34 PM,56.577,,,
1080,06/20/18 10:36:34 PM,53.973,,,
1081,06/20/18 11:36:34 PM,52.050,,,
1082,06/21/18 12:36:34 AM,50.643,,,
1083,06/21/18 01:36:34 AM,49.582,,,
1084,06/21/18 02:36:34 AM,48.695,,,
1085,06/21/18 03:36:34 AM,48.517,,,
1086,06/21/18 04:36:34 AM,48.339,,,
1087,06/21/18 05:36:34 AM,47.802,,,
1088,06/21/18 06:36:34 AM,47.802,,,
1089,06/21/18 07:36:34 AM,49.050,,,
1090,06/21/18 08:36:34 AM,51.874,,,
1091,06/21/18 09:36:34 AM,57.785,,,
1092,06/21/18 10:36:34 AM,64.310,,,
1093,06/21/18 11:36:34 AM,97.137,,,
1094,06/21/18 12:36:34 PM,97.720,,,
1095,06/21/18 01:36:34 PM,91.240,,,
1096,06/21/18 02:36:34 PM,91.612,,,
1097,06/21/18 03:36:34 PM,92.174,,,
1098,06/21/18 04:36:34 PM,91.425,,,
1099,06/21/18 05:36:34 PM,76.181,,,
1100,06/21/18 06:36:34 PM,69.278,,,
1101,06/21/18 07:36:34 PM,65.851,,,
1102,06/21/18 08:36:34 PM,63.455,,,
1103,06/21/18 09:36:34 PM,60.368,,,
1104,06/21/18 10:36:34 PM,57.268,,,
1105,06/21/18 11:36:34 PM,54.322,,,
1106,06/22/18 12:36:34 AM,52.750,,,
1107,06/22/18 01:36:34 AM,51.346,,,
1108,06/22/18 02:36:34 AM,51.346,,,
1109,06/22/18 03:36:34 AM,50.819,,,
1110,06/22/18 04:36:34 AM,50.995,,,
1111,06/22/18 05:36:34 AM,50.113,,,
1112,06/22/18 06:36:34 AM,49.228,,,
1113,06/22/18 07:36:34 AM,50.290,,,
1114,06/22/18 08:36:34 AM,54.842,,,
1115,06/22/18 09:36:34 AM,60.539,,,
1116,06/22/18 10:36:34 AM,67.735,,,
1117,06/22/18 11:36:34 AM,103.307,,,
1118,06/22/18 12:36:34 PM,104.540,,,
1119,06/22/18 01:36:34 PM,101.282,,,
1120,06/22/18 02:36:34 PM,98.897,,,
1121,06/22/18 03:36:34 PM,99.885,,,
1122,06/22/18 04:36:34 PM,98.699,,,
1123,06/22/18 05:36:34 PM,84.295,,,
1124,06/22/18 06:36:34 PM,76.528,,,
1125,06/22/18 07:36:34 PM,72.372,,,
1126,06/22/18 08:36:34 PM,69.107,,,
1127,06/22/18 09:36:34 PM,63.797,,,
1128,06/22/18 10:36:34 PM,57.785,,,
1129,06/22/18 11:36:34 PM,55.711,,,
1130,06/23/18 12:36:34 AM,54.669,,,
1131,06/23/18 01:36:34 AM,54.669,,,
1132,06/23/18 02:36:34 AM,55.364,,,
1133,06/23/18 03:36:34 AM,56.230,,,
1134,06/23/18 04:36:34 AM,54.842,,,
1135,06/23/18 05:36:34 AM,54.669,,,
1136,06/23/18 06:36:34 AM,54.322,,,
1137,06/23/18 07:36:34 AM,56.923,,,
1138,06/23/18 08:36:34 AM,60.024,,,
1139,06/23/18 09:36:34 AM,64.310,,,
1140,06/23/18 10:36:34 AM,71.339,,,
