"Plot Title: Landing Rain Gage"
"#","Date Time, GMT-07:00","Batt, V (LGR S/N: 9668993, SEN S/N: 9668993)","Event, units (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
52,06/24/10 01:39:06 PM,3.01,,,,
53,06/24/10 02:39:06 PM,3.01,,,,
54,06/24/10 03:39:06 PM,3.01,,,,
55,06/24/10 04:39:06 PM,3.03,,,,
56,06/24/10 05:39:06 PM,3.03,,,,
57,06/24/10 06:39:06 PM,3.05,,,,
58,06/24/10 07:39:06 PM,3.03,,,,
59,06/24/10 08:39:06 PM,3.05,,,,
60,06/24/10 09:39:06 PM,3.05,,,,
61,06/24/10 10:39:06 PM,3.05,,,,
62,06/24/10 11:39:06 PM,3.03,,,,
63,06/25/10 12:39:06 AM,3.03,,,,
64,06/25/10 01:39:06 AM,3.03,,,,
65,06/25/10 02:39:06 AM,3.03,,,,
66,06/25/10 03:39:06 AM,3.03,,,,
67,06/25/10 04:39:06 AM,3.03,,,,
68,06/25/10 05:39:06 AM,3.03,,,,
69,06/25/10 06:39:06 AM,3.03,,,,
70,06/25/10 07:39:06 AM,3.03,,,,
71,06/25/10 08:39:06 AM,3.05,,,,
72,06/25/10 09:39:06 AM,3.03,,,,
73,06/25/10 10:39:06 AM,3.03,,,,
74,06/25/10 11:39:06 AM,3.03,,,,
75,06/25/10 12:39:06 PM,3.03,,,,
76,06/25/10 01:39:06 PM,3.03,,,,
77,06/25/10 02:39:06 PM,3.03,,,,
78,06/25/10 03:39:06 PM,3.03,,,,
79,06/25/10 04:39:06 PM,3.03,,,,
80,06/25/10 05:39:06 PM,3.05,,,,
81,06/25/10 06:39:06 PM,3.03,,,,
82,06/25/10 07:39:06 PM,3.03,,,,
83,06/25/10 08:39:06 PM,3.05,,,,
84,06/25/10 09:39:06 PM,3.03,,,,
85,06/25/10 10:39:06 PM,3.03,,,,
86,06/25/10 11:39:06 PM,3.03,,,,
87,06/26/10 12:39:06 AM,3.03,,,,
88,06/26/10 01:39:06 AM,3.03,,,,
89,06/26/10 02:39:06 AM,3.03,,,,
90,06/26/10 03:39:06 AM,3.03,,,,
91,06/26/10 04:39:06 AM,3.03,,,,
92,06/26/10 05:39:06 AM,3.03,,,,
93,06/26/10 06:39:06 AM,3.03,,,,
94,06/26/10 07:39:06 AM,3.03,,,,
95,06/26/10 08:39:06 AM,3.05,,,,
96,06/26/10 09:39:06 AM,3.03,,,,
97,06/26/10 10:39:06 AM,3.03,,,,
98,06/26/10 11:39:06 AM,3.05,,,,
99,06/26/10 12:39:06 PM,3.03,,,,
100,06/26/10 01:39:06 PM,3.03,,,,
101,06/26/10 02:39:06 PM,3.03,,,,
102,06/26/10 03:39:06 PM,3.03,,,,
103,06/26/10 04:39:06 PM,3.03,,,,
104,06/26/10 05:39:06 PM,3.03,,,,
105,06/26/10 06:39:06 PM,3.03,,,,
106,06/26/10 07:39:06 PM,3.03,,,,
107,06/26/10 08:39:06 PM,3.05,,,,
108,06/26/10 09:39:06 PM,3.03,,,,
109,06/26/10 10:39:06 PM,3.03,,,,
110,06/26/10 11:39:06 PM,3.03,,,,
111,06/27/10 12:39:06 AM,3.03,,,,
112,06/27/10 01:39:06 AM,3.03,,,,
113,06/27/10 02:39:06 AM,3.03,,,,
114,06/27/10 03:39:06 AM,3.05,,,,
115,06/27/10 04:39:06 AM,3.05,,,,
116,06/27/10 05:39:06 AM,3.03,,,,
117,06/27/10 06:39:06 AM,3.03,,,,
118,06/27/10 07:39:06 AM,3.03,,,,
119,06/27/10 08:39:06 AM,3.03,,,,
120,06/27/10 09:39:06 AM,3.03,,,,
121,06/27/10 10:39:06 AM,3.03,,,,
122,06/27/10 11:39:06 AM,3.03,,,,
123,06/27/10 12:39:06 PM,3.03,,,,
124,06/27/10 01:39:06 PM,3.03,,,,
125,06/27/10 02:39:06 PM,3.03,,,,
126,06/27/10 03:39:06 PM,3.03,,,,
127,06/27/10 04:39:06 PM,3.03,,,,
128,06/27/10 05:39:06 PM,3.03,,,,
129,06/27/10 06:39:06 PM,3.05,,,,
130,06/27/10 07:39:06 PM,3.03,,,,
131,06/27/10 08:39:06 PM,3.05,,,,
132,06/27/10 09:39:06 PM,3.03,,,,
133,06/27/10 10:39:06 PM,3.03,,,,
134,06/27/10 11:39:06 PM,3.05,,,,
135,06/28/10 12:39:06 AM,3.05,,,,
136,06/28/10 01:39:06 AM,3.05,,,,
137,06/28/10 02:39:06 AM,3.05,,,,
138,06/28/10 03:39:06 AM,3.05,,,,
139,06/28/10 04:39:06 AM,3.05,,,,
140,06/28/10 05:39:06 AM,3.05,,,,
141,06/28/10 06:39:06 AM,3.05,,,,
142,06/28/10 07:39:06 AM,3.05,,,,
143,06/28/10 08:39:06 AM,3.05,,,,
144,06/28/10 09:39:06 AM,3.05,,,,
145,06/28/10 10:39:06 AM,3.03,,,,
146,06/28/10 11:39:06 AM,3.03,,,,
147,06/28/10 12:39:06 PM,3.03,,,,
148,06/28/10 01:39:06 PM,3.03,,,,
149,06/28/10 02:39:06 PM,3.03,,,,
150,06/28/10 03:39:06 PM,3.05,,,,
151,06/28/10 04:39:06 PM,3.05,,,,
152,06/28/10 05:39:06 PM,3.03,,,,
153,06/28/10 06:39:06 PM,3.05,,,,
154,06/28/10 07:39:06 PM,3.03,,,,
155,06/28/10 08:39:06 PM,3.03,,,,
156,06/28/10 09:39:06 PM,3.05,,,,
157,06/28/10 10:39:06 PM,3.05,,,,
158,06/28/10 11:39:06 PM,3.03,,,,
159,06/29/10 12:39:06 AM,3.03,,,,
160,06/29/10 01:39:06 AM,3.03,,,,
161,06/29/10 02:39:06 AM,3.03,,,,
162,06/29/10 03:39:06 AM,3.03,,,,
163,06/29/10 04:39:06 AM,3.03,,,,
164,06/29/10 05:39:06 AM,3.03,,,,
165,06/29/10 06:39:06 AM,3.03,,,,
166,06/29/10 07:39:06 AM,3.03,,,,
167,06/29/10 08:39:06 AM,3.05,,,,
168,06/29/10 09:39:06 AM,3.03,,,,
169,06/29/10 10:39:06 AM,3.05,,,,
170,06/29/10 11:16:18 AM,,,Logged,,
171,06/29/10 11:19:18 AM,,0.00,,Logged,Logged
