"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,02/10/19 02:00:00 PM,48.695,0.00,,,,
2,02/10/19 03:00:00 PM,44.013,,,,,
3,02/10/19 04:00:00 PM,45.466,,,,,
4,02/10/19 05:00:00 PM,44.013,,,,,
5,02/10/19 06:00:00 PM,41.254,,,,,
6,02/10/19 07:00:00 PM,39.573,,,,,
7,02/10/19 08:00:00 PM,38.440,,,,,
8,02/10/19 09:00:00 PM,38.061,,,,,
9,02/10/19 10:00:00 PM,37.679,,,,,
10,02/10/19 11:00:00 PM,37.488,,,,,
11,02/11/19 12:00:00 AM,37.297,,,,,
12,02/11/19 01:00:00 AM,37.107,,,,,
13,02/11/19 02:00:00 AM,37.107,,,,,
14,02/11/19 03:00:00 AM,38.250,,,,,
15,02/11/19 04:00:00 AM,38.629,,,,,
16,02/11/19 05:00:00 AM,38.818,,,,,
17,02/11/19 06:00:00 AM,39.573,,,,,
18,02/11/19 07:00:00 AM,39.007,,,,,
19,02/11/19 08:00:00 AM,38.440,,,,,
20,02/11/19 09:00:00 AM,41.067,,,,,
21,02/11/19 10:00:00 AM,45.648,,,,,
22,02/11/19 11:00:00 AM,48.160,,,,,
23,02/11/19 12:00:00 PM,56.230,,,,,
24,02/11/19 01:00:00 PM,55.364,,,,,
25,02/11/19 02:00:00 PM,52.401,,,,,
26,02/11/19 03:00:00 PM,50.995,,,,,
27,02/11/19 04:00:00 PM,49.582,,,,,
28,02/11/19 05:00:00 PM,45.828,,,,,
29,02/11/19 06:00:00 PM,42.915,,,,,
30,02/11/19 07:00:00 PM,40.696,,,,,
31,02/11/19 08:00:00 PM,39.196,,,,,
32,02/11/19 09:00:00 PM,38.250,,,,,
33,02/11/19 10:00:00 PM,38.061,,,,,
34,02/11/19 11:00:00 PM,37.488,,,,,
35,02/12/19 12:00:00 AM,37.488,,,,,
36,02/12/19 01:00:00 AM,38.061,,,,,
37,02/12/19 02:00:00 AM,38.818,,,,,
38,02/12/19 03:00:00 AM,38.818,,,,,
39,02/12/19 04:00:00 AM,37.870,,,,,
40,02/12/19 05:00:00 AM,37.870,,,,,
41,02/12/19 06:00:00 AM,39.196,,,,,
42,02/12/19 07:00:00 AM,39.947,,,,,
43,02/12/19 08:00:00 AM,40.881,,,,,
44,02/12/19 09:00:00 AM,42.732,,,,,
45,02/12/19 10:00:00 AM,45.648,,,,,
46,02/12/19 11:00:00 AM,48.695,,,,,
47,02/12/19 12:00:00 PM,49.582,,,,,
48,02/12/19 01:00:00 PM,48.517,,,,,
49,02/12/19 02:00:00 PM,48.339,,,,,
50,02/12/19 03:00:00 PM,48.339,,,,,
51,02/12/19 04:00:00 PM,48.695,,,,,
52,02/12/19 05:00:00 PM,47.982,,,,,
53,02/12/19 06:00:00 PM,49.050,,,,,
54,02/12/19 07:00:00 PM,49.937,,,,,
55,02/12/19 08:00:00 PM,49.582,,,,,
56,02/12/19 09:00:00 PM,47.802,,,,,
57,02/12/19 09:05:26 PM,,0.01,,,,
58,02/12/19 09:10:05 PM,,0.02,,,,
59,02/12/19 09:11:08 PM,,0.03,,,,
60,02/12/19 09:13:08 PM,,0.04,,,,
61,02/12/19 09:14:12 PM,,0.05,,,,
62,02/12/19 09:15:56 PM,,0.06,,,,
63,02/12/19 09:18:34 PM,,0.07,,,,
64,02/12/19 09:21:15 PM,,0.08,,,,
65,02/12/19 09:25:13 PM,,0.09,,,,
66,02/12/19 09:30:52 PM,,0.10,,,,
67,02/12/19 09:33:01 PM,,0.11,,,,
68,02/12/19 09:37:18 PM,,0.12,,,,
69,02/12/19 09:43:37 PM,,0.13,,,,
70,02/12/19 09:52:39 PM,,0.14,,,,
71,02/12/19 10:00:00 PM,46.008,,,,,
72,02/12/19 10:00:19 PM,,0.15,,,,
73,02/12/19 10:01:43 PM,,0.16,,,,
74,02/12/19 10:03:11 PM,,0.17,,,,
75,02/12/19 10:04:31 PM,,0.18,,,,
76,02/12/19 10:06:28 PM,,0.19,,,,
77,02/12/19 10:11:40 PM,,0.20,,,,
78,02/12/19 10:16:19 PM,,0.21,,,,
79,02/12/19 10:23:38 PM,,0.22,,,,
80,02/12/19 10:30:27 PM,,0.23,,,,
81,02/12/19 10:38:17 PM,,0.24,,,,
82,02/12/19 10:46:03 PM,,0.25,,,,
83,02/12/19 10:50:28 PM,,0.26,,,,
84,02/12/19 10:54:51 PM,,0.27,,,,
85,02/12/19 11:00:00 PM,45.104,,,,,
86,02/12/19 11:00:08 PM,,0.28,,,,
87,02/12/19 11:03:40 PM,,0.29,,,,
88,02/12/19 11:05:44 PM,,0.30,,,,
89,02/12/19 11:08:52 PM,,0.31,,,,
90,02/12/19 11:11:40 PM,,0.32,,,,
91,02/12/19 11:14:51 PM,,0.33,,,,
92,02/12/19 11:19:10 PM,,0.34,,,,
93,02/12/19 11:26:14 PM,,0.35,,,,
94,02/12/19 11:32:12 PM,,0.36,,,,
95,02/12/19 11:36:40 PM,,0.37,,,,
96,02/12/19 11:42:03 PM,,0.38,,,,
97,02/12/19 11:45:02 PM,,0.39,,,,
98,02/12/19 11:49:34 PM,,0.40,,,,
99,02/12/19 11:57:01 PM,,0.41,,,,
100,02/13/19 12:00:00 AM,44.195,,,,,
101,02/13/19 01:00:00 AM,44.379,,,,,
102,02/13/19 01:22:58 AM,,0.42,,,,
103,02/13/19 01:26:48 AM,,0.43,,,,
104,02/13/19 01:29:32 AM,,0.44,,,,
105,02/13/19 01:32:16 AM,,0.45,,,,
106,02/13/19 01:35:16 AM,,0.46,,,,
107,02/13/19 01:39:19 AM,,0.47,,,,
108,02/13/19 01:45:33 AM,,0.48,,,,
109,02/13/19 02:00:00 AM,45.466,,,,,
110,02/13/19 02:09:41 AM,,0.49,,,,
111,02/13/19 02:16:06 AM,,0.50,,,,
112,02/13/19 02:21:12 AM,,0.51,,,,
113,02/13/19 02:29:18 AM,,0.52,,,,
114,02/13/19 02:33:29 AM,,0.53,,,,
115,02/13/19 02:37:57 AM,,0.54,,,,
116,02/13/19 02:42:08 AM,,0.55,,,,
117,02/13/19 02:46:29 AM,,0.56,,,,
118,02/13/19 02:53:15 AM,,0.57,,,,
119,02/13/19 02:57:13 AM,,0.58,,,,
120,02/13/19 03:00:00 AM,46.188,,,,,
121,02/13/19 03:02:58 AM,,0.59,,,,
122,02/13/19 03:18:50 AM,,0.60,,,,
123,02/13/19 03:28:06 AM,,0.61,,,,
124,02/13/19 03:33:41 AM,,0.62,,,,
125,02/13/19 03:36:31 AM,,0.63,,,,
126,02/13/19 03:39:22 AM,,0.64,,,,
127,02/13/19 03:40:45 AM,,0.65,,,,
128,02/13/19 03:42:18 AM,,0.66,,,,
129,02/13/19 03:43:50 AM,,0.67,,,,
130,02/13/19 03:45:24 AM,,0.68,,,,
131,02/13/19 03:47:23 AM,,0.69,,,,
132,02/13/19 03:49:26 AM,,0.70,,,,
133,02/13/19 03:50:53 AM,,0.71,,,,
134,02/13/19 03:52:30 AM,,0.72,,,,
135,02/13/19 03:54:12 AM,,0.73,,,,
136,02/13/19 03:55:42 AM,,0.74,,,,
137,02/13/19 03:56:51 AM,,0.75,,,,
138,02/13/19 03:58:06 AM,,0.76,,,,
139,02/13/19 03:59:16 AM,,0.77,,,,
140,02/13/19 04:00:00 AM,46.369,,,,,
141,02/13/19 04:00:27 AM,,0.78,,,,
142,02/13/19 04:02:03 AM,,0.79,,,,
143,02/13/19 04:03:43 AM,,0.80,,,,
144,02/13/19 04:05:03 AM,,0.81,,,,
145,02/13/19 04:06:03 AM,,0.82,,,,
146,02/13/19 04:07:00 AM,,0.83,,,,
147,02/13/19 04:08:04 AM,,0.84,,,,
