"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,01/07/14 02:55:27 PM,0.00,,,
2,01/07/14 02:55:30 PM,,Logged,,
3,01/08/14 11:27:16 AM,0.00,,Logged,Logged
