"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
505,03/25/18 07:04:48 PM,46.548,,,,,
506,03/25/18 08:04:48 PM,44.013,,,,,
507,03/25/18 09:04:48 PM,42.732,,,,,
508,03/25/18 10:04:48 PM,42.179,,,,,
509,03/25/18 11:04:48 PM,41.994,,,,,
510,03/26/18 12:04:48 AM,41.625,,,,,
511,03/26/18 01:04:48 AM,41.067,,,,,
512,03/26/18 02:04:48 AM,40.881,,,,,
513,03/26/18 03:04:48 AM,40.696,,,,,
514,03/26/18 04:04:48 AM,40.509,,,,,
515,03/26/18 05:04:48 AM,40.696,,,,,
516,03/26/18 06:04:48 AM,40.696,,,,,
517,03/26/18 07:04:48 AM,40.321,,,,,
518,03/26/18 08:04:48 AM,40.321,,,,,
519,03/26/18 09:04:48 AM,43.648,,,,,
520,03/26/18 10:04:48 AM,61.227,,,,,
521,03/26/18 11:04:48 AM,53.973,,,,,
522,03/26/18 12:04:48 PM,60.195,,,,,
523,03/26/18 01:04:48 PM,89.384,,,,,
524,03/26/18 02:04:48 PM,65.680,,,,,
525,03/26/18 03:04:48 PM,62.940,,,,,
526,03/26/18 04:04:48 PM,65.509,,,,,
527,03/26/18 05:04:48 PM,60.024,,,,,
528,03/26/18 06:04:48 PM,54.147,,,,,
529,03/26/18 07:04:48 PM,50.466,,,,,
530,03/26/18 08:04:48 PM,47.446,,,,,
531,03/26/18 09:04:48 PM,45.828,,,,,
532,03/26/18 10:04:48 PM,45.286,,,,,
533,03/26/18 11:04:48 PM,44.560,,,,,
534,03/27/18 12:04:48 AM,44.560,,,,,
535,03/27/18 01:04:48 AM,44.195,,,,,
536,03/27/18 02:04:48 AM,43.831,,,,,
537,03/27/18 03:04:48 AM,44.013,,,,,
538,03/27/18 04:04:48 AM,43.648,,,,,
539,03/27/18 05:04:48 AM,43.282,,,,,
540,03/27/18 06:04:48 AM,42.548,,,,,
541,03/27/18 07:04:48 AM,42.363,,,,,
542,03/27/18 08:04:48 AM,43.099,,,,,
543,03/27/18 09:04:48 AM,46.188,,,,,
544,03/27/18 10:04:48 AM,61.398,,,,,
545,03/27/18 11:04:48 AM,57.268,,,,,
546,03/27/18 11:13:25 AM,,,,Logged,,
547,03/27/18 11:13:57 AM,,3.75,,,Logged,Logged
