"Plot Title: Landing"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,01/17/12 11:09:36 AM,52.050,0.00000000,,,
2,01/17/12 11:24:36 AM,52.225,,,,
3,01/17/12 11:39:36 AM,55.884,,,,
4,01/17/12 11:54:36 AM,56.404,,,,
5,01/17/12 12:09:36 PM,56.923,,,,
6,01/17/12 12:24:36 PM,56.923,,,,
7,01/17/12 12:39:36 PM,55.537,,,,
8,01/17/12 12:54:36 PM,58.303,,,,
9,01/17/12 01:09:36 PM,57.441,,,,
10,01/17/12 01:24:36 PM,54.842,,,,
11,01/17/12 01:39:36 PM,56.057,,,,
12,01/17/12 01:54:36 PM,55.189,,,,
13,01/17/12 02:09:36 PM,53.798,,,,
14,01/17/12 02:24:36 PM,52.925,,,,
15,01/17/12 02:39:36 PM,53.449,,,,
16,01/17/12 02:54:36 PM,53.274,,,,
17,01/17/12 03:09:36 PM,52.576,,,,
18,01/17/12 03:24:36 PM,51.346,,,,
19,01/17/12 03:39:36 PM,50.113,,,,
20,01/17/12 03:54:36 PM,49.228,,,,
21,01/17/12 04:09:36 PM,48.339,,,,
22,01/17/12 04:24:36 PM,47.802,,,,
23,01/17/12 04:39:36 PM,46.908,,,,
24,01/17/12 04:54:36 PM,45.648,,,,
25,01/17/12 05:09:36 PM,44.379,,,,
26,01/17/12 05:24:36 PM,42.915,,,,
27,01/17/12 05:39:36 PM,41.994,,,,
28,01/17/12 05:54:36 PM,41.067,,,,
29,01/17/12 06:09:36 PM,40.321,,,,
30,01/17/12 06:24:36 PM,39.760,,,,
31,01/17/12 06:39:36 PM,39.007,,,,
32,01/17/12 06:54:36 PM,38.629,,,,
33,01/17/12 07:09:36 PM,38.629,,,,
34,01/17/12 07:24:36 PM,38.629,,,,
35,01/17/12 07:39:36 PM,38.440,,,,
36,01/17/12 07:54:36 PM,38.629,,,,
37,01/17/12 08:09:36 PM,38.440,,,,
38,01/17/12 08:24:36 PM,38.818,,,,
39,01/17/12 08:39:36 PM,39.007,,,,
40,01/17/12 08:54:36 PM,39.196,,,,
41,01/17/12 09:09:36 PM,39.573,,,,
42,01/17/12 09:24:36 PM,39.384,,,,
43,01/17/12 09:39:36 PM,39.384,,,,
44,01/17/12 09:54:36 PM,39.007,,,,
45,01/17/12 10:09:36 PM,38.818,,,,
46,01/17/12 10:24:36 PM,38.250,,,,
47,01/17/12 10:39:36 PM,38.061,,,,
48,01/17/12 10:54:36 PM,37.488,,,,
49,01/17/12 11:09:36 PM,37.488,,,,
50,01/17/12 11:24:36 PM,37.488,,,,
51,01/17/12 11:39:36 PM,36.914,,,,
52,01/17/12 11:54:36 PM,36.914,,,,
53,01/18/12 12:09:36 AM,36.723,,,,
54,01/18/12 12:24:36 AM,36.914,,,,
55,01/18/12 12:39:36 AM,36.723,,,,
56,01/18/12 12:54:36 AM,36.914,,,,
57,01/18/12 01:09:36 AM,36.723,,,,
58,01/18/12 01:24:36 AM,36.723,,,,
59,01/18/12 01:39:36 AM,36.723,,,,
60,01/18/12 01:54:36 AM,36.914,,,,
61,01/18/12 02:09:36 AM,36.914,,,,
62,01/18/12 02:24:36 AM,36.914,,,,
63,01/18/12 02:39:36 AM,36.914,,,,
64,01/18/12 02:54:36 AM,36.723,,,,
65,01/18/12 03:09:36 AM,36.531,,,,
66,01/18/12 03:24:36 AM,36.531,,,,
67,01/18/12 03:39:36 AM,36.338,,,,
68,01/18/12 03:54:36 AM,36.723,,,,
69,01/18/12 04:09:36 AM,36.723,,,,
70,01/18/12 04:24:36 AM,36.723,,,,
71,01/18/12 04:39:36 AM,36.723,,,,
72,01/18/12 04:54:36 AM,36.338,,,,
73,01/18/12 05:09:36 AM,36.145,,,,
74,01/18/12 05:24:36 AM,36.145,,,,
75,01/18/12 05:39:36 AM,36.145,,,,
76,01/18/12 05:54:36 AM,36.338,,,,
77,01/18/12 06:09:36 AM,36.338,,,,
78,01/18/12 06:24:36 AM,36.145,,,,
79,01/18/12 06:39:36 AM,36.145,,,,
80,01/18/12 06:54:36 AM,36.145,,,,
81,01/18/12 07:09:36 AM,35.758,,,,
82,01/18/12 07:24:36 AM,35.951,,,,
83,01/18/12 07:39:36 AM,36.145,,,,
84,01/18/12 07:54:36 AM,36.531,,,,
85,01/18/12 08:09:36 AM,36.723,,,,
86,01/18/12 08:24:36 AM,37.297,,,,
