"Plot Title: LQC"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Detached (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Attached (LGR S/N: 20309222, SEN S/N: 20309222)","Host Connected (LGR S/N: 20309222, SEN S/N: 20309222)","End Of File (LGR S/N: 20309222, SEN S/N: 20309222)"
1,03/20/18 03:37:53 PM,54.322,0.00,,,,
2,03/20/18 03:38:03 PM,,,Logged,,,
3,03/20/18 04:37:53 PM,55.537,,,,,
4,03/20/18 05:37:53 PM,55.364,,,,,
5,03/20/18 06:37:53 PM,53.100,,,,,
6,03/20/18 07:01:49 PM,,0.01,,,,
7,03/20/18 07:37:53 PM,51.346,,,,,
8,03/20/18 07:55:46 PM,,0.02,,,,
9,03/20/18 08:37:53 PM,51.699,,,,,
10,03/20/18 08:40:43 PM,,0.03,,,,
11,03/20/18 09:00:00 PM,,0.04,,,,
12,03/20/18 09:37:53 PM,52.576,,,,,
13,03/20/18 09:46:15 PM,,0.05,,,,
14,03/20/18 10:10:36 PM,,0.06,,,,
15,03/20/18 10:25:04 PM,,0.07,,,,
16,03/20/18 10:37:53 PM,52.750,,,,,
17,03/20/18 10:41:53 PM,,0.08,,,,
18,03/20/18 10:47:51 PM,,0.09,,,,
19,03/20/18 10:52:01 PM,,0.10,,,,
20,03/20/18 11:01:08 PM,,0.11,,,,
21,03/20/18 11:06:10 PM,,0.12,,,,
22,03/20/18 11:16:37 PM,,0.13,,,,
23,03/20/18 11:34:38 PM,,0.14,,,,
24,03/20/18 11:37:53 PM,52.225,,,,,
25,03/20/18 11:42:12 PM,,0.15,,,,
26,03/20/18 11:50:41 PM,,0.16,,,,
27,03/20/18 11:59:29 PM,,0.17,,,,
28,03/21/18 12:06:50 AM,,0.18,,,,
29,03/21/18 12:13:12 AM,,0.19,,,,
30,03/21/18 12:14:51 AM,,0.20,,,,
31,03/21/18 12:17:05 AM,,0.21,,,,
32,03/21/18 12:21:32 AM,,0.22,,,,
33,03/21/18 12:25:35 AM,,0.23,,,,
34,03/21/18 12:27:59 AM,,0.24,,,,
