"Plot Title: Landing"
"#","Date Time, GMT-07:00","Ext. Line Event (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,11/01/11 01:00:00 PM,0.00,,,
2,11/03/11 11:14:32 PM,0.00,,,
3,11/03/11 11:19:23 PM,0.00,,,
4,11/03/11 11:23:36 PM,0.00,,,
5,11/03/11 11:27:03 PM,0.00,,,
6,11/03/11 11:29:53 PM,0.00,,,
7,11/03/11 11:34:20 PM,0.00,,,
8,11/04/11 02:35:16 AM,0.00,,,
9,11/04/11 02:52:34 AM,0.00,,,
10,11/04/11 02:52:35 AM,0.00,,,
11,11/04/11 03:01:17 AM,0.00,,,
12,11/04/11 03:30:56 AM,0.00,,,
13,11/04/11 04:06:18 AM,0.00,,,
14,11/04/11 04:06:19 AM,0.00,,,
15,11/04/11 04:08:50 AM,0.00,,,
16,11/04/11 04:10:24 AM,0.00,,,
17,11/04/11 04:11:19 AM,0.00,,,
18,11/04/11 04:12:02 AM,0.00,,,
19,11/04/11 04:12:33 AM,0.00,,,
20,11/04/11 04:13:29 AM,0.00,,,
21,11/04/11 04:17:01 AM,0.00,,,
22,11/04/11 04:17:02 AM,0.00,,,
23,11/04/11 04:22:10 AM,0.00,,,
24,11/04/11 04:44:27 AM,0.00,,,
25,11/04/11 04:47:51 AM,0.00,,,
26,11/04/11 07:28:19 AM,0.00,,,
27,11/05/11 06:04:52 PM,0.00,,,
28,11/05/11 06:07:08 PM,0.00,,,
29,11/05/11 06:10:30 PM,0.00,,,
30,11/05/11 06:20:45 PM,0.00,,,
31,11/05/11 06:45:49 PM,0.00,,,
32,11/05/11 06:51:59 PM,0.00,,,
33,11/05/11 06:57:54 PM,0.00,,,
34,11/05/11 06:57:55 PM,0.00,,,
35,11/05/11 07:02:16 PM,0.00,,,
36,11/05/11 07:08:31 PM,0.00,,,
37,11/05/11 07:10:55 PM,0.00,,,
38,11/05/11 07:13:53 PM,0.00,,,
39,11/05/11 07:16:16 PM,0.00,,,
40,11/05/11 07:19:11 PM,0.00,,,
41,11/05/11 07:22:40 PM,0.00,,,
42,11/05/11 07:26:13 PM,0.00,,,
43,11/05/11 07:28:07 PM,0.00,,,
44,11/05/11 07:30:27 PM,0.00,,,
45,11/05/11 07:33:00 PM,0.00,,,
46,11/05/11 07:37:36 PM,0.00,,,
47,11/05/11 07:42:53 PM,0.00,,,
48,11/05/11 07:42:54 PM,0.00,,,
49,11/05/11 07:52:41 PM,0.00,,,
50,11/05/11 07:52:42 PM,0.00,,,
51,11/05/11 07:58:48 PM,0.00,,,
52,11/05/11 08:08:26 PM,0.00,,,
53,11/05/11 08:11:58 PM,0.00,,,
54,11/05/11 08:15:26 PM,0.00,,,
55,11/05/11 08:17:42 PM,0.00,,,
56,11/05/11 08:17:43 PM,0.00,,,
57,11/05/11 08:19:41 PM,0.00,,,
58,11/05/11 08:22:24 PM,0.00,,,
59,11/05/11 08:24:25 PM,0.00,,,
60,11/05/11 08:26:04 PM,0.00,,,
61,11/05/11 08:26:05 PM,0.00,,,
62,11/05/11 08:27:32 PM,0.00,,,
63,11/05/11 08:28:18 PM,0.00,,,
64,11/05/11 08:28:19 PM,0.00,,,
65,11/05/11 08:29:26 PM,0.00,,,
66,11/05/11 08:31:12 PM,0.00,,,
67,11/05/11 08:31:13 PM,0.00,,,
68,11/05/11 08:32:34 PM,0.00,,,
69,11/05/11 08:32:35 PM,0.00,,,
70,11/05/11 08:34:01 PM,0.00,,,
71,11/05/11 08:35:57 PM,0.00,,,
72,11/05/11 08:37:12 PM,0.00,,,
73,11/05/11 08:38:33 PM,0.00,,,
74,11/05/11 08:40:30 PM,0.00,,,
75,11/05/11 08:42:38 PM,0.00,,,
76,11/05/11 08:43:22 PM,0.00,,,
77,11/05/11 08:44:09 PM,0.00,,,
78,11/05/11 08:44:50 PM,0.00,,,
79,11/05/11 08:45:41 PM,0.00,,,
80,11/05/11 08:46:21 PM,0.00,,,
81,11/05/11 08:47:03 PM,0.00,,,
82,11/05/11 08:47:35 PM,0.00,,,
83,11/05/11 08:48:06 PM,0.00,,,
84,11/05/11 08:48:31 PM,0.00,,,
85,11/05/11 08:48:47 PM,0.00,,,
86,11/05/11 08:49:03 PM,0.00,,,
87,11/05/11 08:49:24 PM,0.00,,,
88,11/05/11 08:49:48 PM,0.00,,,
89,11/05/11 08:50:19 PM,0.00,,,
90,11/05/11 08:50:59 PM,0.00,,,
91,11/05/11 08:51:00 PM,0.00,,,
92,11/05/11 08:51:44 PM,0.00,,,
93,11/05/11 08:52:40 PM,0.00,,,
94,11/05/11 08:53:47 PM,0.00,,,
95,11/05/11 08:55:07 PM,0.00,,,
96,11/05/11 08:56:53 PM,0.00,,,
97,11/05/11 08:56:54 PM,0.00,,,
98,11/05/11 08:58:09 PM,0.00,,,
99,11/05/11 08:59:55 PM,0.00,,,
100,11/05/11 09:01:02 PM,0.00,,,
101,11/05/11 09:02:19 PM,0.00,,,
102,11/05/11 09:03:48 PM,0.00,,,
103,11/05/11 09:04:46 PM,0.00,,,
104,11/05/11 09:05:51 PM,0.00,,,
105,11/05/11 09:07:09 PM,0.00,,,
106,11/05/11 09:08:12 PM,0.00,,,
107,11/05/11 09:09:04 PM,0.00,,,
108,11/05/11 09:10:40 PM,0.00,,,
109,11/05/11 09:10:41 PM,0.00,,,
110,11/05/11 09:12:53 PM,0.00,,,
111,11/05/11 09:12:54 PM,0.00,,,
112,11/05/11 09:14:15 PM,0.00,,,
113,11/05/11 09:15:06 PM,0.00,,,
114,11/05/11 09:16:11 PM,0.00,,,
115,11/05/11 09:19:47 PM,0.00,,,
116,11/05/11 09:19:48 PM,0.00,,,
117,11/05/11 09:20:49 PM,0.00,,,
118,11/05/11 09:21:23 PM,0.00,,,
119,11/05/11 09:22:09 PM,0.00,,,
120,11/05/11 09:22:33 PM,0.00,,,
121,11/05/11 09:22:48 PM,0.00,,,
122,11/05/11 09:23:04 PM,0.00,,,
123,11/05/11 09:23:18 PM,0.00,,,
124,11/05/11 09:23:31 PM,0.00,,,
125,11/05/11 09:23:44 PM,0.00,,,
126,11/05/11 09:24:10 PM,0.00,,,
127,11/05/11 09:24:11 PM,0.00,,,
128,11/05/11 09:24:26 PM,0.00,,,
129,11/05/11 09:24:55 PM,0.00,,,
130,11/05/11 09:25:20 PM,0.00,,,
131,11/05/11 09:25:21 PM,0.00,,,
132,11/05/11 09:25:51 PM,0.00,,,
133,11/05/11 09:26:07 PM,0.00,,,
134,11/05/11 09:26:26 PM,0.00,,,
135,11/05/11 09:26:49 PM,0.00,,,
136,11/05/11 09:27:16 PM,0.00,,,
137,11/05/11 09:27:17 PM,0.00,,,
138,11/05/11 09:27:45 PM,0.00,,,
139,11/05/11 09:28:25 PM,0.00,,,
140,11/05/11 09:28:26 PM,0.00,,,
141,11/05/11 09:29:13 PM,0.00,,,
142,11/05/11 09:30:51 PM,0.00,,,
143,11/05/11 09:34:07 PM,0.00,,,
144,11/05/11 09:36:11 PM,0.00,,,
145,11/05/11 09:36:12 PM,0.00,,,
146,11/05/11 09:39:00 PM,0.00,,,
147,11/05/11 09:44:50 PM,0.00,,,
148,11/05/11 10:08:13 PM,0.00,,,
149,11/06/11 02:33:07 AM,0.00,,,
150,11/06/11 02:34:32 AM,0.00,,,
151,11/06/11 02:34:58 AM,0.00,,,
152,11/06/11 02:35:31 AM,0.00,,,
153,11/06/11 02:35:32 AM,0.00,,,
154,11/06/11 02:36:55 AM,0.00,,,
155,11/06/11 05:04:42 AM,0.00,,,
156,11/08/11 01:37:31 PM,0.00,,,
157,11/08/11 01:41:47 PM,,Logged,,
158,11/08/11 01:41:53 PM,0.00,,Logged,Logged
