"Plot Title: LQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Detached (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Attached (LGR S/N: 20309222, SEN S/N: 20309222)","Host Connected (LGR S/N: 20309222, SEN S/N: 20309222)","Stopped (LGR S/N: 20309222, SEN S/N: 20309222)","End Of File (LGR S/N: 20309222, SEN S/N: 20309222)"
1,11/28/18 10:35:25 AM,65.167,0.00,,,,,
2,11/28/18 10:36:02 AM,,,Logged,,,,
3,11/28/18 11:35:25 AM,63.282,,,,,,
4,11/28/18 12:35:25 PM,71.339,,,,,,
5,11/28/18 01:35:25 PM,68.592,,,,,,
6,11/28/18 02:35:25 PM,66.879,,,,,,
7,11/28/18 03:35:25 PM,61.912,,,,,,
8,11/28/18 04:35:25 PM,58.303,,,,,,
9,11/28/18 04:55:55 PM,,0.01,,,,,
10,11/28/18 05:07:38 PM,,0.02,,,,,
11,11/28/18 05:35:25 PM,57.958,,,,,,
12,11/28/18 05:39:04 PM,,0.03,,,,,
13,11/28/18 05:52:15 PM,,0.04,,,,,
14,11/28/18 06:35:25 PM,58.647,,,,,,
15,11/28/18 07:35:25 PM,58.647,,,,,,
16,11/28/18 08:13:13 PM,,0.05,,,,,
17,11/28/18 08:22:45 PM,,0.06,,,,,
18,11/28/18 08:27:40 PM,,0.07,,,,,
19,11/28/18 08:32:27 PM,,0.08,,,,,
20,11/28/18 08:35:25 PM,58.476,,,,,,
21,11/28/18 08:37:06 PM,,0.09,,,,,
22,11/28/18 08:41:08 PM,,0.10,,,,,
23,11/28/18 08:44:39 PM,,0.11,,,,,
24,11/28/18 08:47:54 PM,,0.12,,,,,
25,11/28/18 08:51:07 PM,,0.13,,,,,
26,11/28/18 08:54:10 PM,,0.14,,,,,
27,11/28/18 08:57:18 PM,,0.15,,,,,
28,11/28/18 09:00:24 PM,,0.16,,,,,
29,11/28/18 09:03:41 PM,,0.17,,,,,
30,11/28/18 09:07:07 PM,,0.18,,,,,
31,11/28/18 09:11:00 PM,,0.19,,,,,
