"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10592083, SEN S/N: 10592083, LBL: LLAMP - UNF)","Event, inches (LGR S/N: 10592083, SEN S/N: 10592083, LBL: UNF)","End Of File (LGR S/N: 10592083, SEN S/N: 10592083)"
1,08/17/15 01:59:23 PM,,0.0,Logged
