"Plot Title: 10592087"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592087, SEN S/N: 10592087)","Coupler Detached (LGR S/N: 10592087, SEN S/N: 10592087)","Coupler Attached (LGR S/N: 10592087, SEN S/N: 10592087)","End Of File (LGR S/N: 10592087, SEN S/N: 10592087)"
1,11/05/14 10:34:57 AM,0.00,,,
2,11/05/14 10:35:07 AM,,Logged,,
3,11/10/14 12:50:12 PM,,,Logged,
4,11/10/14 12:50:23 PM,,Logged,,
5,11/10/14 12:50:35 PM,0.00,,Logged,Logged
