"Plot Title: HS"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,11/16/10 10:36:27 AM,0.00,,,,
2,11/16/10 10:36:33 AM,,Logged,,,
3,11/19/10 08:10:08 AM,0.01,,,,
4,11/19/10 09:21:29 AM,0.02,,,,
5,11/19/10 10:03:57 AM,0.03,,,,
6,11/19/10 10:23:12 AM,0.04,,,,
7,11/19/10 10:43:29 AM,0.05,,,,
8,11/19/10 10:54:08 AM,0.06,,,,
9,11/19/10 11:23:21 AM,0.07,,,,
10,11/19/10 11:28:04 AM,0.08,,,,
11,11/19/10 11:31:11 AM,0.09,,,,
12,11/19/10 11:35:32 AM,0.10,,,,
13,11/19/10 11:44:07 AM,0.11,,,,
14,11/19/10 12:06:43 PM,0.12,,,,
15,11/19/10 12:27:00 PM,0.13,,,,
16,11/19/10 01:02:53 PM,0.14,,,,
17,11/19/10 01:06:06 PM,0.15,,,,
18,11/19/10 01:08:33 PM,0.16,,,,
19,11/19/10 01:10:59 PM,0.17,,,,
20,11/19/10 01:13:52 PM,0.18,,,,
21,11/19/10 01:18:29 PM,0.19,,,,
22,11/19/10 01:33:23 PM,0.20,,,,
23,11/19/10 08:45:51 PM,0.21,,,,
24,11/19/10 08:53:46 PM,0.22,,,,
25,11/19/10 08:56:26 PM,0.23,,,,
26,11/19/10 08:59:12 PM,0.24,,,,
27,11/19/10 09:03:48 PM,0.25,,,,
28,11/19/10 09:05:14 PM,0.26,,,,
29,11/19/10 09:11:39 PM,0.27,,,,
30,11/19/10 09:13:48 PM,0.28,,,,
31,11/19/10 09:17:54 PM,0.29,,,,
32,11/19/10 09:18:40 PM,0.30,,,,
33,11/19/10 09:19:01 PM,0.31,,,,
34,11/19/10 09:19:20 PM,0.32,,,,
35,11/19/10 09:20:00 PM,0.33,,,,
36,11/19/10 09:21:21 PM,0.34,,,,
37,11/19/10 09:24:15 PM,0.35,,,,
38,11/19/10 09:26:03 PM,0.36,,,,
39,11/19/10 09:32:02 PM,0.37,,,,
40,11/19/10 09:41:17 PM,0.38,,,,
41,11/19/10 09:42:31 PM,0.39,,,,
42,11/19/10 09:43:20 PM,0.40,,,,
43,11/19/10 09:47:19 PM,0.41,,,,
44,11/19/10 09:50:59 PM,0.42,,,,
45,11/19/10 09:57:20 PM,0.43,,,,
46,11/19/10 10:00:55 PM,0.44,,,,
47,11/19/10 10:03:48 PM,0.45,,,,
48,11/19/10 10:06:50 PM,0.46,,,,
49,11/19/10 10:10:01 PM,0.47,,,,
50,11/19/10 10:14:31 PM,0.48,,,,
51,11/19/10 10:21:27 PM,0.49,,,,
52,11/19/10 10:24:02 PM,0.50,,,,
53,11/19/10 10:26:47 PM,0.51,,,,
54,11/19/10 10:29:22 PM,0.52,,,,
55,11/19/10 10:32:20 PM,0.53,,,,
56,11/19/10 10:34:20 PM,0.54,,,,
57,11/19/10 10:36:19 PM,0.55,,,,
58,11/19/10 10:38:34 PM,0.56,,,,
59,11/19/10 10:43:47 PM,0.57,,,,
60,11/19/10 10:46:49 PM,0.58,,,,
61,11/19/10 10:50:17 PM,0.59,,,,
62,11/19/10 10:53:35 PM,0.60,,,,
63,11/19/10 10:56:56 PM,0.61,,,,
64,11/19/10 10:59:19 PM,0.62,,,,
65,11/19/10 11:02:30 PM,0.63,,,,
66,11/19/10 11:05:43 PM,0.64,,,,
67,11/19/10 11:11:01 PM,0.65,,,,
68,11/19/10 11:14:45 PM,0.66,,,,
69,11/19/10 11:19:03 PM,0.67,,,,
70,11/19/10 11:22:28 PM,0.68,,,,
71,11/19/10 11:27:11 PM,0.69,,,,
72,11/19/10 11:32:15 PM,0.70,,,,
73,11/19/10 11:42:13 PM,0.71,,,,
