"Plot Title: HS"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10592074, SEN S/N: 10592074)","Event, units (LGR S/N: 10592074, SEN S/N: 10592074)","Coupler Attached (LGR S/N: 10592074, SEN S/N: 10592074)","Host Connected (LGR S/N: 10592074, SEN S/N: 10592074)","Coupler Detached (LGR S/N: 10592074, SEN S/N: 10592074)","Stopped (LGR S/N: 10592074, SEN S/N: 10592074)","End Of File (LGR S/N: 10592074, SEN S/N: 10592074)"
49,04/26/19 01:00:00 PM,78.449,,,,,,
50,04/26/19 02:00:00 PM,77.749,,,,,,
51,04/26/19 03:00:00 PM,73.580,,,,,,
52,04/26/19 04:00:00 PM,68.077,,,,,,
53,04/26/19 05:00:00 PM,65.680,,,,,,
54,04/26/19 06:00:00 PM,62.940,,,,,,
55,04/26/19 07:00:00 PM,57.614,,,,,,
56,04/26/19 08:00:00 PM,52.925,,,,,,
57,04/26/19 09:00:00 PM,52.401,,,,,,
58,04/26/19 10:00:00 PM,51.523,,,,,,
59,04/26/19 11:00:00 PM,51.346,,,,,,
60,04/27/19 12:00:00 AM,50.995,,,,,,
61,04/27/19 01:00:00 AM,50.643,,,,,,
62,04/27/19 02:00:00 AM,50.113,,,,,,
63,04/27/19 03:00:00 AM,49.759,,,,,,
64,04/27/19 04:00:00 AM,49.759,,,,,,
65,04/27/19 05:00:00 AM,50.113,,,,,,
66,04/27/19 06:00:00 AM,50.290,,,,,,
67,04/27/19 07:00:00 AM,50.643,,,,,,
68,04/27/19 08:00:00 AM,52.050,,,,,,
69,04/27/19 09:00:00 AM,59.337,,,,,,
70,04/27/19 10:00:00 AM,59.851,,,,,,
71,04/27/19 11:00:00 AM,61.054,,,,,,
72,04/27/19 12:00:00 PM,64.652,,,,,,
73,04/27/19 01:00:00 PM,74.619,,,,,,
74,04/27/19 02:00:00 PM,69.622,,,,,,
75,04/27/19 03:00:00 PM,59.851,,,,,,
76,04/27/19 04:00:00 PM,61.741,,,,,,
77,04/27/19 05:00:00 PM,59.851,,,,,,
78,04/27/19 06:00:00 PM,57.441,,,,,,
79,04/27/19 07:00:00 PM,54.842,,,,,,
80,04/27/19 08:00:00 PM,52.576,,,,,,
81,04/27/19 09:00:00 PM,51.699,,,,,,
82,04/27/19 10:00:00 PM,51.172,,,,,,
83,04/27/19 11:00:00 PM,50.643,,,,,,
84,04/28/19 12:00:00 AM,50.290,,,,,,
85,04/28/19 01:00:00 AM,49.582,,,,,,
86,04/28/19 02:00:00 AM,48.517,,,,,,
87,04/28/19 03:00:00 AM,47.802,,,,,,
88,04/28/19 04:00:00 AM,47.088,,,,,,
89,04/28/19 05:00:00 AM,46.908,,,,,,
90,04/28/19 06:00:00 AM,46.728,,,,,,
91,04/28/19 07:00:00 AM,46.908,,,,,,
92,04/28/19 08:00:00 AM,49.582,,,,,,
93,04/28/19 09:00:00 AM,52.750,,,,,,
94,04/28/19 10:00:00 AM,59.508,,,,,,
95,04/28/19 11:00:00 AM,72.891,,,,,,
96,04/28/19 12:00:00 PM,77.050,,,,,,
97,04/28/19 01:00:00 PM,72.891,,,,,,
98,04/28/19 02:00:00 PM,70.480,,,,,,
99,04/28/19 03:00:00 PM,68.077,,,,,,
100,04/28/19 04:00:00 PM,66.022,,,,,,
101,04/28/19 05:00:00 PM,63.111,,,,,,
102,04/28/19 06:00:00 PM,58.131,,,,,,
103,04/28/19 07:00:00 PM,53.623,,,,,,
104,04/28/19 08:00:00 PM,51.172,,,,,,
105,04/28/19 09:00:00 PM,50.290,,,,,,
106,04/28/19 10:00:00 PM,49.937,,,,,,
107,04/28/19 11:00:00 PM,49.228,,,,,,
108,04/29/19 12:00:00 AM,49.050,,,,,,
109,04/29/19 01:00:00 AM,48.871,,,,,,
110,04/29/19 02:00:00 AM,48.871,,,,,,
111,04/29/19 03:00:00 AM,48.695,,,,,,
112,04/29/19 04:00:00 AM,48.695,,,,,,
113,04/29/19 05:00:00 AM,48.871,,,,,,
114,04/29/19 06:00:00 AM,49.050,,,,,,
115,04/29/19 07:00:00 AM,49.228,,,,,,
116,04/29/19 08:00:00 AM,50.643,,,,,,
117,04/29/19 09:00:00 AM,52.576,,,,,,
118,04/29/19 10:00:00 AM,56.577,,,,,,
119,04/29/19 11:00:00 AM,59.508,,,,,,
120,04/29/19 12:00:00 PM,62.598,,,,,,
121,04/29/19 01:00:00 PM,64.825,,,,,,
122,04/29/19 02:00:00 PM,69.449,,,,,,
123,04/29/19 03:00:00 PM,69.278,,,,,,
124,04/29/19 04:00:00 PM,70.137,,,,,,
125,04/29/19 05:00:00 PM,66.879,,,,,,
126,04/29/19 06:00:00 PM,65.680,,,,,,
127,04/29/19 07:00:00 PM,58.131,,,,,,
128,04/29/19 08:00:00 PM,52.925,,,,,,
129,04/29/19 09:00:00 PM,51.346,,,,,,
130,04/29/19 10:00:00 PM,51.523,,,,,,
131,04/29/19 11:00:00 PM,51.346,,,,,,
132,04/30/19 12:00:00 AM,51.172,,,,,,
133,04/30/19 01:00:00 AM,51.346,,,,,,
134,04/30/19 02:00:00 AM,51.172,,,,,,
135,04/30/19 03:00:00 AM,51.346,,,,,,
136,04/30/19 04:00:00 AM,51.346,,,,,,
137,04/30/19 05:00:00 AM,51.346,,,,,,
138,04/30/19 06:00:00 AM,51.523,,,,,,
139,04/30/19 07:00:00 AM,51.172,,,,,,
140,04/30/19 08:00:00 AM,53.973,,,,,,
141,04/30/19 09:00:00 AM,56.057,,,,,,
142,04/30/19 10:00:00 AM,56.923,,,,,,
143,04/30/19 11:00:00 AM,64.481,,,,,,
144,04/30/19 12:00:00 PM,72.891,,,,,,
145,04/30/19 01:00:00 PM,70.308,,,,,,
146,04/30/19 02:00:00 PM,67.050,,,,,,
147,04/30/19 03:00:00 PM,75.312,,,,,,
148,04/30/19 04:00:00 PM,68.934,,,,,,
149,04/30/19 05:00:00 PM,64.825,,,,,,
150,04/30/19 06:00:00 PM,60.712,,,,,,
151,04/30/19 07:00:00 PM,55.364,,,,,,
152,04/30/19 08:00:00 PM,49.937,,,,,,
153,04/30/19 09:00:00 PM,46.369,,,,,,
154,04/30/19 10:00:00 PM,45.648,,,,,,
155,04/30/19 11:00:00 PM,45.648,,,,,,
156,05/01/19 12:00:00 AM,46.548,,,,,,
157,05/01/19 01:00:00 AM,46.008,,,,,,
158,05/01/19 02:00:00 AM,45.828,,,,,,
159,05/01/19 03:00:00 AM,46.008,,,,,,
160,05/01/19 04:00:00 AM,45.286,,,,,,
161,05/01/19 05:00:00 AM,45.466,,,,,,
162,05/01/19 06:00:00 AM,45.466,,,,,,
163,05/01/19 07:00:00 AM,46.548,,,,,,
164,05/01/19 08:00:00 AM,48.871,,,,,,
165,05/01/19 09:00:00 AM,87.552,,,,,,
166,05/01/19 10:00:00 AM,96.942,,,,,,
167,05/01/19 11:00:00 AM,93.682,,,,,,
168,05/01/19 12:00:00 PM,83.399,,,,,,
169,05/01/19 01:00:00 PM,81.975,,,,,,
170,05/01/19 02:00:00 PM,80.559,,,,,,
171,05/01/19 03:00:00 PM,77.225,,,,,,
172,05/01/19 04:00:00 PM,72.199,,,,,,
173,05/01/19 05:00:00 PM,67.906,,,,,,
174,05/01/19 06:00:00 PM,65.680,,,,,,
175,05/01/19 07:00:00 PM,62.769,,,,,,
176,05/01/19 08:00:00 PM,58.303,,,,,,
177,05/01/19 09:00:00 PM,56.404,,,,,,
178,05/01/19 10:00:00 PM,55.884,,,,,,
179,05/01/19 11:00:00 PM,50.466,,,,,,
180,05/02/19 12:00:00 AM,49.582,,,,,,
181,05/02/19 01:00:00 AM,48.339,,,,,,
182,05/02/19 02:00:00 AM,47.802,,,,,,
183,05/02/19 03:00:00 AM,47.266,,,,,,
184,05/02/19 04:00:00 AM,48.871,,,,,,
185,05/02/19 05:00:00 AM,46.908,,,,,,
186,05/02/19 06:00:00 AM,47.266,,,,,,
187,05/02/19 07:00:00 AM,49.582,,,,,,
188,05/02/19 08:00:00 AM,51.699,,,,,,
189,05/02/19 09:00:00 AM,93.115,,,,,,
190,05/02/19 10:00:00 AM,107.258,,,,,,
191,05/02/19 11:00:00 AM,100.283,,,,,,
192,05/02/19 12:00:00 PM,88.466,,,,,,
193,05/02/19 01:00:00 PM,87.004,,,,,,
194,05/02/19 02:00:00 PM,84.295,,,,,,
195,05/02/19 03:00:00 PM,81.266,,,,,,
196,05/02/19 04:00:00 PM,78.800,,,,,,
197,05/02/19 05:00:00 PM,73.580,,,,,,
198,05/02/19 06:00:00 PM,68.763,,,,,,
199,05/02/19 07:00:00 PM,62.598,,,,,,
200,05/02/19 08:00:00 PM,59.164,,,,,,
201,05/02/19 09:00:00 PM,55.884,,,,,,
202,05/02/19 10:00:00 PM,53.798,,,,,,
203,05/02/19 11:00:00 PM,51.172,,,,,,
204,05/03/19 12:00:00 AM,48.695,,,,,,
205,05/03/19 01:00:00 AM,47.266,,,,,,
206,05/03/19 02:00:00 AM,47.624,,,,,,
207,05/03/19 03:00:00 AM,47.446,,,,,,
208,05/03/19 04:00:00 AM,46.188,,,,,,
209,05/03/19 05:00:00 AM,45.648,,,,,,
210,05/03/19 06:00:00 AM,47.802,,,,,,
211,05/03/19 07:00:00 AM,48.871,,,,,,
212,05/03/19 08:00:00 AM,50.819,,,,,,
213,05/03/19 09:00:00 AM,92.737,,,,,,
214,05/03/19 10:00:00 AM,103.717,,,,,,
215,05/03/19 11:00:00 AM,98.307,,,,,,
216,05/03/19 12:00:00 PM,88.282,,,,,,
217,05/03/19 01:00:00 PM,88.099,,,,,,
218,05/03/19 02:00:00 PM,85.735,,,,,,
219,05/03/19 03:00:00 PM,81.090,,,,,,
220,05/03/19 04:00:00 PM,78.624,,,,,,
221,05/03/19 05:00:00 PM,74.098,,,,,,
222,05/03/19 06:00:00 PM,67.906,,,,,,
223,05/03/19 07:00:00 PM,63.111,,,,,,
224,05/03/19 08:00:00 PM,60.712,,,,,,
225,05/03/19 09:00:00 PM,53.623,,,,,,
226,05/03/19 10:00:00 PM,50.466,,,,,,
227,05/03/19 11:00:00 PM,48.160,,,,,,
228,05/04/19 12:00:00 AM,46.188,,,,,,
229,05/04/19 01:00:00 AM,46.548,,,,,,
230,05/04/19 02:00:00 AM,44.560,,,,,,
231,05/04/19 03:00:00 AM,42.732,,,,,,
232,05/04/19 04:00:00 AM,45.466,,,,,,
233,05/04/19 05:00:00 AM,43.831,,,,,,
234,05/04/19 06:00:00 AM,41.439,,,,,,
235,05/04/19 07:00:00 AM,44.013,,,,,,
236,05/04/19 08:00:00 AM,49.937,,,,,,
237,05/04/19 09:00:00 AM,88.466,,,,,,
238,05/04/19 10:00:00 AM,97.137,,,,,,
239,05/04/19 11:00:00 AM,93.873,,,,,,
240,05/04/19 12:00:00 PM,82.330,,,,,,
241,05/04/19 01:00:00 PM,81.621,,,,,,
242,05/04/19 02:00:00 PM,78.975,,,,,,
243,05/04/19 03:00:00 PM,76.006,,,,,,
244,05/04/19 04:00:00 PM,68.248,,,,,,
245,05/04/19 05:00:00 PM,63.968,,,,,,
246,05/04/19 06:00:00 PM,60.195,,,,,,
247,05/04/19 07:00:00 PM,57.614,,,,,,
248,05/04/19 08:00:00 PM,52.750,,,,,,
249,05/04/19 09:00:00 PM,47.802,,,,,,
250,05/04/19 10:00:00 PM,46.369,,,,,,
251,05/04/19 11:00:00 PM,48.695,,,,,,
252,05/05/19 12:00:00 AM,49.050,,,,,,
253,05/05/19 01:00:00 AM,48.695,,,,,,
254,05/05/19 02:00:00 AM,48.339,,,,,,
255,05/05/19 03:00:00 AM,47.982,,,,,,
256,05/05/19 04:00:00 AM,47.446,,,,,,
257,05/05/19 05:00:00 AM,47.446,,,,,,
258,05/05/19 06:00:00 AM,47.446,,,,,,
259,05/05/19 07:00:00 AM,48.160,,,,,,
260,05/05/19 08:00:00 AM,51.172,,,,,,
261,05/05/19 09:00:00 AM,78.975,,,,,,
262,05/05/19 10:00:00 AM,81.266,,,,,,
263,05/05/19 11:00:00 AM,69.107,,,,,,
264,05/05/19 12:00:00 PM,80.029,,,,,,
265,05/05/19 01:00:00 PM,76.876,,,,,,
266,05/05/19 02:00:00 PM,74.791,,,,,,
267,05/05/19 03:00:00 PM,65.851,,,,,,
268,05/05/19 04:00:00 PM,64.996,,,,,,
269,05/05/19 05:00:00 PM,63.455,,,,,,
270,05/05/19 06:00:00 PM,63.626,,,,,,
271,05/05/19 07:00:00 PM,56.923,,,,,,
272,05/05/19 08:00:00 PM,53.100,,,,,,
273,05/05/19 09:00:00 PM,52.050,,,,,,
274,05/05/19 10:00:00 PM,51.699,,,,,,
275,05/05/19 11:00:00 PM,50.995,,,,,,
276,05/06/19 12:00:00 AM,50.466,,,,,,
277,05/06/19 01:00:00 AM,50.113,,,,,,
278,05/06/19 02:00:00 AM,50.113,,,,,,
279,05/06/19 03:00:00 AM,49.228,,,,,,
280,05/06/19 04:00:00 AM,49.404,,,,,,
281,05/06/19 05:00:00 AM,49.937,,,,,,
282,05/06/19 06:00:00 AM,49.582,,,,,,
283,05/06/19 07:00:00 AM,50.643,,,,,,
284,05/06/19 07:14:05 AM,,0.01,,,,,
285,05/06/19 08:00:00 AM,53.274,,,,,,
286,05/06/19 09:00:00 AM,57.441,,,,,,
287,05/06/19 10:00:00 AM,62.940,,,,,,
288,05/06/19 11:00:00 AM,68.763,,,,,,
289,05/06/19 12:00:00 PM,70.651,,,,,,
290,05/06/19 01:00:00 PM,69.622,,,,,,
291,05/06/19 02:00:00 PM,65.851,,,,,,
292,05/06/19 03:00:00 PM,60.195,,,,,,
293,05/06/19 04:00:00 PM,62.425,,,,,,
294,05/06/19 05:00:00 PM,61.227,,,,,,
295,05/06/19 06:00:00 PM,58.820,,,,,,
296,05/06/19 07:00:00 PM,57.785,,,,,,
297,05/06/19 08:00:00 PM,53.100,,,,,,
298,05/06/19 08:19:58 PM,,0.02,,,,,
299,05/06/19 09:00:00 PM,51.346,,,,,,
300,05/06/19 10:00:00 PM,50.643,,,,,,
301,05/06/19 11:00:00 PM,49.759,,,,,,
302,05/07/19 12:00:00 AM,50.466,,,,,,
303,05/07/19 01:00:00 AM,50.113,,,,,,
304,05/07/19 02:00:00 AM,50.113,,,,,,
305,05/07/19 03:00:00 AM,49.582,,,,,,
306,05/07/19 04:00:00 AM,49.404,,,,,,
307,05/07/19 04:18:09 AM,,0.03,,,,,
308,05/07/19 05:00:00 AM,49.404,,,,,,
309,05/07/19 06:00:00 AM,49.404,,,,,,
310,05/07/19 07:00:00 AM,50.643,,,,,,
311,05/07/19 08:00:00 AM,55.189,,,,,,
312,05/07/19 09:00:00 AM,57.614,,,,,,
313,05/07/19 10:00:00 AM,57.441,,,,,,
314,05/07/19 11:00:00 AM,57.096,,,,,,
315,05/07/19 12:00:00 PM,58.476,,,,,,
316,05/07/19 01:00:00 PM,63.626,,,,,,
317,05/07/19 02:00:00 PM,65.338,,,,,,
318,05/07/19 03:00:00 PM,65.167,,,,,,
319,05/07/19 04:00:00 PM,62.769,,,,,,
320,05/07/19 05:00:00 PM,60.712,,,,,,
321,05/07/19 06:00:00 PM,58.131,,,,,,
322,05/07/19 07:00:00 PM,55.711,,,,,,
323,05/07/19 08:00:00 PM,53.623,,,,,,
324,05/07/19 09:00:00 PM,52.750,,,,,,
325,05/07/19 10:00:00 PM,52.225,,,,,,
326,05/07/19 11:00:00 PM,51.874,,,,,,
327,05/08/19 12:00:00 AM,51.523,,,,,,
328,05/08/19 01:00:00 AM,51.346,,,,,,
329,05/08/19 02:00:00 AM,50.995,,,,,,
330,05/08/19 03:00:00 AM,50.819,,,,,,
331,05/08/19 04:00:00 AM,50.290,,,,,,
332,05/08/19 05:00:00 AM,50.113,,,,,,
333,05/08/19 06:00:00 AM,49.937,,,,,,
334,05/08/19 07:00:00 AM,50.290,,,,,,
335,05/08/19 08:00:00 AM,51.346,,,,,,
336,05/08/19 09:00:00 AM,52.925,,,,,,
337,05/08/19 10:00:00 AM,55.884,,,,,,
338,05/08/19 11:00:00 AM,60.883,,,,,,
339,05/08/19 12:00:00 PM,61.912,,,,,,
340,05/08/19 01:00:00 PM,62.940,,,,,,
341,05/08/19 02:00:00 PM,63.111,,,,,,
342,05/08/19 03:00:00 PM,64.139,,,,,,
343,05/08/19 04:00:00 PM,61.741,,,,,,
344,05/08/19 05:00:00 PM,60.539,,,,,,
345,05/08/19 06:00:00 PM,58.131,,,,,,
346,05/08/19 07:00:00 PM,56.577,,,,,,
347,05/08/19 08:00:00 PM,54.495,,,,,,
348,05/08/19 09:00:00 PM,52.750,,,,,,
349,05/08/19 10:00:00 PM,52.750,,,,,,
350,05/08/19 11:00:00 PM,52.401,,,,,,
351,05/09/19 12:00:00 AM,51.874,,,,,,
352,05/09/19 12:10:13 AM,,0.04,,,,,
353,05/09/19 01:00:00 AM,51.874,,,,,,
354,05/09/19 02:00:00 AM,51.523,,,,,,
355,05/09/19 03:00:00 AM,50.819,,,,,,
356,05/09/19 03:48:03 AM,,0.05,,,,,
357,05/09/19 04:00:00 AM,50.643,,,,,,
358,05/09/19 05:00:00 AM,50.466,,,,,,
359,05/09/19 05:26:23 AM,,0.06,,,,,
360,05/09/19 05:26:24 AM,,0.07,,,,,
361,05/09/19 06:00:00 AM,50.643,,,,,,
362,05/09/19 07:00:00 AM,51.172,,,,,,
363,05/09/19 07:17:38 AM,,0.08,,,,,
364,05/09/19 08:00:00 AM,52.750,,,,,,
365,05/09/19 09:00:00 AM,54.495,,,,,,
366,05/09/19 09:23:28 AM,,0.09,,,,,
367,05/09/19 10:00:00 AM,57.096,,,,,,
368,05/09/19 11:00:00 AM,61.912,,,,,,
369,05/09/19 12:00:00 PM,61.912,,,,,,
370,05/09/19 01:00:00 PM,63.111,,,,,,
371,05/09/19 02:00:00 PM,62.598,,,,,,
372,05/09/19 03:00:00 PM,61.054,,,,,,
373,05/09/19 04:00:00 PM,60.024,,,,,,
374,05/09/19 05:00:00 PM,62.425,,,,,,
375,05/09/19 06:00:00 PM,59.337,,,,,,
376,05/09/19 07:00:00 PM,55.884,,,,,,
377,05/09/19 08:00:00 PM,54.147,,,,,,
378,05/09/19 09:00:00 PM,53.623,,,,,,
379,05/09/19 10:00:00 PM,53.274,,,,,,
380,05/09/19 11:00:00 PM,52.925,,,,,,
381,05/10/19 12:00:00 AM,52.750,,,,,,
382,05/10/19 01:00:00 AM,52.576,,,,,,
383,05/10/19 02:00:00 AM,52.750,,,,,,
384,05/10/19 03:00:00 AM,52.576,,,,,,
385,05/10/19 04:00:00 AM,52.401,,,,,,
386,05/10/19 05:00:00 AM,52.401,,,,,,
387,05/10/19 06:00:00 AM,52.050,,,,,,
388,05/10/19 07:00:00 AM,52.576,,,,,,
389,05/10/19 08:00:00 AM,54.322,,,,,,
390,05/10/19 09:00:00 AM,57.785,,,,,,
391,05/10/19 10:00:00 AM,58.647,,,,,,
392,05/10/19 11:00:00 AM,66.537,,,,,,
393,05/10/19 12:00:00 PM,72.372,,,,,,
394,05/10/19 01:00:00 PM,70.824,,,,,,
395,05/10/19 02:00:00 PM,77.574,,,,,,
396,05/10/19 03:00:00 PM,77.923,,,,,,
397,05/10/19 04:00:00 PM,73.580,,,,,,
398,05/10/19 05:00:00 PM,70.308,,,,,,
399,05/10/19 06:00:00 PM,66.022,,,,,,
400,05/10/19 07:00:00 PM,63.626,,,,,,
401,05/10/19 08:00:00 PM,57.268,,,,,,
402,05/10/19 09:00:00 PM,54.322,,,,,,
403,05/10/19 10:00:00 PM,53.798,,,,,,
404,05/10/19 11:00:00 PM,53.449,,,,,,
405,05/11/19 12:00:00 AM,53.973,,,,,,
406,05/11/19 01:00:00 AM,53.274,,,,,,
407,05/11/19 02:00:00 AM,52.050,,,,,,
408,05/11/19 03:00:00 AM,51.699,,,,,,
409,05/11/19 04:00:00 AM,51.523,,,,,,
410,05/11/19 05:00:00 AM,51.172,,,,,,
411,05/11/19 06:00:00 AM,50.466,,,,,,
412,05/11/19 07:00:00 AM,51.523,,,,,,
413,05/11/19 08:00:00 AM,56.750,,,,,,
414,05/11/19 09:00:00 AM,95.783,,,,,,
415,05/11/19 10:00:00 AM,103.512,,,,,,
416,05/11/19 11:00:00 AM,96.942,,,,,,
417,05/11/19 12:00:00 PM,85.915,,,,,,
418,05/11/19 01:00:00 PM,84.654,,,,,,
419,05/11/19 02:00:00 PM,82.330,,,,,,
420,05/11/19 03:00:00 PM,77.050,,,,,,
421,05/11/19 04:00:00 PM,72.028,,,,,,
422,05/11/19 05:00:00 PM,67.221,,,,,,
423,05/11/19 06:00:00 PM,64.310,,,,,,
424,05/11/19 07:00:00 PM,62.083,,,,,,
425,05/11/19 08:00:00 PM,55.364,,,,,,
426,05/11/19 09:00:00 PM,50.819,,,,,,
427,05/11/19 10:00:00 PM,49.404,,,,,,
428,05/11/19 11:00:00 PM,51.172,,,,,,
429,05/12/19 12:00:00 AM,52.225,,,,,,
430,05/12/19 01:00:00 AM,52.050,,,,,,
431,05/12/19 02:00:00 AM,52.050,,,,,,
432,05/12/19 03:00:00 AM,51.699,,,,,,
433,05/12/19 04:00:00 AM,50.995,,,,,,
434,05/12/19 05:00:00 AM,50.290,,,,,,
435,05/12/19 06:00:00 AM,49.404,,,,,,
436,05/12/19 07:00:00 AM,50.290,,,,,,
437,05/12/19 08:00:00 AM,52.925,,,,,,
438,05/12/19 09:00:00 AM,55.711,,,,,,
439,05/12/19 10:00:00 AM,97.137,,,,,,
440,05/12/19 11:00:00 AM,95.976,,,,,,
441,05/12/19 12:00:00 PM,86.823,,,,,,
442,05/12/19 01:00:00 PM,86.097,,,,,,
443,05/12/19 02:00:00 PM,84.115,,,,,,
444,05/12/19 03:00:00 PM,80.206,,,,,,
445,05/12/19 04:00:00 PM,76.354,,,,,,
446,05/12/19 05:00:00 PM,71.339,,,,,,
447,05/12/19 06:00:00 PM,66.879,,,,,,
448,05/12/19 07:00:00 PM,64.481,,,,,,
449,05/12/19 08:00:00 PM,55.537,,,,,,
450,05/12/19 09:00:00 PM,50.643,,,,,,
451,05/12/19 10:00:00 PM,49.582,,,,,,
452,05/12/19 11:00:00 PM,48.517,,,,,,
453,05/13/19 12:00:00 AM,48.517,,,,,,
454,05/13/19 01:00:00 AM,48.871,,,,,,
455,05/13/19 02:00:00 AM,49.050,,,,,,
456,05/13/19 03:00:00 AM,47.982,,,,,,
457,05/13/19 04:00:00 AM,46.728,,,,,,
458,05/13/19 05:00:00 AM,45.828,,,,,,
459,05/13/19 06:00:00 AM,46.548,,,,,,
460,05/13/19 07:00:00 AM,47.088,,,,,,
461,05/13/19 08:00:00 AM,62.769,,,,,,
462,05/13/19 09:00:00 AM,95.590,,,,,,
463,05/13/19 10:00:00 AM,102.493,,,,,,
464,05/13/19 11:00:00 AM,95.590,,,,,,
465,05/13/19 12:00:00 PM,85.014,,,,,,
466,05/13/19 01:00:00 PM,81.797,,,,,,
467,05/13/19 02:00:00 PM,82.508,,,,,,
468,05/13/19 03:00:00 PM,78.274,,,,,,
469,05/13/19 04:00:00 PM,73.580,,,,,,
470,05/13/19 05:00:00 PM,68.077,,,,,,
471,05/13/19 06:00:00 PM,65.167,,,,,,
472,05/13/19 07:00:00 PM,61.227,,,,,,
473,05/13/19 08:00:00 PM,55.711,,,,,,
474,05/13/19 09:00:00 PM,50.643,,,,,,
475,05/13/19 10:00:00 PM,49.582,,,,,,
476,05/13/19 11:00:00 PM,50.113,,,,,,
477,05/14/19 12:00:00 AM,50.819,,,,,,
478,05/14/19 01:00:00 AM,51.523,,,,,,
479,05/14/19 02:00:00 AM,51.346,,,,,,
480,05/14/19 03:00:00 AM,51.172,,,,,,
481,05/14/19 04:00:00 AM,50.466,,,,,,
482,05/14/19 05:00:00 AM,48.695,,,,,,
483,05/14/19 06:00:00 AM,48.871,,,,,,
484,05/14/19 07:00:00 AM,50.819,,,,,,
485,05/14/19 08:00:00 AM,56.923,,,,,,
486,05/14/19 09:00:00 AM,58.647,,,,,,
487,05/14/19 10:00:00 AM,75.312,,,,,,
488,05/14/19 11:00:00 AM,83.935,,,,,,
489,05/14/19 12:00:00 PM,80.029,,,,,,
490,05/14/19 01:00:00 PM,81.975,,,,,,
491,05/14/19 02:00:00 PM,76.006,,,,,,
492,05/14/19 03:00:00 PM,72.028,,,,,,
493,05/14/19 04:00:00 PM,68.248,,,,,,
494,05/14/19 05:00:00 PM,66.193,,,,,,
495,05/14/19 06:00:00 PM,65.680,,,,,,
496,05/14/19 07:00:00 PM,61.054,,,,,,
497,05/14/19 08:00:00 PM,55.884,,,,,,
498,05/14/19 09:00:00 PM,55.017,,,,,,
499,05/14/19 10:00:00 PM,54.842,,,,,,
500,05/14/19 11:00:00 PM,54.322,,,,,,
