"Plot Title: Landing"
"#","Date Time, GMT-08:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,12/29/15 03:46:00 PM,0.00,,,,
2,12/29/15 03:46:11 PM,,Logged,,,
3,12/31/15 02:43:39 AM,0.01,,,,
4,01/03/16 07:08:45 PM,0.02,,,,
5,01/03/16 07:08:46 PM,0.03,,,,
6,01/03/16 07:59:54 PM,0.04,,,,
7,01/03/16 08:38:26 PM,0.05,,,,
8,01/04/16 12:42:05 AM,0.06,,,,
9,01/04/16 02:57:15 AM,0.07,,,,
10,01/04/16 03:26:38 AM,0.08,,,,
11,01/04/16 03:37:02 AM,0.09,,,,
12,01/04/16 03:56:48 AM,0.10,,,,
13,01/04/16 04:42:37 AM,0.11,,,,
14,01/04/16 04:49:40 AM,0.12,,,,
15,01/04/16 05:13:27 AM,0.13,,,,
16,01/04/16 05:29:28 AM,0.14,,,,
17,01/04/16 06:08:13 AM,0.15,,,,
18,01/04/16 06:08:14 AM,0.16,,,,
19,01/04/16 06:15:24 AM,0.17,,,,
20,01/04/16 06:22:44 AM,0.18,,,,
21,01/04/16 06:36:19 AM,0.19,,,,
22,01/04/16 06:38:57 AM,0.20,,,,
23,01/04/16 06:40:53 AM,0.21,,,,
24,01/04/16 06:40:54 AM,0.22,,,,
25,01/04/16 06:42:52 AM,0.23,,,,
26,01/04/16 06:46:00 AM,0.24,,,,
27,01/04/16 06:54:30 AM,0.25,,,,
28,01/04/16 06:57:07 AM,0.26,,,,
29,01/04/16 07:03:59 AM,0.27,,,,
30,01/04/16 07:08:40 AM,0.28,,,,
31,01/04/16 07:12:30 AM,0.29,,,,
32,01/04/16 07:21:18 AM,0.30,,,,
33,01/04/16 07:46:58 AM,0.31,,,,
34,01/04/16 07:52:34 AM,0.32,,,,
35,01/04/16 07:52:35 AM,0.33,,,,
36,01/04/16 03:41:30 PM,0.34,,,,
37,01/04/16 03:47:00 PM,0.35,,,,
38,01/04/16 03:59:19 PM,0.36,,,,
39,01/04/16 04:10:59 PM,0.37,,,,
40,01/04/16 04:31:50 PM,0.38,,,,
41,01/04/16 04:46:29 PM,0.39,,,,
42,01/04/16 05:22:16 PM,0.40,,,,
43,01/04/16 05:27:39 PM,0.41,,,,
44,01/04/16 06:33:43 PM,0.42,,,,
45,01/04/16 06:33:44 PM,0.43,,,,
46,01/04/16 08:49:49 PM,0.44,,,,
47,01/04/16 08:56:30 PM,0.45,,,,
48,01/04/16 08:58:01 PM,0.46,,,,
49,01/04/16 09:00:20 PM,0.47,,,,
50,01/04/16 09:00:21 PM,0.48,,,,
51,01/04/16 09:04:31 PM,0.49,,,,
52,01/04/16 09:08:04 PM,0.50,,,,
53,01/04/16 09:10:10 PM,0.51,,,,
54,01/04/16 09:13:30 PM,0.52,,,,
55,01/04/16 09:17:17 PM,0.53,,,,
56,01/04/16 09:19:39 PM,0.54,,,,
57,01/04/16 09:31:51 PM,0.55,,,,
58,01/04/16 10:04:27 PM,0.56,,,,
59,01/04/16 10:12:31 PM,0.57,,,,
60,01/04/16 10:25:35 PM,0.58,,,,
61,01/04/16 10:37:36 PM,0.59,,,,
62,01/04/16 10:37:37 PM,0.60,,,,
63,01/04/16 11:12:21 PM,0.61,,,,
64,01/04/16 11:15:44 PM,0.62,,,,
65,01/04/16 11:19:10 PM,0.63,,,,
66,01/04/16 11:22:03 PM,0.64,,,,
67,01/04/16 11:28:33 PM,0.65,,,,
68,01/04/16 11:30:42 PM,0.66,,,,
69,01/04/16 11:30:43 PM,0.67,,,,
70,01/04/16 11:34:28 PM,0.68,,,,
71,01/04/16 11:34:29 PM,0.69,,,,
72,01/04/16 11:38:19 PM,0.70,,,,
73,01/04/16 11:41:06 PM,0.71,,,,
74,01/04/16 11:42:34 PM,0.72,,,,
75,01/04/16 11:42:35 PM,0.73,,,,
76,01/04/16 11:44:28 PM,0.74,,,,
77,01/04/16 11:45:35 PM,0.75,,,,
78,01/04/16 11:46:43 PM,0.76,,,,
79,01/04/16 11:48:13 PM,0.77,,,,
80,01/04/16 11:49:13 PM,0.78,,,,
81,01/04/16 11:49:49 PM,0.79,,,,
82,01/04/16 11:50:42 PM,0.80,,,,
83,01/04/16 11:52:05 PM,0.81,,,,
84,01/04/16 11:52:06 PM,0.82,,,,
85,01/04/16 11:54:39 PM,0.83,,,,
86,01/04/16 11:54:40 PM,0.84,,,,
87,01/04/16 11:55:29 PM,0.85,,,,
88,01/04/16 11:57:18 PM,0.86,,,,
89,01/04/16 11:59:06 PM,0.87,,,,
90,01/05/16 12:02:10 AM,0.88,,,,
91,01/05/16 12:04:27 AM,0.89,,,,
92,01/05/16 12:08:05 AM,0.90,,,,
93,01/05/16 12:10:34 AM,0.91,,,,
94,01/05/16 12:14:20 AM,0.92,,,,
95,01/05/16 12:17:34 AM,0.93,,,,
96,01/05/16 12:17:35 AM,0.94,,,,
97,01/05/16 12:21:02 AM,0.95,,,,
98,01/05/16 12:23:20 AM,0.96,,,,
99,01/05/16 12:27:11 AM,0.97,,,,
100,01/05/16 12:30:53 AM,0.98,,,,
101,01/05/16 12:30:54 AM,0.99,,,,
102,01/05/16 12:34:14 AM,1.00,,,,
103,01/05/16 12:37:25 AM,1.01,,,,
104,01/05/16 12:41:27 AM,1.02,,,,
105,01/05/16 12:43:45 AM,1.03,,,,
106,01/05/16 12:43:46 AM,1.04,,,,
107,01/05/16 12:47:00 AM,1.05,,,,
108,01/05/16 12:49:49 AM,1.06,,,,
109,01/05/16 12:53:41 AM,1.07,,,,
110,01/05/16 12:56:42 AM,1.08,,,,
111,01/05/16 01:00:09 AM,1.09,,,,
112,01/05/16 01:03:04 AM,1.10,,,,
113,01/05/16 01:06:45 AM,1.11,,,,
114,01/05/16 01:10:05 AM,1.12,,,,
115,01/05/16 01:15:04 AM,1.13,,,,
116,01/05/16 01:18:38 AM,1.14,,,,
117,01/05/16 01:22:58 AM,1.15,,,,
118,01/05/16 01:25:36 AM,1.16,,,,
119,01/05/16 01:28:23 AM,1.17,,,,
120,01/05/16 01:31:11 AM,1.18,,,,
121,01/05/16 01:34:17 AM,1.19,,,,
122,01/05/16 01:36:36 AM,1.20,,,,
123,01/05/16 01:40:04 AM,1.21,,,,
124,01/05/16 01:42:31 AM,1.22,,,,
125,01/05/16 01:42:32 AM,1.23,,,,
126,01/05/16 01:45:02 AM,1.24,,,,
127,01/05/16 01:47:58 AM,1.25,,,,
128,01/05/16 01:51:25 AM,1.26,,,,
129,01/05/16 01:53:08 AM,1.27,,,,
130,01/05/16 01:54:37 AM,1.28,,,,
131,01/05/16 01:56:25 AM,1.29,,,,
132,01/05/16 01:58:46 AM,1.30,,,,
133,01/05/16 02:02:12 AM,1.31,,,,
134,01/05/16 02:05:20 AM,1.32,,,,
135,01/05/16 02:09:09 AM,1.33,,,,
136,01/05/16 02:11:47 AM,1.34,,,,
137,01/05/16 02:11:48 AM,1.35,,,,
138,01/05/16 02:14:06 AM,1.36,,,,
139,01/05/16 02:16:13 AM,1.37,,,,
140,01/05/16 02:17:54 AM,1.38,,,,
141,01/05/16 02:20:23 AM,1.39,,,,
142,01/05/16 02:22:04 AM,1.40,,,,
143,01/05/16 02:23:54 AM,1.41,,,,
144,01/05/16 02:25:41 AM,1.42,,,,
145,01/05/16 02:29:44 AM,1.43,,,,
146,01/05/16 02:32:49 AM,1.44,,,,
147,01/05/16 02:35:51 AM,1.45,,,,
148,01/05/16 02:38:04 AM,1.46,,,,
149,01/05/16 02:40:34 AM,1.47,,,,
150,01/05/16 02:43:50 AM,1.48,,,,
151,01/05/16 02:47:22 AM,1.49,,,,
152,01/05/16 02:47:23 AM,1.50,,,,
153,01/05/16 02:56:39 AM,1.51,,,,
154,01/05/16 03:01:45 AM,1.52,,,,
155,01/05/16 03:04:30 AM,1.53,,,,
