"Plot Title: Landing Rain Gage"
"#","Date Time, GMT-07:00","Batt, V (LGR S/N: 9668993, SEN S/N: 9668993)","Event, units (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
39,06/03/10 01:39:06 AM,3.03,,,,
40,06/03/10 02:39:06 AM,3.03,,,,
41,06/03/10 03:39:06 AM,3.03,,,,
42,06/03/10 04:39:06 AM,3.03,,,,
43,06/03/10 05:39:06 AM,3.03,,,,
44,06/03/10 06:39:06 AM,3.03,,,,
45,06/03/10 07:39:06 AM,3.03,,,,
46,06/03/10 08:39:06 AM,3.03,,,,
47,06/03/10 09:39:06 AM,3.03,,,,
48,06/03/10 10:39:06 AM,3.01,,,,
49,06/03/10 11:39:06 AM,3.03,,,,
50,06/03/10 12:39:06 PM,3.01,,,,
51,06/03/10 01:39:06 PM,3.03,,,,
52,06/03/10 02:39:06 PM,3.01,,,,
53,06/03/10 03:39:06 PM,3.03,,,,
54,06/03/10 04:39:06 PM,3.03,,,,
55,06/03/10 05:39:06 PM,3.03,,,,
56,06/03/10 06:39:06 PM,3.01,,,,
57,06/03/10 07:39:06 PM,3.03,,,,
58,06/03/10 08:39:06 PM,3.05,,,,
59,06/03/10 09:39:06 PM,3.03,,,,
60,06/03/10 10:39:06 PM,3.03,,,,
61,06/03/10 11:39:06 PM,3.03,,,,
62,06/04/10 12:39:06 AM,3.03,,,,
63,06/04/10 01:39:06 AM,3.03,,,,
64,06/04/10 02:39:06 AM,3.05,,,,
65,06/04/10 03:39:06 AM,3.05,,,,
66,06/04/10 04:39:06 AM,3.05,,,,
67,06/04/10 05:39:06 AM,3.03,,,,
68,06/04/10 06:39:06 AM,3.03,,,,
69,06/04/10 07:39:06 AM,3.03,,,,
70,06/04/10 08:39:06 AM,3.03,,,,
71,06/04/10 09:39:06 AM,3.01,,,,
72,06/04/10 10:39:06 AM,3.03,,,,
73,06/04/10 11:39:06 AM,3.03,,,,
74,06/04/10 12:39:06 PM,3.03,,,,
75,06/04/10 01:39:06 PM,3.03,,,,
76,06/04/10 02:39:06 PM,3.01,,,,
77,06/04/10 03:39:06 PM,3.01,,,,
78,06/04/10 04:39:06 PM,3.01,,,,
79,06/04/10 05:39:06 PM,3.03,,,,
80,06/04/10 06:39:06 PM,3.03,,,,
81,06/04/10 07:39:06 PM,3.03,,,,
82,06/04/10 08:39:06 PM,3.03,,,,
83,06/04/10 09:39:06 PM,3.05,,,,
84,06/04/10 10:39:06 PM,3.03,,,,
85,06/04/10 11:39:06 PM,3.03,,,,
86,06/05/10 12:39:06 AM,3.03,,,,
87,06/05/10 01:39:06 AM,3.03,,,,
88,06/05/10 02:39:06 AM,3.03,,,,
89,06/05/10 03:39:06 AM,3.03,,,,
90,06/05/10 04:39:06 AM,3.03,,,,
91,06/05/10 05:39:06 AM,3.03,,,,
92,06/05/10 06:39:06 AM,3.03,,,,
93,06/05/10 07:39:06 AM,3.03,,,,
94,06/05/10 08:39:06 AM,3.03,,,,
95,06/05/10 09:39:06 AM,3.03,,,,
96,06/05/10 10:39:06 AM,3.03,,,,
97,06/05/10 11:39:06 AM,3.01,,,,
98,06/05/10 12:39:06 PM,3.03,,,,
99,06/05/10 01:39:06 PM,3.03,,,,
100,06/05/10 02:39:06 PM,3.03,,,,
101,06/05/10 03:39:06 PM,3.03,,,,
102,06/05/10 04:39:06 PM,3.03,,,,
103,06/05/10 05:39:06 PM,3.01,,,,
104,06/05/10 06:39:06 PM,3.03,,,,
105,06/05/10 07:39:06 PM,3.05,,,,
106,06/05/10 08:39:06 PM,3.03,,,,
107,06/05/10 09:39:06 PM,3.03,,,,
108,06/05/10 10:39:06 PM,3.05,,,,
109,06/05/10 11:39:06 PM,3.05,,,,
110,06/06/10 12:39:06 AM,3.03,,,,
111,06/06/10 01:39:06 AM,3.03,,,,
112,06/06/10 02:39:06 AM,3.03,,,,
113,06/06/10 03:39:06 AM,3.03,,,,
114,06/06/10 04:39:06 AM,3.03,,,,
115,06/06/10 05:39:06 AM,3.03,,,,
116,06/06/10 06:39:06 AM,3.03,,,,
117,06/06/10 07:39:06 AM,3.03,,,,
118,06/06/10 08:39:06 AM,3.05,,,,
119,06/06/10 09:39:06 AM,3.03,,,,
120,06/06/10 10:39:06 AM,3.03,,,,
121,06/06/10 11:39:06 AM,3.03,,,,
122,06/06/10 12:39:06 PM,3.03,,,,
123,06/06/10 01:39:06 PM,3.03,,,,
124,06/06/10 02:39:06 PM,3.03,,,,
125,06/06/10 03:39:06 PM,3.03,,,,
126,06/06/10 04:39:06 PM,3.03,,,,
127,06/06/10 05:39:06 PM,3.03,,,,
128,06/06/10 06:39:06 PM,3.01,,,,
129,06/06/10 07:39:06 PM,3.05,,,,
130,06/06/10 08:39:06 PM,3.03,,,,
131,06/06/10 09:39:06 PM,3.05,,,,
132,06/06/10 10:39:06 PM,3.03,,,,
133,06/06/10 11:39:06 PM,3.03,,,,
134,06/07/10 12:39:06 AM,3.05,,,,
135,06/07/10 01:39:06 AM,3.05,,,,
136,06/07/10 02:39:06 AM,3.05,,,,
137,06/07/10 03:39:06 AM,3.05,,,,
138,06/07/10 04:39:06 AM,3.05,,,,
139,06/07/10 05:39:06 AM,3.03,,,,
140,06/07/10 06:39:06 AM,3.03,,,,
141,06/07/10 07:39:06 AM,3.05,,,,
142,06/07/10 08:39:06 AM,3.05,,,,
143,06/07/10 09:39:06 AM,3.03,,,,
144,06/07/10 10:39:06 AM,3.03,,,,
145,06/07/10 11:39:06 AM,3.03,,,,
146,06/07/10 12:39:06 PM,3.03,,,,
147,06/07/10 01:39:06 PM,3.03,,,,
148,06/07/10 02:39:06 PM,3.03,,,,
149,06/07/10 03:39:06 PM,3.03,,,,
150,06/07/10 04:39:06 PM,3.03,,,,
151,06/07/10 05:39:06 PM,3.03,,,,
152,06/07/10 06:39:06 PM,3.03,,,,
153,06/07/10 07:39:06 PM,3.03,,,,
154,06/07/10 08:39:06 PM,3.05,,,,
155,06/07/10 09:39:06 PM,3.05,,,,
156,06/07/10 10:39:06 PM,3.03,,,,
157,06/07/10 11:39:06 PM,3.03,,,,
158,06/08/10 12:39:06 AM,3.03,,,,
159,06/08/10 01:39:06 AM,3.03,,,,
160,06/08/10 02:39:06 AM,3.03,,,,
161,06/08/10 03:39:06 AM,3.05,,,,
162,06/08/10 04:39:06 AM,3.05,,,,
163,06/08/10 05:39:06 AM,3.05,,,,
164,06/08/10 06:39:06 AM,3.05,,,,
165,06/08/10 07:39:06 AM,3.03,,,,
166,06/08/10 08:39:06 AM,3.03,,,,
167,06/08/10 09:39:06 AM,3.05,,,,
168,06/08/10 10:39:06 AM,3.03,,,,
169,06/08/10 11:39:06 AM,3.03,,,,
170,06/08/10 12:39:06 PM,3.03,,,,
171,06/08/10 01:39:06 PM,3.03,,,,
172,06/08/10 02:39:06 PM,3.03,,,,
173,06/08/10 03:39:06 PM,3.03,,,,
174,06/08/10 04:39:06 PM,3.03,,,,
175,06/08/10 05:39:06 PM,3.03,,,,
176,06/08/10 06:39:06 PM,3.03,,,,
177,06/08/10 07:39:06 PM,3.03,,,,
178,06/08/10 08:39:06 PM,3.05,,,,
179,06/08/10 09:39:06 PM,3.05,,,,
180,06/08/10 10:39:06 PM,3.03,,,,
181,06/08/10 11:39:06 PM,3.03,,,,
182,06/09/10 12:39:06 AM,3.03,,,,
183,06/09/10 01:39:06 AM,3.03,,,,
184,06/09/10 02:39:06 AM,3.03,,,,
185,06/09/10 03:39:06 AM,3.03,,,,
186,06/09/10 04:39:06 AM,3.03,,,,
187,06/09/10 05:39:06 AM,3.03,,,,
188,06/09/10 06:39:06 AM,3.03,,,,
189,06/09/10 07:39:06 AM,3.03,,,,
190,06/09/10 08:29:03 AM,,0.01,,,
191,06/09/10 08:39:06 AM,3.05,,,,
192,06/09/10 09:37:06 AM,,0.02,,,
193,06/09/10 09:39:06 AM,3.03,,,,
194,06/09/10 10:08:48 AM,,,Logged,,
195,06/09/10 10:08:55 AM,,0.02,,Logged,Logged
