"Plot Title: Landing"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309223, SEN S/N: 20309223)","Event, units (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Detached (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Attached (LGR S/N: 20309223, SEN S/N: 20309223)","Host Connected (LGR S/N: 20309223, SEN S/N: 20309223)","End Of File (LGR S/N: 20309223, SEN S/N: 20309223)"
1,03/27/18 10:56:04 AM,59.508,0.00,,,,
2,03/27/18 10:56:20 AM,,,Logged,,,
3,03/27/18 11:56:04 AM,62.425,,,,,
4,03/27/18 12:56:04 PM,74.446,,,,,
5,03/27/18 01:56:04 PM,77.923,,,,,
6,03/27/18 02:56:04 PM,84.474,,,,,
7,03/27/18 03:56:04 PM,83.221,,,,,
8,03/27/18 04:56:04 PM,76.876,,,,,
9,03/27/18 05:56:04 PM,67.735,,,,,
10,03/27/18 06:56:04 PM,63.797,,,,,
11,03/27/18 07:56:04 PM,57.268,,,,,
12,03/27/18 08:56:04 PM,54.322,,,,,
13,03/27/18 09:56:04 PM,52.925,,,,,
14,03/27/18 10:56:04 PM,50.819,,,,,
15,03/27/18 11:56:04 PM,49.759,,,,,
16,03/28/18 12:56:04 AM,48.871,,,,,
17,03/28/18 01:56:04 AM,48.339,,,,,
18,03/28/18 02:56:04 AM,48.339,,,,,
19,03/28/18 03:56:04 AM,47.982,,,,,
20,03/28/18 04:56:04 AM,47.982,,,,,
21,03/28/18 05:56:04 AM,47.802,,,,,
22,03/28/18 06:56:04 AM,47.802,,,,,
23,03/28/18 07:56:04 AM,47.802,,,,,
24,03/28/18 08:56:04 AM,50.466,,,,,
25,03/28/18 09:56:04 AM,54.842,,,,,
26,03/28/18 10:56:04 AM,59.680,,,,,
27,03/28/18 11:56:04 AM,67.392,,,,,
28,03/28/18 12:56:04 PM,80.559,,,,,
29,03/28/18 01:56:04 PM,82.864,,,,,
30,03/28/18 02:56:04 PM,86.641,,,,,
31,03/28/18 03:56:04 PM,86.823,,,,,
32,03/28/18 04:56:04 PM,76.181,,,,,
33,03/28/18 05:56:04 PM,71.512,,,,,
34,03/28/18 06:56:04 PM,68.592,,,,,
35,03/28/18 07:56:04 PM,62.254,,,,,
36,03/28/18 08:56:04 PM,58.993,,,,,
37,03/28/18 09:56:04 PM,57.096,,,,,
38,03/28/18 10:56:04 PM,56.750,,,,,
39,03/28/18 11:56:04 PM,56.404,,,,,
40,03/29/18 12:56:04 AM,54.842,,,,,
41,03/29/18 01:56:04 AM,54.669,,,,,
42,03/29/18 02:56:04 AM,54.147,,,,,
43,03/29/18 03:56:04 AM,54.147,,,,,
44,03/29/18 04:56:04 AM,53.973,,,,,
45,03/29/18 05:56:04 AM,53.798,,,,,
46,03/29/18 06:56:04 AM,53.623,,,,,
47,03/29/18 07:56:04 AM,53.973,,,,,
48,03/29/18 08:56:04 AM,56.230,,,,,
49,03/29/18 09:56:04 AM,60.368,,,,,
50,03/29/18 10:56:04 AM,64.996,,,,,
51,03/29/18 11:56:04 AM,72.372,,,,,
52,03/29/18 12:56:04 PM,85.915,,,,,
53,03/29/18 01:56:04 PM,88.099,,,,,
54,03/29/18 02:56:04 PM,92.550,,,,,
55,03/29/18 03:56:04 PM,93.682,,,,,
56,03/29/18 04:56:04 PM,80.735,,,,,
57,03/29/18 05:56:04 PM,74.619,,,,,
58,03/29/18 06:56:04 PM,71.683,,,,,
59,03/29/18 07:56:04 PM,64.139,,,,,
60,03/29/18 08:56:04 PM,60.883,,,,,
