"Plot Title: Range"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309219, SEN S/N: 20309219, LBL: F)","Event, units (LGR S/N: 20309219, SEN S/N: 20309219)","Coupler Attached (LGR S/N: 20309219, SEN S/N: 20309219)","Host Connected (LGR S/N: 20309219, SEN S/N: 20309219)","Coupler Detached (LGR S/N: 20309219, SEN S/N: 20309219)","End Of File (LGR S/N: 20309219, SEN S/N: 20309219)"
92,09/26/19 11:30:00 AM,74.619,,,,,
93,09/26/19 11:45:00 AM,75.139,,,,,
94,09/26/19 12:00:00 PM,74.791,,,,,
95,09/26/19 12:15:00 PM,75.312,,,,,
96,09/26/19 12:30:00 PM,78.449,,,,,
97,09/26/19 12:45:00 PM,82.152,,,,,
98,09/26/19 01:00:00 PM,86.823,,,,,
99,09/26/19 01:15:00 PM,93.682,,,,,
100,09/26/19 01:30:00 PM,97.525,,,,,
101,09/26/19 01:45:00 PM,100.483,,,,,
102,09/26/19 02:00:00 PM,99.093,,,,,
103,09/26/19 02:15:00 PM,97.331,,,,,
104,09/26/19 02:30:00 PM,96.942,,,,,
105,09/26/19 02:45:00 PM,95.783,,,,,
106,09/26/19 03:00:00 PM,94.444,,,,,
107,09/26/19 03:15:00 PM,95.590,,,,,
108,09/26/19 03:30:00 PM,94.253,,,,,
109,09/26/19 03:45:00 PM,93.493,,,,,
110,09/26/19 04:00:00 PM,92.737,,,,,
111,09/26/19 04:15:00 PM,93.873,,,,,
112,09/26/19 04:30:00 PM,93.873,,,,,
113,09/26/19 04:45:00 PM,87.368,,,,,
114,09/26/19 05:00:00 PM,83.221,,,,,
115,09/26/19 05:15:00 PM,79.678,,,,,
116,09/26/19 05:30:00 PM,78.449,,,,,
117,09/26/19 05:45:00 PM,79.853,,,,,
118,09/26/19 06:00:00 PM,78.975,,,,,
119,09/26/19 06:15:00 PM,76.354,,,,,
120,09/26/19 06:30:00 PM,73.753,,,,,
121,09/26/19 06:45:00 PM,70.995,,,,,
122,09/26/19 07:00:00 PM,68.763,,,,,
123,09/26/19 07:15:00 PM,67.392,,,,,
124,09/26/19 07:30:00 PM,66.022,,,,,
125,09/26/19 07:45:00 PM,65.167,,,,,
126,09/26/19 08:00:00 PM,64.996,,,,,
127,09/26/19 08:15:00 PM,65.338,,,,,
128,09/26/19 08:30:00 PM,65.680,,,,,
129,09/26/19 08:45:00 PM,65.680,,,,,
130,09/26/19 09:00:00 PM,65.680,,,,,
131,09/26/19 09:15:00 PM,65.509,,,,,
132,09/26/19 09:30:00 PM,65.509,,,,,
133,09/26/19 09:45:00 PM,65.167,,,,,
134,09/26/19 10:00:00 PM,64.996,,,,,
135,09/26/19 10:15:00 PM,64.825,,,,,
136,09/26/19 10:30:00 PM,64.652,,,,,
137,09/26/19 10:45:00 PM,64.481,,,,,
138,09/26/19 11:00:00 PM,64.310,,,,,
139,09/26/19 11:15:00 PM,64.139,,,,,
140,09/26/19 11:30:00 PM,63.968,,,,,
141,09/26/19 11:45:00 PM,63.797,,,,,
142,09/27/19 12:00:00 AM,63.797,,,,,
143,09/27/19 12:15:00 AM,63.797,,,,,
144,09/27/19 12:30:00 AM,63.797,,,,,
145,09/27/19 12:45:00 AM,63.797,,,,,
146,09/27/19 01:00:00 AM,63.797,,,,,
147,09/27/19 01:15:00 AM,63.797,,,,,
148,09/27/19 01:30:00 AM,63.626,,,,,
149,09/27/19 01:45:00 AM,63.626,,,,,
150,09/27/19 02:00:00 AM,63.455,,,,,
151,09/27/19 02:15:00 AM,63.282,,,,,
152,09/27/19 02:30:00 AM,63.111,,,,,
153,09/27/19 02:45:00 AM,63.111,,,,,
154,09/27/19 03:00:00 AM,63.111,,,,,
155,09/27/19 03:15:00 AM,63.111,,,,,
156,09/27/19 03:30:00 AM,63.111,,,,,
157,09/27/19 03:45:00 AM,62.940,,,,,
158,09/27/19 04:00:00 AM,63.111,,,,,
159,09/27/19 04:15:00 AM,63.111,,,,,
160,09/27/19 04:30:00 AM,63.282,,,,,
161,09/27/19 04:45:00 AM,63.282,,,,,
162,09/27/19 05:00:00 AM,63.111,,,,,
163,09/27/19 05:15:00 AM,63.111,,,,,
164,09/27/19 05:30:00 AM,62.940,,,,,
165,09/27/19 05:45:00 AM,62.940,,,,,
166,09/27/19 06:00:00 AM,62.940,,,,,
167,09/27/19 06:15:00 AM,62.940,,,,,
168,09/27/19 06:30:00 AM,62.940,,,,,
169,09/27/19 06:45:00 AM,62.940,,,,,
170,09/27/19 07:00:00 AM,62.769,,,,,
171,09/27/19 07:15:00 AM,62.940,,,,,
172,09/27/19 07:30:00 AM,63.111,,,,,
173,09/27/19 07:45:00 AM,63.282,,,,,
174,09/27/19 08:00:00 AM,63.797,,,,,
175,09/27/19 08:15:00 AM,64.310,,,,,
176,09/27/19 08:30:00 AM,64.481,,,,,
177,09/27/19 08:45:00 AM,64.825,,,,,
178,09/27/19 09:00:00 AM,66.366,,,,,
179,09/27/19 09:15:00 AM,68.248,,,,,
180,09/27/19 09:30:00 AM,70.137,,,,,
181,09/27/19 09:45:00 AM,72.199,,,,,
182,09/27/19 10:00:00 AM,73.753,,,,,
183,09/27/19 10:15:00 AM,75.139,,,,,
184,09/27/19 10:30:00 AM,78.449,,,,,
185,09/27/19 10:45:00 AM,80.382,,,,,
186,09/27/19 11:00:00 AM,79.678,,,,,
187,09/27/19 11:15:00 AM,79.326,,,,,
188,09/27/19 11:30:00 AM,78.098,,,,,
189,09/27/19 11:45:00 AM,78.800,,,,,
190,09/27/19 12:00:00 PM,79.678,,,,,
191,09/27/19 12:15:00 PM,79.853,,,,,
192,09/27/19 12:30:00 PM,81.442,,,,,
193,09/27/19 12:45:00 PM,81.797,,,,,
194,09/27/19 01:00:00 PM,83.043,,,,,
195,09/27/19 01:15:00 PM,81.797,,,,,
196,09/27/19 01:30:00 PM,80.029,,,,,
197,09/27/19 01:45:00 PM,83.043,,,,,
198,09/27/19 02:00:00 PM,81.266,,,,,
199,09/27/19 02:15:00 PM,80.206,,,,,
200,09/27/19 02:30:00 PM,79.502,,,,,
201,09/27/19 02:45:00 PM,74.964,,,,,
202,09/27/19 03:00:00 PM,72.891,,,,,
203,09/27/19 03:15:00 PM,72.891,,,,,
204,09/27/19 03:30:00 PM,72.891,,,,,
205,09/27/19 03:45:00 PM,72.372,,,,,
206,09/27/19 04:00:00 PM,70.824,,,,,
207,09/27/19 04:15:00 PM,70.480,,,,,
208,09/27/19 04:30:00 PM,70.137,,,,,
209,09/27/19 04:45:00 PM,69.964,,,,,
210,09/27/19 05:00:00 PM,69.107,,,,,
211,09/27/19 05:15:00 PM,66.022,,,,,
212,09/27/19 05:30:00 PM,63.626,,,,,
213,09/27/19 05:45:00 PM,62.083,,,,,
214,09/27/19 06:00:00 PM,60.195,,,,,
215,09/27/19 06:15:00 PM,59.508,,,,,
216,09/27/19 06:30:00 PM,58.647,,,,,
217,09/27/19 06:45:00 PM,57.958,,,,,
218,09/27/19 07:00:00 PM,57.441,,,,,
219,09/27/19 07:15:00 PM,57.268,,,,,
220,09/27/19 07:30:00 PM,57.096,,,,,
221,09/27/19 07:45:00 PM,56.750,,,,,
222,09/27/19 08:00:00 PM,55.711,,,,,
223,09/27/19 08:15:00 PM,55.189,,,,,
224,09/27/19 08:30:00 PM,54.842,,,,,
225,09/27/19 08:45:00 PM,55.364,,,,,
226,09/27/19 09:00:00 PM,55.884,,,,,
227,09/27/19 09:15:00 PM,56.230,,,,,
228,09/27/19 09:30:00 PM,56.404,,,,,
229,09/27/19 09:45:00 PM,56.750,,,,,
230,09/27/19 10:00:00 PM,56.750,,,,,
231,09/27/19 10:15:00 PM,56.404,,,,,
232,09/27/19 10:30:00 PM,56.404,,,,,
233,09/27/19 10:45:00 PM,56.230,,,,,
234,09/27/19 11:00:00 PM,55.884,,,,,
235,09/27/19 11:15:00 PM,55.884,,,,,
236,09/27/19 11:30:00 PM,55.884,,,,,
237,09/27/19 11:45:00 PM,55.711,,,,,
238,09/28/19 12:00:00 AM,55.537,,,,,
239,09/28/19 12:15:00 AM,55.189,,,,,
240,09/28/19 12:30:00 AM,55.189,,,,,
241,09/28/19 12:45:00 AM,55.189,,,,,
242,09/28/19 01:00:00 AM,55.364,,,,,
243,09/28/19 01:15:00 AM,55.537,,,,,
244,09/28/19 01:30:00 AM,55.537,,,,,
245,09/28/19 01:45:00 AM,55.364,,,,,
246,09/28/19 02:00:00 AM,55.017,,,,,
247,09/28/19 02:15:00 AM,54.495,,,,,
248,09/28/19 02:30:00 AM,53.274,,,,,
249,09/28/19 02:45:00 AM,51.699,,,,,
250,09/28/19 03:00:00 AM,50.819,,,,,
251,09/28/19 03:15:00 AM,50.466,,,,,
252,09/28/19 03:30:00 AM,50.819,,,,,
253,09/28/19 03:45:00 AM,51.172,,,,,
254,09/28/19 04:00:00 AM,51.172,,,,,
255,09/28/19 04:15:00 AM,50.819,,,,,
256,09/28/19 04:30:00 AM,50.995,,,,,
257,09/28/19 04:45:00 AM,50.995,,,,,
258,09/28/19 05:00:00 AM,50.995,,,,,
259,09/28/19 05:15:00 AM,50.995,,,,,
260,09/28/19 05:30:00 AM,50.995,,,,,
261,09/28/19 05:45:00 AM,50.819,,,,,
262,09/28/19 06:00:00 AM,50.819,,,,,
263,09/28/19 06:15:00 AM,50.466,,,,,
264,09/28/19 06:30:00 AM,50.466,,,,,
265,09/28/19 06:45:00 AM,51.346,,,,,
266,09/28/19 07:00:00 AM,52.225,,,,,
267,09/28/19 07:15:00 AM,53.100,,,,,
268,09/28/19 07:30:00 AM,53.623,,,,,
269,09/28/19 07:45:00 AM,54.495,,,,,
270,09/28/19 08:00:00 AM,55.364,,,,,
271,09/28/19 08:15:00 AM,58.303,,,,,
272,09/28/19 08:30:00 AM,66.537,,,,,
273,09/28/19 08:45:00 AM,68.934,,,,,
274,09/28/19 09:00:00 AM,68.248,,,,,
275,09/28/19 09:15:00 AM,67.050,,,,,
276,09/28/19 09:30:00 AM,66.708,,,,,
277,09/28/19 09:45:00 AM,67.735,,,,,
278,09/28/19 10:00:00 AM,69.278,,,,,
279,09/28/19 10:15:00 AM,71.683,,,,,
280,09/28/19 10:30:00 AM,71.339,,,,,
281,09/28/19 10:45:00 AM,72.028,,,,,
282,09/28/19 11:00:00 AM,72.545,,,,,
283,09/28/19 11:15:00 AM,73.062,,,,,
284,09/28/19 11:30:00 AM,72.891,,,,,
285,09/28/19 11:45:00 AM,74.446,,,,,
286,09/28/19 12:00:00 PM,74.964,,,,,
287,09/28/19 12:15:00 PM,74.446,,,,,
288,09/28/19 12:30:00 PM,74.791,,,,,
289,09/28/19 12:45:00 PM,75.832,,,,,
290,09/28/19 01:00:00 PM,76.006,,,,,
291,09/28/19 01:15:00 PM,76.006,,,,,
292,09/28/19 01:30:00 PM,75.832,,,,,
293,09/28/19 01:45:00 PM,76.006,,,,,
294,09/28/19 02:00:00 PM,75.484,,,,,
295,09/28/19 02:15:00 PM,75.484,,,,,
296,09/28/19 02:30:00 PM,74.619,,,,,
297,09/28/19 02:45:00 PM,74.098,,,,,
298,09/28/19 03:00:00 PM,73.753,,,,,
299,09/28/19 03:15:00 PM,72.545,,,,,
300,09/28/19 03:30:00 PM,71.168,,,,,
301,09/28/19 03:45:00 PM,70.480,,,,,
302,09/28/19 04:00:00 PM,70.651,,,,,
303,09/28/19 04:15:00 PM,70.137,,,,,
304,09/28/19 04:30:00 PM,72.545,,,,,
305,09/28/19 04:45:00 PM,69.449,,,,,
306,09/28/19 05:00:00 PM,69.793,,,,,
307,09/28/19 05:15:00 PM,69.278,,,,,
308,09/28/19 05:30:00 PM,68.592,,,,,
309,09/28/19 05:45:00 PM,65.680,,,,,
310,09/28/19 06:00:00 PM,63.111,,,,,
311,09/28/19 06:15:00 PM,61.398,,,,,
312,09/28/19 06:30:00 PM,60.195,,,,,
313,09/28/19 06:45:00 PM,58.820,,,,,
314,09/28/19 07:00:00 PM,57.441,,,,,
315,09/28/19 07:15:00 PM,56.230,,,,,
316,09/28/19 07:30:00 PM,55.711,,,,,
317,09/28/19 07:45:00 PM,55.537,,,,,
318,09/28/19 08:00:00 PM,55.537,,,,,
319,09/28/19 08:15:00 PM,55.711,,,,,
320,09/28/19 08:30:00 PM,55.711,,,,,
321,09/28/19 08:45:00 PM,55.364,,,,,
322,09/28/19 09:00:00 PM,54.842,,,,,
323,09/28/19 09:15:00 PM,54.669,,,,,
324,09/28/19 09:30:00 PM,54.495,,,,,
325,09/28/19 09:45:00 PM,54.322,,,,,
326,09/28/19 10:00:00 PM,54.147,,,,,
327,09/28/19 10:15:00 PM,54.147,,,,,
328,09/28/19 10:30:00 PM,53.623,,,,,
329,09/28/19 10:45:00 PM,53.100,,,,,
330,09/28/19 11:00:00 PM,52.576,,,,,
331,09/28/19 11:15:00 PM,52.050,,,,,
332,09/28/19 11:30:00 PM,51.699,,,,,
333,09/28/19 11:45:00 PM,51.346,,,,,
334,09/29/19 12:00:00 AM,51.172,,,,,
335,09/29/19 12:15:00 AM,49.759,,,,,
336,09/29/19 12:30:00 AM,47.982,,,,,
337,09/29/19 12:45:00 AM,46.908,,,,,
338,09/29/19 01:00:00 AM,47.088,,,,,
339,09/29/19 01:15:00 AM,47.982,,,,,
340,09/29/19 01:30:00 AM,47.982,,,,,
341,09/29/19 01:45:00 AM,47.266,,,,,
342,09/29/19 02:00:00 AM,46.908,,,,,
343,09/29/19 02:15:00 AM,47.088,,,,,
344,09/29/19 02:30:00 AM,47.088,,,,,
345,09/29/19 02:45:00 AM,46.908,,,,,
346,09/29/19 03:00:00 AM,46.908,,,,,
347,09/29/19 03:15:00 AM,47.088,,,,,
348,09/29/19 03:30:00 AM,47.802,,,,,
349,09/29/19 03:45:00 AM,48.517,,,,,
350,09/29/19 04:00:00 AM,49.050,,,,,
351,09/29/19 04:15:00 AM,49.404,,,,,
352,09/29/19 04:30:00 AM,49.050,,,,,
353,09/29/19 04:45:00 AM,48.695,,,,,
354,09/29/19 05:00:00 AM,48.160,,,,,
355,09/29/19 05:15:00 AM,47.802,,,,,
356,09/29/19 05:30:00 AM,48.517,,,,,
357,09/29/19 05:45:00 AM,48.871,,,,,
358,09/29/19 06:00:00 AM,48.871,,,,,
359,09/29/19 06:15:00 AM,49.050,,,,,
360,09/29/19 06:30:00 AM,47.446,,,,,
361,09/29/19 06:45:00 AM,46.008,,,,,
362,09/29/19 07:00:00 AM,45.286,,,,,
363,09/29/19 07:15:00 AM,45.286,,,,,
364,09/29/19 07:30:00 AM,46.548,,,,,
365,09/29/19 07:45:00 AM,47.266,,,,,
366,09/29/19 08:00:00 AM,47.624,,,,,
367,09/29/19 08:15:00 AM,49.228,,,,,
368,09/29/19 08:30:00 AM,60.368,,,,,
369,09/29/19 08:45:00 AM,65.509,,,,,
370,09/29/19 09:00:00 AM,67.564,,,,,
371,09/29/19 09:15:00 AM,67.906,,,,,
372,09/29/19 09:30:00 AM,68.592,,,,,
373,09/29/19 09:45:00 AM,69.964,,,,,
374,09/29/19 10:00:00 AM,71.683,,,,,
375,09/29/19 10:15:00 AM,72.718,,,,,
376,09/29/19 10:30:00 AM,73.407,,,,,
377,09/29/19 10:45:00 AM,73.407,,,,,
378,09/29/19 11:00:00 AM,73.580,,,,,
379,09/29/19 11:15:00 AM,73.580,,,,,
380,09/29/19 11:30:00 AM,73.062,,,,,
381,09/29/19 11:45:00 AM,73.580,,,,,
382,09/29/19 12:00:00 PM,75.832,,,,,
383,09/29/19 12:15:00 PM,76.181,,,,,
384,09/29/19 12:30:00 PM,74.964,,,,,
385,09/29/19 12:45:00 PM,76.876,,,,,
386,09/29/19 01:00:00 PM,77.400,,,,,
387,09/29/19 01:15:00 PM,76.006,,,,,
388,09/29/19 01:30:00 PM,75.484,,,,,
389,09/29/19 01:45:00 PM,74.964,,,,,
390,09/29/19 02:00:00 PM,76.181,,,,,
391,09/29/19 02:15:00 PM,77.225,,,,,
392,09/29/19 02:30:00 PM,75.139,,,,,
393,09/29/19 02:45:00 PM,75.139,,,,,
394,09/29/19 03:00:00 PM,74.271,,,,,
395,09/29/19 03:15:00 PM,72.891,,,,,
396,09/29/19 03:30:00 PM,72.545,,,,,
397,09/29/19 03:45:00 PM,72.718,,,,,
398,09/29/19 04:00:00 PM,75.659,,,,,
399,09/29/19 04:15:00 PM,78.274,,,,,
400,09/29/19 04:30:00 PM,78.274,,,,,
401,09/29/19 04:45:00 PM,72.545,,,,,
402,09/29/19 05:00:00 PM,67.906,,,,,
403,09/29/19 05:15:00 PM,66.537,,,,,
404,09/29/19 05:30:00 PM,67.221,,,,,
405,09/29/19 05:45:00 PM,64.996,,,,,
406,09/29/19 06:00:00 PM,63.111,,,,,
407,09/29/19 06:15:00 PM,61.741,,,,,
408,09/29/19 06:30:00 PM,60.368,,,,,
409,09/29/19 06:45:00 PM,58.476,,,,,
410,09/29/19 07:00:00 PM,56.750,,,,,
411,09/29/19 07:15:00 PM,55.537,,,,,
412,09/29/19 07:30:00 PM,54.322,,,,,
413,09/29/19 07:45:00 PM,53.973,,,,,
414,09/29/19 08:00:00 PM,53.623,,,,,
415,09/29/19 08:15:00 PM,52.576,,,,,
416,09/29/19 08:30:00 PM,52.050,,,,,
417,09/29/19 08:45:00 PM,51.346,,,,,
418,09/29/19 09:00:00 PM,51.523,,,,,
419,09/29/19 09:15:00 PM,51.699,,,,,
420,09/29/19 09:30:00 PM,51.699,,,,,
421,09/29/19 09:45:00 PM,51.699,,,,,
422,09/29/19 10:00:00 PM,51.874,,,,,
423,09/29/19 10:15:00 PM,52.050,,,,,
424,09/29/19 10:30:00 PM,51.699,,,,,
425,09/29/19 10:45:00 PM,51.172,,,,,
426,09/29/19 11:00:00 PM,50.643,,,,,
427,09/29/19 11:15:00 PM,50.643,,,,,
428,09/29/19 11:30:00 PM,50.643,,,,,
429,09/29/19 11:45:00 PM,50.643,,,,,
430,09/30/19 12:00:00 AM,51.346,,,,,
431,09/30/19 12:15:00 AM,52.401,,,,,
432,09/30/19 12:30:00 AM,52.050,,,,,
433,09/30/19 12:45:00 AM,50.819,,,,,
434,09/30/19 01:00:00 AM,50.466,,,,,
435,09/30/19 01:15:00 AM,50.643,,,,,
436,09/30/19 01:30:00 AM,51.172,,,,,
437,09/30/19 01:45:00 AM,51.699,,,,,
438,09/30/19 02:00:00 AM,53.274,,,,,
439,09/30/19 02:15:00 AM,53.973,,,,,
440,09/30/19 02:30:00 AM,53.973,,,,,
441,09/30/19 02:45:00 AM,53.449,,,,,
442,09/30/19 03:00:00 AM,52.401,,,,,
443,09/30/19 03:15:00 AM,52.576,,,,,
444,09/30/19 03:30:00 AM,52.925,,,,,
445,09/30/19 03:45:00 AM,53.449,,,,,
446,09/30/19 04:00:00 AM,53.449,,,,,
447,09/30/19 04:15:00 AM,53.274,,,,,
448,09/30/19 04:30:00 AM,53.274,,,,,
449,09/30/19 04:45:00 AM,52.050,,,,,
450,09/30/19 05:00:00 AM,50.819,,,,,
451,09/30/19 05:15:00 AM,49.759,,,,,
452,09/30/19 05:30:00 AM,49.582,,,,,
453,09/30/19 05:45:00 AM,49.404,,,,,
454,09/30/19 06:00:00 AM,49.050,,,,,
455,09/30/19 06:15:00 AM,48.695,,,,,
456,09/30/19 06:30:00 AM,47.802,,,,,
457,09/30/19 06:45:00 AM,47.266,,,,,
458,09/30/19 07:00:00 AM,47.624,,,,,
459,09/30/19 07:15:00 AM,47.982,,,,,
460,09/30/19 07:30:00 AM,48.160,,,,,
461,09/30/19 07:45:00 AM,49.228,,,,,
462,09/30/19 08:00:00 AM,49.937,,,,,
463,09/30/19 08:15:00 AM,50.643,,,,,
464,09/30/19 08:30:00 AM,62.425,,,,,
465,09/30/19 08:45:00 AM,67.050,,,,,
466,09/30/19 09:00:00 AM,68.077,,,,,
467,09/30/19 09:15:00 AM,65.851,,,,,
468,09/30/19 09:30:00 AM,65.851,,,,,
469,09/30/19 09:45:00 AM,67.564,,,,,
470,09/30/19 10:00:00 AM,68.592,,,,,
471,09/30/19 10:15:00 AM,70.995,,,,,
472,09/30/19 10:30:00 AM,72.028,,,,,
473,09/30/19 10:45:00 AM,74.271,,,,,
474,09/30/19 11:00:00 AM,75.139,,,,,
475,09/30/19 11:15:00 AM,76.876,,,,,
476,09/30/19 11:30:00 AM,76.006,,,,,
477,09/30/19 11:45:00 AM,74.791,,,,,
478,09/30/19 12:00:00 PM,74.271,,,,,
479,09/30/19 12:15:00 PM,74.098,,,,,
480,09/30/19 12:30:00 PM,74.446,,,,,
481,09/30/19 12:45:00 PM,74.619,,,,,
482,09/30/19 01:00:00 PM,75.312,,,,,
483,09/30/19 01:15:00 PM,75.659,,,,,
484,09/30/19 01:30:00 PM,75.312,,,,,
485,09/30/19 01:45:00 PM,74.964,,,,,
486,09/30/19 02:00:00 PM,74.098,,,,,
487,09/30/19 02:15:00 PM,73.926,,,,,
488,09/30/19 02:30:00 PM,73.753,,,,,
489,09/30/19 02:45:00 PM,73.234,,,,,
490,09/30/19 03:00:00 PM,72.718,,,,,
491,09/30/19 03:15:00 PM,71.683,,,,,
492,09/30/19 03:30:00 PM,70.651,,,,,
493,09/30/19 03:45:00 PM,70.137,,,,,
494,09/30/19 04:00:00 PM,73.234,,,,,
495,09/30/19 04:15:00 PM,76.181,,,,,
496,09/30/19 04:30:00 PM,76.876,,,,,
497,09/30/19 04:45:00 PM,71.683,,,,,
498,09/30/19 05:00:00 PM,67.392,,,,,
499,09/30/19 05:15:00 PM,66.366,,,,,
500,09/30/19 05:30:00 PM,67.735,,,,,
501,09/30/19 05:45:00 PM,64.652,,,,,
502,09/30/19 06:00:00 PM,62.769,,,,,
503,09/30/19 06:15:00 PM,61.054,,,,,
504,09/30/19 06:30:00 PM,59.508,,,,,
505,09/30/19 06:45:00 PM,57.958,,,,,
506,09/30/19 07:00:00 PM,56.230,,,,,
507,09/30/19 07:15:00 PM,55.189,,,,,
508,09/30/19 07:30:00 PM,54.322,,,,,
509,09/30/19 07:45:00 PM,53.798,,,,,
510,09/30/19 08:00:00 PM,53.449,,,,,
511,09/30/19 08:15:00 PM,53.100,,,,,
512,09/30/19 08:30:00 PM,52.925,,,,,
513,09/30/19 08:45:00 PM,52.576,,,,,
514,09/30/19 09:00:00 PM,52.225,,,,,
515,09/30/19 09:15:00 PM,51.874,,,,,
516,09/30/19 09:30:00 PM,51.523,,,,,
517,09/30/19 09:45:00 PM,51.699,,,,,
518,09/30/19 10:00:00 PM,51.523,,,,,
519,09/30/19 10:15:00 PM,51.523,,,,,
520,09/30/19 10:30:00 PM,51.346,,,,,
521,09/30/19 10:45:00 PM,50.819,,,,,
