"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,03/16/19 10:00:00 AM,51.699,0.00,,,,
2,03/16/19 10:30:00 AM,51.699,,,,,
3,03/16/19 11:00:00 AM,53.798,,,,,
4,03/16/19 11:30:00 AM,56.923,,,,,
5,03/16/19 12:00:00 PM,60.539,,,,,
6,03/16/19 12:30:00 PM,71.512,,,,,
7,03/16/19 01:00:00 PM,80.735,,,,,
8,03/16/19 01:30:00 PM,77.574,,,,,
9,03/16/19 02:00:00 PM,68.763,,,,,
10,03/16/19 02:30:00 PM,66.193,,,,,
11,03/16/19 03:00:00 PM,67.735,,,,,
12,03/16/19 03:30:00 PM,66.193,,,,,
13,03/16/19 04:00:00 PM,67.392,,,,,
14,03/16/19 04:30:00 PM,67.735,,,,,
15,03/16/19 05:00:00 PM,63.797,,,,,
16,03/16/19 05:30:00 PM,60.024,,,,,
17,03/16/19 06:00:00 PM,58.131,,,,,
18,03/16/19 06:30:00 PM,56.923,,,,,
19,03/16/19 07:00:00 PM,55.537,,,,,
20,03/16/19 07:30:00 PM,54.322,,,,,
21,03/16/19 08:00:00 PM,52.750,,,,,
22,03/16/19 08:30:00 PM,51.699,,,,,
23,03/16/19 09:00:00 PM,50.643,,,,,
24,03/16/19 09:30:00 PM,49.937,,,,,
25,03/16/19 10:00:00 PM,49.582,,,,,
26,03/16/19 10:30:00 PM,49.228,,,,,
27,03/16/19 11:00:00 PM,49.050,,,,,
28,03/16/19 11:30:00 PM,48.871,,,,,
29,03/17/19 12:00:00 AM,48.517,,,,,
30,03/17/19 12:30:00 AM,48.160,,,,,
31,03/17/19 01:00:00 AM,47.982,,,,,
32,03/17/19 01:30:00 AM,47.982,,,,,
33,03/17/19 02:00:00 AM,47.624,,,,,
34,03/17/19 02:30:00 AM,47.624,,,,,
35,03/17/19 03:00:00 AM,47.802,,,,,
36,03/17/19 03:30:00 AM,47.802,,,,,
37,03/17/19 04:00:00 AM,47.802,,,,,
38,03/17/19 04:30:00 AM,47.802,,,,,
39,03/17/19 05:00:00 AM,47.802,,,,,
40,03/17/19 05:30:00 AM,47.624,,,,,
41,03/17/19 06:00:00 AM,47.266,,,,,
