"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,01/08/14 03:08:58 PM,0.00,,,,
2,01/08/14 03:09:03 PM,,Logged,,,
3,01/08/14 03:20:30 PM,0.01,,,,
4,01/08/14 03:20:43 PM,0.02,,,,
5,01/08/14 03:20:58 PM,0.03,,,,
6,01/08/14 03:20:59 PM,0.04,,,,
7,01/08/14 03:21:11 PM,0.05,,,,
8,01/08/14 03:21:27 PM,0.06,,,,
9,01/08/14 03:21:39 PM,0.07,,,,
10,01/08/14 03:21:55 PM,0.08,,,,
11,01/08/14 03:22:07 PM,0.09,,,,
12,01/08/14 03:22:23 PM,0.10,,,,
13,01/08/14 03:22:35 PM,0.11,,,,
14,01/08/14 03:22:51 PM,0.12,,,,
15,01/08/14 03:23:03 PM,0.13,,,,
16,01/08/14 03:23:18 PM,0.14,,,,
17,01/08/14 03:23:31 PM,0.15,,,,
18,01/08/14 03:23:46 PM,0.16,,,,
19,01/08/14 03:23:59 PM,0.17,,,,
20,01/08/14 03:24:15 PM,0.18,,,,
21,01/08/14 03:24:27 PM,0.19,,,,
22,01/08/14 03:24:43 PM,0.20,,,,
23,01/08/14 03:24:56 PM,0.21,,,,
24,01/08/14 03:25:12 PM,0.22,,,,
25,01/08/14 03:25:24 PM,0.23,,,,
26,01/08/14 03:25:40 PM,0.24,,,,
27,01/08/14 03:25:52 PM,0.25,,,,
28,01/08/14 03:26:08 PM,0.26,,,,
29,01/08/14 03:26:21 PM,0.27,,,,
30,01/08/14 03:26:37 PM,0.28,,,,
31,01/08/14 03:26:49 PM,0.29,,,,
32,01/08/14 03:26:50 PM,0.30,,,,
33,01/08/14 03:27:06 PM,0.31,,,,
34,01/08/14 03:27:19 PM,0.32,,,,
35,01/08/14 03:27:35 PM,0.33,,,,
36,01/08/14 03:27:48 PM,0.34,,,,
37,01/08/14 03:28:05 PM,0.35,,,,
38,01/08/14 03:28:17 PM,0.36,,,,
39,01/08/14 03:28:34 PM,0.37,,,,
40,01/08/14 03:28:47 PM,0.38,,,,
41,01/08/14 03:29:04 PM,0.39,,,,
42,01/08/14 03:29:16 PM,0.40,,,,
43,01/08/14 03:29:33 PM,0.41,,,,
44,01/08/14 03:29:46 PM,0.42,,,,
45,01/08/14 03:30:03 PM,0.43,,,,
46,01/08/14 03:30:16 PM,0.44,,,,
47,01/08/14 03:30:32 PM,0.45,,,,
48,01/08/14 03:30:33 PM,0.46,,,,
49,01/08/14 03:30:45 PM,0.47,,,,
50,01/08/14 03:30:46 PM,0.48,,,,
51,01/08/14 03:31:03 PM,0.49,,,,
