"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
464,03/06/19 09:29:48 PM,,2.53,,,,,
465,03/06/19 09:30:00 PM,48.871,,,,,,
466,03/06/19 09:41:00 PM,,2.54,,,,,
467,03/06/19 10:00:00 PM,48.695,,,,,,
468,03/06/19 10:24:09 PM,,2.55,,,,,
469,03/06/19 10:25:35 PM,,2.56,,,,,
470,03/06/19 10:30:00 PM,48.695,,,,,,
471,03/06/19 11:00:00 PM,49.050,,,,,,
472,03/06/19 11:05:56 PM,,2.57,,,,,
473,03/06/19 11:30:00 PM,48.871,,,,,,
474,03/07/19 12:00:00 AM,48.695,,,,,,
475,03/07/19 12:30:00 AM,48.517,,,,,,
476,03/07/19 01:00:00 AM,47.982,,,,,,
477,03/07/19 01:09:54 AM,,2.58,,,,,
478,03/07/19 01:30:00 AM,47.802,,,,,,
479,03/07/19 01:59:32 AM,,2.59,,,,,
480,03/07/19 02:00:00 AM,47.624,,,,,,
481,03/07/19 02:05:30 AM,,2.60,,,,,
482,03/07/19 02:10:15 AM,,2.61,,,,,
483,03/07/19 02:13:28 AM,,2.62,,,,,
484,03/07/19 02:17:00 AM,,2.63,,,,,
485,03/07/19 02:20:46 AM,,2.64,,,,,
486,03/07/19 02:23:34 AM,,2.65,,,,,
487,03/07/19 02:26:24 AM,,2.66,,,,,
488,03/07/19 02:30:00 AM,47.624,,,,,,
489,03/07/19 02:30:28 AM,,2.67,,,,,
490,03/07/19 02:38:33 AM,,2.68,,,,,
491,03/07/19 03:00:00 AM,47.446,,,,,,
492,03/07/19 03:08:57 AM,,2.69,,,,,
493,03/07/19 03:30:00 AM,47.266,,,,,,
494,03/07/19 04:00:00 AM,47.088,,,,,,
495,03/07/19 04:30:00 AM,46.908,,,,,,
496,03/07/19 05:00:00 AM,46.728,,,,,,
497,03/07/19 05:30:00 AM,46.369,,,,,,
498,03/07/19 06:00:00 AM,46.188,,,,,,
499,03/07/19 06:25:21 AM,,2.70,,,,,
500,03/07/19 06:30:00 AM,46.188,,,,,,
501,03/07/19 07:00:00 AM,46.188,,,,,,
502,03/07/19 07:26:53 AM,,2.71,,,,,
503,03/07/19 07:30:00 AM,46.728,,,,,,
504,03/07/19 08:00:00 AM,47.266,,,,,,
505,03/07/19 08:30:00 AM,48.339,,,,,,
506,03/07/19 09:00:00 AM,49.404,,,,,,
507,03/07/19 09:30:00 AM,50.995,,,,,,
508,03/07/19 10:00:00 AM,50.995,,,,,,
509,03/07/19 10:30:00 AM,50.466,,,,,,
510,03/07/19 10:36:02 AM,,2.72,,,,,
511,03/07/19 10:41:17 AM,,2.73,,,,,
512,03/07/19 10:43:45 AM,,2.74,,,,,
513,03/07/19 10:46:01 AM,,2.75,,,,,
514,03/07/19 10:48:42 AM,,2.76,,,,,
515,03/07/19 10:52:44 AM,,2.77,,,,,
516,03/07/19 10:56:04 AM,,2.78,,,,,
517,03/07/19 11:00:00 AM,49.582,,,,,,
518,03/07/19 11:02:50 AM,,2.79,,,,,
519,03/07/19 11:22:24 AM,,2.80,,,,,
520,03/07/19 11:30:00 AM,50.113,,,,,,
521,03/07/19 12:00:00 PM,55.537,,,,,,
522,03/07/19 12:30:00 PM,52.225,,,,,,
523,03/07/19 01:00:00 PM,51.346,,,,,,
524,03/07/19 01:24:41 PM,,2.81,,,,,
525,03/07/19 01:30:00 PM,52.750,,,,,,
526,03/07/19 02:00:00 PM,52.401,,,,,,
527,03/07/19 02:30:00 PM,51.172,,,,,,
528,03/07/19 03:00:00 PM,51.346,,,,,,
529,03/07/19 03:30:00 PM,51.874,,,,,,
530,03/07/19 04:00:00 PM,49.582,,,,,,
531,03/07/19 04:30:00 PM,48.517,,,,,,
532,03/07/19 05:00:00 PM,48.160,,,,,,
533,03/07/19 05:30:00 PM,47.266,,,,,,
534,03/07/19 06:00:00 PM,46.369,,,,,,
535,03/07/19 06:30:00 PM,45.104,,,,,,
536,03/07/19 07:00:00 PM,44.379,,,,,,
537,03/07/19 07:30:00 PM,44.013,,,,,,
538,03/07/19 08:00:00 PM,43.466,,,,,,
539,03/07/19 08:30:00 PM,42.732,,,,,,
540,03/07/19 09:00:00 PM,41.994,,,,,,
541,03/07/19 09:30:00 PM,41.994,,,,,,
542,03/07/19 10:00:00 PM,41.994,,,,,,
543,03/07/19 10:30:00 PM,41.625,,,,,,
544,03/07/19 11:00:00 PM,41.439,,,,,,
545,03/07/19 11:30:00 PM,41.810,,,,,,
546,03/07/19 11:49:19 PM,,2.82,,,,,
547,03/08/19 12:00:00 AM,42.179,,,,,,
548,03/08/19 12:30:00 AM,41.994,,,,,,
549,03/08/19 01:00:00 AM,41.994,,,,,,
550,03/08/19 01:30:00 AM,41.810,,,,,,
551,03/08/19 02:00:00 AM,41.625,,,,,,
552,03/08/19 02:30:00 AM,40.696,,,,,,
553,03/08/19 03:00:00 AM,40.321,,,,,,
554,03/08/19 03:26:51 AM,,2.83,,,,,
555,03/08/19 03:30:00 AM,40.321,,,,,,
556,03/08/19 04:00:00 AM,40.134,,,,,,
557,03/08/19 04:30:00 AM,40.134,,,,,,
558,03/08/19 05:00:00 AM,39.760,,,,,,
559,03/08/19 05:30:00 AM,39.947,,,,,,
560,03/08/19 06:00:00 AM,39.947,,,,,,
561,03/08/19 06:30:00 AM,39.760,,,,,,
562,03/08/19 07:00:00 AM,39.573,,,,,,
563,03/08/19 07:30:00 AM,39.947,,,,,,
564,03/08/19 08:00:00 AM,40.881,,,,,,
565,03/08/19 08:10:54 AM,,2.84,,,,,
566,03/08/19 08:30:00 AM,42.732,,,,,,
567,03/08/19 09:00:00 AM,44.742,,,,,,
568,03/08/19 09:30:00 AM,46.369,,,,,,
569,03/08/19 10:00:00 AM,46.908,,,,,,
570,03/08/19 10:30:00 AM,49.050,,,,,,
571,03/08/19 11:00:00 AM,49.759,,,,,,
572,03/08/19 11:30:00 AM,54.147,,,,,,
573,03/08/19 12:00:00 PM,73.580,,,,,,
574,03/08/19 12:30:00 PM,68.421,,,,,,
575,03/08/19 01:00:00 PM,57.785,,,,,,
576,03/08/19 01:30:00 PM,52.050,,,,,,
577,03/08/19 01:59:10 PM,,2.85,,,,,
578,03/08/19 02:00:00 PM,53.100,,,,,,
579,03/08/19 02:30:00 PM,51.699,,,,,,
580,03/08/19 03:00:00 PM,54.322,,,,,,
581,03/08/19 03:30:00 PM,59.164,,,,,,
582,03/08/19 04:00:00 PM,67.050,,,,,,
583,03/08/19 04:30:00 PM,53.449,,,,,,
584,03/08/19 05:00:00 PM,49.582,,,,,,
585,03/08/19 05:30:00 PM,47.624,,,,,,
586,03/08/19 06:00:00 PM,46.008,,,,,,
587,03/08/19 06:30:00 PM,44.742,,,,,,
588,03/08/19 07:00:00 PM,44.013,,,,,,
589,03/08/19 07:30:00 PM,43.831,,,,,,
590,03/08/19 08:00:00 PM,43.466,,,,,,
591,03/08/19 08:30:00 PM,42.915,,,,,,
592,03/08/19 09:00:00 PM,42.363,,,,,,
593,03/08/19 09:30:00 PM,41.439,,,,,,
594,03/08/19 10:00:00 PM,41.067,,,,,,
595,03/08/19 10:30:00 PM,40.696,,,,,,
596,03/08/19 11:00:00 PM,40.321,,,,,,
597,03/08/19 11:30:00 PM,39.573,,,,,,
598,03/09/19 12:00:00 AM,39.196,,,,,,
599,03/09/19 12:30:00 AM,39.573,,,,,,
600,03/09/19 01:00:00 AM,40.134,,,,,,
601,03/09/19 01:30:00 AM,40.696,,,,,,
602,03/09/19 02:00:00 AM,41.067,,,,,,
603,03/09/19 02:15:49 AM,,2.86,,,,,
604,03/09/19 02:28:45 AM,,2.87,,,,,
605,03/09/19 02:30:00 AM,41.439,,,,,,
606,03/09/19 02:31:12 AM,,2.88,,,,,
607,03/09/19 02:34:25 AM,,2.89,,,,,
608,03/09/19 02:39:12 AM,,2.90,,,,,
609,03/09/19 03:00:00 AM,41.810,,,,,,
610,03/09/19 03:26:03 AM,,2.91,,,,,
611,03/09/19 03:30:00 AM,41.625,,,,,,
612,03/09/19 03:44:20 AM,,2.92,,,,,
613,03/09/19 04:00:00 AM,41.810,,,,,,
614,03/09/19 04:30:00 AM,41.810,,,,,,
615,03/09/19 05:00:00 AM,41.625,,,,,,
616,03/09/19 05:30:00 AM,41.254,,,,,,
617,03/09/19 05:44:01 AM,,2.93,,,,,
618,03/09/19 05:54:02 AM,,2.94,,,,,
619,03/09/19 06:00:00 AM,41.625,,,,,,
620,03/09/19 06:30:00 AM,42.363,,,,,,
621,03/09/19 07:00:00 AM,43.099,,,,,,
622,03/09/19 07:30:00 AM,42.732,,,,,,
623,03/09/19 07:30:47 AM,,2.95,,,,,
624,03/09/19 07:45:49 AM,,2.96,,,,,
625,03/09/19 08:00:00 AM,43.099,,,,,,
626,03/09/19 08:30:00 AM,43.099,,,,,,
627,03/09/19 08:30:32 AM,,2.97,,,,,
628,03/09/19 08:41:58 AM,,2.98,,,,,
629,03/09/19 08:55:41 AM,,2.99,,,,,
630,03/09/19 09:00:00 AM,43.466,,,,,,
631,03/09/19 09:13:11 AM,,3.00,,,,,
632,03/09/19 09:20:26 AM,,3.01,,,,,
633,03/09/19 09:27:46 AM,,3.02,,,,,
634,03/09/19 09:30:00 AM,44.013,,,,,,
635,03/09/19 09:34:42 AM,,3.03,,,,,
636,03/09/19 09:38:42 AM,,3.04,,,,,
637,03/09/19 09:43:31 AM,,3.05,,,,,
638,03/09/19 09:47:56 AM,,3.06,,,,,
639,03/09/19 09:51:41 AM,,3.07,,,,,
640,03/09/19 09:54:24 AM,,3.08,,,,,
641,03/09/19 09:57:58 AM,,3.09,,,,,
642,03/09/19 10:00:00 AM,43.831,,,,,,
643,03/09/19 10:00:22 AM,,3.10,,,,,
644,03/09/19 10:03:22 AM,,3.11,,,,,
645,03/09/19 10:05:52 AM,,3.12,,,,,
646,03/09/19 10:09:45 AM,,3.13,,,,,
647,03/09/19 10:11:56 AM,,3.14,,,,,
648,03/09/19 10:14:27 AM,,3.15,,,,,
649,03/09/19 10:17:00 AM,,3.16,,,,,
650,03/09/19 10:21:38 AM,,3.17,,,,,
651,03/09/19 10:26:04 AM,,3.18,,,,,
652,03/09/19 10:30:00 AM,44.013,,,,,,
653,03/09/19 10:33:43 AM,,3.19,,,,,
654,03/09/19 10:38:49 AM,,3.20,,,,,
655,03/09/19 11:00:00 AM,45.286,,,,,,
656,03/09/19 11:10:43 AM,,3.21,,,,,
657,03/09/19 11:30:00 AM,48.339,,,,,,
658,03/09/19 12:00:00 PM,57.096,,,,,,
659,03/09/19 12:30:00 PM,54.147,,,,,,
660,03/09/19 01:00:00 PM,51.523,,,,,,
661,03/09/19 01:30:00 PM,51.523,,,,,,
662,03/09/19 02:00:00 PM,49.937,,,,,,
663,03/09/19 02:01:26 PM,,3.22,,,,,
664,03/09/19 02:07:15 PM,,3.23,,,,,
665,03/09/19 02:30:00 PM,49.228,,,,,,
666,03/09/19 03:00:00 PM,50.995,,,,,,
667,03/09/19 03:30:00 PM,49.759,,,,,,
668,03/09/19 03:49:22 PM,,3.24,,,,,
669,03/09/19 04:00:00 PM,47.266,,,,,,
670,03/09/19 04:02:41 PM,,3.25,,,,,
671,03/09/19 04:30:00 PM,46.908,,,,,,
672,03/09/19 05:00:00 PM,46.908,,,,,,
673,03/09/19 05:30:00 PM,45.828,,,,,,
674,03/09/19 06:00:00 PM,45.104,,,,,,
675,03/09/19 06:28:20 PM,,3.26,,,,,
676,03/09/19 06:29:24 PM,,3.27,,,,,
677,03/09/19 06:30:00 PM,44.560,,,,,,
678,03/09/19 07:00:00 PM,44.379,,,,,,
679,03/09/19 07:16:18 PM,,3.28,,,,,
680,03/09/19 07:30:00 PM,44.013,,,,,,
681,03/09/19 07:56:28 PM,,3.29,,,,,
682,03/09/19 07:58:55 PM,,3.30,,,,,
683,03/09/19 08:00:00 PM,43.831,,,,,,
684,03/09/19 08:11:30 PM,,3.31,,,,,
685,03/09/19 08:12:03 PM,,3.32,,,,,
686,03/09/19 08:13:10 PM,,3.33,,,,,
687,03/09/19 08:20:09 PM,,3.34,,,,,
688,03/09/19 08:30:00 PM,43.648,,,,,,
689,03/09/19 09:00:00 PM,43.466,,,,,,
690,03/09/19 09:11:48 PM,,3.35,,,,,
691,03/09/19 09:13:34 PM,,3.36,,,,,
692,03/09/19 09:14:37 PM,,3.37,,,,,
693,03/09/19 09:15:22 PM,,3.38,,,,,
694,03/09/19 09:17:09 PM,,3.39,,,,,
695,03/09/19 09:30:00 PM,43.282,,,,,,
696,03/09/19 09:57:39 PM,,3.40,,,,,
697,03/09/19 10:00:00 PM,43.282,,,,,,
698,03/09/19 10:01:20 PM,,3.41,,,,,
699,03/09/19 10:30:00 PM,43.466,,,,,,
700,03/09/19 10:45:47 PM,,3.42,,,,,
701,03/09/19 10:48:15 PM,,3.43,,,,,
702,03/09/19 10:54:23 PM,,3.44,,,,,
703,03/09/19 10:58:44 PM,,3.45,,,,,
704,03/09/19 11:00:00 PM,43.648,,,,,,
705,03/09/19 11:08:45 PM,,3.46,,,,,
706,03/09/19 11:12:41 PM,,3.47,,,,,
707,03/09/19 11:28:45 PM,,3.48,,,,,
708,03/09/19 11:30:00 PM,43.831,,,,,,
709,03/09/19 11:44:18 PM,,3.49,,,,,
710,03/09/19 11:46:05 PM,,3.50,,,,,
711,03/09/19 11:49:16 PM,,3.51,,,,,
712,03/09/19 11:53:36 PM,,3.52,,,,,
713,03/10/19 12:00:00 AM,44.195,,,,,,
714,03/10/19 12:15:38 AM,,3.53,,,,,
715,03/10/19 12:16:57 AM,,3.54,,,,,
716,03/10/19 12:18:44 AM,,3.55,,,,,
717,03/10/19 12:20:22 AM,,3.56,,,,,
718,03/10/19 12:30:00 AM,44.195,,,,,,
719,03/10/19 01:00:00 AM,44.195,,,,,,
720,03/10/19 01:30:00 AM,44.195,,,,,,
721,03/10/19 01:56:31 AM,,3.57,,,,,
722,03/10/19 01:57:01 AM,,3.58,,,,,
723,03/10/19 01:57:55 AM,,3.59,,,,,
724,03/10/19 01:59:00 AM,,3.60,,,,,
725,03/10/19 02:00:00 AM,44.379,,,,,,
726,03/10/19 02:05:56 AM,,3.61,,,,,
727,03/10/19 02:30:00 AM,44.379,,,,,,
728,03/10/19 03:00:00 AM,44.560,,,,,,
729,03/10/19 03:30:00 AM,44.742,,,,,,
730,03/10/19 04:00:00 AM,45.104,,,,,,
731,03/10/19 04:30:00 AM,45.104,,,,,,
732,03/10/19 05:00:00 AM,45.286,,,,,,
733,03/10/19 05:30:00 AM,45.286,,,,,,
734,03/10/19 05:58:26 AM,,3.62,,,,,
735,03/10/19 06:00:00 AM,45.104,,,,,,
736,03/10/19 06:00:29 AM,,3.63,,,,,
737,03/10/19 06:01:29 AM,,3.64,,,,,
738,03/10/19 06:02:36 AM,,3.65,,,,,
739,03/10/19 06:03:22 AM,,3.66,,,,,
740,03/10/19 06:04:49 AM,,3.67,,,,,
741,03/10/19 06:05:35 AM,,3.68,,,,,
742,03/10/19 06:06:26 AM,,3.69,,,,,
743,03/10/19 06:09:32 AM,,3.70,,,,,
744,03/10/19 06:30:00 AM,44.560,,,,,,
745,03/10/19 06:31:36 AM,,3.71,,,,,
746,03/10/19 07:00:00 AM,44.560,,,,,,
747,03/10/19 07:30:00 AM,44.560,,,,,,
748,03/10/19 08:00:00 AM,45.648,,,,,,
749,03/10/19 08:30:00 AM,46.188,,,,,,
750,03/10/19 09:00:00 AM,47.266,,,,,,
751,03/10/19 09:30:00 AM,49.050,,,,,,
752,03/10/19 10:00:00 AM,49.937,,,,,,
753,03/10/19 10:26:18 AM,,3.72,,,,,
754,03/10/19 10:30:00 AM,49.937,,,,,,
755,03/10/19 10:38:42 AM,,3.73,,,,,
756,03/10/19 10:41:27 AM,,3.74,,,,,
757,03/10/19 11:00:00 AM,50.819,,,,,,
758,03/10/19 11:21:13 AM,,3.75,,,,,
759,03/10/19 11:22:02 AM,,3.76,,,,,
760,03/10/19 11:27:40 AM,,3.77,,,,,
761,03/10/19 11:30:00 AM,49.582,,,,,,
762,03/10/19 11:39:16 AM,,3.78,,,,,
763,03/10/19 11:49:28 AM,,3.79,,,,,
764,03/10/19 11:53:21 AM,,3.80,,,,,
765,03/10/19 12:00:00 PM,50.290,,,,,,
766,03/10/19 12:11:54 PM,,3.81,,,,,
767,03/10/19 12:13:34 PM,,3.82,,,,,
768,03/10/19 12:22:36 PM,,3.83,,,,,
769,03/10/19 12:23:19 PM,,3.84,,,,,
770,03/10/19 12:23:48 PM,,3.85,,,,,
771,03/10/19 12:28:39 PM,,3.86,,,,,
772,03/10/19 12:30:00 PM,49.582,,,,,,
773,03/10/19 01:00:00 PM,53.798,,,,,,
774,03/10/19 01:30:00 PM,54.669,,,,,,
775,03/10/19 02:00:00 PM,55.537,,,,,,
776,03/10/19 02:30:00 PM,54.322,,,,,,
777,03/10/19 03:00:00 PM,55.711,,,,,,
778,03/10/19 03:30:00 PM,61.741,,,,,,
779,03/10/19 04:00:00 PM,58.820,,,,,,
780,03/10/19 04:30:00 PM,51.874,,,,,,
781,03/10/19 05:00:00 PM,52.925,,,,,,
782,03/10/19 05:01:19 PM,,3.87,,,,,
783,03/10/19 05:02:29 PM,,3.88,,,,,
784,03/10/19 05:03:34 PM,,3.89,,,,,
785,03/10/19 05:04:20 PM,,3.90,,,,,
786,03/10/19 05:05:27 PM,,3.91,,,,,
787,03/10/19 05:07:30 PM,,3.92,,,,,
788,03/10/19 05:09:28 PM,,3.93,,,,,
789,03/10/19 05:12:24 PM,,3.94,,,,,
790,03/10/19 05:16:18 PM,,3.95,,,,,
791,03/10/19 05:19:41 PM,,3.96,,,,,
792,03/10/19 05:21:44 PM,,3.97,,,,,
793,03/10/19 05:24:32 PM,,3.98,,,,,
794,03/10/19 05:30:00 PM,50.995,,,,,,
795,03/10/19 06:00:00 PM,47.982,,,,,,
796,03/10/19 06:30:00 PM,46.188,,,,,,
797,03/10/19 07:00:00 PM,45.104,,,,,,
798,03/10/19 07:30:00 PM,44.379,,,,,,
799,03/10/19 08:00:00 PM,43.648,,,,,,
800,03/10/19 08:30:00 PM,43.282,,,,,,
801,03/10/19 09:00:00 PM,43.099,,,,,,
802,03/10/19 09:30:00 PM,42.915,,,,,,
803,03/10/19 10:00:00 PM,42.915,,,,,,
804,03/10/19 10:30:00 PM,42.915,,,,,,
805,03/10/19 11:00:00 PM,42.548,,,,,,
806,03/10/19 11:30:00 PM,42.363,,,,,,
807,03/11/19 12:00:00 AM,41.625,,,,,,
808,03/11/19 12:30:00 AM,41.254,,,,,,
809,03/11/19 01:00:00 AM,40.696,,,,,,
810,03/11/19 01:30:00 AM,40.696,,,,,,
811,03/11/19 02:00:00 AM,40.509,,,,,,
812,03/11/19 02:30:00 AM,40.321,,,,,,
813,03/11/19 03:00:00 AM,40.321,,,,,,
814,03/11/19 03:30:00 AM,40.321,,,,,,
815,03/11/19 04:00:00 AM,40.321,,,,,,
816,03/11/19 04:30:00 AM,40.321,,,,,,
817,03/11/19 04:34:24 AM,,3.99,,,,,
818,03/11/19 05:00:00 AM,40.509,,,,,,
819,03/11/19 05:30:00 AM,40.321,,,,,,
820,03/11/19 06:00:00 AM,40.321,,,,,,
821,03/11/19 06:30:00 AM,39.947,,,,,,
822,03/11/19 07:00:00 AM,39.760,,,,,,
823,03/11/19 07:30:00 AM,39.947,,,,,,
824,03/11/19 08:00:00 AM,41.254,,,,,,
825,03/11/19 08:30:00 AM,43.282,,,,,,
826,03/11/19 09:00:00 AM,45.286,,,,,,
827,03/11/19 09:30:00 AM,46.548,,,,,,
828,03/11/19 10:00:00 AM,49.582,,,,,,
829,03/11/19 10:30:00 AM,50.466,,,,,,
830,03/11/19 11:00:00 AM,53.100,,,,,,
831,03/11/19 11:30:00 AM,73.062,,,,,,
832,03/11/19 12:00:00 PM,94.444,,,,,,
833,03/11/19 12:30:00 PM,82.686,,,,,,
834,03/11/19 01:00:00 PM,64.310,,,,,,
835,03/11/19 01:30:00 PM,62.425,,,,,,
836,03/11/19 02:00:00 PM,68.248,,,,,,
837,03/11/19 02:30:00 PM,61.569,,,,,,
838,03/11/19 03:00:00 PM,65.167,,,,,,
839,03/11/19 03:30:00 PM,67.392,,,,,,
840,03/11/19 04:00:00 PM,68.421,,,,,,
841,03/11/19 04:30:00 PM,57.096,,,,,,
842,03/11/19 05:00:00 PM,53.973,,,,,,
843,03/11/19 05:30:00 PM,52.050,,,,,,
844,03/11/19 06:00:00 PM,50.819,,,,,,
845,03/11/19 06:30:00 PM,49.582,,,,,,
846,03/11/19 07:00:00 PM,47.982,,,,,,
847,03/11/19 07:30:00 PM,46.369,,,,,,
848,03/11/19 08:00:00 PM,45.466,,,,,,
849,03/11/19 08:30:00 PM,44.560,,,,,,
850,03/11/19 09:00:00 PM,44.560,,,,,,
851,03/11/19 09:30:00 PM,44.922,,,,,,
852,03/11/19 10:00:00 PM,44.742,,,,,,
853,03/11/19 10:30:00 PM,43.648,,,,,,
854,03/11/19 11:00:00 PM,43.099,,,,,,
855,03/11/19 11:30:00 PM,42.915,,,,,,
856,03/12/19 12:00:00 AM,42.732,,,,,,
857,03/12/19 12:30:00 AM,43.282,,,,,,
858,03/12/19 01:00:00 AM,43.831,,,,,,
859,03/12/19 01:30:00 AM,44.195,,,,,,
860,03/12/19 02:00:00 AM,43.831,,,,,,
861,03/12/19 02:30:00 AM,43.282,,,,,,
862,03/12/19 03:00:00 AM,42.732,,,,,,
863,03/12/19 03:30:00 AM,42.732,,,,,,
864,03/12/19 04:00:00 AM,42.732,,,,,,
865,03/12/19 04:30:00 AM,42.732,,,,,,
866,03/12/19 05:00:00 AM,42.732,,,,,,
867,03/12/19 05:30:00 AM,42.915,,,,,,
868,03/12/19 06:00:00 AM,43.282,,,,,,
869,03/12/19 06:30:00 AM,43.282,,,,,,
870,03/12/19 07:00:00 AM,43.099,,,,,,
871,03/12/19 07:30:00 AM,44.195,,,,,,
872,03/12/19 08:00:00 AM,46.008,,,,,,
873,03/12/19 08:30:00 AM,48.339,,,,,,
874,03/12/19 09:00:00 AM,49.937,,,,,,
875,03/12/19 09:30:00 AM,50.995,,,,,,
876,03/12/19 10:00:00 AM,55.017,,,,,,
877,03/12/19 10:30:00 AM,55.884,,,,,,
878,03/12/19 11:00:00 AM,58.303,,,,,,
879,03/12/19 11:30:00 AM,58.476,,,,,,
880,03/12/19 12:00:00 PM,72.718,,,,,,
881,03/12/19 12:30:00 PM,65.338,,,,,,
882,03/12/19 01:00:00 PM,60.195,,,,,,
883,03/12/19 01:30:00 PM,57.958,,,,,,
884,03/12/19 02:00:00 PM,61.912,,,,,,
885,03/12/19 02:30:00 PM,57.268,,,,,,
886,03/12/19 03:00:00 PM,55.884,,,,,,
887,03/12/19 03:30:00 PM,57.614,,,,,,
888,03/12/19 04:00:00 PM,54.322,,,,,,
889,03/12/19 04:30:00 PM,51.874,,,,,,
890,03/12/19 05:00:00 PM,49.937,,,,,,
891,03/12/19 05:30:00 PM,48.517,,,,,,
892,03/12/19 06:00:00 PM,47.266,,,,,,
893,03/12/19 06:30:00 PM,46.548,,,,,,
894,03/12/19 07:00:00 PM,46.008,,,,,,
895,03/12/19 07:30:00 PM,45.648,,,,,,
896,03/12/19 08:00:00 PM,44.922,,,,,,
897,03/12/19 08:30:00 PM,44.195,,,,,,
898,03/12/19 09:00:00 PM,43.831,,,,,,
899,03/12/19 09:30:00 PM,43.466,,,,,,
900,03/12/19 10:00:00 PM,43.099,,,,,,
901,03/12/19 10:30:00 PM,42.732,,,,,,
902,03/12/19 11:00:00 PM,42.363,,,,,,
903,03/12/19 11:30:00 PM,41.994,,,,,,
904,03/13/19 12:00:00 AM,41.254,,,,,,
905,03/13/19 12:30:00 AM,40.696,,,,,,
906,03/13/19 01:00:00 AM,40.509,,,,,,
907,03/13/19 01:30:00 AM,40.696,,,,,,
908,03/13/19 02:00:00 AM,41.254,,,,,,
909,03/13/19 02:30:00 AM,41.439,,,,,,
910,03/13/19 03:00:00 AM,41.439,,,,,,
911,03/13/19 03:30:00 AM,40.696,,,,,,
912,03/13/19 04:00:00 AM,40.321,,,,,,
913,03/13/19 04:30:00 AM,39.760,,,,,,
914,03/13/19 05:00:00 AM,39.196,,,,,,
915,03/13/19 05:30:00 AM,38.818,,,,,,
916,03/13/19 06:00:00 AM,38.250,,,,,,
917,03/13/19 06:30:00 AM,38.061,,,,,,
918,03/13/19 07:00:00 AM,37.870,,,,,,
919,03/13/19 07:30:00 AM,37.679,,,,,,
920,03/13/19 08:00:00 AM,39.007,,,,,,
921,03/13/19 08:30:00 AM,41.810,,,,,,
922,03/13/19 09:00:00 AM,44.922,,,,,,
923,03/13/19 09:30:00 AM,47.266,,,,,,
924,03/13/19 10:00:00 AM,54.322,,,,,,
925,03/13/19 10:30:00 AM,53.274,,,,,,
926,03/13/19 11:00:00 AM,55.364,,,,,,
927,03/13/19 11:30:00 AM,77.400,,,,,,
928,03/13/19 12:00:00 PM,95.590,,,,,,
929,03/13/19 12:30:00 PM,84.654,,,,,,
930,03/13/19 01:00:00 PM,64.996,,,,,,
931,03/13/19 01:30:00 PM,62.425,,,,,,
932,03/13/19 02:00:00 PM,73.062,,,,,,
933,03/13/19 02:30:00 PM,61.741,,,,,,
934,03/13/19 03:00:00 PM,61.741,,,,,,
935,03/13/19 03:30:00 PM,66.537,,,,,,
936,03/13/19 04:00:00 PM,66.366,,,,,,
937,03/13/19 04:30:00 PM,56.577,,,,,,
938,03/13/19 05:00:00 PM,53.449,,,,,,
939,03/13/19 05:30:00 PM,51.874,,,,,,
940,03/13/19 06:00:00 PM,50.113,,,,,,
941,03/13/19 06:30:00 PM,48.339,,,,,,
942,03/13/19 07:00:00 PM,46.548,,,,,,
943,03/13/19 07:30:00 PM,44.922,,,,,,
944,03/13/19 08:00:00 PM,43.648,,,,,,
945,03/13/19 08:30:00 PM,42.548,,,,,,
946,03/13/19 09:00:00 PM,41.625,,,,,,
947,03/13/19 09:30:00 PM,41.067,,,,,,
948,03/13/19 10:00:00 PM,40.696,,,,,,
949,03/13/19 10:30:00 PM,40.509,,,,,,
950,03/13/19 11:00:00 PM,40.509,,,,,,
951,03/13/19 11:30:00 PM,40.321,,,,,,
952,03/14/19 12:00:00 AM,40.134,,,,,,
953,03/14/19 12:30:00 AM,40.134,,,,,,
954,03/14/19 01:00:00 AM,40.134,,,,,,
955,03/14/19 01:30:00 AM,40.134,,,,,,
956,03/14/19 02:00:00 AM,40.134,,,,,,
957,03/14/19 02:30:00 AM,40.134,,,,,,
958,03/14/19 03:00:00 AM,40.134,,,,,,
959,03/14/19 03:30:00 AM,39.947,,,,,,
960,03/14/19 04:00:00 AM,39.947,,,,,,
961,03/14/19 04:30:00 AM,39.760,,,,,,
962,03/14/19 05:00:00 AM,39.573,,,,,,
963,03/14/19 05:30:00 AM,39.384,,,,,,
964,03/14/19 06:00:00 AM,39.007,,,,,,
965,03/14/19 06:30:00 AM,38.818,,,,,,
966,03/14/19 07:00:00 AM,38.818,,,,,,
967,03/14/19 07:30:00 AM,39.196,,,,,,
968,03/14/19 08:00:00 AM,40.881,,,,,,
969,03/14/19 08:30:00 AM,43.282,,,,,,
970,03/14/19 09:00:00 AM,46.369,,,,,,
971,03/14/19 09:30:00 AM,48.517,,,,,,
972,03/14/19 10:00:00 AM,53.973,,,,,,
