"Plot Title: HS"
"#","Date Time, GMT-08:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,04/19/11 09:29:35 AM,0.00,,,,
2,04/19/11 09:29:50 AM,,Logged,,,
3,04/20/11 11:40:12 AM,0.01,,,,
4,04/20/11 01:11:53 PM,0.02,,,,
5,04/20/11 02:20:11 PM,0.03,,,,
6,04/20/11 03:15:34 PM,0.04,,,,
7,04/20/11 04:24:00 PM,0.05,,,,
8,04/20/11 04:36:30 PM,0.06,,,,
9,04/20/11 04:59:45 PM,0.07,,,,
10,04/20/11 05:52:02 PM,0.08,,,,
11,04/20/11 08:27:44 PM,0.09,,,,
12,04/20/11 11:40:21 PM,0.10,,,,
13,04/20/11 11:48:15 PM,0.11,,,,
14,04/20/11 11:52:07 PM,0.12,,,,
15,04/20/11 11:55:12 PM,0.13,,,,
16,04/21/11 12:01:13 AM,0.14,,,,
17,04/21/11 12:17:15 AM,0.15,,,,
18,04/21/11 12:29:18 AM,0.16,,,,
19,04/21/11 12:39:52 AM,0.17,,,,
20,04/21/11 12:47:02 AM,0.18,,,,
21,04/21/11 12:52:29 AM,0.19,,,,
22,04/21/11 12:57:01 AM,0.20,,,,
23,04/21/11 01:30:25 AM,0.21,,,,
24,04/21/11 01:39:59 AM,0.22,,,,
25,04/21/11 02:10:19 AM,0.23,,,,
26,04/21/11 03:11:23 AM,0.24,,,,
27,04/21/11 03:31:10 AM,0.25,,,,
28,04/23/11 04:26:25 PM,0.26,,,,
29,04/23/11 05:04:01 PM,0.27,,,,
30,04/23/11 05:34:28 PM,0.28,,,,
31,04/23/11 05:49:33 PM,0.29,,,,
32,04/23/11 06:03:57 PM,0.30,,,,
33,04/23/11 06:22:06 PM,0.31,,,,
34,04/23/11 06:39:12 PM,0.32,,,,
35,04/23/11 07:03:56 PM,0.33,,,,
36,04/23/11 08:08:14 PM,0.34,,,,
37,04/23/11 08:45:06 PM,0.35,,,,
38,04/23/11 09:12:17 PM,0.36,,,,
39,04/23/11 09:21:49 PM,0.37,,,,
40,04/23/11 09:36:55 PM,0.38,,,,
41,04/23/11 09:45:09 PM,0.39,,,,
42,04/23/11 09:50:44 PM,0.40,,,,
43,04/23/11 09:53:23 PM,0.41,,,,
44,04/23/11 09:56:23 PM,0.42,,,,
45,04/23/11 09:59:25 PM,0.43,,,,
46,04/23/11 10:03:06 PM,0.44,,,,
47,04/23/11 10:06:14 PM,0.45,,,,
48,04/23/11 10:09:20 PM,0.46,,,,
49,04/23/11 10:15:00 PM,0.47,,,,
50,04/23/11 10:28:30 PM,0.48,,,,
51,04/24/11 12:04:36 AM,0.49,,,,
52,04/24/11 12:14:40 AM,0.50,,,,
53,04/24/11 12:21:38 AM,0.51,,,,
54,04/24/11 12:36:04 AM,0.52,,,,
55,04/24/11 01:16:49 AM,0.53,,,,
56,04/24/11 01:36:21 AM,0.54,,,,
57,04/24/11 02:12:37 AM,0.55,,,,
58,04/24/11 02:21:08 AM,0.56,,,,
59,04/24/11 02:30:00 AM,0.57,,,,
60,04/24/11 03:04:18 AM,0.58,,,,
61,04/24/11 03:13:07 AM,0.59,,,,
62,04/24/11 03:28:01 AM,0.60,,,,
63,04/24/11 03:33:34 AM,0.61,,,,
64,04/24/11 03:43:20 AM,0.62,,,,
65,04/24/11 04:14:57 AM,0.63,,,,
66,04/24/11 04:56:15 AM,0.64,,,,
67,04/24/11 05:05:00 AM,0.65,,,,
68,04/24/11 05:19:50 AM,0.66,,,,
69,04/24/11 06:49:44 AM,0.67,,,,
70,04/24/11 08:24:21 AM,0.68,,,,
71,04/24/11 08:38:24 AM,0.69,,,,
72,04/24/11 09:05:37 AM,0.70,,,,
73,04/25/11 05:58:28 AM,0.71,,,,
74,04/25/11 06:34:01 AM,0.72,,,,
75,04/25/11 07:00:44 AM,0.73,,,,
76,04/25/11 07:19:02 AM,0.74,,,,
77,04/25/11 07:47:35 AM,0.75,,,,
78,04/25/11 08:15:15 AM,0.76,,,,
79,04/25/11 08:27:21 AM,0.77,,,,
80,04/25/11 08:45:42 AM,0.78,,,,
81,04/25/11 09:27:26 AM,0.79,,,,
82,05/03/11 09:33:39 AM,,,Logged,,
83,05/03/11 09:33:42 AM,0.79,,,Logged,Logged
