"Plot Title: UQC"
"#","Date Time, GMT-08:00","Event, inches (LGR S/N: 10592087, SEN S/N: 10592087)","Coupler Attached (LGR S/N: 10592087, SEN S/N: 10592087)","Stopped (LGR S/N: 10592087, SEN S/N: 10592087)","End Of File (LGR S/N: 10592087, SEN S/N: 10592087)"
1,12/17/14 04:16:31 PM,0.00,,,
2,12/17/14 04:43:31 PM,0.01,,,
3,12/17/14 05:10:49 PM,0.02,,,
4,12/17/14 05:39:41 PM,0.03,,,
5,12/17/14 05:46:42 PM,0.04,,,
6,12/17/14 05:55:03 PM,0.05,,,
7,12/17/14 06:03:23 PM,0.06,,,
8,12/17/14 06:10:48 PM,0.07,,,
9,12/17/14 06:18:57 PM,0.08,,,
10,12/17/14 06:38:57 PM,0.09,,,
11,12/17/14 06:58:37 PM,0.10,,,
12,12/17/14 07:02:37 PM,0.11,,,
13,12/17/14 07:12:50 PM,0.12,,,
14,12/17/14 07:23:24 PM,0.13,,,
15,12/17/14 07:27:35 PM,0.14,,,
16,12/17/14 07:30:39 PM,0.15,,,
17,12/17/14 07:31:28 PM,0.16,,,
18,12/17/14 07:32:32 PM,0.17,,,
19,12/17/14 07:34:15 PM,0.18,,,
20,12/17/14 07:40:00 PM,0.19,,,
21,12/17/14 07:49:12 PM,0.20,,,
22,12/17/14 08:06:38 PM,0.21,,,
23,12/17/14 08:34:43 PM,0.22,,,
24,12/17/14 08:39:28 PM,0.23,,,
25,12/17/14 08:45:23 PM,0.24,,,
26,12/17/14 08:54:11 PM,0.25,,,
27,12/17/14 09:05:58 PM,0.26,,,
28,12/17/14 09:16:20 PM,0.27,,,
29,12/17/14 09:16:21 PM,0.28,,,
30,12/17/14 09:26:47 PM,0.29,,,
31,12/17/14 09:35:53 PM,0.30,,,
32,12/17/14 09:42:34 PM,0.31,,,
33,12/17/14 09:58:31 PM,0.32,,,
34,12/17/14 10:32:03 PM,0.33,,,
35,12/18/14 02:42:17 AM,0.34,,,
36,12/19/14 01:02:29 AM,0.35,,,
37,12/19/14 01:31:25 AM,0.36,,,
38,12/19/14 03:26:10 AM,0.37,,,
39,12/19/14 03:49:44 AM,0.38,,,
40,12/19/14 04:07:24 AM,0.39,,,
41,12/19/14 04:43:25 AM,0.40,,,
42,12/19/14 05:09:05 AM,0.41,,,
43,12/19/14 05:35:01 AM,0.42,,,
