"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
61,04/11/18 07:00:49 PM,,0.06,,,,
62,04/11/18 07:10:23 PM,,0.07,,,,
63,04/11/18 07:15:23 PM,,0.08,,,,
64,04/11/18 07:19:11 PM,,0.09,,,,
65,04/11/18 07:30:56 PM,,0.10,,,,
66,04/11/18 07:33:32 PM,50.995,,,,,
67,04/11/18 07:34:25 PM,,0.11,,,,
68,04/11/18 07:34:51 PM,,0.12,,,,
69,04/11/18 07:35:15 PM,,0.13,,,,
70,04/11/18 07:35:46 PM,,0.14,,,,
71,04/11/18 07:36:17 PM,,0.15,,,,
72,04/11/18 07:37:29 PM,,0.16,,,,
73,04/11/18 07:59:21 PM,,0.17,,,,
74,04/11/18 08:02:26 PM,,0.18,,,,
75,04/11/18 08:06:06 PM,,0.19,,,,
76,04/11/18 08:10:31 PM,,0.20,,,,
77,04/11/18 08:14:11 PM,,0.21,,,,
78,04/11/18 08:17:17 PM,,0.22,,,,
79,04/11/18 08:21:16 PM,,0.23,,,,
80,04/11/18 08:24:17 PM,,0.24,,,,
81,04/11/18 08:28:54 PM,,0.25,,,,
82,04/11/18 08:33:32 PM,48.339,,,,,
83,04/11/18 08:33:35 PM,,0.26,,,,
84,04/11/18 08:41:21 PM,,0.27,,,,
85,04/11/18 08:53:32 PM,,0.28,,,,
86,04/11/18 09:33:32 PM,46.908,,,,,
87,04/11/18 10:33:32 PM,46.369,,,,,
88,04/11/18 10:34:03 PM,,0.29,,,,
89,04/11/18 10:41:54 PM,,0.30,,,,
90,04/11/18 11:33:32 PM,46.188,,,,,
91,04/11/18 11:54:53 PM,,0.31,,,,
92,04/12/18 12:33:32 AM,45.828,,,,,
93,04/12/18 01:33:32 AM,43.831,,,,,
94,04/12/18 02:33:32 AM,43.648,,,,,
95,04/12/18 03:33:32 AM,42.548,,,,,
96,04/12/18 04:33:32 AM,42.548,,,,,
97,04/12/18 05:33:32 AM,42.732,,,,,
98,04/12/18 05:38:33 AM,,0.32,,,,
99,04/12/18 06:33:32 AM,42.179,,,,,
100,04/12/18 07:33:32 AM,42.363,,,,,
101,04/12/18 08:33:32 AM,44.379,,,,,
102,04/12/18 09:33:32 AM,47.982,,,,,
103,04/12/18 10:33:32 AM,53.973,,,,,
104,04/12/18 11:33:32 AM,67.735,,,,,
105,04/12/18 12:33:32 PM,80.029,,,,,
106,04/12/18 01:33:32 PM,73.580,,,,,
107,04/12/18 02:33:32 PM,64.310,,,,,
108,04/12/18 03:33:32 PM,65.509,,,,,
109,04/12/18 04:33:32 PM,62.598,,,,,
110,04/12/18 05:33:32 PM,55.711,,,,,
111,04/12/18 06:33:32 PM,50.819,,,,,
112,04/12/18 07:33:32 PM,47.982,,,,,
113,04/12/18 08:33:32 PM,45.648,,,,,
114,04/12/18 09:33:32 PM,44.379,,,,,
115,04/12/18 10:33:32 PM,44.013,,,,,
116,04/12/18 11:33:32 PM,43.648,,,,,
117,04/13/18 12:33:32 AM,42.915,,,,,
118,04/13/18 01:33:32 AM,42.548,,,,,
119,04/13/18 02:33:32 AM,43.099,,,,,
120,04/13/18 03:33:32 AM,43.099,,,,,
121,04/13/18 04:33:32 AM,43.099,,,,,
122,04/13/18 05:33:32 AM,43.099,,,,,
123,04/13/18 06:33:32 AM,42.915,,,,,
124,04/13/18 07:33:32 AM,41.994,,,,,
125,04/13/18 08:33:32 AM,44.013,,,,,
126,04/13/18 09:33:32 AM,49.404,,,,,
127,04/13/18 10:33:32 AM,62.598,,,,,
128,04/13/18 11:33:32 AM,96.748,,,,,
129,04/13/18 12:33:32 PM,109.396,,,,,
130,04/13/18 01:33:32 PM,85.735,,,,,
131,04/13/18 02:33:32 PM,71.168,,,,,
132,04/13/18 03:33:32 PM,74.791,,,,,
133,04/13/18 04:33:32 PM,72.891,,,,,
134,04/13/18 05:33:32 PM,65.509,,,,,
135,04/13/18 06:33:32 PM,60.195,,,,,
136,04/13/18 07:33:32 PM,56.057,,,,,
137,04/13/18 08:33:32 PM,52.925,,,,,
138,04/13/18 09:33:32 PM,50.819,,,,,
139,04/13/18 10:33:32 PM,50.466,,,,,
140,04/13/18 11:33:32 PM,50.113,,,,,
141,04/14/18 12:33:32 AM,49.582,,,,,
142,04/14/18 01:33:32 AM,49.228,,,,,
143,04/14/18 02:33:32 AM,49.050,,,,,
144,04/14/18 03:33:32 AM,48.871,,,,,
145,04/14/18 04:33:32 AM,48.160,,,,,
146,04/14/18 05:33:32 AM,48.339,,,,,
147,04/14/18 06:33:32 AM,47.982,,,,,
148,04/14/18 07:33:32 AM,48.160,,,,,
149,04/14/18 08:33:32 AM,50.819,,,,,
150,04/14/18 09:33:32 AM,55.711,,,,,
151,04/14/18 10:33:32 AM,68.077,,,,,
152,04/14/18 11:33:32 AM,101.685,,,,,
153,04/14/18 12:33:32 PM,113.137,,,,,
154,04/14/18 01:33:32 PM,87.368,,,,,
155,04/14/18 02:33:32 PM,74.619,,,,,
156,04/14/18 03:33:32 PM,79.502,,,,,
157,04/14/18 04:33:32 PM,74.964,,,,,
158,04/14/18 05:33:32 PM,67.735,,,,,
159,04/14/18 06:33:32 PM,62.769,,,,,
160,04/14/18 07:33:32 PM,60.024,,,,,
161,04/14/18 08:33:32 PM,55.884,,,,,
162,04/14/18 09:33:32 PM,53.449,,,,,
163,04/14/18 10:33:32 PM,51.172,,,,,
164,04/14/18 11:33:32 PM,50.643,,,,,
165,04/15/18 12:33:32 AM,49.759,,,,,
166,04/15/18 01:33:32 AM,48.695,,,,,
167,04/15/18 02:33:32 AM,48.517,,,,,
168,04/15/18 03:33:32 AM,47.266,,,,,
169,04/15/18 04:33:32 AM,47.266,,,,,
170,04/15/18 05:33:32 AM,47.088,,,,,
171,04/15/18 06:33:32 AM,46.908,,,,,
172,04/15/18 07:33:32 AM,46.188,,,,,
173,04/15/18 08:33:32 AM,48.160,,,,,
174,04/15/18 09:33:32 AM,52.576,,,,,
175,04/15/18 10:33:32 AM,64.996,,,,,
176,04/15/18 11:33:32 AM,97.720,,,,,
177,04/15/18 12:33:32 PM,104.333,,,,,
178,04/15/18 01:33:32 PM,78.975,,,,,
179,04/15/18 02:33:32 PM,64.139,,,,,
180,04/15/18 03:33:32 PM,62.254,,,,,
181,04/15/18 04:33:32 PM,56.057,,,,,
182,04/15/18 05:00:22 PM,,0.33,,,,
183,04/15/18 05:06:55 PM,,0.34,,,,
184,04/15/18 05:11:33 PM,,0.35,,,,
185,04/15/18 05:16:19 PM,,0.36,,,,
186,04/15/18 05:19:10 PM,,0.37,,,,
187,04/15/18 05:21:22 PM,,0.38,,,,
188,04/15/18 05:23:04 PM,,0.39,,,,
189,04/15/18 05:24:22 PM,,0.40,,,,
190,04/15/18 05:25:42 PM,,0.41,,,,
191,04/15/18 05:26:32 PM,,0.42,,,,
192,04/15/18 05:27:22 PM,,0.43,,,,
193,04/15/18 05:28:21 PM,,0.44,,,,
194,04/15/18 05:29:11 PM,,0.45,,,,
195,04/15/18 05:30:05 PM,,0.46,,,,
196,04/15/18 05:31:27 PM,,0.47,,,,
197,04/15/18 05:33:32 PM,51.874,,,,,
198,04/15/18 05:35:38 PM,,0.48,,,,
199,04/15/18 05:39:04 PM,,0.49,,,,
200,04/15/18 05:41:20 PM,,0.50,,,,
201,04/15/18 05:44:27 PM,,0.51,,,,
202,04/15/18 05:47:37 PM,,0.52,,,,
203,04/15/18 05:52:41 PM,,0.53,,,,
204,04/15/18 05:58:23 PM,,0.54,,,,
205,04/15/18 06:05:07 PM,,0.55,,,,
206,04/15/18 06:08:41 PM,,0.56,,,,
207,04/15/18 06:19:36 PM,,0.57,,,,
208,04/15/18 06:33:32 PM,50.113,,,,,
209,04/15/18 06:35:38 PM,,0.58,,,,
210,04/15/18 06:48:50 PM,,0.59,,,,
211,04/15/18 06:59:20 PM,,0.60,,,,
212,04/15/18 07:32:28 PM,,0.61,,,,
213,04/15/18 07:33:32 PM,49.404,,,,,
214,04/15/18 07:52:08 PM,,0.62,,,,
215,04/15/18 08:33:32 PM,48.871,,,,,
216,04/15/18 09:33:32 PM,47.982,,,,,
217,04/15/18 10:33:32 PM,48.160,,,,,
218,04/15/18 11:33:32 PM,46.728,,,,,
219,04/16/18 12:03:20 AM,,0.63,,,,
220,04/16/18 12:06:46 AM,,0.64,,,,
221,04/16/18 12:07:50 AM,,0.65,,,,
222,04/16/18 12:08:38 AM,,0.66,,,,
223,04/16/18 12:09:35 AM,,0.67,,,,
224,04/16/18 12:10:48 AM,,0.68,,,,
225,04/16/18 12:33:32 AM,46.548,,,,,
226,04/16/18 01:33:32 AM,45.466,,,,,
227,04/16/18 02:33:32 AM,45.828,,,,,
228,04/16/18 02:35:46 AM,,0.69,,,,
229,04/16/18 03:33:32 AM,45.466,,,,,
230,04/16/18 03:46:48 AM,,0.70,,,,
231,04/16/18 04:33:32 AM,44.560,,,,,
232,04/16/18 05:33:32 AM,43.466,,,,,
233,04/16/18 06:33:32 AM,43.282,,,,,
234,04/16/18 07:33:32 AM,44.013,,,,,
235,04/16/18 08:06:43 AM,,0.71,,,,
236,04/16/18 08:20:15 AM,,0.72,,,,
237,04/16/18 08:20:49 AM,,0.73,,,,
238,04/16/18 08:21:31 AM,,0.74,,,,
239,04/16/18 08:22:25 AM,,0.75,,,,
240,04/16/18 08:23:39 AM,,0.76,,,,
241,04/16/18 08:33:32 AM,45.466,,,,,
242,04/16/18 08:35:04 AM,,0.77,,,,
243,04/16/18 08:36:34 AM,,0.78,,,,
244,04/16/18 08:37:42 AM,,0.79,,,,
245,04/16/18 08:38:52 AM,,0.80,,,,
246,04/16/18 08:48:19 AM,,0.81,,,,
247,04/16/18 08:55:42 AM,,0.82,,,,
248,04/16/18 09:04:51 AM,,0.83,,,,
249,04/16/18 09:08:54 AM,,0.84,,,,
250,04/16/18 09:15:57 AM,,0.85,,,,
251,04/16/18 09:21:24 AM,,0.86,,,,
252,04/16/18 09:33:32 AM,44.560,,,,,
253,04/16/18 10:33:32 AM,52.225,,,,,
254,04/16/18 10:47:44 AM,,0.87,,,,
255,04/16/18 11:33:32 AM,79.502,,,,,
256,04/16/18 12:33:32 PM,84.115,,,,,
257,04/16/18 01:33:32 PM,67.564,,,,,
258,04/16/18 02:33:32 PM,57.614,,,,,
259,04/16/18 02:47:23 PM,,0.88,,,,
260,04/16/18 03:33:32 PM,61.227,,,,,
261,04/16/18 04:33:32 PM,59.508,,,,,
262,04/16/18 05:33:32 PM,51.523,,,,,
263,04/16/18 05:59:16 PM,,0.89,,,,
264,04/16/18 06:03:22 PM,,0.90,,,,
265,04/16/18 06:06:01 PM,,0.91,,,,
266,04/16/18 06:33:32 PM,46.188,,,,,
267,04/16/18 06:35:03 PM,,0.92,,,,
268,04/16/18 07:33:32 PM,44.742,,,,,
269,04/16/18 08:33:32 PM,43.648,,,,,
270,04/16/18 09:33:32 PM,42.732,,,,,
271,04/16/18 10:33:32 PM,41.810,,,,,
272,04/16/18 11:33:32 PM,41.439,,,,,
273,04/17/18 12:33:32 AM,41.625,,,,,
274,04/17/18 01:33:32 AM,41.994,,,,,
275,04/17/18 02:33:32 AM,41.067,,,,,
276,04/17/18 03:33:32 AM,40.321,,,,,
277,04/17/18 04:33:32 AM,39.760,,,,,
278,04/17/18 05:33:32 AM,39.760,,,,,
279,04/17/18 05:49:11 AM,,0.93,,,,
280,04/17/18 06:33:32 AM,39.196,,,,,
281,04/17/18 07:33:32 AM,39.196,,,,,
282,04/17/18 08:33:32 AM,41.067,,,,,
283,04/17/18 09:33:32 AM,45.648,,,,,
284,04/17/18 10:33:32 AM,59.851,,,,,
285,04/17/18 11:33:32 AM,89.755,,,,,
286,04/17/18 12:33:32 PM,97.525,,,,,
287,04/17/18 01:33:32 PM,74.271,,,,,
288,04/17/18 02:33:32 PM,61.398,,,,,
289,04/17/18 02:41:44 PM,,,,Logged,,
290,04/17/18 02:41:52 PM,,0.93,,,Logged,Logged
