"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,03/11/13 10:31:41 AM,0.00,,,
2,03/11/13 10:31:54 AM,,Logged,,
3,03/19/13 12:39:24 PM,0.00,,Logged,Logged
