"Plot Title: HS"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,11/03/10 12:13:52 PM,0.00,,,,
2,11/03/10 12:13:57 PM,,Logged,,,
3,11/07/10 07:04:51 AM,0.01,,,,
4,11/07/10 07:27:21 AM,0.02,,,,
5,11/07/10 07:30:47 AM,0.03,,,,
6,11/07/10 07:33:52 AM,0.04,,,,
7,11/07/10 07:36:41 AM,0.05,,,,
8,11/07/10 07:40:04 AM,0.06,,,,
9,11/07/10 07:44:09 AM,0.07,,,,
10,11/07/10 07:46:58 AM,0.08,,,,
11,11/07/10 07:48:59 AM,0.09,,,,
12,11/07/10 07:50:25 AM,0.10,,,,
13,11/07/10 07:52:08 AM,0.11,,,,
14,11/07/10 07:53:36 AM,0.12,,,,
15,11/07/10 07:55:38 AM,0.13,,,,
16,11/07/10 07:57:07 AM,0.14,,,,
17,11/07/10 07:58:33 AM,0.15,,,,
18,11/07/10 07:59:52 AM,0.16,,,,
19,11/07/10 08:01:26 AM,0.17,,,,
20,11/07/10 08:02:38 AM,0.18,,,,
21,11/07/10 08:03:41 AM,0.19,,,,
22,11/07/10 08:04:46 AM,0.20,,,,
23,11/07/10 08:06:05 AM,0.21,,,,
24,11/07/10 08:07:05 AM,0.22,,,,
25,11/07/10 08:08:16 AM,0.23,,,,
26,11/07/10 08:09:20 AM,0.24,,,,
27,11/07/10 08:10:24 AM,0.25,,,,
28,11/07/10 08:11:23 AM,0.26,,,,
29,11/07/10 08:12:45 AM,0.27,,,,
30,11/07/10 08:14:38 AM,0.28,,,,
31,11/07/10 08:17:15 AM,0.29,,,,
32,11/07/10 08:19:09 AM,0.30,,,,
33,11/07/10 08:21:19 AM,0.31,,,,
34,11/07/10 08:22:48 AM,0.32,,,,
35,11/07/10 08:25:50 AM,0.33,,,,
36,11/07/10 08:28:26 AM,0.34,,,,
37,11/07/10 08:30:50 AM,0.35,,,,
38,11/07/10 08:33:45 AM,0.36,,,,
39,11/07/10 08:36:22 AM,0.37,,,,
40,11/07/10 08:38:35 AM,0.38,,,,
41,11/07/10 08:40:34 AM,0.39,,,,
42,11/07/10 08:42:59 AM,0.40,,,,
43,11/07/10 08:45:07 AM,0.41,,,,
44,11/07/10 08:47:17 AM,0.42,,,,
45,11/07/10 08:49:14 AM,0.43,,,,
46,11/07/10 08:50:46 AM,0.44,,,,
47,11/07/10 08:52:27 AM,0.45,,,,
48,11/07/10 08:54:02 AM,0.46,,,,
49,11/07/10 08:55:53 AM,0.47,,,,
50,11/07/10 08:57:38 AM,0.48,,,,
51,11/07/10 08:59:39 AM,0.49,,,,
52,11/07/10 09:01:24 AM,0.50,,,,
53,11/07/10 09:03:28 AM,0.51,,,,
54,11/07/10 09:05:21 AM,0.52,,,,
55,11/07/10 09:07:09 AM,0.53,,,,
56,11/07/10 09:08:15 AM,0.54,,,,
57,11/07/10 09:09:29 AM,0.55,,,,
58,11/07/10 09:10:27 AM,0.56,,,,
59,11/07/10 09:11:45 AM,0.57,,,,
60,11/07/10 09:13:52 AM,0.58,,,,
61,11/07/10 09:16:01 AM,0.59,,,,
62,11/07/10 09:18:04 AM,0.60,,,,
63,11/07/10 09:20:03 AM,0.61,,,,
64,11/07/10 09:21:14 AM,0.62,,,,
65,11/07/10 09:22:47 AM,0.63,,,,
66,11/07/10 09:24:17 AM,0.64,,,,
67,11/07/10 09:25:35 AM,0.65,,,,
68,11/07/10 09:26:53 AM,0.66,,,,
69,11/07/10 09:28:30 AM,0.67,,,,
70,11/07/10 09:29:44 AM,0.68,,,,
71,11/07/10 09:30:44 AM,0.69,,,,
72,11/07/10 09:31:33 AM,0.70,,,,
73,11/07/10 09:32:37 AM,0.71,,,,
74,11/07/10 09:33:49 AM,0.72,,,,
75,11/07/10 09:35:16 AM,0.73,,,,
76,11/07/10 09:37:10 AM,0.74,,,,
77,11/07/10 09:40:18 AM,0.75,,,,
78,11/07/10 09:42:35 AM,0.76,,,,
79,11/07/10 09:44:39 AM,0.77,,,,
80,11/07/10 09:48:01 AM,0.78,,,,
81,11/07/10 09:53:08 AM,0.79,,,,
82,11/07/10 09:58:23 AM,0.80,,,,
83,11/07/10 10:04:25 AM,0.81,,,,
84,11/07/10 10:09:00 AM,0.82,,,,
85,11/07/10 10:12:52 AM,0.83,,,,
86,11/07/10 10:15:07 AM,0.84,,,,
87,11/07/10 10:17:26 AM,0.85,,,,
88,11/07/10 10:20:56 AM,0.86,,,,
89,11/07/10 10:23:54 AM,0.87,,,,
90,11/07/10 10:26:38 AM,0.88,,,,
91,11/07/10 10:29:01 AM,0.89,,,,
92,11/07/10 10:34:18 AM,0.90,,,,
93,11/07/10 10:37:57 AM,0.91,,,,
94,11/07/10 10:40:23 AM,0.92,,,,
95,11/07/10 10:43:38 AM,0.93,,,,
96,11/07/10 10:47:11 AM,0.94,,,,
97,11/07/10 10:49:17 AM,0.95,,,,
98,11/07/10 10:52:28 AM,0.96,,,,
99,11/07/10 11:02:29 AM,0.97,,,,
100,11/07/10 11:07:52 AM,0.98,,,,
101,11/07/10 11:10:46 AM,0.99,,,,
102,11/07/10 11:13:26 AM,1.00,,,,
103,11/07/10 11:15:37 AM,1.01,,,,
104,11/07/10 11:19:44 AM,1.02,,,,
105,11/07/10 11:22:42 AM,1.03,,,,
106,11/07/10 11:24:24 AM,1.04,,,,
107,11/07/10 11:26:14 AM,1.05,,,,
108,11/07/10 11:27:18 AM,1.06,,,,
109,11/07/10 11:28:34 AM,1.07,,,,
110,11/07/10 11:29:50 AM,1.08,,,,
111,11/07/10 11:31:36 AM,1.09,,,,
112,11/07/10 11:32:50 AM,1.10,,,,
113,11/07/10 11:34:45 AM,1.11,,,,
114,11/07/10 11:36:43 AM,1.12,,,,
115,11/07/10 11:39:19 AM,1.13,,,,
116,11/07/10 11:41:14 AM,1.14,,,,
117,11/07/10 11:43:44 AM,1.15,,,,
118,11/07/10 11:45:46 AM,1.16,,,,
119,11/07/10 11:47:40 AM,1.17,,,,
120,11/07/10 11:49:12 AM,1.18,,,,
121,11/07/10 11:51:25 AM,1.19,,,,
122,11/07/10 11:54:14 AM,1.20,,,,
123,11/07/10 12:03:52 PM,1.21,,,,
124,11/07/10 12:06:13 PM,1.22,,,,
125,11/07/10 12:09:02 PM,1.23,,,,
126,11/07/10 12:11:18 PM,1.24,,,,
127,11/07/10 12:13:26 PM,1.25,,,,
128,11/07/10 12:16:23 PM,1.26,,,,
129,11/07/10 12:22:56 PM,1.27,,,,
130,11/07/10 12:27:03 PM,1.28,,,,
131,11/07/10 12:29:13 PM,1.29,,,,
132,11/07/10 12:31:39 PM,1.30,,,,
133,11/07/10 12:43:01 PM,1.31,,,,
134,11/07/10 12:50:11 PM,1.32,,,,
135,11/07/10 01:00:05 PM,1.33,,,,
136,11/07/10 01:02:28 PM,1.34,,,,
137,11/07/10 01:08:03 PM,1.35,,,,
138,11/07/10 01:30:33 PM,1.36,,,,
139,11/07/10 01:37:09 PM,1.37,,,,
140,11/07/10 01:39:14 PM,1.38,,,,
141,11/07/10 01:41:14 PM,1.39,,,,
142,11/07/10 01:43:04 PM,1.40,,,,
143,11/07/10 01:44:55 PM,1.41,,,,
144,11/07/10 01:45:49 PM,1.42,,,,
145,11/07/10 01:46:53 PM,1.43,,,,
146,11/07/10 01:47:47 PM,1.44,,,,
147,11/07/10 01:49:15 PM,1.45,,,,
148,11/07/10 01:50:29 PM,1.46,,,,
149,11/07/10 01:51:51 PM,1.47,,,,
150,11/07/10 01:52:49 PM,1.48,,,,
151,11/07/10 01:53:49 PM,1.49,,,,
152,11/07/10 01:54:45 PM,1.50,,,,
153,11/07/10 01:56:01 PM,1.51,,,,
154,11/07/10 01:58:02 PM,1.52,,,,
155,11/07/10 02:02:43 PM,1.53,,,,
156,11/07/10 02:04:24 PM,1.54,,,,
157,11/07/10 02:05:38 PM,1.55,,,,
158,11/07/10 02:06:47 PM,1.56,,,,
159,11/07/10 02:08:13 PM,1.57,,,,
160,11/07/10 02:09:22 PM,1.58,,,,
161,11/07/10 02:11:04 PM,1.59,,,,
162,11/07/10 02:11:56 PM,1.60,,,,
163,11/07/10 02:12:51 PM,1.61,,,,
164,11/07/10 02:13:35 PM,1.62,,,,
165,11/07/10 02:14:42 PM,1.63,,,,
166,11/07/10 02:16:10 PM,1.64,,,,
167,11/07/10 02:17:44 PM,1.65,,,,
168,11/07/10 02:19:53 PM,1.66,,,,
169,11/07/10 02:22:44 PM,1.67,,,,
170,11/07/10 02:25:48 PM,1.68,,,,
171,11/07/10 02:27:59 PM,1.69,,,,
172,11/07/10 02:34:43 PM,1.70,,,,
173,11/07/10 02:53:17 PM,1.71,,,,
174,11/07/10 04:31:05 PM,1.72,,,,
175,11/07/10 04:33:03 PM,1.73,,,,
176,11/07/10 04:34:49 PM,1.74,,,,
177,11/07/10 04:37:58 PM,1.75,,,,
178,11/07/10 04:42:34 PM,1.76,,,,
179,11/07/10 05:07:05 PM,1.77,,,,
180,11/07/10 05:08:39 PM,1.78,,,,
181,11/07/10 05:10:34 PM,1.79,,,,
182,11/07/10 05:11:13 PM,1.80,,,,
183,11/07/10 05:12:14 PM,1.81,,,,
184,11/07/10 05:12:54 PM,1.82,,,,
185,11/07/10 05:13:39 PM,1.83,,,,
186,11/07/10 05:14:03 PM,1.84,,,,
187,11/07/10 05:14:37 PM,1.85,,,,
188,11/07/10 05:17:15 PM,1.86,,,,
189,11/07/10 08:27:02 PM,1.87,,,,
190,11/09/10 09:46:30 PM,1.88,,,,
191,11/09/10 10:22:16 PM,1.89,,,,
192,11/09/10 10:44:18 PM,1.90,,,,
193,11/09/10 11:15:32 PM,1.91,,,,
194,11/09/10 11:48:30 PM,1.92,,,,
195,11/10/10 12:08:32 AM,1.93,,,,
196,11/10/10 12:55:05 AM,1.94,,,,
197,11/10/10 03:04:01 AM,1.95,,,,
198,11/10/10 05:27:54 AM,1.96,,,,
199,11/10/10 05:43:48 AM,1.97,,,,
200,11/10/10 05:45:51 AM,1.98,,,,
201,11/16/10 10:36:15 AM,,,Logged,,
202,11/16/10 10:36:21 AM,1.98,,,Logged,Logged
