"Plot Title: Cowboy"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309219, SEN S/N: 20309219)","Event, units (LGR S/N: 20309219, SEN S/N: 20309219)","Coupler Attached (LGR S/N: 20309219, SEN S/N: 20309219)","Host Connected (LGR S/N: 20309219, SEN S/N: 20309219)","Coupler Detached (LGR S/N: 20309219, SEN S/N: 20309219)","End Of File (LGR S/N: 20309219, SEN S/N: 20309219)"
1,02/02/19 10:00:00 AM,70.480,0.00,,,,
2,02/02/19 11:00:00 AM,68.248,,,,,
3,02/02/19 12:00:00 PM,63.111,,,,,
4,02/02/19 01:00:00 PM,57.096,,,,,
5,02/02/19 02:00:00 PM,56.577,,,,,
6,02/02/19 03:00:00 PM,56.923,,,,,
7,02/02/19 04:00:00 PM,57.096,,,,,
8,02/02/19 05:00:00 PM,56.923,,,,,
9,02/02/19 06:00:00 PM,55.884,,,,,
10,02/02/19 07:00:00 PM,55.537,,,,,
11,02/02/19 08:00:00 PM,56.230,,,,,
12,02/02/19 09:00:00 PM,56.404,,,,,
13,02/02/19 10:00:00 PM,56.404,,,,,
14,02/02/19 11:00:00 PM,57.096,,,,,
15,02/03/19 12:00:00 AM,56.230,,,,,
16,02/03/19 01:00:00 AM,55.711,,,,,
17,02/03/19 02:00:00 AM,54.147,,,,,
18,02/03/19 03:00:00 AM,54.669,,,,,
19,02/03/19 04:00:00 AM,58.131,,,,,
20,02/03/19 05:00:00 AM,67.564,,,,,
21,02/03/19 06:00:00 AM,74.446,,,,,
22,02/03/19 07:00:00 AM,75.312,,,,,
23,02/03/19 08:00:00 AM,71.856,,,,,
24,02/03/19 09:00:00 AM,67.735,,,,,
25,02/03/19 10:00:00 AM,68.077,,,,,
26,02/03/19 11:00:00 AM,63.968,,,,,
27,02/03/19 12:00:00 PM,64.825,,,,,
28,02/03/19 01:00:00 PM,58.993,,,,,
29,02/03/19 02:00:00 PM,58.476,,,,,
30,02/03/19 03:00:00 PM,55.711,,,,,
31,02/03/19 04:00:00 PM,55.189,,,,,
32,02/03/19 05:00:00 PM,55.364,,,,,
33,02/03/19 06:00:00 PM,54.495,,,,,
34,02/03/19 07:00:00 PM,51.523,,,,,
35,02/03/19 08:00:00 PM,50.290,,,,,
36,02/03/19 09:00:00 PM,52.050,,,,,
37,02/03/19 10:00:00 PM,51.172,,,,,
38,02/03/19 11:00:00 PM,50.995,,,,,
39,02/04/19 12:00:00 AM,51.172,,,,,
40,02/04/19 01:00:00 AM,52.576,,,,,
41,02/04/19 02:00:00 AM,51.346,,,,,
42,02/04/19 03:00:00 AM,53.100,,,,,
43,02/04/19 04:00:00 AM,57.785,,,,,
44,02/04/19 05:00:00 AM,62.940,,,,,
45,02/04/19 06:00:00 AM,69.793,,,,,
46,02/04/19 07:00:00 AM,77.749,,,,,
47,02/04/19 08:00:00 AM,66.366,,,,,
48,02/04/19 09:00:00 AM,66.366,,,,,
49,02/04/19 10:00:00 AM,65.680,,,,,
50,02/04/19 11:00:00 AM,66.879,,,,,
51,02/04/19 12:00:00 PM,59.680,,,,,
52,02/04/19 01:00:00 PM,56.057,,,,,
53,02/04/19 02:00:00 PM,55.884,,,,,
54,02/04/19 03:00:00 PM,53.798,,,,,
55,02/04/19 04:00:00 PM,54.669,,,,,
56,02/04/19 05:00:00 PM,52.050,,,,,
57,02/04/19 06:00:00 PM,54.495,,,,,
