"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,03/09/18 01:37:37 PM,66.537,0.00,,,,,
2,03/09/18 01:40:00 PM,,,Logged,,,,
3,03/09/18 02:37:37 PM,63.797,,,,,,
4,03/09/18 03:37:37 PM,63.455,,,,,,
5,03/09/18 04:37:37 PM,61.398,,,,,,
6,03/09/18 05:37:37 PM,58.303,,,,,,
7,03/09/18 06:37:37 PM,54.842,,,,,,
8,03/09/18 07:37:37 PM,52.401,,,,,,
9,03/09/18 08:37:37 PM,50.995,,,,,,
10,03/09/18 09:37:37 PM,49.937,,,,,,
11,03/09/18 10:37:37 PM,49.582,,,,,,
12,03/09/18 11:37:37 PM,48.695,,,,,,
13,03/10/18 12:37:37 AM,48.871,,,,,,
14,03/10/18 01:37:37 AM,48.339,,,,,,
15,03/10/18 02:37:37 AM,48.339,,,,,,
16,03/10/18 03:37:37 AM,47.982,,,,,,
17,03/10/18 04:37:37 AM,47.624,,,,,,
18,03/10/18 05:37:37 AM,47.982,,,,,,
19,03/10/18 06:37:37 AM,47.982,,,,,,
20,03/10/18 07:37:37 AM,48.695,,,,,,
21,03/10/18 08:37:37 AM,51.346,,,,,,
22,03/10/18 09:37:37 AM,52.401,,,,,,
23,03/10/18 10:37:37 AM,54.147,,,,,,
24,03/10/18 11:37:37 AM,55.017,,,,,,
25,03/10/18 12:37:37 PM,56.057,,,,,,
26,03/10/18 01:37:37 PM,56.404,,,,,,
27,03/10/18 02:37:37 PM,55.537,,,,,,
28,03/10/18 03:37:37 PM,55.884,,,,,,
29,03/10/18 04:37:37 PM,54.322,,,,,,
30,03/10/18 05:37:37 PM,53.100,,,,,,
31,03/10/18 06:37:37 PM,51.346,,,,,,
32,03/10/18 07:37:37 PM,50.819,,,,,,
33,03/10/18 08:37:37 PM,49.582,,,,,,
34,03/10/18 09:37:37 PM,47.802,,,,,,
35,03/10/18 10:37:37 PM,46.908,,,,,,
36,03/10/18 11:37:37 PM,46.008,,,,,,
37,03/11/18 12:37:37 AM,45.828,,,,,,
38,03/11/18 01:37:37 AM,46.008,,,,,,
39,03/11/18 02:37:37 AM,46.188,,,,,,
40,03/11/18 03:37:37 AM,45.466,,,,,,
41,03/11/18 04:37:37 AM,45.104,,,,,,
42,03/11/18 05:37:37 AM,44.922,,,,,,
43,03/11/18 06:37:37 AM,44.560,,,,,,
44,03/11/18 07:37:37 AM,44.922,,,,,,
45,03/11/18 08:37:37 AM,48.160,,,,,,
46,03/11/18 09:37:37 AM,52.401,,,,,,
47,03/11/18 10:37:37 AM,57.614,,,,,,
48,03/11/18 11:37:37 AM,89.017,,,,,,
49,03/11/18 12:37:37 PM,89.017,,,,,,
50,03/11/18 01:37:37 PM,68.248,,,,,,
51,03/11/18 02:37:37 PM,68.077,,,,,,
52,03/11/18 03:37:37 PM,68.763,,,,,,
53,03/11/18 04:37:37 PM,63.282,,,,,,
54,03/11/18 05:37:37 PM,58.303,,,,,,
55,03/11/18 06:37:37 PM,54.147,,,,,,
56,03/11/18 07:37:37 PM,52.225,,,,,,
57,03/11/18 08:37:37 PM,51.874,,,,,,
58,03/11/18 09:37:37 PM,50.466,,,,,,
59,03/11/18 10:37:37 PM,50.113,,,,,,
60,03/11/18 11:37:37 PM,50.466,,,,,,
61,03/12/18 12:37:37 AM,49.582,,,,,,
62,03/12/18 01:37:37 AM,49.404,,,,,,
63,03/12/18 02:37:37 AM,49.582,,,,,,
64,03/12/18 03:37:37 AM,49.404,,,,,,
65,03/12/18 04:37:37 AM,49.582,,,,,,
66,03/12/18 05:37:37 AM,50.466,,,,,,
67,03/12/18 06:37:37 AM,50.290,,,,,,
68,03/12/18 07:37:37 AM,51.346,,,,,,
69,03/12/18 08:37:37 AM,56.750,,,,,,
70,03/12/18 09:37:37 AM,62.769,,,,,,
71,03/12/18 10:37:37 AM,68.763,,,,,,
72,03/12/18 11:37:37 AM,88.099,,,,,,
73,03/12/18 12:37:37 PM,84.654,,,,,,
74,03/12/18 01:37:37 PM,63.968,,,,,,
75,03/12/18 01:55:15 PM,,,,Logged,,,
76,03/12/18 01:55:39 PM,,,,,Logged,,
77,03/12/18 01:55:52 PM,,0.00,,,,Logged,Logged
