"Plot Title: LQC"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Detached (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Attached (LGR S/N: 20309222, SEN S/N: 20309222)","Host Connected (LGR S/N: 20309222, SEN S/N: 20309222)","End Of File (LGR S/N: 20309222, SEN S/N: 20309222)"
1,04/11/18 08:58:06 AM,60.368,0.00,,,,
2,04/11/18 08:58:22 AM,,,Logged,,,
3,04/11/18 09:58:06 AM,64.139,,,,,
4,04/11/18 10:58:06 AM,71.339,,,,,
5,04/11/18 11:58:06 AM,67.906,,,,,
6,04/11/18 12:58:06 PM,68.934,,,,,
7,04/11/18 01:58:06 PM,64.996,,,,,
8,04/11/18 02:58:06 PM,65.509,,,,,
9,04/11/18 03:58:06 PM,63.455,,,,,
10,04/11/18 04:58:06 PM,62.940,,,,,
11,04/11/18 05:58:06 PM,59.508,,,,,
12,04/11/18 06:58:06 PM,55.711,,,,,
13,04/11/18 06:59:01 PM,,0.01,,,,
14,04/11/18 07:20:14 PM,,0.02,,,,
15,04/11/18 07:31:09 PM,,0.03,,,,
16,04/11/18 07:58:06 PM,51.523,,,,,
17,04/11/18 08:01:30 PM,,0.04,,,,
18,04/11/18 08:10:15 PM,,0.05,,,,
19,04/11/18 08:14:13 PM,,0.06,,,,
20,04/11/18 08:17:52 PM,,0.07,,,,
21,04/11/18 08:21:12 PM,,0.08,,,,
22,04/11/18 08:25:42 PM,,0.09,,,,
23,04/11/18 08:28:48 PM,,0.10,,,,
24,04/11/18 08:35:38 PM,,0.11,,,,
25,04/11/18 08:43:20 PM,,0.12,,,,
26,04/11/18 08:58:06 PM,49.228,,,,,
27,04/11/18 09:00:26 PM,,0.13,,,,
28,04/11/18 09:58:06 PM,47.088,,,,,
29,04/11/18 10:36:57 PM,,0.14,,,,
30,04/11/18 10:41:20 PM,,0.15,,,,
31,04/11/18 10:43:30 PM,,0.16,,,,
32,04/11/18 10:49:44 PM,,0.17,,,,
33,04/11/18 10:58:06 PM,47.802,,,,,
34,04/11/18 11:58:06 PM,46.728,,,,,
35,04/12/18 12:58:06 AM,46.188,,,,,
36,04/12/18 01:58:06 AM,44.195,,,,,
37,04/12/18 02:58:06 AM,41.994,,,,,
38,04/12/18 03:08:18 AM,,0.18,,,,
39,04/12/18 03:58:06 AM,40.881,,,,,
40,04/12/18 04:58:06 AM,40.696,,,,,
41,04/12/18 05:58:06 AM,40.134,,,,,
42,04/12/18 06:58:06 AM,39.573,,,,,
43,04/12/18 07:58:06 AM,41.994,,,,,
44,04/12/18 08:58:06 AM,56.057,,,,,
45,04/12/18 09:58:06 AM,61.569,,,,,
46,04/12/18 10:58:06 AM,59.337,,,,,
47,04/12/18 11:58:06 AM,62.254,,,,,
48,04/12/18 12:58:06 PM,66.537,,,,,
49,04/12/18 01:58:06 PM,63.797,,,,,
50,04/12/18 02:58:06 PM,63.111,,,,,
51,04/12/18 03:58:06 PM,62.940,,,,,
52,04/12/18 04:58:06 PM,61.398,,,,,
53,04/12/18 05:58:06 PM,59.337,,,,,
54,04/12/18 06:58:06 PM,55.711,,,,,
55,04/12/18 07:58:06 PM,49.937,,,,,
56,04/12/18 08:58:06 PM,46.728,,,,,
57,04/12/18 09:58:06 PM,44.742,,,,,
58,04/12/18 10:58:06 PM,41.625,,,,,
59,04/12/18 11:58:06 PM,40.509,,,,,
60,04/13/18 12:58:06 AM,40.134,,,,,
61,04/13/18 01:58:06 AM,40.509,,,,,
62,04/13/18 02:58:06 AM,39.573,,,,,
63,04/13/18 03:58:06 AM,38.818,,,,,
64,04/13/18 04:58:06 AM,36.914,,,,,
65,04/13/18 05:58:06 AM,36.914,,,,,
66,04/13/18 06:58:06 AM,36.531,,,,,
67,04/13/18 07:58:06 AM,38.250,,,,,
68,04/13/18 08:58:06 AM,55.364,,,,,
69,04/13/18 09:58:06 AM,67.221,,,,,
70,04/13/18 10:58:06 AM,71.683,,,,,
71,04/13/18 11:58:06 AM,79.326,,,,,
72,04/13/18 12:58:06 PM,70.995,,,,,
73,04/13/18 01:58:06 PM,67.221,,,,,
74,04/13/18 02:58:06 PM,66.708,,,,,
75,04/13/18 03:58:06 PM,67.392,,,,,
76,04/13/18 04:58:06 PM,66.022,,,,,
77,04/13/18 05:58:06 PM,64.996,,,,,
78,04/13/18 06:58:06 PM,61.398,,,,,
79,04/13/18 07:58:06 PM,54.495,,,,,
80,04/13/18 08:58:06 PM,49.404,,,,,
81,04/13/18 09:58:06 PM,46.369,,,,,
82,04/13/18 10:58:06 PM,45.104,,,,,
83,04/13/18 11:58:06 PM,43.648,,,,,
84,04/14/18 12:58:06 AM,42.732,,,,,
85,04/14/18 01:58:06 AM,42.363,,,,,
86,04/14/18 02:58:06 AM,41.439,,,,,
87,04/14/18 03:58:06 AM,40.696,,,,,
88,04/14/18 04:58:06 AM,40.509,,,,,
89,04/14/18 05:58:06 AM,40.134,,,,,
90,04/14/18 06:58:06 AM,39.947,,,,,
91,04/14/18 07:58:06 AM,42.548,,,,,
92,04/14/18 08:58:06 AM,58.476,,,,,
93,04/14/18 09:58:06 AM,68.763,,,,,
94,04/14/18 10:58:06 AM,76.006,,,,,
95,04/14/18 11:58:06 AM,80.206,,,,,
96,04/14/18 12:58:06 PM,74.446,,,,,
97,04/14/18 01:58:06 PM,70.308,,,,,
98,04/14/18 02:58:06 PM,69.793,,,,,
99,04/14/18 03:58:06 PM,68.934,,,,,
100,04/14/18 04:58:06 PM,67.906,,,,,
101,04/14/18 05:58:06 PM,66.537,,,,,
102,04/14/18 06:58:06 PM,61.912,,,,,
103,04/14/18 07:58:06 PM,55.189,,,,,
104,04/14/18 08:58:06 PM,50.290,,,,,
105,04/14/18 09:58:06 PM,47.624,,,,,
106,04/14/18 10:58:06 PM,46.548,,,,,
107,04/14/18 11:58:06 PM,46.728,,,,,
108,04/15/18 12:58:06 AM,45.466,,,,,
109,04/15/18 01:58:06 AM,45.466,,,,,
110,04/15/18 02:58:06 AM,43.831,,,,,
111,04/15/18 03:58:06 AM,43.466,,,,,
112,04/15/18 04:58:06 AM,42.548,,,,,
113,04/15/18 05:58:06 AM,40.509,,,,,
114,04/15/18 06:58:06 AM,39.196,,,,,
115,04/15/18 07:58:06 AM,41.439,,,,,
116,04/15/18 08:58:06 AM,57.958,,,,,
117,04/15/18 09:58:06 AM,69.793,,,,,
118,04/15/18 10:58:06 AM,73.580,,,,,
119,04/15/18 11:58:06 AM,75.832,,,,,
120,04/15/18 12:58:06 PM,71.512,,,,,
121,04/15/18 01:58:06 PM,66.537,,,,,
122,04/15/18 02:58:06 PM,66.537,,,,,
123,04/15/18 03:58:06 PM,63.626,,,,,
124,04/15/18 04:58:06 PM,57.785,,,,,
125,04/15/18 05:16:03 PM,,0.19,,,,
126,04/15/18 05:20:05 PM,,0.20,,,,
127,04/15/18 05:22:52 PM,,0.21,,,,
128,04/15/18 05:25:58 PM,,0.22,,,,
129,04/15/18 05:27:50 PM,,0.23,,,,
130,04/15/18 05:28:33 PM,,0.24,,,,
131,04/15/18 05:29:26 PM,,0.25,,,,
132,04/15/18 05:30:51 PM,,0.26,,,,
133,04/15/18 05:32:48 PM,,0.27,,,,
134,04/15/18 05:34:59 PM,,0.28,,,,
135,04/15/18 05:36:44 PM,,0.29,,,,
136,04/15/18 05:38:08 PM,,0.30,,,,
137,04/15/18 05:40:52 PM,,0.31,,,,
138,04/15/18 05:45:29 PM,,0.32,,,,
139,04/15/18 05:57:03 PM,,0.33,,,,
140,04/15/18 05:58:06 PM,53.274,,,,,
141,04/15/18 06:05:25 PM,,0.34,,,,
142,04/15/18 06:13:36 PM,,0.35,,,,
143,04/15/18 06:31:22 PM,,0.36,,,,
144,04/15/18 06:58:06 PM,52.401,,,,,
145,04/15/18 06:58:47 PM,,0.37,,,,
146,04/15/18 07:43:07 PM,,0.38,,,,
147,04/15/18 07:58:06 PM,51.874,,,,,
148,04/15/18 08:41:32 PM,,0.39,,,,
149,04/15/18 08:58:06 PM,49.582,,,,,
150,04/15/18 09:58:06 PM,47.446,,,,,
151,04/15/18 10:58:06 PM,46.908,,,,,
152,04/15/18 11:58:06 PM,46.908,,,,,
153,04/16/18 12:58:06 AM,46.548,,,,,
154,04/16/18 01:58:06 AM,46.548,,,,,
155,04/16/18 02:24:23 AM,,0.40,,,,
156,04/16/18 02:58:06 AM,47.446,,,,,
157,04/16/18 03:58:06 AM,46.369,,,,,
158,04/16/18 04:58:06 AM,44.013,,,,,
159,04/16/18 05:58:06 AM,43.282,,,,,
160,04/16/18 06:27:11 AM,,0.41,,,,
161,04/16/18 06:58:06 AM,43.466,,,,,
162,04/16/18 07:58:06 AM,46.548,,,,,
163,04/16/18 08:05:39 AM,,0.42,,,,
164,04/16/18 08:08:30 AM,,0.43,,,,
165,04/16/18 08:14:02 AM,,0.44,,,,
166,04/16/18 08:16:19 AM,,0.45,,,,
167,04/16/18 08:25:51 AM,,0.46,,,,
168,04/16/18 08:40:33 AM,,0.47,,,,
169,04/16/18 08:50:35 AM,,0.48,,,,
170,04/16/18 08:58:06 AM,45.104,,,,,
171,04/16/18 08:59:19 AM,,0.49,,,,
172,04/16/18 09:05:51 AM,,0.50,,,,
173,04/16/18 09:10:14 AM,,0.51,,,,
174,04/16/18 09:13:58 AM,,0.52,,,,
175,04/16/18 09:26:50 AM,,0.53,,,,
176,04/16/18 09:58:06 AM,50.819,,,,,
177,04/16/18 10:43:24 AM,,0.54,,,,
178,04/16/18 10:58:06 AM,51.172,,,,,
179,04/16/18 11:58:06 AM,69.107,,,,,
180,04/16/18 12:58:06 PM,65.680,,,,,
181,04/16/18 01:58:06 PM,59.851,,,,,
182,04/16/18 02:58:06 PM,54.322,,,,,
183,04/16/18 03:58:06 PM,60.712,,,,,
184,04/16/18 04:58:06 PM,58.647,,,,,
185,04/16/18 05:39:42 PM,,0.55,,,,
186,04/16/18 05:53:56 PM,,0.56,,,,
187,04/16/18 05:56:29 PM,,0.57,,,,
188,04/16/18 05:58:06 PM,52.050,,,,,
189,04/16/18 06:30:52 PM,,0.58,,,,
190,04/16/18 06:58:06 PM,50.466,,,,,
191,04/16/18 07:58:06 PM,46.008,,,,,
192,04/16/18 08:58:06 PM,45.648,,,,,
193,04/16/18 09:58:06 PM,42.548,,,,,
194,04/16/18 10:58:06 PM,40.881,,,,,
195,04/16/18 11:58:06 PM,40.321,,,,,
196,04/17/18 12:58:06 AM,39.760,,,,,
197,04/17/18 01:58:06 AM,38.629,,,,,
198,04/17/18 02:58:06 AM,37.488,,,,,
199,04/17/18 03:00:48 AM,,0.59,,,,
200,04/17/18 03:58:06 AM,38.061,,,,,
201,04/17/18 04:58:06 AM,37.297,,,,,
202,04/17/18 05:58:06 AM,36.531,,,,,
203,04/17/18 06:58:06 AM,35.951,,,,,
204,04/17/18 07:58:06 AM,37.870,,,,,
205,04/17/18 08:58:06 AM,55.189,,,,,
206,04/17/18 09:58:06 AM,65.167,,,,,
207,04/17/18 10:58:06 AM,69.793,,,,,
208,04/17/18 11:58:06 AM,72.199,,,,,
209,04/17/18 12:58:06 PM,68.421,,,,,
210,04/17/18 01:58:06 PM,63.111,,,,,
211,04/17/18 02:58:06 PM,63.797,,,,,
212,04/17/18 03:58:06 PM,64.481,,,,,
213,04/17/18 04:58:06 PM,62.769,,,,,
214,04/17/18 05:58:06 PM,60.368,,,,,
215,04/17/18 06:58:06 PM,56.577,,,,,
216,04/17/18 07:58:06 PM,51.523,,,,,
217,04/17/18 08:58:06 PM,45.466,,,,,
218,04/17/18 09:58:06 PM,43.648,,,,,
219,04/17/18 10:58:06 PM,42.363,,,,,
220,04/17/18 11:58:06 PM,41.254,,,,,
221,04/18/18 12:58:06 AM,39.573,,,,,
222,04/18/18 01:58:06 AM,40.134,,,,,
223,04/18/18 02:58:06 AM,40.321,,,,,
224,04/18/18 03:58:06 AM,40.321,,,,,
225,04/18/18 04:58:06 AM,41.254,,,,,
226,04/18/18 05:58:06 AM,41.625,,,,,
227,04/18/18 06:58:06 AM,42.363,,,,,
228,04/18/18 07:58:06 AM,44.922,,,,,
229,04/18/18 08:58:06 AM,48.871,,,,,
230,04/18/18 09:58:06 AM,53.623,,,,,
231,04/18/18 10:58:06 AM,65.851,,,,,
232,04/18/18 11:58:06 AM,69.449,,,,,
233,04/18/18 12:58:06 PM,66.193,,,,,
234,04/18/18 01:58:06 PM,62.940,,,,,
235,04/18/18 02:58:06 PM,60.368,,,,,
236,04/18/18 03:58:06 PM,61.569,,,,,
237,04/18/18 04:58:06 PM,62.083,,,,,
238,04/18/18 05:58:06 PM,59.508,,,,,
