"Plot Title: HS"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668992, SEN S/N: 9668992)","Batt, V (LGR S/N: 9668992, SEN S/N: 9668992)","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
46,05/17/11 11:25:54 AM,50.995,2.97,,,
47,05/17/11 11:25:55 AM,50.995,2.97,,,
48,05/17/11 11:25:56 AM,50.995,2.97,,,
49,05/17/11 11:25:57 AM,50.995,2.97,,,
50,05/17/11 11:25:58 AM,50.995,2.97,,,
51,05/17/11 11:25:59 AM,50.995,2.97,,,
52,05/17/11 11:26:00 AM,50.995,2.97,,,
53,05/17/11 11:26:01 AM,50.995,2.97,,,
54,05/17/11 11:26:02 AM,50.995,2.97,,,
55,05/17/11 11:26:03 AM,50.995,2.97,,,
56,05/17/11 11:26:04 AM,50.995,2.97,,,
57,05/17/11 11:26:05 AM,50.995,2.97,,,
58,05/17/11 11:26:06 AM,50.995,2.97,,,
59,05/17/11 11:26:07 AM,50.995,2.97,,,
60,05/17/11 11:26:08 AM,50.995,2.97,,,
61,05/17/11 11:26:09 AM,50.995,2.97,,,
62,05/17/11 11:26:10 AM,50.995,2.97,,,
63,05/17/11 11:26:11 AM,50.995,2.97,,,
64,05/17/11 11:26:12 AM,50.995,2.97,,,
65,05/17/11 11:26:13 AM,50.995,2.97,,,
66,05/17/11 11:26:14 AM,50.995,2.97,,,
67,05/17/11 11:26:15 AM,50.995,2.97,,,
68,05/17/11 11:26:16 AM,50.995,2.97,,,
69,05/17/11 11:26:17 AM,50.995,2.97,,,
70,05/17/11 11:26:18 AM,50.995,2.97,,,
71,05/17/11 11:26:19 AM,50.995,2.97,,,
72,05/17/11 11:26:20 AM,50.995,2.97,,,
73,05/17/11 11:26:21 AM,50.995,2.97,,,
74,05/17/11 11:26:22 AM,50.995,2.97,,,
75,05/17/11 11:26:23 AM,50.995,2.97,,,
76,05/17/11 11:26:24 AM,50.995,2.97,,,
77,05/17/11 11:26:25 AM,50.995,2.97,,,
78,05/17/11 11:26:26 AM,50.995,2.97,,,
79,05/17/11 11:26:27 AM,50.995,2.97,,,
80,05/17/11 11:26:28 AM,50.995,2.97,,,
81,05/17/11 11:26:29 AM,50.995,2.97,,,
82,05/17/11 11:26:30 AM,50.995,2.97,,,
83,05/17/11 11:26:31 AM,50.995,2.97,,,
84,05/17/11 11:26:32 AM,50.995,2.97,,,
85,05/17/11 11:26:33 AM,50.995,2.97,,,
86,05/17/11 11:26:34 AM,50.995,2.97,,,
87,05/17/11 11:26:35 AM,50.995,2.97,,,
88,05/17/11 11:26:36 AM,50.995,2.97,,,
89,05/17/11 11:26:37 AM,50.995,2.97,,,
90,05/17/11 11:26:38 AM,50.995,2.97,,,
91,05/17/11 11:26:39 AM,50.995,2.97,,,
92,05/17/11 11:26:40 AM,50.995,2.97,,,
93,05/17/11 11:26:41 AM,50.995,2.97,,,
94,05/17/11 11:26:42 AM,50.995,2.97,,,
95,05/17/11 11:26:43 AM,50.995,2.97,,,
96,05/17/11 11:26:44 AM,50.995,2.97,,,
97,05/17/11 11:26:45 AM,50.995,2.97,,,
98,05/17/11 11:26:46 AM,50.995,2.97,,,
99,05/17/11 11:26:47 AM,50.995,2.97,,,
100,05/17/11 11:26:48 AM,50.995,2.97,,,
101,05/17/11 11:26:49 AM,50.995,2.97,,,
102,05/17/11 11:26:50 AM,50.995,2.97,,,
103,05/17/11 11:26:51 AM,50.995,2.97,,,
104,05/17/11 11:26:52 AM,50.995,2.97,,,
105,05/17/11 11:26:53 AM,50.995,2.97,,,
106,05/17/11 11:26:54 AM,50.995,2.97,,,
107,05/17/11 11:26:55 AM,50.995,2.97,,,
108,05/17/11 11:26:56 AM,50.995,2.97,,,
109,05/17/11 11:26:57 AM,50.995,2.97,,,
110,05/17/11 11:26:58 AM,50.995,2.97,,,
111,05/17/11 11:26:59 AM,50.995,2.97,,,
112,05/17/11 11:27:00 AM,50.819,2.97,,,
113,05/17/11 11:27:01 AM,50.995,2.97,,,
114,05/17/11 11:27:02 AM,50.995,2.97,,,
115,05/17/11 11:27:03 AM,50.819,2.97,,,
116,05/17/11 11:27:04 AM,50.995,2.97,,,
117,05/17/11 11:27:05 AM,50.995,2.97,,,
118,05/17/11 11:27:06 AM,50.995,2.97,,,
119,05/17/11 11:27:07 AM,50.819,2.97,,,
120,05/17/11 11:27:08 AM,50.819,2.97,,,
121,05/17/11 11:27:09 AM,50.819,2.97,,,
122,05/17/11 11:27:10 AM,50.819,2.97,,,
123,05/17/11 11:27:11 AM,50.819,2.97,,,
124,05/17/11 11:27:12 AM,50.819,2.97,,,
125,05/17/11 11:27:13 AM,50.819,2.97,,,
126,05/17/11 11:27:14 AM,50.819,2.97,,,
127,05/17/11 11:27:15 AM,50.819,2.97,,,
128,05/17/11 11:27:16 AM,50.819,2.97,,,
129,05/17/11 11:27:17 AM,50.819,2.97,,,
130,05/17/11 11:27:18 AM,50.819,2.97,,,
131,05/17/11 11:27:19 AM,50.819,2.97,,,
132,05/17/11 11:27:20 AM,50.819,2.97,,,
133,05/17/11 11:27:21 AM,50.819,2.97,,,
134,05/17/11 11:27:22 AM,50.819,2.97,,,
135,05/17/11 11:27:23 AM,50.819,2.97,,,
136,05/17/11 11:27:24 AM,50.819,2.97,,,
137,05/17/11 11:27:25 AM,50.819,2.97,,,
138,05/17/11 11:27:26 AM,50.819,2.97,,,
139,05/17/11 11:27:27 AM,50.819,2.97,,,
140,05/17/11 11:27:28 AM,50.819,2.97,,,
141,05/17/11 11:27:29 AM,50.819,2.97,,,
142,05/17/11 11:27:30 AM,50.819,2.97,,,
143,05/17/11 11:27:31 AM,50.819,2.97,,,
144,05/17/11 11:27:32 AM,50.819,2.97,,,
145,05/17/11 11:27:33 AM,50.819,2.97,,,
146,05/17/11 11:27:34 AM,50.819,2.97,,,
147,05/17/11 11:27:35 AM,50.819,2.97,,,
148,05/17/11 11:27:36 AM,50.819,2.97,,,
149,05/17/11 11:27:37 AM,50.819,2.97,,,
150,05/17/11 11:27:38 AM,50.819,2.97,,,
151,05/17/11 11:27:39 AM,50.819,2.97,,,
152,05/17/11 11:27:40 AM,50.819,2.97,,,
153,05/17/11 11:27:41 AM,50.819,2.97,,,
154,05/17/11 11:27:42 AM,50.819,2.97,,,
155,05/17/11 11:27:43 AM,50.819,2.97,,,
156,05/17/11 11:27:44 AM,50.819,2.97,,,
157,05/17/11 11:27:45 AM,50.819,2.97,,,
158,05/17/11 11:27:46 AM,50.819,2.97,,,
159,05/17/11 11:27:47 AM,50.819,2.97,,,
160,05/17/11 11:27:48 AM,50.819,2.97,,,
161,05/17/11 11:27:49 AM,50.819,2.97,,,
162,05/17/11 11:27:50 AM,50.819,2.97,,,
163,05/17/11 11:27:51 AM,50.819,2.97,,,
164,05/17/11 11:27:52 AM,50.819,2.97,,,
165,05/17/11 11:27:53 AM,50.819,2.97,,,
166,05/17/11 11:27:54 AM,50.819,2.97,,,
167,05/17/11 11:27:55 AM,50.819,2.97,,,
168,05/17/11 11:27:56 AM,50.819,2.97,,,
169,05/17/11 11:27:57 AM,50.819,2.97,,,
170,05/17/11 11:27:58 AM,50.819,2.97,,,
171,05/17/11 11:27:59 AM,50.819,2.97,,,
172,05/17/11 11:28:00 AM,50.819,2.97,,,
173,05/17/11 11:28:01 AM,50.819,2.97,,,
174,05/17/11 11:28:02 AM,50.819,2.97,,,
175,05/17/11 11:28:03 AM,50.819,2.97,,,
176,05/17/11 11:28:04 AM,50.819,2.97,,,
177,05/17/11 11:28:05 AM,50.819,2.97,,,
178,05/17/11 11:28:06 AM,50.819,2.97,,,
179,05/17/11 11:28:07 AM,50.819,2.97,,,
180,05/17/11 11:28:08 AM,50.819,2.97,,,
181,05/17/11 11:28:09 AM,50.819,2.97,,,
182,05/17/11 11:28:10 AM,50.819,2.97,,,
183,05/17/11 11:28:11 AM,50.819,2.97,,,
184,05/17/11 11:28:12 AM,50.819,2.97,,,
185,05/17/11 11:28:13 AM,50.819,2.97,,,
186,05/17/11 11:28:14 AM,50.819,2.97,,,
187,05/17/11 11:28:15 AM,50.819,2.97,,,
188,05/17/11 11:28:16 AM,50.643,2.97,,,
189,05/17/11 11:28:17 AM,50.643,2.97,,,
190,05/17/11 11:28:18 AM,50.819,2.97,,,
191,05/17/11 11:28:19 AM,50.643,2.97,,,
192,05/17/11 11:28:20 AM,50.643,2.97,,,
193,05/17/11 11:28:21 AM,50.643,2.97,,,
194,05/17/11 11:28:22 AM,50.643,2.97,,,
195,05/17/11 11:28:23 AM,50.643,2.97,,,
196,05/17/11 11:28:24 AM,50.643,2.97,,,
197,05/17/11 11:28:25 AM,50.643,2.97,,,
198,05/17/11 11:28:26 AM,50.643,2.97,,,
199,05/17/11 11:28:27 AM,50.643,2.97,,,
200,05/17/11 11:28:28 AM,50.643,2.97,,,
201,05/17/11 11:28:29 AM,50.643,2.97,,,
202,05/17/11 11:28:30 AM,50.643,2.97,,,
203,05/17/11 11:28:31 AM,50.643,2.97,,,
204,05/17/11 11:28:32 AM,50.643,2.97,,,
205,05/17/11 11:28:33 AM,50.643,2.97,,,
206,05/17/11 11:28:34 AM,50.643,2.97,,,
207,05/17/11 11:28:35 AM,50.643,2.97,,,
208,05/17/11 11:28:36 AM,50.643,2.97,,,
209,05/17/11 11:28:37 AM,50.643,2.97,,,
210,05/17/11 11:28:38 AM,50.643,2.97,,,
211,05/17/11 11:28:39 AM,50.643,2.97,,,
212,05/17/11 11:28:40 AM,50.643,2.97,,,
213,05/17/11 11:28:41 AM,50.643,2.97,,,
214,05/17/11 11:28:42 AM,50.643,2.97,,,
215,05/17/11 11:28:43 AM,50.643,2.97,,,
216,05/17/11 11:28:44 AM,50.643,2.97,,,
217,05/17/11 11:28:45 AM,50.643,2.97,,,
218,05/17/11 11:28:46 AM,50.643,2.97,,,
219,05/17/11 11:28:47 AM,50.643,2.97,,,
220,05/17/11 11:28:48 AM,50.643,2.97,,,
221,05/17/11 11:28:49 AM,50.643,2.97,,,
222,05/17/11 11:28:50 AM,50.643,2.97,,,
223,05/17/11 11:28:51 AM,50.643,2.97,,,
224,05/17/11 11:28:52 AM,50.643,2.97,,,
225,05/17/11 11:28:53 AM,50.643,2.97,,,
226,05/17/11 11:28:54 AM,50.643,2.97,,,
227,05/17/11 11:28:55 AM,50.643,2.97,,,
228,05/17/11 11:28:56 AM,50.643,2.97,,,
229,05/17/11 11:28:57 AM,50.643,2.97,,,
230,05/17/11 11:28:58 AM,50.643,2.97,,,
231,05/17/11 11:28:59 AM,50.643,2.97,,,
232,05/17/11 11:29:00 AM,50.643,2.97,,,
233,05/17/11 11:29:01 AM,50.643,2.97,,,
234,05/17/11 11:29:02 AM,50.643,2.97,,,
235,05/17/11 11:29:03 AM,50.643,2.97,,,
236,05/17/11 11:29:04 AM,50.643,2.97,,,
237,05/17/11 11:29:05 AM,50.643,2.97,,,
238,05/17/11 11:29:06 AM,50.643,2.97,,,
239,05/17/11 11:29:07 AM,50.643,2.97,,,
240,05/17/11 11:29:08 AM,50.643,2.97,,,
241,05/17/11 11:29:09 AM,50.643,2.97,,,
242,05/17/11 11:29:10 AM,50.643,2.97,,,
243,05/17/11 11:29:11 AM,50.643,2.97,,,
244,05/17/11 11:29:12 AM,50.643,2.97,,,
245,05/17/11 11:29:13 AM,50.643,2.97,,,
246,05/17/11 11:29:14 AM,50.643,2.97,,,
247,05/17/11 11:29:15 AM,50.643,2.97,,,
248,05/17/11 11:29:16 AM,50.643,2.97,,,
249,05/17/11 11:29:17 AM,50.643,2.97,,,
250,05/17/11 11:29:18 AM,50.643,2.97,,,
251,05/17/11 11:29:19 AM,50.643,2.97,,,
252,05/17/11 11:29:20 AM,50.643,2.97,,,
253,05/17/11 11:29:21 AM,50.643,2.97,,,
254,05/17/11 11:29:22 AM,50.643,2.97,,,
255,05/17/11 11:29:23 AM,50.643,2.97,,,
256,05/17/11 11:29:24 AM,50.643,2.97,,,
257,05/17/11 11:29:25 AM,50.643,2.97,,,
258,05/17/11 11:29:26 AM,50.643,2.97,,,
259,05/17/11 11:29:27 AM,50.643,2.97,,,
260,05/17/11 11:29:28 AM,50.643,2.97,,,
261,05/17/11 11:29:29 AM,50.643,2.97,,,
262,05/17/11 11:29:30 AM,50.643,2.97,,,
263,05/17/11 11:29:31 AM,50.643,2.97,,,
264,05/17/11 11:29:32 AM,50.466,2.97,,,
265,05/17/11 11:29:33 AM,50.466,2.97,,,
266,05/17/11 11:29:34 AM,50.643,2.97,,,
267,05/17/11 11:29:35 AM,50.466,2.97,,,
268,05/17/11 11:29:36 AM,50.643,2.97,,,
269,05/17/11 11:29:37 AM,50.466,2.97,,,
270,05/17/11 11:29:38 AM,50.466,2.97,,,
271,05/17/11 11:29:39 AM,50.466,2.97,,,
272,05/17/11 11:29:40 AM,50.466,2.97,,,
273,05/17/11 11:29:41 AM,50.643,2.97,,,
274,05/17/11 11:29:42 AM,50.466,2.97,,,
275,05/17/11 11:29:43 AM,50.466,2.97,,,
276,05/17/11 11:29:44 AM,50.466,2.97,,,
277,05/17/11 11:29:45 AM,50.466,2.97,,,
278,05/17/11 11:29:46 AM,50.466,2.97,,,
279,05/17/11 11:29:47 AM,50.466,2.97,,,
280,05/17/11 11:29:48 AM,50.466,2.97,,,
281,05/17/11 11:29:49 AM,50.466,2.97,,,
282,05/17/11 11:29:50 AM,50.466,2.97,,,
283,05/17/11 11:29:51 AM,50.466,2.97,,,
284,05/17/11 11:29:52 AM,50.466,2.97,,,
285,05/17/11 11:29:53 AM,50.466,2.97,,,
286,05/17/11 11:29:54 AM,50.466,2.97,,,
287,05/17/11 11:29:55 AM,50.466,2.97,,,
288,05/17/11 11:29:56 AM,50.466,2.97,,,
289,05/17/11 11:29:57 AM,50.466,2.97,,,
290,05/17/11 11:29:58 AM,50.466,2.97,,,
291,05/17/11 11:29:59 AM,50.466,2.97,,,
292,05/17/11 11:30:00 AM,50.466,2.97,,,
293,05/17/11 11:30:01 AM,50.466,2.97,,,
294,05/17/11 11:30:02 AM,50.466,2.97,,,
295,05/17/11 11:30:03 AM,50.466,2.97,,,
296,05/17/11 11:30:04 AM,50.466,2.97,,,
297,05/17/11 11:30:05 AM,50.466,2.97,,,
298,05/17/11 11:30:06 AM,50.466,2.97,,,
299,05/17/11 11:30:07 AM,50.466,2.97,,,
300,05/17/11 11:30:08 AM,50.466,2.97,,,
301,05/17/11 11:30:09 AM,50.466,2.97,,,
302,05/17/11 11:30:10 AM,50.466,2.97,,,
303,05/17/11 11:30:11 AM,50.466,2.97,,,
304,05/17/11 11:30:12 AM,50.466,2.97,,,
305,05/17/11 11:30:13 AM,50.466,2.97,,,
306,05/17/11 11:30:14 AM,50.466,2.97,,,
307,05/17/11 11:30:15 AM,50.466,2.97,,,
308,05/17/11 11:30:16 AM,50.466,2.97,,,
309,05/17/11 11:30:17 AM,50.466,2.97,,,
310,05/17/11 11:30:18 AM,50.466,2.97,,,
311,05/17/11 11:30:19 AM,50.466,2.97,,,
312,05/17/11 11:30:20 AM,50.466,2.97,,,
313,05/17/11 11:30:21 AM,50.466,2.97,,,
314,05/17/11 11:30:22 AM,50.466,2.97,,,
315,05/17/11 11:30:23 AM,50.466,2.97,,,
316,05/17/11 11:30:24 AM,50.466,2.97,,,
317,05/17/11 11:30:25 AM,50.466,2.97,,,
318,05/17/11 11:30:26 AM,50.466,2.97,,,
319,05/17/11 11:30:27 AM,50.466,2.97,,,
320,05/17/11 11:30:28 AM,50.466,2.97,,,
321,05/17/11 11:30:29 AM,50.466,2.97,,,
322,05/17/11 11:30:30 AM,50.466,2.97,,,
323,05/17/11 11:30:31 AM,50.466,2.97,,,
324,05/17/11 11:30:32 AM,50.466,2.97,,,
325,05/17/11 11:30:33 AM,50.466,2.97,,,
326,05/17/11 11:30:34 AM,50.466,2.97,,,
327,05/17/11 11:30:35 AM,50.466,2.97,,,
328,05/17/11 11:30:36 AM,50.466,2.97,,,
329,05/17/11 11:30:37 AM,50.466,2.97,,,
330,05/17/11 11:30:38 AM,50.466,2.97,,,
331,05/17/11 11:30:39 AM,50.466,2.97,,,
332,05/17/11 11:30:40 AM,50.466,2.97,,,
333,05/17/11 11:30:41 AM,50.466,2.97,,,
334,05/17/11 11:30:42 AM,50.466,2.97,,,
335,05/17/11 11:30:43 AM,50.466,2.97,,,
336,05/17/11 11:30:44 AM,50.466,2.97,,,
337,05/17/11 11:30:45 AM,50.466,2.97,,,
338,05/17/11 11:30:46 AM,50.466,2.97,,,
339,05/17/11 11:30:47 AM,50.466,2.97,,,
340,05/17/11 11:30:48 AM,50.290,2.97,,,
341,05/17/11 11:30:49 AM,50.466,2.97,,,
342,05/17/11 11:30:50 AM,50.466,2.97,,,
343,05/17/11 11:30:51 AM,50.290,2.97,,,
344,05/17/11 11:30:52 AM,50.290,2.97,,,
345,05/17/11 11:30:53 AM,50.290,2.97,,,
346,05/17/11 11:30:54 AM,50.290,2.97,,,
347,05/17/11 11:30:55 AM,50.290,2.97,,,
348,05/17/11 11:30:56 AM,50.290,2.97,,,
349,05/17/11 11:30:57 AM,50.290,2.97,,,
350,05/17/11 11:30:58 AM,50.290,2.97,,,
351,05/17/11 11:30:59 AM,50.290,2.97,,,
352,05/17/11 11:31:00 AM,50.290,2.97,,,
353,05/17/11 11:31:01 AM,50.290,2.97,,,
354,05/17/11 11:31:02 AM,50.290,2.97,,,
355,05/17/11 11:31:03 AM,50.290,2.97,,,
356,05/17/11 11:31:04 AM,50.290,2.97,,,
357,05/17/11 11:31:05 AM,50.290,2.97,,,
358,05/17/11 11:31:06 AM,50.290,2.97,,,
359,05/17/11 11:31:07 AM,50.290,2.97,,,
360,05/17/11 11:31:08 AM,50.290,2.97,,,
361,05/17/11 11:31:09 AM,50.290,2.97,,,
362,05/17/11 11:31:10 AM,50.290,2.97,,,
363,05/17/11 11:31:11 AM,50.290,2.97,,,
364,05/17/11 11:31:12 AM,50.290,2.97,,,
365,05/17/11 11:31:13 AM,50.290,2.97,,,
366,05/17/11 11:31:14 AM,50.290,2.97,,,
367,05/17/11 11:31:15 AM,50.290,2.97,,,
368,05/17/11 11:31:16 AM,50.290,2.97,,,
369,05/17/11 11:31:17 AM,50.290,2.97,,,
370,05/17/11 11:31:18 AM,50.290,2.97,,,
371,05/17/11 11:31:19 AM,50.290,2.97,,,
372,05/17/11 11:31:20 AM,50.290,2.97,,,
373,05/17/11 11:31:21 AM,50.290,2.97,,,
374,05/17/11 11:31:22 AM,50.290,2.97,,,
375,05/17/11 11:31:23 AM,50.290,2.97,,,
376,05/17/11 11:31:24 AM,50.290,2.97,,,
377,05/17/11 11:31:25 AM,50.290,2.97,,,
378,05/17/11 11:31:26 AM,50.290,2.97,,,
379,05/17/11 11:31:27 AM,50.290,2.97,,,
380,05/17/11 11:31:28 AM,50.290,2.97,,,
381,05/17/11 11:31:29 AM,50.290,2.97,,,
382,05/17/11 11:31:30 AM,50.290,2.97,,,
383,05/17/11 11:31:31 AM,50.290,2.97,,,
384,05/17/11 11:31:32 AM,50.290,2.97,,,
385,05/17/11 11:31:33 AM,50.290,2.97,,,
386,05/17/11 11:31:34 AM,50.290,2.97,,,
387,05/17/11 11:31:35 AM,50.290,2.97,,,
388,05/17/11 11:31:36 AM,50.290,2.97,,,
389,05/17/11 11:31:37 AM,50.290,2.97,,,
390,05/17/11 11:31:38 AM,50.290,2.97,,,
391,05/17/11 11:31:39 AM,50.290,2.97,,,
392,05/17/11 11:31:40 AM,50.290,2.97,,,
393,05/17/11 11:31:41 AM,50.290,2.97,,,
394,05/17/11 11:31:42 AM,50.290,2.97,,,
395,05/17/11 11:31:43 AM,50.290,2.97,,,
396,05/17/11 11:31:44 AM,50.290,2.97,,,
397,05/17/11 11:31:45 AM,50.290,2.97,,,
398,05/17/11 11:31:46 AM,50.290,2.97,,,
399,05/17/11 11:31:47 AM,50.290,2.97,,,
400,05/17/11 11:31:48 AM,50.290,2.97,,,
401,05/17/11 11:31:49 AM,50.290,2.97,,,
402,05/17/11 11:31:50 AM,50.290,2.97,,,
403,05/17/11 11:31:51 AM,50.290,2.97,,,
404,05/17/11 11:31:52 AM,50.290,2.97,,,
405,05/17/11 11:31:53 AM,50.290,2.97,,,
406,05/17/11 11:31:54 AM,50.290,2.97,,,
407,05/17/11 11:31:55 AM,50.290,2.97,,,
408,05/17/11 11:31:56 AM,50.290,2.97,,,
409,05/17/11 11:31:57 AM,50.290,2.97,,,
410,05/17/11 11:31:58 AM,50.290,2.97,,,
411,05/17/11 11:31:59 AM,50.290,2.97,,,
412,05/17/11 11:32:00 AM,50.290,2.97,,,
413,05/17/11 11:32:01 AM,50.290,2.97,,,
414,05/17/11 11:32:02 AM,50.290,2.97,,,
415,05/17/11 11:32:03 AM,50.290,2.97,,,
416,05/17/11 11:32:04 AM,50.290,2.97,,,
417,05/17/11 11:32:05 AM,50.290,2.97,,,
418,05/17/11 11:32:06 AM,50.290,2.97,,,
419,05/17/11 11:32:07 AM,50.290,2.97,,,
420,05/17/11 11:32:08 AM,50.290,2.97,,,
421,05/17/11 11:32:09 AM,50.290,2.97,,,
422,05/17/11 11:32:10 AM,50.290,2.97,,,
423,05/17/11 11:32:11 AM,50.290,2.97,,,
424,05/17/11 11:32:12 AM,50.290,2.97,,,
425,05/17/11 11:32:13 AM,50.290,2.97,,,
426,05/17/11 11:32:14 AM,50.290,2.97,,,
427,05/17/11 11:32:15 AM,50.290,2.97,,,
428,05/17/11 11:32:16 AM,50.290,2.97,,,
429,05/17/11 11:32:17 AM,50.290,2.97,,,
430,05/17/11 11:32:18 AM,50.290,2.97,,,
431,05/17/11 11:32:19 AM,50.290,2.97,,,
432,05/17/11 11:32:20 AM,50.290,2.97,,,
433,05/17/11 11:32:21 AM,50.290,2.97,,,
434,05/17/11 11:32:22 AM,50.290,2.97,,,
435,05/17/11 11:32:23 AM,50.290,2.97,,,
436,05/17/11 11:32:24 AM,50.290,2.97,,,
437,05/17/11 11:32:25 AM,50.290,2.97,,,
438,05/17/11 11:32:26 AM,50.290,2.97,,,
439,05/17/11 11:32:27 AM,50.290,2.97,,,
440,05/17/11 11:32:28 AM,50.290,2.97,,,
441,05/17/11 11:32:29 AM,50.290,2.97,,,
442,05/17/11 11:32:30 AM,50.290,2.97,,,
443,05/17/11 11:32:31 AM,50.290,2.97,,,
444,05/17/11 11:32:32 AM,50.290,2.97,,,
445,05/17/11 11:32:33 AM,50.290,2.97,,,
446,05/17/11 11:32:34 AM,50.290,2.97,,,
447,05/17/11 11:32:35 AM,50.290,2.97,,,
448,05/17/11 11:32:36 AM,50.290,2.97,,,
449,05/17/11 11:32:37 AM,50.290,2.97,,,
450,05/17/11 11:32:38 AM,50.290,2.97,,,
451,05/17/11 11:32:39 AM,50.290,2.97,,,
452,05/17/11 11:32:40 AM,50.290,2.97,,,
453,05/17/11 11:32:41 AM,50.290,2.97,,,
454,05/17/11 11:32:42 AM,50.290,2.97,,,
455,05/17/11 11:32:43 AM,50.290,2.97,,,
456,05/17/11 11:32:44 AM,50.290,2.97,,,
457,05/17/11 11:32:45 AM,50.290,2.97,,,
458,05/17/11 11:32:46 AM,50.290,2.97,,,
459,05/17/11 11:32:47 AM,50.290,2.97,,,
460,05/17/11 11:32:48 AM,50.290,2.97,,,
461,05/17/11 11:32:49 AM,50.290,2.97,,,
462,05/17/11 11:32:50 AM,50.290,2.97,,,
463,05/17/11 11:32:51 AM,50.290,2.97,,,
464,05/17/11 11:32:52 AM,50.290,2.97,,,
465,05/17/11 11:32:53 AM,50.290,2.97,,,
466,05/17/11 11:32:54 AM,50.290,2.97,,,
467,05/17/11 11:32:55 AM,50.290,2.97,,,
468,05/17/11 11:32:56 AM,50.290,2.97,,,
469,05/17/11 11:32:57 AM,50.290,2.97,,,
470,05/17/11 11:32:58 AM,50.290,2.97,,,
471,05/17/11 11:32:59 AM,50.290,2.97,,,
472,05/17/11 11:33:00 AM,50.290,2.97,,,
473,05/17/11 11:33:01 AM,50.290,2.97,,,
474,05/17/11 11:33:02 AM,50.290,2.97,,,
475,05/17/11 11:33:03 AM,50.290,2.97,,,
476,05/17/11 11:33:04 AM,50.290,2.97,,,
477,05/17/11 11:33:05 AM,50.113,2.97,,,
478,05/17/11 11:33:06 AM,50.290,2.97,,,
479,05/17/11 11:33:07 AM,50.290,2.97,,,
480,05/17/11 11:33:08 AM,50.290,2.97,,,
481,05/17/11 11:33:09 AM,50.290,2.97,,,
482,05/17/11 11:33:10 AM,50.290,2.97,,,
483,05/17/11 11:33:11 AM,50.290,2.97,,,
484,05/17/11 11:33:12 AM,50.113,2.97,,,
485,05/17/11 11:33:13 AM,50.290,2.97,,,
486,05/17/11 11:33:14 AM,50.113,2.97,,,
