"Plot Title: Landing"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Bad Battery (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
522,01/16/12 12:54:36 AM,40.509,,,,,
523,01/16/12 01:09:36 AM,40.134,,,,,
524,01/16/12 01:24:36 AM,39.760,,,,,
525,01/16/12 01:39:36 AM,39.007,,,,,
526,01/16/12 01:54:36 AM,39.760,,,,,
527,01/16/12 02:09:36 AM,40.509,,,,,
528,01/16/12 02:24:36 AM,39.573,,,,,
529,01/16/12 02:39:36 AM,38.440,,,,,
530,01/16/12 02:54:36 AM,37.870,,,,,
531,01/16/12 03:09:36 AM,37.297,,,,,
532,01/16/12 03:24:36 AM,37.488,,,,,
533,01/16/12 03:39:36 AM,37.107,,,,,
534,01/16/12 03:54:36 AM,36.914,,,,,
535,01/16/12 04:09:36 AM,36.338,,,,,
536,01/16/12 04:24:36 AM,35.564,,,,,
537,01/16/12 04:39:36 AM,35.758,,,,,
538,01/16/12 04:54:36 AM,35.175,,,,,
539,01/16/12 05:09:36 AM,35.758,,,,,
540,01/16/12 05:24:36 AM,34.981,,,,,
541,01/16/12 05:39:36 AM,34.981,,,,,
542,01/16/12 05:54:36 AM,34.981,,,,,
543,01/16/12 06:09:36 AM,34.198,,,,,
544,01/16/12 06:24:36 AM,33.607,,,,,
545,01/16/12 06:39:36 AM,33.607,,,,,
546,01/16/12 06:54:36 AM,33.805,,,,,
547,01/16/12 07:09:36 AM,33.805,,,,,
548,01/16/12 07:24:36 AM,33.805,,,,,
549,01/16/12 07:39:36 AM,34.394,,,,,
550,01/16/12 07:54:36 AM,34.590,,,,,
551,01/16/12 08:09:36 AM,34.590,,,,,
552,01/16/12 08:24:36 AM,35.370,,,,,
553,01/16/12 08:39:36 AM,35.175,,,,,
554,01/16/12 08:54:36 AM,36.338,,,,,
555,01/16/12 09:09:36 AM,38.440,,,,,
556,01/16/12 09:24:36 AM,39.760,,,,,
557,01/16/12 09:39:36 AM,41.067,,,,,
558,01/16/12 09:54:36 AM,42.548,,,,,
559,01/16/12 10:09:36 AM,44.742,,,,,
560,01/16/12 10:24:36 AM,47.446,,,,,
561,01/16/12 10:39:36 AM,49.582,,,,,
562,01/16/12 10:54:36 AM,50.643,,,,,
563,01/16/12 11:09:36 AM,51.699,,,,,
564,01/16/12 11:24:36 AM,53.623,,,,,
565,01/16/12 11:39:36 AM,55.537,,,,,
566,01/16/12 11:54:36 AM,54.842,,,,,
567,01/16/12 12:09:36 PM,55.711,,,,,
568,01/16/12 12:24:36 PM,55.364,,,,,
569,01/16/12 12:39:36 PM,56.923,,,,,
570,01/16/12 12:54:36 PM,57.268,,,,,
571,01/16/12 01:09:36 PM,57.614,,,,,
572,01/16/12 01:24:36 PM,54.147,,,,,
573,01/16/12 01:39:36 PM,53.623,,,,,
574,01/16/12 01:54:36 PM,52.050,,,,,
575,01/16/12 02:09:36 PM,50.819,,,,,
576,01/16/12 02:24:36 PM,51.874,,,,,
577,01/16/12 02:39:36 PM,52.750,,,,,
578,01/16/12 02:54:36 PM,52.576,,,,,
579,01/16/12 03:09:36 PM,52.401,,,,,
580,01/16/12 03:24:36 PM,51.172,,,,,
581,01/16/12 03:39:36 PM,49.404,,,,,
582,01/16/12 03:54:36 PM,48.695,,,,,
583,01/16/12 04:09:36 PM,47.802,,,,,
584,01/16/12 04:24:36 PM,46.728,,,,,
585,01/16/12 04:39:36 PM,46.188,,,,,
586,01/16/12 04:54:36 PM,45.466,,,,,
587,01/16/12 05:09:36 PM,44.379,,,,,
588,01/16/12 05:24:36 PM,42.915,,,,,
589,01/16/12 05:39:36 PM,41.994,,,,,
590,01/16/12 05:54:36 PM,41.994,,,,,
591,01/16/12 06:09:36 PM,41.254,,,,,
592,01/16/12 06:24:36 PM,40.321,,,,,
593,01/16/12 06:39:36 PM,39.760,,,,,
594,01/16/12 06:54:36 PM,39.573,,,,,
595,01/16/12 07:09:36 PM,39.007,,,,,
596,01/16/12 07:24:36 PM,38.440,,,,,
597,01/16/12 07:39:36 PM,37.488,,,,,
598,01/16/12 07:54:36 PM,37.297,,,,,
599,01/16/12 08:09:36 PM,36.723,,,,,
600,01/16/12 08:24:36 PM,37.107,,,,,
601,01/16/12 08:39:36 PM,37.107,,,,,
602,01/16/12 08:54:36 PM,36.914,,,,,
603,01/16/12 09:09:36 PM,37.107,,,,,
604,01/16/12 09:24:36 PM,36.531,,,,,
605,01/16/12 09:39:36 PM,36.914,,,,,
606,01/16/12 09:54:36 PM,37.107,,,,,
607,01/16/12 10:09:36 PM,36.338,,,,,
608,01/16/12 10:24:36 PM,36.338,,,,,
609,01/16/12 10:39:36 PM,36.338,,,,,
610,01/16/12 10:54:36 PM,36.914,,,,,
611,01/16/12 11:09:36 PM,36.723,,,,,
612,01/16/12 11:24:36 PM,36.914,,,,,
613,01/16/12 11:39:36 PM,36.531,,,,,
614,01/16/12 11:54:36 PM,36.531,,,,,
615,01/17/12 12:09:36 AM,36.338,,,,,
616,01/17/12 12:24:36 AM,36.531,,,,,
617,01/17/12 12:39:36 AM,36.338,,,,,
618,01/17/12 12:54:36 AM,37.107,,,,,
619,01/17/12 01:09:36 AM,36.531,,,,,
620,01/17/12 01:24:36 AM,36.723,,,,,
621,01/17/12 01:39:36 AM,37.488,,,,,
622,01/17/12 01:54:36 AM,37.107,,,,,
623,01/17/12 02:09:36 AM,36.914,,,,,
624,01/17/12 02:24:36 AM,36.723,,,,,
625,01/17/12 02:39:36 AM,36.914,,,,,
626,01/17/12 02:54:36 AM,36.723,,,,,
627,01/17/12 03:09:36 AM,36.723,,,,,
628,01/17/12 03:24:36 AM,36.723,,,,,
629,01/17/12 03:39:36 AM,37.297,,,,,
630,01/17/12 03:54:36 AM,36.914,,,,,
631,01/17/12 04:09:36 AM,36.531,,,,,
632,01/17/12 04:24:36 AM,35.951,,,,,
633,01/17/12 04:39:36 AM,35.758,,,,,
634,01/17/12 04:54:36 AM,35.370,,,,,
635,01/17/12 05:09:36 AM,34.981,,,,,
636,01/17/12 05:24:36 AM,35.951,,,,,
637,01/17/12 05:39:36 AM,36.531,,,,,
638,01/17/12 05:54:36 AM,36.338,,,,,
639,01/17/12 06:09:36 AM,36.145,,,,,
640,01/17/12 06:24:36 AM,35.175,,,,,
641,01/17/12 06:39:36 AM,35.175,,,,,
642,01/17/12 06:54:36 AM,35.175,,,,,
643,01/17/12 07:09:36 AM,35.370,,,,,
644,01/17/12 07:24:36 AM,35.370,,,,,
645,01/17/12 07:39:36 AM,35.564,,,,,
646,01/17/12 07:54:36 AM,35.370,,,,,
647,01/17/12 08:09:36 AM,35.175,,,,,
648,01/17/12 08:24:36 AM,35.564,,,,,
649,01/17/12 08:39:36 AM,35.564,,,,,
650,01/17/12 08:54:36 AM,36.723,,,,,
651,01/17/12 09:09:36 AM,38.818,,,,,
652,01/17/12 09:24:36 AM,40.321,,,,,
653,01/17/12 09:39:36 AM,41.625,,,,,
654,01/17/12 09:54:36 AM,43.282,,,,,
655,01/17/12 10:09:36 AM,46.188,,,,,
656,01/17/12 10:24:36 AM,48.871,,,,,
657,01/17/12 10:39:36 AM,49.582,,,,,
658,01/17/12 10:54:36 AM,49.937,,,,,
659,01/17/12 10:57:24 AM,,,,Logged,,
660,01/17/12 10:57:35 AM,,0.00000000,,,Logged,Logged
