"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,03/25/13 01:29:08 PM,0.00,,,,
2,03/25/13 01:30:30 PM,,Logged,,,
3,03/27/13 03:45:50 PM,0.01,,,,
4,03/27/13 03:53:47 PM,0.02,,,,
5,03/27/13 04:04:38 PM,0.03,,,,
6,03/27/13 04:12:18 PM,0.04,,,,
7,03/27/13 04:18:37 PM,0.05,,,,
8,03/27/13 04:25:23 PM,0.06,,,,
9,03/27/13 04:25:24 PM,0.07,,,,
10,03/27/13 04:31:59 PM,0.08,,,,
11,03/27/13 04:36:23 PM,0.09,,,,
12,03/27/13 04:40:27 PM,0.10,,,,
13,03/27/13 04:49:01 PM,0.11,,,,
14,03/27/13 05:25:46 PM,0.12,,,,
15,03/27/13 07:15:53 PM,0.13,,,,
16,03/27/13 08:14:49 PM,0.14,,,,
17,03/27/13 08:57:57 PM,0.15,,,,
18,03/27/13 09:47:30 PM,0.16,,,,
19,03/28/13 12:29:51 AM,0.17,,,,
20,03/28/13 12:29:52 AM,0.18,,,,
21,03/28/13 01:06:23 AM,0.19,,,,
22,03/28/13 01:06:24 AM,0.20,,,,
23,03/28/13 01:42:45 AM,0.21,,,,
24,03/28/13 01:55:09 AM,0.22,,,,
25,03/28/13 02:23:00 AM,0.23,,,,
26,03/28/13 02:30:48 AM,0.24,,,,
27,03/28/13 02:50:42 AM,0.25,,,,
28,03/28/13 02:57:10 AM,0.26,,,,
29,03/28/13 03:03:42 AM,0.27,,,,
30,03/28/13 03:10:53 AM,0.28,,,,
31,03/28/13 03:19:48 AM,0.29,,,,
32,03/28/13 03:38:09 AM,0.30,,,,
33,03/28/13 04:01:14 AM,0.31,,,,
34,03/28/13 04:09:44 AM,0.32,,,,
35,03/28/13 04:29:54 AM,0.33,,,,
36,03/28/13 04:51:35 AM,0.34,,,,
37,03/28/13 05:06:16 AM,0.35,,,,
38,03/28/13 05:34:45 AM,0.36,,,,
39,03/28/13 06:25:48 AM,0.37,,,,
40,03/28/13 09:26:16 AM,0.38,,,,
41,03/30/13 08:46:04 AM,0.39,,,,
42,03/30/13 09:27:23 AM,0.40,,,,
43,03/30/13 07:44:50 PM,0.41,,,,
44,03/30/13 07:50:13 PM,0.42,,,,
45,03/30/13 07:54:34 PM,0.43,,,,
46,03/30/13 07:54:35 PM,0.44,,,,
47,03/30/13 07:57:38 PM,0.45,,,,
48,03/30/13 08:24:35 PM,0.46,,,,
49,03/30/13 08:53:12 PM,0.47,,,,
50,03/30/13 08:58:32 PM,0.48,,,,
51,03/30/13 08:58:33 PM,0.49,,,,
52,03/30/13 09:10:43 PM,0.50,,,,
53,03/30/13 09:18:09 PM,0.51,,,,
54,03/30/13 09:23:57 PM,0.52,,,,
55,03/30/13 09:25:52 PM,0.53,,,,
56,03/30/13 09:28:27 PM,0.54,,,,
57,03/30/13 09:34:05 PM,0.55,,,,
58,03/30/13 09:51:05 PM,0.56,,,,
59,03/30/13 10:05:35 PM,0.57,,,,
60,03/30/13 10:12:36 PM,0.58,,,,
61,03/30/13 10:19:18 PM,0.59,,,,
62,03/30/13 10:22:58 PM,0.60,,,,
63,03/30/13 10:26:22 PM,0.61,,,,
64,03/30/13 10:27:58 PM,0.62,,,,
65,03/30/13 10:31:30 PM,0.63,,,,
66,03/30/13 10:35:16 PM,0.64,,,,
67,03/30/13 10:38:36 PM,0.65,,,,
68,03/30/13 10:41:17 PM,0.66,,,,
69,03/30/13 10:44:14 PM,0.67,,,,
70,03/30/13 10:45:22 PM,0.68,,,,
71,03/30/13 10:47:01 PM,0.69,,,,
72,03/30/13 10:47:02 PM,0.70,,,,
73,03/30/13 10:48:21 PM,0.71,,,,
74,03/30/13 10:49:58 PM,0.72,,,,
75,03/30/13 10:52:20 PM,0.73,,,,
76,03/30/13 10:55:23 PM,0.74,,,,
77,03/30/13 10:55:24 PM,0.75,,,,
78,03/30/13 10:56:45 PM,0.76,,,,
79,03/30/13 10:58:30 PM,0.77,,,,
80,03/30/13 10:59:51 PM,0.78,,,,
81,03/30/13 11:01:48 PM,0.79,,,,
82,03/30/13 11:04:00 PM,0.80,,,,
83,03/30/13 11:06:48 PM,0.81,,,,
84,03/30/13 11:07:25 PM,0.82,,,,
85,03/30/13 11:07:26 PM,0.83,,,,
86,03/30/13 11:08:03 PM,0.84,,,,
87,03/30/13 11:08:34 PM,0.85,,,,
88,03/30/13 11:09:53 PM,0.86,,,,
89,03/30/13 11:11:27 PM,0.87,,,,
90,03/30/13 11:13:48 PM,0.88,,,,
91,03/30/13 11:16:38 PM,0.89,,,,
92,03/30/13 11:16:39 PM,0.90,,,,
93,03/30/13 11:28:32 PM,0.91,,,,
94,03/30/13 11:39:42 PM,0.92,,,,
95,03/30/13 11:42:24 PM,0.93,,,,
96,03/30/13 11:44:27 PM,0.94,,,,
97,03/30/13 11:46:51 PM,0.95,,,,
98,03/30/13 11:47:41 PM,0.96,,,,
99,03/30/13 11:49:06 PM,0.97,,,,
100,03/30/13 11:50:35 PM,0.98,,,,
101,03/30/13 11:55:41 PM,0.99,,,,
102,03/31/13 12:10:21 AM,1.00,,,,
103,03/31/13 12:25:50 AM,1.01,,,,
104,03/31/13 12:25:51 AM,1.02,,,,
105,03/31/13 12:35:22 AM,1.03,,,,
106,03/31/13 07:08:08 PM,1.04,,,,
107,03/31/13 09:16:03 PM,1.05,,,,
