"Plot Title: RLSM2"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20521510, SEN S/N: 20521510)","Event, units (LGR S/N: 20521510, SEN S/N: 20521510)","Coupler Detached (LGR S/N: 20521510, SEN S/N: 20521510)","Coupler Attached (LGR S/N: 20521510, SEN S/N: 20521510)","Host Connected (LGR S/N: 20521510, SEN S/N: 20521510)","Stopped (LGR S/N: 20521510, SEN S/N: 20521510)","End Of File (LGR S/N: 20521510, SEN S/N: 20521510)"
1,05/23/19 11:18:28 AM,63.968,0.00,,,,,
2,05/23/19 11:18:37 AM,,,Logged,,,,
3,05/23/19 11:20:22 AM,,0.01,,,,,
4,05/23/19 11:20:35 AM,,0.02,,,,,
5,05/23/19 11:20:37 AM,,0.03,,,,,
6,05/23/19 11:20:41 AM,,0.04,,,,,
7,05/23/19 11:20:44 AM,,0.05,,,,,
8,05/23/19 12:18:28 PM,59.164,,,,,,
9,05/23/19 01:18:28 PM,55.364,,,,,,
10,05/23/19 02:18:28 PM,55.711,,,,,,
11,05/23/19 03:18:28 PM,55.364,,,,,,
12,05/23/19 04:18:28 PM,54.322,,,,,,
13,05/23/19 05:18:28 PM,53.274,,,,,,
14,05/23/19 06:18:28 PM,52.576,,,,,,
15,05/23/19 07:18:28 PM,51.523,,,,,,
16,05/23/19 08:18:28 PM,50.819,,,,,,
17,05/23/19 09:18:28 PM,50.290,,,,,,
18,05/23/19 10:18:28 PM,49.937,,,,,,
19,05/23/19 11:18:28 PM,49.759,,,,,,
20,05/24/19 12:18:28 AM,49.582,,,,,,
21,05/24/19 01:18:28 AM,49.759,,,,,,
22,05/24/19 02:18:28 AM,49.759,,,,,,
23,05/24/19 03:18:28 AM,49.937,,,,,,
24,05/24/19 04:18:28 AM,49.937,,,,,,
25,05/24/19 05:18:28 AM,49.937,,,,,,
26,05/24/19 06:18:28 AM,49.937,,,,,,
27,05/24/19 07:18:28 AM,49.937,,,,,,
28,05/24/19 08:18:28 AM,51.874,,,,,,
29,05/24/19 09:18:28 AM,53.449,,,,,,
30,05/24/19 10:18:28 AM,55.017,,,,,,
31,05/24/19 11:18:28 AM,61.227,,,,,,
32,05/24/19 12:18:28 PM,66.022,,,,,,
33,05/24/19 01:18:28 PM,70.824,,,,,,
34,05/24/19 02:18:28 PM,79.502,,,,,,
35,05/24/19 03:18:28 PM,77.923,,,,,,
36,05/24/19 04:18:28 PM,63.455,,,,,,
37,05/24/19 05:18:28 PM,60.712,,,,,,
38,05/24/19 06:18:28 PM,59.851,,,,,,
39,05/24/19 07:18:28 PM,57.268,,,,,,
40,05/24/19 08:18:28 PM,52.925,,,,,,
41,05/24/19 09:18:28 PM,51.523,,,,,,
42,05/24/19 10:18:28 PM,51.699,,,,,,
43,05/24/19 11:18:28 PM,50.643,,,,,,
44,05/25/19 12:18:28 AM,49.582,,,,,,
45,05/25/19 01:18:28 AM,49.759,,,,,,
46,05/25/19 02:18:28 AM,49.228,,,,,,
47,05/25/19 03:18:28 AM,48.871,,,,,,
48,05/25/19 04:18:28 AM,48.517,,,,,,
49,05/25/19 05:18:28 AM,48.339,,,,,,
50,05/25/19 06:18:28 AM,47.982,,,,,,
51,05/25/19 07:18:28 AM,48.339,,,,,,
52,05/25/19 08:18:28 AM,49.050,,,,,,
53,05/25/19 09:18:28 AM,50.643,,,,,,
54,05/25/19 10:18:28 AM,53.449,,,,,,
55,05/25/19 11:18:28 AM,58.647,,,,,,
56,05/25/19 12:18:28 PM,58.993,,,,,,
57,05/25/19 01:18:28 PM,60.883,,,,,,
58,05/25/19 02:18:28 PM,67.392,,,,,,
59,05/25/19 03:18:28 PM,71.168,,,,,,
60,05/25/19 04:18:28 PM,61.398,,,,,,
61,05/25/19 05:18:28 PM,56.923,,,,,,
62,05/25/19 06:18:28 PM,52.925,,,,,,
63,05/25/19 07:18:28 PM,50.643,,,,,,
64,05/25/19 08:18:28 PM,49.582,,,,,,
65,05/25/19 09:18:28 PM,48.695,,,,,,
66,05/25/19 10:18:28 PM,48.339,,,,,,
67,05/25/19 11:18:28 PM,48.160,,,,,,
68,05/26/19 12:18:28 AM,48.160,,,,,,
69,05/26/19 01:18:28 AM,48.339,,,,,,
70,05/26/19 01:34:12 AM,,0.06,,,,,
71,05/26/19 02:18:28 AM,48.160,,,,,,
